Rank,Name,Vocation,World,Level,Points,Category
118,Losing Sleep,Master Sorcerer,Yonabra,1108,"1,304",Achievements
121,Dakota,Elite Knight,Blumera,1630,"1,303",Achievements
121,Zoi Robacena,Royal Paladin,Ferobra,1199,"1,303",Achievements
123,Rpe Fred,Royal Paladin,Quelibra,1120,"1,302",Achievements
123,Zyro'flame,Master Sorcerer,Secura,1432,"1,302",Achievements
125,Brighid Grand Explorateur,Elite Knight,Yonabra,891,"1,301",Achievements
125,Rhania,Elder Druid,Celesta,1308,"1,301",Achievements
127,Xivana,Elder Druid,Peloria,1567,"1,300",Achievements
128,Aurea Atti,Elder Druid,Gentebra,880,"1,299",Achievements
128,Darelo Palestrino,Royal Paladin,Gentebra,1212,"1,299",Achievements
128,Ninja,Royal Paladin,Yonabra,1593,"1,299",Achievements
131,Slodka Ulcia,Royal Paladin,Secura,825,"1,298",Achievements
132,Kate Walker,Elite Knight,Nevia,1300,"1,297",Achievements
132,Kharsek,Elite Knight,Gladera,1992,"1,297",Achievements
132,Vicyous,Elite Knight,Calmera,1616,"1,297",Achievements
135,Bullistic,Royal Paladin,Lobera,1403,"1,296",Achievements
135,Icuu,Elder Druid,Ombra,1006,"1,296",Achievements
135,Kilseno,Royal Paladin,Secura,1272,"1,296",Achievements
135,Silverx,Elite Knight,Gentebra,622,"1,296",Achievements
135,Ultimate Blood,Elite Knight,Serdebra,810,"1,296",Achievements
140,Instalek,Elite Knight,Secura,1097,"1,295",Achievements
140,Piiloto Bighead,Elite Knight,Etebra,1226,"1,295",Achievements
142,Czikita,Elder Druid,Secura,2063,"1,294",Achievements
142,Suuper-Till,Elder Druid,Yonabra,954,"1,294",Achievements
142,Tigrokey,Elite Knight,Calmera,798,"1,294",Achievements
142,True Woo Dy,Elite Knight,Inabra,1314,"1,294",Achievements
146,Felipe Montez,Royal Paladin,Secura,1163,"1,293",Achievements
146,Kareka on quelibra,Royal Paladin,Quelibra,858,"1,293",Achievements
146,Wladek Slawek,Druid,Celesta,839,"1,293",Achievements
149,Puner,Master Sorcerer,Ustebra,924,"1,292",Achievements
150,Darken wolf,Royal Paladin,Luminera,1287,"1,291",Achievements
150,Dill Zica,Royal Paladin,Terribra,1118,"1,291",Achievements
150,Kbessa Charlove,Master Sorcerer,Ombra,823,"1,291",Achievements
150,Ty cobb,Royal Paladin,Quelibra,977,"1,291",Achievements
150,Whayz,Elite Knight,Monza,859,"1,291",Achievements
155,Axnavar,Royal Paladin,Secura,613,"1,290",Achievements
155,Eric Backhome,Elite Knight,Peloria,602,"1,290",Achievements
155,Heltriz,Royal Paladin,Dia,948,"1,290",Achievements
155,White hair,Master Sorcerer,Refugia,800,"1,290",Achievements
159,Itexo,Elite Knight,Secura,1208,"1,289",Achievements
159,Marius,Royal Paladin,Ustebra,664,"1,289",Achievements
161,Cieniaseq,Elder Druid,Refugia,930,"1,288",Achievements
161,Kafkacoli,Elite Knight,Nevia,1072,"1,288",Achievements
163,Extremz,Elder Druid,Secura,697,"1,287",Achievements
163,Mytth Dearrow,Royal Paladin,Yonabra,1231,"1,287",Achievements
163,Rockstacker Cleve,Elder Druid,Nevia,1219,"1,287",Achievements
166,Lord Zilez,Master Sorcerer,Vunira,1086,"1,286",Achievements
166,Rayo,Royal Paladin,Gentebra,2389,"1,286",Achievements
168,Art Archero,Royal Paladin,Dia,428,"1,285",Achievements
168,Inge Naning,Sorcerer,Nevia,975,"1,285",Achievements
168,Jhongsters Jack,Elite Knight,Celebra,721,"1,285",Achievements
168,Nius,Elite Knight,Pacera,795,"1,285",Achievements
172,Haarin,Elder Druid,Monza,1720,"1,284",Achievements
172,Knightz Oz,Elite Knight,Nefera,767,"1,284",Achievements
172,Sage of Ice,Elder Druid,Belobra,1016,"1,284",Achievements
175,Bat Person,Elite Knight,Secura,1140,"1,283",Achievements
175,Celsiin,Elite Knight,Kalibra,1351,"1,283",Achievements
175,Juankz,Elite Knight,Lobera,1299,"1,283",Achievements
175,Judge,Royal Paladin,Celebra,1896,"1,283",Achievements
175,Mazter Chiief,Elder Druid,Astera,1146,"1,283",Achievements
180,Exterminador,Sorcerer,Inabra,1124,"1,281",Achievements
180,Frodo-Junior,Elder Druid,Yonabra,918,"1,281",Achievements
180,Paladino Monte,Royal Paladin,Gentebra,1606,"1,281",Achievements
180,Rabada com Agriao,Elite Knight,Celebra,786,"1,281",Achievements
180,Tharum,Elite Knight,Celesta,1010,"1,281",Achievements
185,Distancehunter,Royal Paladin,Antica,636,"1,280",Achievements
185,Flipius,Elite Knight,Quintera,507,"1,280",Achievements
185,Kyliee Minogue,Royal Paladin,Harmonia,828,"1,280",Achievements
185,Mage Barker,Druid,Quintera,1014,"1,280",Achievements
185,Sarys Sire,Elder Druid,Secura,824,"1,280",Achievements
190,Centenario de Torreon,Elite Knight,Talera,1020,"1,279",Achievements
190,Fire Draggon,Elite Knight,Quintera,1323,"1,279",Achievements
190,Jadxz,Elder Druid,Talera,999,"1,279",Achievements
190,Mendanha,Master Sorcerer,Belobra,1371,"1,279",Achievements
194,Difovert,Elite Knight,Monza,1194,"1,278",Achievements
194,Khilleron,Elite Knight,Refugia,1200,"1,278",Achievements
194,Lee kun,Elder Druid,Pacera,901,"1,278",Achievements
194,Michael Devil,Elite Knight,Harmonia,1028,"1,278",Achievements
198,Daf Knight,Elite Knight,Gentebra,782,"1,277",Achievements
198,Dardar Zamoldimor,Royal Paladin,Celesta,982,"1,277",Achievements
200,Baronkz,Royal Paladin,Bona,1072,"1,276",Achievements
200,Venoox,Royal Paladin,Celesta,2294,"1,276",Achievements
202,Awktistic,Elite Knight,Gladera,853,"1,275",Achievements
202,Bjo,Master Sorcerer,Quelibra,1626,"1,275",Achievements
202,Bogus Apocalypse,Elder Druid,Refugia,831,"1,275",Achievements
202,Dark Ruizu,Royal Paladin,Solidera,534,"1,275",Achievements
202,Darkside the ghost,Elite Knight,Bona,1521,"1,275",Achievements
202,Kuriz,Royal Paladin,Blumera,794,"1,275",Achievements
202,Nicolle Meraki,Elder Druid,Quidera,1000,"1,275",Achievements
202,Nietoperko,Elite Knight,Harmonia,1120,"1,275",Achievements
210,Ka Rio Ka,Elite Knight,Descubra,580,"1,274",Achievements
210,Rullyan,Elite Knight,Astera,982,"1,274",Achievements
210,Valiiant krzychu,Royal Paladin,Secura,1253,"1,274",Achievements
210,Witthen,Knight,Calmera,772,"1,274",Achievements
214,Adriano Dourden,Royal Paladin,Secura,929,"1,273",Achievements
214,Anatim,Royal Paladin,Thyria,1329,"1,273",Achievements
214,Arphaxad,Elder Druid,Wintera,1022,"1,273",Achievements
214,Audr'ey,Royal Paladin,Secura,901,"1,273",Achievements
214,Neziar,Royal Paladin,Nefera,1172,"1,273",Achievements
214,Ruzx,Elder Druid,Luminera,1123,"1,273",Achievements
220,Bocian Damora,Master Sorcerer,Karmeya,1545,"1,272",Achievements
220,Kiikesz,Elite Knight,Wintera,1089,"1,272",Achievements
220,Sir Lord Demolay,Elite Knight,Yonabra,1060,"1,272",Achievements
220,Ze Paladin Unitera,Royal Paladin,Belobra,708,"1,272",Achievements
224,Norelli,Master Sorcerer,Thyria,766,"1,270",Achievements
225,Aleardillitax,Elite Knight,Serdebra,806,"1,269",Achievements
225,El Iguana,Elder Druid,Menera,1091,"1,269",Achievements
225,Kisiel Grillowany,Elite Knight,Premia,1274,"1,269",Achievements
228,Askrates,Elite Knight,Secura,1132,"1,268",Achievements
228,Lormora,Master Sorcerer,Monza,1784,"1,268",Achievements
228,Szubik,Elite Knight,Karmeya,582,"1,268",Achievements
228,Toxino,Elite Knight,Talera,1065,"1,268",Achievements
232,Gohanoski,Royal Paladin,Pacera,1988,"1,267",Achievements
232,Magic Heals,Elder Druid,Secura,1193,"1,267",Achievements
232,Shadon Shard,Elder Druid,Gentebra,712,"1,267",Achievements
232,Tuuelhinha,Knight,Belobra,821,"1,267",Achievements
236,Gutzim,Knight,Inabra,804,"1,266",Achievements
236,Magier kalinowa,Elder Druid,Bona,835,"1,266",Achievements
238,Jhann,Elite Knight,Kalibra,1382,"1,264",Achievements
238,Pro Feta,Master Sorcerer,Luminera,1302,"1,264",Achievements
238,Refri,Elite Knight,Gentebra,519,"1,264",Achievements
241,Cubbii,Royal Paladin,Celesta,1456,"1,263",Achievements
241,Dih Licia,Master Sorcerer,Etebra,754,"1,263",Achievements
241,Raaro,Master Sorcerer,Ustebra,1677,"1,263",Achievements
241,Tecek,Royal Paladin,Refugia,2270,"1,263",Achievements
245,Diego Royal,Royal Paladin,Celebra,1198,"1,262",Achievements
245,Dolaa,Elite Knight,Bona,835,"1,262",Achievements
245,Eternia Sniper,Royal Paladin,Vunira,810,"1,262",Achievements
248,Chivolli,Elite Knight,Nevia,764,"1,261",Achievements
248,Homelander,Elite Knight,Rasteibra,764,"1,261",Achievements
250,Bullest,Knight,Pacera,1065,"1,260",Achievements
250,Lynuux,Elder Druid,Celebra,2247,"1,260",Achievements
252,Megazord Lamboso,Elder Druid,Inabra,1298,"1,259",Achievements
252,Xavier Eon,Elder Druid,Thyria,732,"1,259",Achievements
254,Achievemaniac,Royal Paladin,Belobra,530,"1,258",Achievements
254,Bijou Kidi,Elder Druid,Antica,831,"1,258",Achievements
254,Romper ek,Elite Knight,Harmonia,890,"1,258",Achievements
257,Andrewsek,Elite Knight,Nefera,1193,"1,257",Achievements
257,Dragon Higa,Royal Paladin,Issobra,1060,"1,257",Achievements
257,Hubi Nhows,Master Sorcerer,Quelibra,1018,"1,257",Achievements
257,Ja co,Elite Knight,Refugia,2101,"1,257",Achievements
261,Darkz Leo,Master Sorcerer,Gentebra,1894,"1,256",Achievements
261,Downdolino,Royal Paladin,Nefera,1296,"1,256",Achievements
261,Healing Bae,Elder Druid,Secura,709,"1,256",Achievements
261,Morbo Mabyst,Master Sorcerer,Collabra,823,"1,256",Achievements
261,Rich Patrol,Elder Druid,Monza,1571,"1,256",Achievements
261,Ronan Mago Branco,Elder Druid,Descubra,832,"1,256",Achievements
267,Chelzea,Elite Knight,Lobera,602,"1,255",Achievements
268,Bella Ayuni,Elder Druid,Gentebra,805,"1,254",Achievements
268,Jhannys,Royal Paladin,Kalibra,768,"1,254",Achievements
268,Maxigashi,Elite Knight,Secura,1126,"1,254",Achievements
271,Allan kardec,Druid,Talera,702,"1,253",Achievements
271,Hyrox,Elite Knight,Calmera,887,"1,253",Achievements
273,Dranongar,Elite Knight,Astera,723,"1,252",Achievements
273,Elv'en hunter,Royal Paladin,Menera,952,"1,252",Achievements
273,Jak Glorion,Elite Knight,Astera,729,"1,252",Achievements
273,Maggical,Master Sorcerer,Monstera,1528,"1,252",Achievements
273,Marizinhahh'Dragon,Master Sorcerer,Celebra,1157,"1,252",Achievements
273,Tythri Razinato,Royal Paladin,Nevia,678,"1,252",Achievements
273,Vinicius shocks,Elite Knight,Pacera,280,"1,252",Achievements
273,Warglaiven,Royal Paladin,Kalibra,1839,"1,252",Achievements
281,Dergrom,Elite Knight,Secura,778,"1,251",Achievements
281,Halloiv,Elite Knight,Gentebra,1485,"1,251",Achievements
283,Markelito,Elite Knight,Celesta,1650,"1,250",Achievements
283,Tadzik na Gore,Master Sorcerer,Secura,766,"1,250",Achievements
285,Alucarr,Royal Paladin,Antica,932,"1,249",Achievements
285,Aritmancia,Elder Druid,Wintera,1434,"1,249",Achievements
285,Orphen,Royal Paladin,Secura,1042,"1,249",Achievements
288,Elder Tidire,Elder Druid,Bona,827,"1,248",Achievements
288,Enri Crys,Elite Knight,Antica,716,"1,248",Achievements
288,Krannor,Elite Knight,Ustebra,1029,"1,248",Achievements
288,Turion Templar,Elite Knight,Vunira,621,"1,248",Achievements
292,Suta Charlovinho,Elder Druid,Wintera,714,"1,247",Achievements
293,Carless tudel,Druid,Harmonia,669,"1,246",Achievements
293,Fouls Souls,Elite Knight,Pacera,936,"1,246",Achievements
293,Moriteru,Master Sorcerer,Peloria,693,"1,246",Achievements
293,Tebewolf,Elite Knight,Serdebra,675,"1,246",Achievements
293,Umbrakadabra,Master Sorcerer,Astera,730,"1,246",Achievements
298,Boski Archmage,Master Sorcerer,Secura,1943,"1,245",Achievements
298,Inappropriate Soul,Master Sorcerer,Secura,1284,"1,245",Achievements
298,Serenie,Elite Knight,Wintera,443,"1,245",Achievements
301,Amra Mana,Elite Knight,Havera,1076,"1,244",Achievements
301,Er ii,Elder Druid,Wintera,1107,"1,244",Achievements
303,Alluring Sapphire,Elder Druid,Refugia,865,"1,243",Achievements
303,Amazing Raffu,Royal Paladin,Monstera,1247,"1,243",Achievements
303,Lord Escurruzo,Elder Druid,Secura,1428,"1,243",Achievements
306,Brobanana,Elite Knight,Peloria,809,"1,242",Achievements
306,Draiimo,Elite Knight,Belobra,824,"1,242",Achievements
306,Filemona,Elder Druid,Secura,575,"1,242",Achievements
306,Jeremy Fisher,Royal Paladin,Wintera,377,"1,242",Achievements
306,Nufrevi,Royal Paladin,Bona,504,"1,242",Achievements
311,Maarculino,Royal Paladin,Jadebra,2063,"1,241",Achievements
311,Oblivionb,Elder Druid,Inabra,1120,"1,241",Achievements
311,Proudmane,Druid,Peloria,987,"1,241",Achievements
314,Bloodrunk Leech,Exalted Monk,Lobera,955,"1,240",Achievements
314,Divine Hallux,Elite Knight,Oceanis,1226,"1,240",Achievements
314,Osio Yuya,Elite Knight,Inabra,1357,"1,240",Achievements
317,Daemon gizmo,Elder Druid,Firmera,839,"1,239",Achievements
317,Darklight Cow,Master Sorcerer,Vunira,866,"1,239",Achievements
317,Don Forasteiro,Elite Knight,Celebra,1060,"1,239",Achievements
317,Krysson,Royal Paladin,Vunira,1006,"1,239",Achievements
317,Prowaters,Elite Knight,Thyria,825,"1,239",Achievements
317,Pyro Abdu,Elder Druid,Serdebra,1135,"1,239",Achievements
317,Szujin,Master Sorcerer,Pacera,1350,"1,239",Achievements
324,Alfadur Druid,Elder Druid,Yonabra,871,"1,238",Achievements
324,Alukhard,Elite Knight,Quelibra,571,"1,238",Achievements
324,Tama,Elder Druid,Venebra,474,"1,238",Achievements
324,Thia guin,Elder Druid,Yonabra,1160,"1,238",Achievements
328,Akarians Demons,Royal Paladin,Gladera,759,"1,237",Achievements
328,Duau,Paladin,Yonabra,1218,"1,237",Achievements
328,Everton Cavalheiro,Elite Knight,Serdebra,946,"1,237",Achievements
331,Colonel Kloss,Elite Knight,Secura,758,"1,236",Achievements
331,Jercito,Elder Druid,Gladera,618,"1,236",Achievements
331,Talisis,Royal Paladin,Refugia,824,"1,236",Achievements
334,Bad Sauce,Elite Knight,Havera,1113,"1,235",Achievements
334,Espeto Knight,Elite Knight,Celebra,1136,"1,235",Achievements
334,General Lubektron,Elite Knight,Issobra,1638,"1,235",Achievements
334,Mauser Karabiner,Sorcerer,Venebra,625,"1,235",Achievements
338,Aqua Angel,Royal Paladin,Oceanis,776,"1,234",Achievements
338,Hirille Hero,Elite Knight,Ourobra,217,"1,234",Achievements
340,Achilles Hurtz,Master Sorcerer,Etebra,1102,"1,233",Achievements
340,April Veriiky,Elder Druid,Refugia,708,"1,233",Achievements
340,Cavaleiro Zyn,Royal Paladin,Gentebra,1222,"1,233",Achievements
340,Dant Ivan,Elite Knight,Celesta,1054,"1,233",Achievements
340,Gustye,Elite Knight,Menera,1331,"1,233",Achievements
340,Samhain Dreyar,Elite Knight,Calmera,783,"1,233",Achievements
340,Starsza Siostra Pietruchy,Royal Paladin,Nevia,481,"1,233",Achievements
340,Thoris Seph,Royal Paladin,Bona,643,"1,233",Achievements
348,Aurora Lily,Elite Knight,Wintera,1178,"1,232",Achievements
348,Dark Lord Morpheu,Elite Knight,Yonabra,1045,"1,232",Achievements
348,John the Developer,Elite Knight,Kalibra,1242,"1,232",Achievements
348,King Activist,Elite Knight,Quidera,916,"1,232",Achievements
348,Meyrah,Master Sorcerer,Quidera,646,"1,232",Achievements
353,Gogrex,Royal Paladin,Xyla,1253,"1,231",Achievements
353,Ixp,Elite Knight,Gentebra,843,"1,231",Achievements
353,Jinbesan,Master Sorcerer,Dia,865,"1,231",Achievements
353,Rolan Aneon,Royal Paladin,Peloria,875,"1,231",Achievements
353,Tejows Corporation,Elite Knight,Issobra,1888,"1,231",Achievements
358,Gesiian,Elite Knight,Kalibra,1752,"1,230",Achievements
358,Guze,Elite Knight,Nefera,647,"1,230",Achievements
358,Mareckinho,Elite Knight,Karmeya,875,"1,230",Achievements
361,Ale Erpe,Royal Paladin,Antica,813,"1,229",Achievements
361,Dede Love,Elder Druid,Ferobra,1591,"1,229",Achievements
361,Masnus,Exalted Monk,Vunira,904,"1,229",Achievements
361,Paneva,Elder Druid,Thyria,535,"1,229",Achievements
361,Propaganda Tong Po,Elder Druid,Harmonia,1065,"1,229",Achievements
366,Elyrea,Elder Druid,Antica,324,"1,227",Achievements
366,Heike Beleren,Elite Knight,Nefera,527,"1,227",Achievements
366,Killz,Master Sorcerer,Lobera,1302,"1,227",Achievements
366,Rodrixh,Elder Druid,Lobera,1408,"1,227",Achievements
366,Sugar Dedi,Royal Paladin,Dia,1004,"1,227",Achievements
371,Black Buck,Master Sorcerer,Havera,710,"1,226",Achievements
371,Fairy Fox,Elite Knight,Celebra,670,"1,226",Achievements
371,Siamix,Elite Knight,Quelibra,901,"1,226",Achievements
374,Ajmeh,Master Sorcerer,Solidera,583,"1,225",Achievements
374,Chimolina,Elder Druid,Harmonia,1156,"1,225",Achievements
374,Nootito,Royal Paladin,Nevia,846,"1,225",Achievements
374,Snakeraid,Elder Druid,Yonabra,1648,"1,225",Achievements
378,Palisano,Royal Paladin,Thyria,1045,"1,224",Achievements
378,Rayrix,Elite Knight,Thyria,712,"1,224",Achievements
380,Mystic Glance,Elder Druid,Vunira,1216,"1,223",Achievements
381,Dania Amr,Royal Paladin,Wintera,642,"1,222",Achievements
381,Fernandinho from Fortera,Elder Druid,Gladibra,1116,"1,222",Achievements
381,Luziadas,Elite Knight,Calmera,1280,"1,222",Achievements
381,Seip Oner,Royal Paladin,Secura,521,"1,222",Achievements
381,Semeghi,Elite Knight,Kalibra,772,"1,222",Achievements
386,Assady,Master Sorcerer,Kalibra,907,"1,221",Achievements
386,Joao-Paulo,Elder Druid,Harmonia,721,"1,221",Achievements
386,Knight do Guga,Elite Knight,Nefera,776,"1,221",Achievements
386,Nocktambul,Master Sorcerer,Secura,825,"1,221",Achievements
386,Phait,Royal Paladin,Secura,1009,"1,221",Achievements
386,Smartguy,Royal Paladin,Secura,1190,"1,221",Achievements
392,Rowik,Elder Druid,Celesta,974,"1,220",Achievements
393,Deoll,Elder Druid,Secura,1125,"1,219",Achievements
393,Drasski,Royal Paladin,Secura,1536,"1,219",Achievements
393,Gert Ar,Master Sorcerer,Harmonia,1500,"1,219",Achievements
396,Forseti Ases,Elite Knight,Belobra,1455,"1,218",Achievements
396,Naom,Elder Druid,Secura,852,"1,218",Achievements
396,Smuu,Elder Druid,Pacera,404,"1,218",Achievements
399,Avooo,Elite Knight,Kalanta,1187,"1,217",Achievements
399,Headshotter,Royal Paladin,Kalibra,593,"1,217",Achievements
399,Lady Yakassi,Elder Druid,Peloria,663,"1,217",Achievements
399,Petersburski Elektryk,Elder Druid,Antica,563,"1,217",Achievements
403,Lord Chauz,Elite Knight,Honbra,716,"1,216",Achievements
403,Mathewziin,Elite Knight,Quelibra,1414,"1,216",Achievements
405,Ecliptico Sauer,Elder Druid,Wintera,806,"1,214",Achievements
405,Pa Ty,Elite Knight,Lutabra,1305,"1,214",Achievements
407,Mcfly Outatime,Elite Knight,Pacera,645,"1,213",Achievements
407,Pesadelus,Royal Paladin,Descubra,815,"1,213",Achievements
