Rank,Name,Vocation,World,Level,Points,Category
29,Itzz Anastasia,Elder Druid,Monza,923,"24,375",Boss Points
31,Palaz,Royal Paladin,Ourobra,1366,"24,370",Boss Points
32,Tschas,Elder Druid,Secura,1023,"24,335",Boss Points
33,Pangping,Royal Paladin,Karmeya,1418,"24,300",Boss Points
34,Ma ri,Elder Druid,Gentebra,1444,"24,290",Boss Points
35,Stugaan,Elite Knight,Monstera,1382,"24,280",Boss Points
36,Acidd,Master Sorcerer,Descubra,1095,"24,270",Boss Points
37,Kamastinx,Elite Knight,Antica,945,"24,250",Boss Points
38,David in Panic,Elder Druid,Inabra,1257,"24,245",Boss Points
39,Cavaleiro Zyn,Royal Paladin,Gentebra,1222,"24,220",Boss Points
40,Rayn Shus,Elite Knight,Celebra,1020,"24,215",Boss Points
41,Wuwu Eter,Elder Druid,Ustebra,987,"24,210",Boss Points
42,Flowing Rain,Elite Knight,Yonabra,1249,"24,195",Boss Points
43,Seip Oner,Royal Paladin,Secura,521,"24,165",Boss Points
44,Polarek,Elder Druid,Secura,850,"24,145",Boss Points
45,Bullistic,Royal Paladin,Lobera,1403,"24,115",Boss Points
46,Nerala,Elite Knight,Secura,867,"24,105",Boss Points
47,Serby,Royal Paladin,Nevia,1165,"24,055",Boss Points
48,Blaina Siwynia,Master Sorcerer,Antica,984,"24,050",Boss Points
49,Lord Strikee,Elder Druid,Harmonia,1372,"24,040",Boss Points
50,Uriel Simacek,Elite Knight,Kalibra,925,"24,035",Boss Points
51,Nefii,Royal Paladin,Nefera,925,"23,990",Boss Points
51,Veld,Master Sorcerer,Kalibra,727,"23,990",Boss Points
53,Sibon Faur,Elite Knight,Vunira,1190,"23,905",Boss Points
54,Gutzim,Knight,Inabra,804,"23,890",Boss Points
55,Special Frank,Elder Druid,Serdebra,1528,"23,880",Boss Points
56,Cinek Lubon,Royal Paladin,Harmonia,859,"23,835",Boss Points
57,Koztos,Elite Knight,Monza,894,"23,825",Boss Points
58,Korixos,Master Sorcerer,Refugia,1262,"23,810",Boss Points
59,Ioo,Elder Druid,Astera,1234,"23,770",Boss Points
60,Popolos Paladino,Royal Paladin,Secura,899,"23,610",Boss Points
61,Cornus Mass,Royal Paladin,Monza,767,"23,595",Boss Points
61,Ezudux,Royal Paladin,Gentebra,2039,"23,595",Boss Points
63,Spirall fall,Elite Knight,Quelibra,1209,"23,530",Boss Points
64,Kaos Boss,Elite Knight,Nefera,800,"23,500",Boss Points
65,Elvenor,Royal Paladin,Celesta,1348,"23,470",Boss Points
66,Machado Purosangue,Elite Knight,Kalibra,1907,"23,445",Boss Points
66,Offf Liiineee,Elite Knight,Wintera,767,"23,445",Boss Points
68,Brave,Elder Druid,Lobera,1133,"23,430",Boss Points
69,Dolaa,Elite Knight,Bona,835,"23,410",Boss Points
70,Suguimoto,Elder Druid,Descubra,1543,"23,390",Boss Points
71,Slodka Ulcia,Royal Paladin,Secura,825,"23,360",Boss Points
72,Gogrex,Royal Paladin,Xyla,1253,"23,355",Boss Points
73,Magier kalinowa,Elder Druid,Bona,835,"23,350",Boss Points
74,Guii,Elite Knight,Celebra,2419,"23,345",Boss Points
75,Amazing Raffu,Royal Paladin,Monstera,1247,"23,320",Boss Points
76,Painus,Elder Druid,Terribra,726,"23,305",Boss Points
77,Sora,Elder Druid,Astera,1446,"23,280",Boss Points
78,Konii Tuptii,Elder Druid,Secura,880,"23,270",Boss Points
79,Lady Tafuri,Elite Knight,Nefera,1844,"23,255",Boss Points
80,Shidden,Royal Paladin,Gladibra,1300,"23,240",Boss Points
81,Boba Addon,Elite Knight,Harmonia,1169,"23,235",Boss Points
82,Miyu Amaya,Elder Druid,Karmeya,1752,"23,225",Boss Points
83,Cavots,Elite Knight,Ustebra,1025,"23,220",Boss Points
84,Thee Hugod,Elite Knight,Honbra,1179,"23,205",Boss Points
85,Downdolino,Royal Paladin,Nefera,1296,"23,195",Boss Points
86,Ichigo Dimmadome,Royal Paladin,Antica,1124,"23,165",Boss Points
87,Sokon Eltanke,Master Sorcerer,Ustebra,1305,"23,145",Boss Points
88,Kado Leads,Master Sorcerer,Celebra,861,"23,090",Boss Points
89,Zarakson,Royal Paladin,Secura,1312,"23,060",Boss Points
90,Lady Bengals,Royal Paladin,Kalibra,841,"23,050",Boss Points
91,Mi Vingarei,Elite Knight,Inabra,695,"23,030",Boss Points
92,Wingboy,Master Sorcerer,Rasteibra,1358,"23,015",Boss Points
93,Pauleta de Xantera,Royal Paladin,Inabra,1000,"23,000",Boss Points
94,Huxy,Elite Knight,Secura,1257,"22,965",Boss Points
95,Neverlucky Wills,Royal Paladin,Venebra,978,"22,945",Boss Points
96,Dcko,Master Sorcerer,Secura,942,"22,940",Boss Points
97,Defense Intelligence Agency,Master Sorcerer,Dia,1016,"22,935",Boss Points
98,Ominae Yu,Elite Knight,Yonabra,1738,"22,925",Boss Points
99,Rayo,Royal Paladin,Gentebra,2389,"22,895",Boss Points
100,Paladino Monte,Royal Paladin,Gentebra,1606,"22,890",Boss Points
101,Mozenako,Elite Knight,Kalibra,630,"22,870",Boss Points
102,Lord Marshals,Royal Paladin,Peloria,1629,"22,835",Boss Points
103,Aretax Naza,Elite Knight,Belobra,1047,"22,820",Boss Points
103,Little Flor,Elder Druid,Inabra,654,"22,820",Boss Points
105,Zdenerwowana Lokomotywa,Royal Paladin,Dia,1042,"22,785",Boss Points
106,Asphaltus,Elite Knight,Bona,865,"22,770",Boss Points
106,Lady Meredith,Royal Paladin,Bona,755,"22,770",Boss Points
106,Nymerja,Royal Paladin,Vunira,748,"22,770",Boss Points
109,Fanas,Elder Druid,Lobera,1468,"22,740",Boss Points
110,Ano Vix,Elder Druid,Monstera,1108,"22,715",Boss Points
111,Losing Sleep,Master Sorcerer,Yonabra,1108,"22,675",Boss Points
112,Krysson,Royal Paladin,Vunira,1006,"22,650",Boss Points
113,Lito Maldito,Elite Knight,Antica,1056,"22,635",Boss Points
114,Krwawy Larck,Royal Paladin,Thyria,751,"22,620",Boss Points
115,Petersburski Elektryk,Elder Druid,Antica,563,"22,595",Boss Points
116,Kohaminha,Elder Druid,Nevia,1660,"22,580",Boss Points
117,Joker Hazard,Elite Knight,Belobra,1106,"22,560",Boss Points
118,Arinth,Elite Knight,Monza,2152,"22,555",Boss Points
119,Marcus Eon,Elite Knight,Thyria,916,"22,545",Boss Points
120,Kubul,Royal Paladin,Peloria,787,"22,530",Boss Points
121,Natth Morza,Elite Knight,Secura,885,"22,525",Boss Points
122,Johny Abruzzi,Royal Paladin,Peloria,1037,"22,475",Boss Points
122,Semeghi,Elite Knight,Kalibra,772,"22,475",Boss Points
124,Halloiv,Elite Knight,Gentebra,1485,"22,460",Boss Points
125,Demon Joselita,Royal Paladin,Quelibra,1151,"22,450",Boss Points
126,Sujazip,Elder Druid,Rasteibra,1175,"22,445",Boss Points
127,Guardian'Henry,Elite Knight,Kalibra,1157,"22,430",Boss Points
128,Blackfang,Royal Paladin,Jadebra,806,"22,405",Boss Points
129,Skyllaw,Elite Knight,Honbra,1064,"22,400",Boss Points
130,Firmoz,Royal Paladin,Ustebra,1172,"22,390",Boss Points
131,Energy Puff,Master Sorcerer,Premia,1163,"22,360",Boss Points
131,Jon Ragnarson,Elite Knight,Secura,1286,"22,360",Boss Points
131,Mendanha,Master Sorcerer,Belobra,1371,"22,360",Boss Points
134,Alyn Tauradmoon,Elder Druid,Serdebra,1142,"22,355",Boss Points
135,Curandeiro Loyal,Elder Druid,Celebra,987,"22,350",Boss Points
136,Ironhide,Master Sorcerer,Quintera,1207,"22,320",Boss Points
137,Kekw Kure,Elder Druid,Inabra,544,"22,315",Boss Points
138,Nikovka,Elder Druid,Secura,955,"22,300",Boss Points
139,Vampiro Marc,Elder Druid,Yonabra,1220,"22,295",Boss Points
140,Lady van Mave,Elder Druid,Antica,876,"22,290",Boss Points
141,Max Fleury,Elite Knight,Celebra,2105,"22,270",Boss Points
141,Niquit,Master Sorcerer,Antica,1728,"22,270",Boss Points
143,Sir Dryn,Royal Paladin,Bona,1001,"22,250",Boss Points
144,Sijundis Maliamwen,Master Sorcerer,Thyria,1205,"22,195",Boss Points
144,Strong Dimox,Elder Druid,Secura,860,"22,195",Boss Points
146,Cybres Jack,Master Sorcerer,Celebra,1663,"22,160",Boss Points
147,Bambaryla Witek,Elder Druid,Thyria,1925,"22,115",Boss Points
147,No Deal,Elder Druid,Ombra,443,"22,115",Boss Points
149,Lakohutt,Master Sorcerer,Calmera,915,"22,110",Boss Points
150,El Iguana,Elder Druid,Menera,1091,"22,105",Boss Points
151,Marizinhahh'Dragon,Master Sorcerer,Celebra,1157,"22,095",Boss Points
152,Bloodrunk Leech,Exalted Monk,Lobera,955,"22,090",Boss Points
152,Romper ek,Elite Knight,Harmonia,890,"22,090",Boss Points
154,Alba Troz,Royal Paladin,Celebra,917,"22,055",Boss Points
155,Lady Nefy,Elite Knight,Nefera,1185,"22,050",Boss Points
156,Atia Viejo,Master Sorcerer,Menera,1388,"22,040",Boss Points
156,Ronda Rush,Royal Paladin,Nefera,1481,"22,040",Boss Points
158,Kiwikator,Master Sorcerer,Monza,1483,"22,025",Boss Points
158,Xuexi,Royal Paladin,Nevia,899,"22,025",Boss Points
160,Laniboi,Royal Paladin,Nevia,1290,"22,000",Boss Points
161,Galloperaa,Elite Knight,Issobra,1207,"21,990",Boss Points
161,Mrufff,Royal Paladin,Karmeya,918,"21,990",Boss Points
163,Maashii,Elder Druid,Secura,1040,"21,985",Boss Points
163,Utsuro,Master Sorcerer,Secura,1468,"21,985",Boss Points
165,Kyos Mosus,Royal Paladin,Collabra,1014,"21,975",Boss Points
166,Varoos,Royal Paladin,Antica,980,"21,970",Boss Points
167,Nozferato,Master Sorcerer,Quelibra,1544,"21,955",Boss Points
168,Nocny Kruk,Royal Paladin,Secura,1106,"21,895",Boss Points
169,Sevok Thaord,Royal Paladin,Bona,737,"21,890",Boss Points
170,Elder Reno,Elder Druid,Celesta,2475,"21,880",Boss Points
171,Gilby,Elder Druid,Gentebra,1435,"21,870",Boss Points
172,Hell Shakao,Elite Knight,Yonabra,723,"21,845",Boss Points
173,Alfadur Druid,Elder Druid,Yonabra,871,"21,840",Boss Points
174,Bekx Dragonborn,Elite Knight,Jadebra,608,"21,835",Boss Points
175,Zalina Myth,Elite Knight,Vunira,1215,"21,825",Boss Points
176,Kafkacoli,Elite Knight,Nevia,1072,"21,820",Boss Points
177,Mush Kito,Royal Paladin,Kalibra,926,"21,810",Boss Points
177,Ploft Pluft,Elder Druid,Celebra,1428,"21,810",Boss Points
179,Mallowana Ksiezniczka,Elite Knight,Celesta,1297,"21,805",Boss Points
180,Konyzz,Royal Paladin,Vunira,679,"21,800",Boss Points
181,Cropper Phale,Royal Paladin,Nevia,1652,"21,785",Boss Points
182,Kainne,Elite Knight,Gentebra,978,"21,780",Boss Points
182,Turyan,Royal Paladin,Descubra,1015,"21,780",Boss Points
184,Aluxi,Master Sorcerer,Kalibra,1779,"21,750",Boss Points
185,Darkz Leo,Master Sorcerer,Gentebra,1894,"21,745",Boss Points
185,Hans Klok,Elder Druid,Bona,840,"21,745",Boss Points
187,Distancehunter,Royal Paladin,Antica,636,"21,740",Boss Points
188,Sassa de Belobra,Elite Knight,Belobra,767,"21,735",Boss Points
189,Durahhh,Royal Paladin,Kalibra,1036,"21,725",Boss Points
190,Dash Deluxe,Master Sorcerer,Secura,1660,"21,715",Boss Points
190,Surskallen,Elite Knight,Secura,1184,"21,715",Boss Points
190,Vicaor,Elder Druid,Honbra,613,"21,715",Boss Points
193,Zaku Palladyn,Royal Paladin,Monza,1198,"21,705",Boss Points
194,Qoda,Elite Knight,Secura,1031,"21,700",Boss Points
195,Walder Martz,Royal Paladin,Nefera,1204,"21,695",Boss Points
196,Acabyh,Elder Druid,Celebra,1091,"21,690",Boss Points
196,Tsu Tsu,Elite Knight,Secura,442,"21,690",Boss Points
198,Skumbel Thorous,Royal Paladin,Honbra,921,"21,660",Boss Points
199,Aeranthir,Royal Paladin,Lobera,872,"21,650",Boss Points
199,Armin the Turtle,Elite Knight,Karmeya,924,"21,650",Boss Points
201,Brighid Grand Explorateur,Elite Knight,Yonabra,891,"21,645",Boss Points
202,Bruno Abrasax,Elder Druid,Collabra,1405,"21,640",Boss Points
203,Nimue Lanuin,Elite Knight,Gentebra,1846,"21,620",Boss Points
204,Kik Firmot,Master Sorcerer,Menera,1317,"21,610",Boss Points
205,Fael Godlike,Elder Druid,Ourobra,1190,"21,605",Boss Points
205,Ramona Toledo,Royal Paladin,Serdebra,1020,"21,605",Boss Points
207,Theron guard,Royal Paladin,Astera,1318,"21,600",Boss Points
208,Itz Skols,Royal Paladin,Thyria,615,"21,585",Boss Points
209,Oswaldo Toxico,Royal Paladin,Kalibra,2061,"21,580",Boss Points
210,Thoris Seph,Royal Paladin,Bona,643,"21,575",Boss Points
211,Aran Gala,Elder Druid,Karmeya,927,"21,570",Boss Points
211,Borracho Bailarin,Master Sorcerer,Havera,799,"21,570",Boss Points
213,Ney Lucifer,Elder Druid,Pacera,829,"21,540",Boss Points
214,Javac,Royal Paladin,Nefera,870,"21,525",Boss Points
215,Suuper-Till,Elder Druid,Yonabra,954,"21,505",Boss Points
216,Diinoco,Elder Druid,Gentebra,1173,"21,460",Boss Points
217,Kalejann,Royal Paladin,Bona,990,"21,450",Boss Points
217,Voolgam,Elite Knight,Serdebra,1078,"21,450",Boss Points
219,Starsza Siostra Pietruchy,Royal Paladin,Nevia,481,"21,425",Boss Points
220,Bane Brate,Elite Knight,Karmeya,871,"21,420",Boss Points
221,Pan Pietrucha,Elite Knight,Nevia,673,"21,410",Boss Points
222,Eriick Impossible,Elite Knight,Gentebra,1519,"21,400",Boss Points
223,Pan Wujek Dziadek,Elder Druid,Karmeya,1157,"21,375",Boss Points
224,Giant the Ripper,Elder Druid,Secura,1307,"21,365",Boss Points
225,Aszur Askara,Royal Paladin,Antica,731,"21,355",Boss Points
226,Driftmoon,Royal Paladin,Secura,625,"21,340",Boss Points
226,Silent Sentinel,Royal Paladin,Kalibra,730,"21,340",Boss Points
228,Meliodasama,Elite Knight,Descubra,1107,"21,330",Boss Points
229,Maxigashi,Elite Knight,Secura,1126,"21,320",Boss Points
230,Tiroz,Elite Knight,Gentebra,880,"21,315",Boss Points
231,Berfor,Elder Druid,Celesta,1393,"21,305",Boss Points
231,Fester Adams,Elite Knight,Belobra,815,"21,305",Boss Points
231,Mareecki,Master Sorcerer,Harmonia,1318,"21,305",Boss Points
231,Szymcajs,Royal Paladin,Bona,992,"21,305",Boss Points
231,Tchaaa,Elder Druid,Gentebra,1933,"21,305",Boss Points
236,Garlek,Elite Knight,Calmera,794,"21,290",Boss Points
236,Mitsuhashi Takashi,Elite Knight,Issobra,801,"21,290",Boss Points
238,Ka Rio Ka,Elite Knight,Descubra,580,"21,265",Boss Points
239,Felipe Montez,Royal Paladin,Secura,1163,"21,245",Boss Points
240,Ya Adik,Elite Knight,Collabra,1790,"21,225",Boss Points
241,Sir Pagnussatt,Royal Paladin,Issobra,890,"21,190",Boss Points
241,Toon Arma,Elder Druid,Secura,1178,"21,190",Boss Points
243,King Danter,Elite Knight,Celesta,2411,"21,175",Boss Points
244,Veldue,Royal Paladin,Monza,727,"21,170",Boss Points
245,Prizs,Royal Paladin,Kalibra,1319,"21,155",Boss Points
246,Queen Liss,Elder Druid,Lutabra,1466,"21,130",Boss Points
246,Trapalhon,Master Sorcerer,Descubra,1167,"21,130",Boss Points
248,Czarujacyy,Master Sorcerer,Karmeya,1449,"21,120",Boss Points
249,Dagor Zomi,Royal Paladin,Premia,865,"21,115",Boss Points
250,Ivans Meraki,Master Sorcerer,Ourobra,1204,"21,100",Boss Points
251,Padre Invierno,Elder Druid,Luminera,1813,"21,085",Boss Points
252,Archangel Elementalis,Master Sorcerer,Venebra,710,"21,075",Boss Points
252,Infernity Des Gunman,Elite Knight,Peloria,873,"21,075",Boss Points
254,Darkside the ghost,Elite Knight,Bona,1521,"21,050",Boss Points
254,Leoxy Ousado,Elder Druid,Terribra,1549,"21,050",Boss Points
256,Lethalzinho Frost,Elder Druid,Etebra,1064,"21,040",Boss Points
257,Haarin,Elder Druid,Monza,1720,"21,030",Boss Points
257,Pai Do Meufilhu,Royal Paladin,Honbra,1310,"21,030",Boss Points
259,Ar Rogante,Royal Paladin,Collabra,1291,"21,025",Boss Points
259,Aritmancia,Elder Druid,Wintera,1434,"21,025",Boss Points
261,Estireno,Royal Paladin,Solidera,737,"21,020",Boss Points
262,Igok Sorceck,Master Sorcerer,Quelibra,1075,"21,010",Boss Points
263,Eddison,Royal Paladin,Vunira,766,"20,995",Boss Points
264,Mithrandil,Royal Paladin,Antica,732,"20,985",Boss Points
265,Mente Brilhante,Royal Paladin,Gentebra,889,"20,970",Boss Points
266,Ricardao Prime,Royal Paladin,Monstera,1153,"20,960",Boss Points
266,Tarmon Gai Don,Elder Druid,Peloria,1300,"20,960",Boss Points
268,Averlo,Elder Druid,Bona,1259,"20,955",Boss Points
268,Luke Lockdown,Master Sorcerer,Collabra,1276,"20,955",Boss Points
270,Gabos,Elite Knight,Thyria,909,"20,950",Boss Points
271,Lombrado Rush,Royal Paladin,Ferobra,1028,"20,935",Boss Points
271,Zipper Soul Shade,Master Sorcerer,Karmeya,749,"20,935",Boss Points
273,Chinese Fighting,Elder Druid,Lobera,1264,"20,905",Boss Points
273,Trouble Moh Paz,Elder Druid,Issobra,1103,"20,905",Boss Points
275,Xind Wizak,Royal Paladin,Karmeya,918,"20,900",Boss Points
276,Knightis,Elite Knight,Karmeya,1200,"20,895",Boss Points
277,Defekt Muzgo,Elite Knight,Epoca,926,"20,875",Boss Points
278,Dani van Kessel,Royal Paladin,Antica,679,"20,870",Boss Points
279,Axnavar,Royal Paladin,Secura,613,"20,850",Boss Points
280,Delirium Tremen,Royal Paladin,Astera,645,"20,845",Boss Points
280,Libi,Elite Knight,Lobera,1308,"20,845",Boss Points
280,Yalder,Royal Paladin,Bona,1075,"20,845",Boss Points
283,Royal Raczkoo,Royal Paladin,Thyria,1069,"20,830",Boss Points
284,Albino the Insane,Elite Knight,Ustebra,792,"20,825",Boss Points
285,Dragon Higa,Royal Paladin,Issobra,1060,"20,820",Boss Points
285,Seth Gleim,Elite Knight,Ustebra,1213,"20,820",Boss Points
287,Avarr,Royal Paladin,Premia,1473,"20,810",Boss Points
287,Druid Anders,Elder Druid,Inabra,1285,"20,810",Boss Points
289,Tengil,Master Sorcerer,Secura,1315,"20,805",Boss Points
290,Phoenix Kato,Royal Paladin,Yonabra,1222,"20,790",Boss Points
291,Enduroman,Elite Knight,Harmonia,1240,"20,785",Boss Points
292,Lermadc,Royal Paladin,Lobera,814,"20,780",Boss Points
293,Shinai,Elite Knight,Refugia,844,"20,775",Boss Points
294,Axtkopf,Elite Knight,Antica,741,"20,770",Boss Points
295,Arwel Taura,Royal Paladin,Bona,1085,"20,755",Boss Points
296,Royal Gotico,Royal Paladin,Monza,1728,"20,750",Boss Points
297,Kuubiq,Royal Paladin,Thyria,1981,"20,740",Boss Points
297,Paul Ed,Elder Druid,Secura,1387,"20,740",Boss Points
299,Exona Elexa,Elite Knight,Kalibra,607,"20,735",Boss Points
300,Thas Agria,Elite Knight,Rasteibra,988,"20,725",Boss Points
301,Paladiin Exodia,Royal Paladin,Celesta,1129,"20,720",Boss Points
302,Jay Assassin,Elite Knight,Nevia,1359,"20,645",Boss Points
303,Lalo heavy carrasco,Master Sorcerer,Pacera,734,"20,630",Boss Points
303,Lizard Racoon,Master Sorcerer,Quintera,813,"20,630",Boss Points
305,Torkel Ironman,Elite Knight,Issobra,747,"20,625",Boss Points
306,Sio Rumak,Elder Druid,Xyla,1343,"20,615",Boss Points
307,Lord Lanister,Royal Paladin,Celebra,1041,"20,605",Boss Points
308,Megell,Royal Paladin,Nefera,997,"20,600",Boss Points
308,Neggich,Master Sorcerer,Havera,1494,"20,600",Boss Points
310,Siamix,Elite Knight,Quelibra,901,"20,595",Boss Points
311,Corsus Brate,Royal Paladin,Karmeya,731,"20,585",Boss Points
311,Trazker,Elite Knight,Celebra,1062,"20,585",Boss Points
313,Amy Winehousse,Elite Knight,Celebra,877,"20,575",Boss Points
314,Danfuz,Royal Paladin,Celebra,905,"20,570",Boss Points
314,Juar konfident,Elder Druid,Refugia,1002,"20,570",Boss Points
314,Mage Sunmi,Master Sorcerer,Venebra,1517,"20,570",Boss Points
317,Askandar,Royal Paladin,Belobra,737,"20,560",Boss Points
318,Hans Klops Schiller,Elite Knight,Xyla,1126,"20,555",Boss Points
319,Pu,Elder Druid,Lobera,1690,"20,550",Boss Points
320,Hat Tori,Master Sorcerer,Antica,899,"20,545",Boss Points
321,Drunkzzera,Elite Knight,Yonabra,1070,"20,540",Boss Points
321,Kisiel Grillowany,Elite Knight,Premia,1274,"20,540",Boss Points
323,Colombo,Elite Knight,Secura,1526,"20,535",Boss Points
324,Ek leo,Elite Knight,Serdebra,1151,"20,520",Boss Points
324,Fa vey,Elder Druid,Gentebra,1679,"20,520",Boss Points
326,Atmosphera,Royal Paladin,Menera,1148,"20,510",Boss Points
326,Czterolistny Pajak,Elite Knight,Refugia,1165,"20,510",Boss Points
326,Tintin Hulk,Elite Knight,Rasteibra,1818,"20,510",Boss Points
329,Nevasio,Elder Druid,Refugia,902,"20,495",Boss Points
330,Keirissa,Elite Knight,Secura,1213,"20,490",Boss Points
330,Puner,Master Sorcerer,Ustebra,924,"20,490",Boss Points
332,Krueger,Elite Knight,Kalibra,1450,"20,465",Boss Points
333,Bu uzz,Elder Druid,Serdebra,1928,"20,460",Boss Points
333,Zohry,Elite Knight,Celebra,847,"20,460",Boss Points
335,Klopsztanga,Elite Knight,Secura,1129,"20,455",Boss Points
336,Kiikesz,Elite Knight,Wintera,1089,"20,450",Boss Points
337,Alfonses,Royal Paladin,Vunira,780,"20,435",Boss Points
338,Lady Himiko,Royal Paladin,Karmeya,943,"20,430",Boss Points
339,Swiftcast Boy,Elder Druid,Quelibra,1073,"20,425",Boss Points
340,Darelo Palestrino,Royal Paladin,Gentebra,1212,"20,405",Boss Points
341,Marecz Ek,Elite Knight,Vunira,908,"20,400",Boss Points
342,Seymour Blood,Master Sorcerer,Nevia,1394,"20,375",Boss Points
343,Charlover Monty,Royal Paladin,Antica,968,"20,365",Boss Points
343,Khilleron,Elite Knight,Refugia,1200,"20,365",Boss Points
345,Arligh,Elder Druid,Yonabra,1059,"20,350",Boss Points
346,Xedotto,Elder Druid,Karmeya,1426,"20,330",Boss Points
347,Knight Emmanuel,Elite Knight,Gentebra,1520,"20,315",Boss Points
348,Ziib,Elder Druid,Vunira,730,"20,310",Boss Points
349,Quiet,Royal Paladin,Epoca,1136,"20,300",Boss Points
350,Hardcorowy Lares,Elite Knight,Celesta,814,"20,295",Boss Points
351,John Mcgyver,Elite Knight,Yonabra,986,"20,290",Boss Points
351,Lucas Divine,Elder Druid,Nefera,1023,"20,290",Boss Points
351,Onfayar,Elite Knight,Refugia,909,"20,290",Boss Points
351,Pecador do Sioo,Elder Druid,Jadebra,522,"20,290",Boss Points
351,Pexiz,Elite Knight,Ferobra,917,"20,290",Boss Points
351,Sborr,Royal Paladin,Jadebra,705,"20,290",Boss Points
351,Shiddenzinho,Royal Paladin,Gladibra,1228,"20,290",Boss Points
351,Wubuuffet,Royal Paladin,Karmeya,989,"20,290",Boss Points
359,Luconn,Elite Knight,Secura,1178,"20,285",Boss Points
359,Mirotth,Elite Knight,Belobra,1993,"20,285",Boss Points
361,Baronkz,Royal Paladin,Bona,1072,"20,280",Boss Points
362,Eiitah,Elder Druid,Yonabra,1385,"20,275",Boss Points
363,Atryan,Royal Paladin,Gentebra,1103,"20,270",Boss Points
364,Kua Drado,Royal Paladin,Ferobra,1033,"20,260",Boss Points
364,Ree Nan,Elder Druid,Inabra,1005,"20,260",Boss Points
366,Princeps in Gladio,Elite Knight,Nevia,1115,"20,245",Boss Points
367,Jeda,Elite Knight,Celebra,1113,"20,240",Boss Points
367,Maalyka,Royal Paladin,Quelibra,686,"20,240",Boss Points
369,Ginowi,Royal Paladin,Monza,2026,"20,235",Boss Points
369,Mouhh,Elite Knight,Vunira,1343,"20,235",Boss Points
371,Aurora Lily,Elite Knight,Wintera,1178,"20,230",Boss Points
372,Niallycl,Master Sorcerer,Belobra,472,"20,225",Boss Points
373,Dad Glon,Royal Paladin,Karmeya,1516,"20,185",Boss Points
374,Bad Angle,Elite Knight,Yonabra,654,"20,180",Boss Points
374,Kaszinho,Royal Paladin,Tornabra,1176,"20,180",Boss Points
374,Kentz Lee,Elite Knight,Ustebra,1082,"20,180",Boss Points
374,Theron Darax,Elite Knight,Yonabra,1495,"20,180",Boss Points
378,Tuxe Old,Elite Knight,Quidera,947,"20,175",Boss Points
379,Tomaz,Elite Knight,Thyria,1066,"20,150",Boss Points
379,Xag The Archer,Royal Paladin,Calmera,966,"20,150",Boss Points
381,Sky Jet,Elite Knight,Lobera,1545,"20,145",Boss Points
382,Atsuhike,Elder Druid,Belobra,981,"20,135",Boss Points
383,Dark Lord Morpheu,Elite Knight,Yonabra,1045,"20,125",Boss Points
384,Quakkap,Master Sorcerer,Vunira,1293,"20,110",Boss Points
385,Hexed,Royal Paladin,Kalibra,1309,"20,105",Boss Points
386,Vermeio do Dianho,Elite Knight,Lutabra,799,"20,100",Boss Points
387,Mor teiro,Royal Paladin,Terribra,985,"20,095",Boss Points
388,Cubbii,Royal Paladin,Celesta,1456,"20,090",Boss Points
388,Njorn,Master Sorcerer,Yonabra,1785,"20,090",Boss Points
390,Aarais,Elder Druid,Refugia,1158,"20,080",Boss Points
