Rank,Name,Vocation,World,Level,Points,Category
153,Kareka on quelibra,Royal Paladin,Quelibra,859,"1,293",Achievements
153,Mytth Dearrow,Royal Paladin,Yonabra,1240,"1,293",Achievements
153,Wladek Slawek,Druid,Celesta,839,"1,293",Achievements
158,Paladino Monte,Royal Paladin,Gentebra,1622,"1,292",Achievements
159,Darken wolf,Royal Paladin,Luminera,1290,"1,291",Achievements
159,The Almighty One,Master Sorcerer,Jadebra,831,"1,291",Achievements
159,Ty cobb,Royal Paladin,Quelibra,981,"1,291",Achievements
159,Whayz,Elite Knight,Monza,860,"1,291",Achievements
163,Eric Backhome,Elite Knight,Peloria,605,"1,290",Achievements
163,Rayo,Royal Paladin,Gentebra,2399,"1,290",Achievements
163,White hair,Master Sorcerer,Refugia,800,"1,290",Achievements
166,Itexo,Elite Knight,Secura,1213,"1,289",Achievements
166,Marius,Royal Paladin,Ustebra,664,"1,289",Achievements
168,Bat Person,Elite Knight,Secura,1144,"1,288",Achievements
168,Cieniaseq,Elder Druid,Refugia,931,"1,288",Achievements
168,Kafkacoli,Elite Knight,Nevia,1073,"1,288",Achievements
168,Sage of Ice,Elder Druid,Belobra,1017,"1,288",Achievements
172,Adriano Dourden,Royal Paladin,Secura,929,"1,287",Achievements
172,Extremz,Elder Druid,Secura,698,"1,287",Achievements
172,Judge,Royal Paladin,Celebra,1908,"1,287",Achievements
175,Kyliee Minogue,Royal Paladin,Harmonia,829,"1,286",Achievements
175,Lord Zilez,Master Sorcerer,Vunira,1086,"1,286",Achievements
177,Inge Naning,Sorcerer,Nevia,975,"1,285",Achievements
177,Jhongsters Jack,Elite Knight,Celebra,726,"1,285",Achievements
177,Nius,Elite Knight,Pacera,795,"1,285",Achievements
180,Haarin,Elder Druid,Monza,1721,"1,284",Achievements
180,Khilleron,Elite Knight,Refugia,1203,"1,284",Achievements
180,Knightz Oz,Elite Knight,Nefera,770,"1,284",Achievements
183,Baronkz,Royal Paladin,Bona,1085,"1,283",Achievements
183,Celsiin,Elite Knight,Kalibra,1356,"1,283",Achievements
183,Frodo-Junior,Elder Druid,Yonabra,921,"1,283",Achievements
183,Mazter Chiief,Elder Druid,Astera,1146,"1,283",Achievements
183,Shadon Shard,Elder Druid,Gentebra,715,"1,283",Achievements
188,Exterminador,Sorcerer,Inabra,1124,"1,281",Achievements
188,Rabada com Agriao,Elite Knight,Celebra,787,"1,281",Achievements
188,Tharum,Elite Knight,Celesta,1015,"1,281",Achievements
191,Daf Knight,Elite Knight,Gentebra,785,"1,280",Achievements
191,Difovert,Elite Knight,Monza,1199,"1,280",Achievements
191,Distancehunter,Royal Paladin,Antica,638,"1,280",Achievements
191,Flipius,Elite Knight,Quintera,511,"1,280",Achievements
191,Mage Barker,Druid,Quintera,1014,"1,280",Achievements
191,Sarys Sire,Elder Druid,Secura,823,"1,280",Achievements
197,Centenario de Torreon,Elite Knight,Talera,1023,"1,279",Achievements
197,Fire Draggon,Elite Knight,Quintera,1329,"1,279",Achievements
197,Jadxz,Elder Druid,Talera,1000,"1,279",Achievements
197,Kisiel Grillowany,Elite Knight,Premia,1278,"1,279",Achievements
197,Mendanha,Master Sorcerer,Belobra,1377,"1,279",Achievements
202,Darkside the ghost,Elite Knight,Bona,1524,"1,278",Achievements
202,Lee kun,Elder Druid,Pacera,901,"1,278",Achievements
202,Michael Devil,Elite Knight,Harmonia,1028,"1,278",Achievements
205,Dardar Zamoldimor,Royal Paladin,Celesta,985,"1,277",Achievements
206,Venoox,Royal Paladin,Celesta,2307,"1,276",Achievements
207,Awktistic,Elite Knight,Gladera,853,"1,275",Achievements
207,Bjo,Master Sorcerer,Quelibra,1635,"1,275",Achievements
207,Bogus Apocalypse,Elder Druid,Refugia,832,"1,275",Achievements
207,Dark Ruizu,Royal Paladin,Solidera,541,"1,275",Achievements
207,Kiikesz,Elite Knight,Wintera,1098,"1,275",Achievements
207,Kuriz,Royal Paladin,Blumera,799,"1,275",Achievements
207,Nicolle Meraki,Elder Druid,Quidera,1019,"1,275",Achievements
207,Nietoperko,Elite Knight,Harmonia,1129,"1,275",Achievements
215,Ka Rio Ka,Elite Knight,Descubra,586,"1,274",Achievements
215,Raaro,Master Sorcerer,Ustebra,1695,"1,274",Achievements
215,Rullyan,Elite Knight,Astera,982,"1,274",Achievements
215,Valiiant krzychu,Royal Paladin,Secura,1262,"1,274",Achievements
215,Witthen,Knight,Calmera,772,"1,274",Achievements
220,Anatim,Royal Paladin,Thyria,1335,"1,273",Achievements
220,Arphaxad,Elder Druid,Wintera,1022,"1,273",Achievements
220,Audr'ey,Royal Paladin,Secura,909,"1,273",Achievements
220,Magier kalinowa,Elder Druid,Bona,841,"1,273",Achievements
220,Neziar,Royal Paladin,Nefera,1172,"1,273",Achievements
220,Norelli,Master Sorcerer,Thyria,767,"1,273",Achievements
220,Ruzx,Elder Druid,Luminera,1135,"1,273",Achievements
227,Eternia Sniper,Royal Paladin,Vunira,815,"1,272",Achievements
227,Refri,Elite Knight,Gentebra,523,"1,272",Achievements
227,Sir Lord Demolay,Elite Knight,Yonabra,1063,"1,272",Achievements
227,Ze Paladin Unitera,Royal Paladin,Belobra,710,"1,272",Achievements
231,Aleardillitax,Elite Knight,Serdebra,806,"1,269",Achievements
231,Dolaa,Elite Knight,Bona,841,"1,269",Achievements
231,El Iguana,Elder Druid,Menera,1092,"1,269",Achievements
234,Askrates,Elite Knight,Secura,1134,"1,268",Achievements
234,Jack Sensacional,Elite Knight,Belobra,1635,"1,268",Achievements
234,Lormora,Master Sorcerer,Monza,1784,"1,268",Achievements
234,Szubik,Elite Knight,Karmeya,586,"1,268",Achievements
234,Toxino,Elite Knight,Talera,1070,"1,268",Achievements
234,Warglaiven,Royal Paladin,Kalibra,1842,"1,268",Achievements
240,Gohanoski,Royal Paladin,Pacera,1997,"1,267",Achievements
240,Halloiv,Elite Knight,Gentebra,1495,"1,267",Achievements
240,Magic Heals,Elder Druid,Secura,1203,"1,267",Achievements
240,Tuuelhinha,Knight,Belobra,821,"1,267",Achievements
244,Dih Licia,Master Sorcerer,Etebra,763,"1,266",Achievements
244,Gutzim,Knight,Inabra,804,"1,266",Achievements
246,Maxigashi,Elite Knight,Secura,1136,"1,265",Achievements
247,Jhann,Elite Knight,Kalibra,1391,"1,264",Achievements
247,Lynuux,Elder Druid,Celebra,2263,"1,264",Achievements
247,Pro Feta,Master Sorcerer,Luminera,1303,"1,264",Achievements
247,Romper ek,Elite Knight,Harmonia,896,"1,264",Achievements
251,Cubbii,Royal Paladin,Celesta,1457,"1,263",Achievements
251,Downdolino,Royal Paladin,Nefera,1297,"1,263",Achievements
251,Marizinhahh'Dragon,Master Sorcerer,Celebra,1161,"1,263",Achievements
251,Rich Patrol,Elder Druid,Monza,1578,"1,263",Achievements
251,Ven Vi,Royal Paladin,Refugia,2271,"1,263",Achievements
256,Diego Royal,Royal Paladin,Celebra,1201,"1,262",Achievements
256,Ja co,Elite Knight,Refugia,2108,"1,262",Achievements
258,Chivolli,Elite Knight,Nevia,768,"1,261",Achievements
258,Homelander,Elite Knight,Rasteibra,766,"1,261",Achievements
260,Bullest,Knight,Pacera,1065,"1,260",Achievements
260,Darkz Leo,Master Sorcerer,Gentebra,1901,"1,260",Achievements
260,Hubi Nhows,Master Sorcerer,Quelibra,1026,"1,260",Achievements
263,Megazord Lamboso,Elder Druid,Inabra,1305,"1,259",Achievements
263,Xavier Eon,Elder Druid,Thyria,741,"1,259",Achievements
265,Achievemaniac,Royal Paladin,Belobra,530,"1,258",Achievements
265,Bijou Kidi,Elder Druid,Antica,832,"1,258",Achievements
267,Andrewsek,Elite Knight,Nefera,1195,"1,257",Achievements
267,Dragon Higa,Royal Paladin,Issobra,1065,"1,257",Achievements
267,Elder Tidire,Elder Druid,Bona,828,"1,257",Achievements
267,Hyrox,Elite Knight,Calmera,890,"1,257",Achievements
267,Ronan Mago Branco,Elder Druid,Descubra,835,"1,257",Achievements
272,Alucarr,Royal Paladin,Antica,935,"1,256",Achievements
272,Healing Bae,Elder Druid,Secura,710,"1,256",Achievements
272,Morbo Mabyst,Master Sorcerer,Collabra,824,"1,256",Achievements
272,Orphen,Royal Paladin,Secura,1049,"1,256",Achievements
276,Chelzea,Elite Knight,Lobera,606,"1,255",Achievements
276,Don Forasteiro,Elite Knight,Celebra,1067,"1,255",Achievements
276,Jak Glorion,Elite Knight,Astera,729,"1,255",Achievements
279,Amazing Raffu,Royal Paladin,Monstera,1251,"1,254",Achievements
279,Bella Ayuni,Elder Druid,Gentebra,806,"1,254",Achievements
279,Dergrom,Elite Knight,Secura,783,"1,254",Achievements
279,Jhannys,Royal Paladin,Kalibra,768,"1,254",Achievements
279,Propaganda Tong Po,Elder Druid,Harmonia,1078,"1,254",Achievements
279,Suta Charlovinho,Elder Druid,Wintera,714,"1,254",Achievements
285,Allan kardec,Druid,Talera,702,"1,253",Achievements
285,Osio Yuya,Elite Knight,Inabra,1367,"1,253",Achievements
287,Dranongar,Elite Knight,Astera,727,"1,252",Achievements
287,Elv'en hunter,Royal Paladin,Menera,952,"1,252",Achievements
287,Fir stu,Royal Paladin,Karmeya,681,"1,252",Achievements
287,Maggical,Master Sorcerer,Monstera,1539,"1,252",Achievements
287,Vinicius shocks,Elite Knight,Pacera,280,"1,252",Achievements
292,Filemona,Elder Druid,Secura,578,"1,251",Achievements
292,Fouls Souls,Elite Knight,Pacera,940,"1,251",Achievements
292,Inappropriate Soul,Master Sorcerer,Secura,1288,"1,251",Achievements
292,Lord Escurruzo,Elder Druid,Secura,1431,"1,251",Achievements
296,Darklight Cow,Master Sorcerer,Vunira,899,"1,250",Achievements
296,Markelito,Elite Knight,Celesta,1657,"1,250",Achievements
296,Tadzik na Gore,Master Sorcerer,Secura,765,"1,250",Achievements
296,Thoris Seph,Royal Paladin,Bona,646,"1,250",Achievements
296,Turion Templar,Elite Knight,Vunira,624,"1,250",Achievements
301,Aritmancia,Elder Druid,Wintera,1434,"1,249",Achievements
301,Er ii,Elder Druid,Wintera,1114,"1,249",Achievements
303,Enri Crys,Elite Knight,Antica,721,"1,248",Achievements
303,Krannor,Elite Knight,Ustebra,1033,"1,248",Achievements
303,Maarculino,Royal Paladin,Unebra,2078,"1,248",Achievements
306,Carless tudel,Druid,Harmonia,669,"1,246",Achievements
306,Gogrex,Royal Paladin,Xyla,1264,"1,246",Achievements
306,Moriteru,Master Sorcerer,Peloria,697,"1,246",Achievements
306,Tebewolf,Elite Knight,Serdebra,681,"1,246",Achievements
306,Umbrakadabra,Master Sorcerer,Astera,732,"1,246",Achievements
311,Boski Archmage,Master Sorcerer,Secura,1944,"1,245",Achievements
311,Serenie,Elite Knight,Wintera,443,"1,245",Achievements
313,Alukhard,Elite Knight,Quelibra,571,"1,244",Achievements
313,Amra Mana,Elite Knight,Havera,1076,"1,244",Achievements
313,Brobanana,Elite Knight,Peloria,811,"1,244",Achievements
316,Alluring Sapphire,Elder Druid,Refugia,866,"1,243",Achievements
317,Cavaleiro Zyn,Royal Paladin,Gentebra,1230,"1,242",Achievements
317,Draiimo,Elite Knight,Belobra,826,"1,242",Achievements
317,Jeremy Fisher,Paladin,Wintera,377,"1,242",Achievements
317,Nufrevi,Royal Paladin,Bona,510,"1,242",Achievements
321,Oblivionb,Elder Druid,Inabra,1125,"1,241",Achievements
321,Proudmane,Druid,Peloria,987,"1,241",Achievements
323,Bloodrunk Leech,Exalted Monk,Lobera,984,"1,240",Achievements
323,Divine Hallux,Elite Knight,Oceanis,1226,"1,240",Achievements
323,John the Developer,Elite Knight,Kalibra,1252,"1,240",Achievements
323,Krysson,Royal Paladin,Vunira,1008,"1,240",Achievements
327,Daemon gizmo,Elder Druid,Firmera,839,"1,239",Achievements
327,Prowaters,Elite Knight,Thyria,828,"1,239",Achievements
327,Pyro Abdu,Elder Druid,Serdebra,1136,"1,239",Achievements
327,Starsza Siostra Pietruchy,Royal Paladin,Nevia,491,"1,239",Achievements
327,Szujin,Master Sorcerer,Pacera,1355,"1,239",Achievements
327,Talisis,Royal Paladin,Refugia,826,"1,239",Achievements
333,Alfadur Druid,Elder Druid,Yonabra,872,"1,238",Achievements
333,Tama,Elder Druid,Venebra,474,"1,238",Achievements
333,Thia guin,Elder Druid,Yonabra,1161,"1,238",Achievements
336,Akarians Demons,Royal Paladin,Gladera,759,"1,237",Achievements
336,Duau,Royal Paladin,Yonabra,1219,"1,237",Achievements
336,Everton Cavalheiro,Elite Knight,Serdebra,952,"1,237",Achievements
336,Sugar Dedi,Royal Paladin,Dia,1019,"1,237",Achievements
340,Black Buck,Master Sorcerer,Havera,720,"1,236",Achievements
340,Colonel Kloss,Elite Knight,Secura,758,"1,236",Achievements
340,Jercito,Elder Druid,Gladera,618,"1,236",Achievements
340,Mcfly Outatime,Elite Knight,Pacera,646,"1,236",Achievements
344,Bad Sauce,Elite Knight,Havera,1115,"1,235",Achievements
344,Dant Ivan,Elite Knight,Celesta,1061,"1,235",Achievements
344,Espeto Knight,Elite Knight,Celebra,1137,"1,235",Achievements
344,Gabos,Elite Knight,Thyria,917,"1,235",Achievements
344,General Lubektron,Elite Knight,Issobra,1647,"1,235",Achievements
344,Mauser Karabiner,Sorcerer,Venebra,625,"1,235",Achievements
350,Aqua Angel,Royal Paladin,Oceanis,776,"1,234",Achievements
350,Hirille Hero,Elite Knight,Ourobra,217,"1,234",Achievements
350,Jinbesan,Master Sorcerer,Dia,876,"1,234",Achievements
353,Achilles Hurtz,Master Sorcerer,Etebra,1100,"1,233",Achievements
353,April Veriiky,Elder Druid,Refugia,708,"1,233",Achievements
353,Gustye,Elite Knight,Menera,1344,"1,233",Achievements
353,Samhain Dreyar,Elite Knight,Calmera,783,"1,233",Achievements
357,Aurora Lily,Elite Knight,Wintera,1178,"1,232",Achievements
357,Benegar,Royal Paladin,Gentebra,907,"1,232",Achievements
357,Dark Lord Morpheu,Elite Knight,Yonabra,1046,"1,232",Achievements
357,King Activist,Elite Knight,Quidera,920,"1,232",Achievements
357,Meyrah,Master Sorcerer,Quidera,646,"1,232",Achievements
362,Ixp,Elite Knight,Gentebra,843,"1,231",Achievements
362,Masnus,Exalted Monk,Vunira,940,"1,231",Achievements
362,Rolan Aneon,Royal Paladin,Peloria,880,"1,231",Achievements
362,Tejows Corporation,Elite Knight,Issobra,1889,"1,231",Achievements
366,Gert Ar,Master Sorcerer,Harmonia,1513,"1,230",Achievements
366,Gesiian,Elite Knight,Kalibra,1757,"1,230",Achievements
366,Guze,Elite Knight,Nefera,647,"1,230",Achievements
366,Killz,Master Sorcerer,Lobera,1319,"1,230",Achievements
366,Mareckinho,Elite Knight,Karmeya,876,"1,230",Achievements
371,Ale Erpe,Royal Paladin,Antica,820,"1,229",Achievements
371,Dede Love,Elder Druid,Ferobra,1603,"1,229",Achievements
371,Heike Beleren,Elite Knight,Nefera,530,"1,229",Achievements
371,Paneva,Elder Druid,Thyria,535,"1,229",Achievements
375,Elyrea,Elder Druid,Antica,324,"1,227",Achievements
375,Rodrixh,Elder Druid,Lobera,1412,"1,227",Achievements
375,Smartguy,Royal Paladin,Secura,1194,"1,227",Achievements
378,Fairy Fox,Elite Knight,Celebra,671,"1,226",Achievements
378,Siamix,Elite Knight,Quelibra,901,"1,226",Achievements
380,Ajmeh,Master Sorcerer,Solidera,586,"1,225",Achievements
380,Chimolina,Elder Druid,Harmonia,1156,"1,225",Achievements
380,Nootito,Royal Paladin,Nevia,846,"1,225",Achievements
380,Seip Oner,Royal Paladin,Secura,526,"1,225",Achievements
380,Snakeraid,Elder Druid,Yonabra,1658,"1,225",Achievements
385,Palisano,Royal Paladin,Thyria,1058,"1,224",Achievements
385,Phait,Royal Paladin,Secura,1023,"1,224",Achievements
385,Rayrix,Elite Knight,Thyria,712,"1,224",Achievements
388,Mystic Glance,Elder Druid,Vunira,1217,"1,223",Achievements
388,Petersburski Elektryk,Elder Druid,Antica,567,"1,223",Achievements
390,Dania Amr,Royal Paladin,Wintera,642,"1,222",Achievements
390,Fernandinho from Fortera,Elder Druid,Gladibra,1119,"1,222",Achievements
390,Luziadas,Elite Knight,Calmera,1288,"1,222",Achievements
390,Semeghi,Elite Knight,Kalibra,774,"1,222",Achievements
394,Assady,Master Sorcerer,Kalibra,908,"1,221",Achievements
394,Forseti Ases,Elite Knight,Belobra,1468,"1,221",Achievements
394,Joao-Paulo,Elder Druid,Harmonia,736,"1,221",Achievements
394,Knight do Guga,Elite Knight,Nefera,776,"1,221",Achievements
394,Nocktambul,Master Sorcerer,Secura,839,"1,221",Achievements
399,Prokid Adamek,Elite Knight,Eclipta,732,"1,220",Achievements
399,Rowik,Elder Druid,Celesta,975,"1,220",Achievements
401,Deoll,Elder Druid,Secura,1134,"1,219",Achievements
401,Drasski,Royal Paladin,Secura,1544,"1,219",Achievements
403,Naom,Elder Druid,Secura,853,"1,218",Achievements
403,Smuu,Elder Druid,Pacera,404,"1,218",Achievements
405,Avooo,Elite Knight,Kalanta,1203,"1,217",Achievements
405,Ecliptico Sauer,Elder Druid,Wintera,806,"1,217",Achievements
405,Headshotter,Royal Paladin,Kalibra,594,"1,217",Achievements
405,Lady Yakassi,Elder Druid,Peloria,664,"1,217",Achievements
