Rank,Name,Vocation,World,Level,Points,Category
30,Evil Ruan,Master Sorcerer,Collabra,1939,"2,966",Goshnar's Taint
31,Kalixto,Elder Druid,Collabra,1998,"2,934",Goshnar's Taint
32,Candelabro Gestao Inteligente,Master Sorcerer,Ustebra,1663,"2,922",Goshnar's Taint
33,Cebolazs Corporation,Elite Knight,Issobra,1639,"2,900",Goshnar's Taint
34,Darkz Leo,Master Sorcerer,Gentebra,1901,"2,767",Goshnar's Taint
35,Exorinho,Elite Knight,Thyria,2016,"2,761",Goshnar's Taint
36,Atia Viejo,Master Sorcerer,Menera,1394,"2,722",Goshnar's Taint
37,Mejo Vikee,Master Sorcerer,Thyria,1620,"2,721",Goshnar's Taint
38,Gragao Evoluido,Elite Knight,Jadebra,1722,"2,716",Goshnar's Taint
39,Gutavo Endividado,Elder Druid,Collabra,1914,"2,707",Goshnar's Taint
40,True Hayder,Elder Druid,Vunira,1417,"2,679",Goshnar's Taint
41,Pesz Navy seal,Elder Druid,Talera,1692,"2,668",Goshnar's Taint
42,Burk,Elder Druid,Celebra,1944,"2,650",Goshnar's Taint
43,Wtsthischar,Elder Druid,Issobra,1848,"2,606",Goshnar's Taint
44,Donzs,Elder Druid,Kalibra,1774,"2,598",Goshnar's Taint
45,Alaiz,Elite Knight,Serdebra,1407,"2,578",Goshnar's Taint
45,Dimster,Royal Paladin,Collabra,1942,"2,578",Goshnar's Taint
47,The Chef Pune,Elder Druid,Astera,1698,"2,552",Goshnar's Taint
48,Mighty Shear,Elder Druid,Ombra,1521,"2,534",Goshnar's Taint
49,Spykon,Elite Knight,Serdebra,1581,"2,533",Goshnar's Taint
50,Sorin Amarelou,Master Sorcerer,Inabra,1912,"2,532",Goshnar's Taint
51,The Chef,Royal Paladin,Astera,1805,"2,531",Goshnar's Taint
52,Bon de,Elder Druid,Ferobra,1529,"2,530",Goshnar's Taint
53,Toddzera,Master Sorcerer,Collabra,1844,"2,520",Goshnar's Taint
54,Ale Devasso,Royal Paladin,Collabra,1853,"2,502",Goshnar's Taint
55,Toxic Pups,Elder Druid,Thyria,1625,"2,500",Goshnar's Taint
56,Tenoorioxd,Elder Druid,Wintera,859,"2,492",Goshnar's Taint
57,Xigix,Master Sorcerer,Luminera,1796,"2,487",Goshnar's Taint
58,Caiio Acalix,Elder Druid,Gentebra,1741,"2,484",Goshnar's Taint
59,Chiicleat,Elder Druid,Venebra,1643,"2,472",Goshnar's Taint
60,Kipersz,Elite Knight,Collabra,1806,"2,467",Goshnar's Taint
61,Thor Zynz,Royal Paladin,Collabra,2040,"2,466",Goshnar's Taint
62,Higzao,Royal Paladin,Gentebra,1455,"2,450",Goshnar's Taint
63,Sage Baw,Elder Druid,Belobra,2168,"2,444",Goshnar's Taint
64,Bruxovinsk,Elder Druid,Collabra,1471,"2,430",Goshnar's Taint
65,Unnamed Shadow,Royal Paladin,Venebra,1941,"2,429",Goshnar's Taint
66,Max Namikaze,Elder Druid,Collabra,2045,"2,425",Goshnar's Taint
67,Neo Enterprise,Royal Paladin,Collabra,1838,"2,417",Goshnar's Taint
68,Ma ri,Elder Druid,Gentebra,1446,"2,402",Goshnar's Taint
69,Gilby,Elder Druid,Gentebra,1439,"2,394",Goshnar's Taint
70,John Sentinels,Master Sorcerer,Gentebra,1711,"2,393",Goshnar's Taint
71,Wingboy,Master Sorcerer,Rasteibra,1371,"2,382",Goshnar's Taint
72,La ra,Druid,Secura,1209,"2,380",Goshnar's Taint
73,Nimue Lanuin,Elite Knight,Gentebra,1853,"2,375",Goshnar's Taint
74,Koe Psciko,Elite Knight,Collabra,1641,"2,369",Goshnar's Taint
75,Perfekt Bomb,Elder Druid,Talera,990,"2,362",Goshnar's Taint
76,Junkz,Master Sorcerer,Kalibra,1961,"2,356",Goshnar's Taint
77,Ian Phage,Knight,Yonabra,1305,"2,320",Goshnar's Taint
78,Natasyoss,Master Sorcerer,Nefera,1549,"2,319",Goshnar's Taint
79,Rii car do,Elder Druid,Luminera,1730,"2,317",Goshnar's Taint
80,Raiden Makoto,Master Sorcerer,Nefera,1517,"2,313",Goshnar's Taint
80,Xaponga,Elite Knight,Venebra,1741,"2,313",Goshnar's Taint
82,Mustzinho,Elder Druid,Venebra,1798,"2,302",Goshnar's Taint
83,Shidrex,Elite Knight,Refugia,1761,"2,280",Goshnar's Taint
84,Luszckyn,Master Sorcerer,Celebra,1421,"2,273",Goshnar's Taint
85,Winy Roven,Elder Druid,Collabra,1731,"2,272",Goshnar's Taint
85,Zezinho Enterprise,Elite Knight,Ourobra,1818,"2,272",Goshnar's Taint
87,Capetao Tipster,Royal Paladin,Inabra,1993,"2,254",Goshnar's Taint
88,Medicaux,Elder Druid,Celesta,2290,"2,243",Goshnar's Taint
89,Valkann,Master Sorcerer,Venebra,1840,"2,241",Goshnar's Taint
90,Luke no San,Royal Paladin,Collabra,2006,"2,234",Goshnar's Taint
91,Kyru,Master Sorcerer,Venebra,1857,"2,233",Goshnar's Taint
92,Likwidatorr,Elder Druid,Monza,1733,"2,232",Goshnar's Taint
93,Topteam Relaxado,Royal Paladin,Ustebra,1527,"2,227",Goshnar's Taint
94,Katzwinckel,Elder Druid,Yonabra,1640,"2,217",Goshnar's Taint
94,Ultima Tentativa,Elder Druid,Venebra,1807,"2,217",Goshnar's Taint
96,Magnifik Danybruxo,Elder Druid,Inabra,2168,"2,209",Goshnar's Taint
97,Epus,Master Sorcerer,Vunira,1837,"2,198",Goshnar's Taint
98,Lann Relaxado,Royal Paladin,Ustebra,1617,"2,195",Goshnar's Taint
99,Anakurawk Dafalasu,Elite Knight,Gentebra,2214,"2,178",Goshnar's Taint
100,Ferva Boy,Royal Paladin,Gentebra,1578,"2,177",Goshnar's Taint
101,Guczman,Royal Paladin,Monza,2140,"2,175",Goshnar's Taint
102,Smoothyz,Royal Paladin,Kalibra,2298,"2,174",Goshnar's Taint
103,Guizz Nettdown,Elder Druid,Collabra,1151,"2,149",Goshnar's Taint
104,Ewald,Elite Knight,Gentebra,1617,"2,141",Goshnar's Taint
105,Sonyuzin Relaxado,Elite Knight,Ustebra,1575,"2,139",Goshnar's Taint
106,Dracon Endividado,Royal Paladin,Issobra,1412,"2,135",Goshnar's Taint
107,Stefan Smakolysz,Elite Knight,Bona,2084,"2,128",Goshnar's Taint
108,Jazhi,Royal Paladin,Venebra,1758,"2,118",Goshnar's Taint
109,Dany Ellmagnifico,Master Sorcerer,Inabra,2187,"2,113",Goshnar's Taint
110,Amanda Relaxada,Master Sorcerer,Ustebra,1510,"2,112",Goshnar's Taint
110,Lynuux,Elder Druid,Celebra,2263,"2,112",Goshnar's Taint
112,Skabp Intolerante,Master Sorcerer,Ferobra,1680,"2,109",Goshnar's Taint
112,Teko Brand,Royal Paladin,Kalibra,1577,"2,109",Goshnar's Taint
114,Baraokiller,Elder Druid,Gentebra,1401,"2,100",Goshnar's Taint
115,Pesado Theuz,Elite Knight,Ustebra,1546,"2,096",Goshnar's Taint
116,Mienye,Elder Druid,Venebra,1382,"2,089",Goshnar's Taint
116,Pollemiicoo,Elder Druid,Issobra,1791,"2,089",Goshnar's Taint
118,Dru cha,Master Sorcerer,Secura,1580,"2,080",Goshnar's Taint
119,Jack Black Sabbath,Elder Druid,Gentebra,2002,"2,074",Goshnar's Taint
120,Nezuko Kirishima,Elder Druid,Gentebra,1103,"2,072",Goshnar's Taint
121,Marin Downgraded,Elite Knight,Ustebra,1654,"2,071",Goshnar's Taint
122,Doougz,Elite Knight,Yonabra,1673,"2,065",Goshnar's Taint
123,Doctor Bruxxo,Master Sorcerer,Collabra,1634,"2,062",Goshnar's Taint
124,Eiitah,Elder Druid,Yonabra,1397,"2,059",Goshnar's Taint
125,Daruszin,Royal Paladin,Ustebra,1445,"2,044",Goshnar's Taint
126,Rhooo,Elder Druid,Lobera,1724,"2,037",Goshnar's Taint
127,Be Lovexp,Royal Paladin,Ombra,1370,"2,032",Goshnar's Taint
128,Showks,Master Sorcerer,Gentebra,1849,"2,031",Goshnar's Taint
129,Snow Gestao Inteligente,Elder Druid,Ustebra,1511,"2,029",Goshnar's Taint
130,Brave,Elder Druid,Lobera,1135,"2,026",Goshnar's Taint
131,Taldo Gordo,Elite Knight,Ombra,1511,"2,020",Goshnar's Taint
132,Shermaneitor,Royal Paladin,Luminera,1818,"2,016",Goshnar's Taint
133,Yamaanek,Elder Druid,Monza,2088,"2,014",Goshnar's Taint
134,Soiji,Elite Knight,Inabra,2080,"2,011",Goshnar's Taint
135,Dash Deluxe,Master Sorcerer,Secura,1660,"2,009",Goshnar's Taint
136,Gabe Um,Master Sorcerer,Yonabra,1870,"2,008",Goshnar's Taint
137,Bomba Chapeleiro,Elite Knight,Honbra,2340,"1,998",Goshnar's Taint
138,Ano Vix,Elder Druid,Monstera,1146,"1,997",Goshnar's Taint
139,Cybres Jack,Master Sorcerer,Celebra,1671,"1,990",Goshnar's Taint
140,Leoon The Bloker,Elite Knight,Lobera,1241,"1,986",Goshnar's Taint
141,Akuma etterno,Master Sorcerer,Ferobra,1547,"1,985",Goshnar's Taint
142,Dado da Jana,Elder Druid,Kalibra,1698,"1,976",Goshnar's Taint
143,Brauba,Royal Paladin,Ustebra,2232,"1,974",Goshnar's Taint
143,Gear Five Whisp,Royal Paladin,Collabra,1729,"1,974",Goshnar's Taint
145,Knight of Rafael,Elite Knight,Quelibra,1687,"1,973",Goshnar's Taint
146,Re nanzeraxd,Elder Druid,Serdebra,1931,"1,964",Goshnar's Taint
146,Szmuggy,Royal Paladin,Thyria,2097,"1,964",Goshnar's Taint
148,Ianzerah,Elder Druid,Ustebra,1494,"1,955",Goshnar's Taint
149,Dillon Duenodefirmera,Elder Druid,Firmera,1956,"1,948",Goshnar's Taint
150,Vepe Ohz,Master Sorcerer,Quelibra,1700,"1,947",Goshnar's Taint
151,Kevash,Master Sorcerer,Collabra,1757,"1,936",Goshnar's Taint
152,Master'tere,Royal Paladin,Gentebra,1389,"1,932",Goshnar's Taint
153,Deejay Giordano,Elder Druid,Kalibra,1316,"1,930",Goshnar's Taint
154,Rami rainha,Elite Knight,Belobra,1489,"1,929",Goshnar's Taint
155,Rilai,Royal Paladin,Ferobra,1342,"1,918",Goshnar's Taint
156,Si Am,Elder Druid,Oceanis,1277,"1,915",Goshnar's Taint
157,Juan Es Mipapi,Elite Knight,Quintera,1538,"1,914",Goshnar's Taint
158,Nonstop Bruno,Royal Paladin,Inabra,1991,"1,908",Goshnar's Taint
159,Crii Tic,Master Sorcerer,Monza,1904,"1,902",Goshnar's Taint
160,Jumbras Punkrocker,Elder Druid,Yonabra,1590,"1,898",Goshnar's Taint
161,Nosio poderoso,Elder Druid,Rasteibra,1405,"1,883",Goshnar's Taint
162,Fabrih,Elder Druid,Ferobra,1577,"1,879",Goshnar's Taint
162,Kallashy,Elite Knight,Honbra,2059,"1,879",Goshnar's Taint
164,Jeaan Kee,Elite Knight,Luminera,1819,"1,878",Goshnar's Taint
165,Amzt,Royal Paladin,Kalibra,1410,"1,875",Goshnar's Taint
165,Caio Sama,Elite Knight,Nefera,1197,"1,875",Goshnar's Taint
167,Izzy The Beast,Elder Druid,Celebra,2641,"1,868",Goshnar's Taint
168,Thor Fin Camisadez,Master Sorcerer,Honbra,1793,"1,866",Goshnar's Taint
169,Sacros Arturt,Royal Paladin,Quintera,1054,"1,860",Goshnar's Taint
170,Bamandua,Elite Knight,Issobra,1807,"1,859",Goshnar's Taint
171,Juanst,Elder Druid,Quintera,1356,"1,858",Goshnar's Taint
172,Sorserer,Elder Druid,Yonabra,1461,"1,852",Goshnar's Taint
173,Len Flow,Elder Druid,Nefera,1454,"1,851",Goshnar's Taint
173,Polemiico,Elder Druid,Issobra,1311,"1,851",Goshnar's Taint
175,Dolerozs,Elder Druid,Collabra,2202,"1,847",Goshnar's Taint
176,Guii,Elite Knight,Celebra,2431,"1,845",Goshnar's Taint
176,Nyasz,Elder Druid,Astera,1372,"1,845",Goshnar's Taint
178,Thiago Camisadez,Elder Druid,Honbra,1675,"1,844",Goshnar's Taint
179,Bu uzz,Elder Druid,Serdebra,1939,"1,823",Goshnar's Taint
180,Valkyros,Elder Druid,Secura,1322,"1,816",Goshnar's Taint
181,Twiu,Master Sorcerer,Collabra,1617,"1,805",Goshnar's Taint
182,Ndetarovasz,Elder Druid,Honbra,2186,"1,802",Goshnar's Taint
183,Royal Xildz,Royal Paladin,Yonabra,1085,"1,798",Goshnar's Taint
184,Hiro Teensina,Elder Druid,Gentebra,2140,"1,796",Goshnar's Taint
185,Fir ion,Royal Paladin,Secura,1359,"1,789",Goshnar's Taint
186,Sihid Drakell,Elite Knight,Kalibra,1680,"1,781",Goshnar's Taint
187,Zwkidek,Elite Knight,Gentebra,2049,"1,777",Goshnar's Taint
188,Ditrikz,Elite Knight,Kalibra,1237,"1,776",Goshnar's Taint
189,Stugaan,Elite Knight,Monstera,1389,"1,775",Goshnar's Taint
190,Cintage Vulture,Master Sorcerer,Yonabra,960,"1,762",Goshnar's Taint
191,Verfix,Elder Druid,Ustebra,2057,"1,755",Goshnar's Taint
192,Naclara,Elite Knight,Gentebra,1248,"1,754",Goshnar's Taint
193,Hezzorsz,Royal Paladin,Kalibra,1793,"1,751",Goshnar's Taint
194,Suguimoto,Elder Druid,Descubra,1556,"1,750",Goshnar's Taint
194,Tonimm,Elder Druid,Jadebra,2218,"1,750",Goshnar's Taint
196,Aluxi,Master Sorcerer,Kalibra,1782,"1,746",Goshnar's Taint
197,Zen Keeper,Master Sorcerer,Secura,1385,"1,745",Goshnar's Taint
198,Tonim Sniper,Royal Paladin,Jadebra,2109,"1,742",Goshnar's Taint
199,Furial,Elder Druid,Yonabra,1160,"1,736",Goshnar's Taint
200,Angel Pro Damage,Elder Druid,Yonabra,2022,"1,733",Goshnar's Taint
201,Jahadsito,Elite Knight,Quintera,1549,"1,732",Goshnar's Taint
202,Salva Cotoco,Elder Druid,Descubra,1319,"1,731",Goshnar's Taint
203,Abel Shaene,Elder Druid,Ustebra,1811,"1,729",Goshnar's Taint
203,Rampage Renato,Elite Knight,Quintera,1144,"1,729",Goshnar's Taint
205,Fa diinha,Elder Druid,Kalibra,1606,"1,728",Goshnar's Taint
206,Dorivall,Elder Druid,Ombra,1887,"1,723",Goshnar's Taint
206,Edbu,Royal Paladin,Quintera,1442,"1,723",Goshnar's Taint
208,Lancellotz,Elite Knight,Descubra,1725,"1,721",Goshnar's Taint
209,Foxzorr,Elder Druid,Venebra,1751,"1,719",Goshnar's Taint
210,Pamellax,Elder Druid,Kalibra,1342,"1,716",Goshnar's Taint
211,Tchaaa,Elder Druid,Gentebra,1948,"1,699",Goshnar's Taint
212,Qebehut,Elite Knight,Luminera,1156,"1,698",Goshnar's Taint
213,Iceprime,Elder Druid,Antica,1580,"1,696",Goshnar's Taint
213,Soztaken,Elder Druid,Nefera,1463,"1,696",Goshnar's Taint
215,Pal Capone,Royal Paladin,Secura,1953,"1,695",Goshnar's Taint
216,Khro Ny,Royal Paladin,Venebra,1794,"1,693",Goshnar's Taint
217,Doug Devasso,Elite Knight,Collabra,1859,"1,688",Goshnar's Taint
218,Skunerx,Elite Knight,Belobra,1959,"1,684",Goshnar's Taint
219,Kbralz,Master Sorcerer,Descubra,1564,"1,681",Goshnar's Taint
220,Shhilfner Bombinha,Elder Druid,Inabra,937,"1,680",Goshnar's Taint
221,Im Leton,Elder Druid,Celebra,1344,"1,678",Goshnar's Taint
222,Hakaii Sheik,Master Sorcerer,Ourobra,1552,"1,675",Goshnar's Taint
223,Feern,Knight,Quintera,819,"1,673",Goshnar's Taint
224,Diones Machine,Elite Knight,Descubra,2155,"1,665",Goshnar's Taint
225,Gera,Master Sorcerer,Quintera,1190,"1,664",Goshnar's Taint
226,Hexed,Royal Paladin,Kalibra,1316,"1,663",Goshnar's Taint
226,Mattwin Firma Forte,Elder Druid,Etebra,2066,"1,663",Goshnar's Taint
228,Rav Ven,Elder Druid,Refugia,1548,"1,662",Goshnar's Taint
229,Bedin Ranger Azul,Elder Druid,Venebra,1520,"1,661",Goshnar's Taint
229,Reverend Matt,Elder Druid,Yovera,1796,"1,661",Goshnar's Taint
231,Hermaan,Royal Paladin,Monza,1959,"1,660",Goshnar's Taint
232,Ploft Pluft,Elder Druid,Celebra,1436,"1,651",Goshnar's Taint
233,Gui Fergus,Elder Druid,Issobra,1112,"1,649",Goshnar's Taint
234,Fitoky,Elder Druid,Quintera,1448,"1,646",Goshnar's Taint
235,Mighty Peral,Elder Druid,Solidera,2042,"1,633",Goshnar's Taint
236,Innk Muller,Master Sorcerer,Yonabra,1626,"1,629",Goshnar's Taint
237,Kommander,Royal Paladin,Celebra,2763,"1,628",Goshnar's Taint
238,Ke vinho,Elder Druid,Gentebra,2747,"1,618",Goshnar's Taint
239,Black Berett,Royal Paladin,Kalibra,1427,"1,614",Goshnar's Taint
240,Flowing Rain,Elite Knight,Yonabra,1256,"1,613",Goshnar's Taint
241,Lightbinder,Royal Paladin,Secura,2040,"1,612",Goshnar's Taint
241,Vastares,Royal Paladin,Descubra,1851,"1,612",Goshnar's Taint
243,Guel Baguncinha,Elder Druid,Serdebra,1424,"1,608",Goshnar's Taint
244,Nxte,Elder Druid,Gentebra,1666,"1,607",Goshnar's Taint
245,Mistic Vini,Master Sorcerer,Gentebra,1241,"1,606",Goshnar's Taint
245,Moonryell,Master Sorcerer,Kalibra,1921,"1,606",Goshnar's Taint
247,Grimjoey,Elder Druid,Luminera,1220,"1,605",Goshnar's Taint
248,Treko,Royal Paladin,Gentebra,2279,"1,601",Goshnar's Taint
249,Ahoky,Master Sorcerer,Solidera,1721,"1,599",Goshnar's Taint
249,Cael Goat,Elite Knight,Collabra,1787,"1,599",Goshnar's Taint
249,Hoopo Always Win,Elder Druid,Quintera,997,"1,599",Goshnar's Taint
252,Starcall,Elder Druid,Ustebra,1402,"1,596",Goshnar's Taint
253,Saiudinho,Elder Druid,Gentebra,1213,"1,594",Goshnar's Taint
254,Jonzor Fumega Fumega,Elder Druid,Celebra,1745,"1,590",Goshnar's Taint
255,Malukiller,Elite Knight,Gentebra,2011,"1,589",Goshnar's Taint
256,Czar Eduuktz,Elite Knight,Venebra,1687,"1,586",Goshnar's Taint
257,Maza lov,Master Sorcerer,Ourobra,2025,"1,582",Goshnar's Taint
257,Sal Sa,Royal Paladin,Celesta,1474,"1,582",Goshnar's Taint
259,Ronda Rush,Royal Paladin,Nefera,1491,"1,580",Goshnar's Taint
260,Greamir,Master Sorcerer,Celesta,2190,"1,578",Goshnar's Taint
261,Annie Starshine,Elite Knight,Gentebra,1398,"1,576",Goshnar's Taint
261,Aritmancia,Elder Druid,Wintera,1434,"1,576",Goshnar's Taint
261,King Danter,Elite Knight,Celesta,2425,"1,576",Goshnar's Taint
264,Dao Diferenciado,Royal Paladin,Rasteibra,1663,"1,573",Goshnar's Taint
265,Teteuzika,Master Sorcerer,Gentebra,1559,"1,571",Goshnar's Taint
266,Lynksen,Elite Knight,Antica,903,"1,569",Goshnar's Taint
267,Pavaks,Elder Druid,Monza,1989,"1,568",Goshnar's Taint
268,Ciemnyez,Elite Knight,Venebra,1831,"1,565",Goshnar's Taint
269,Edi Paladino,Royal Paladin,Honbra,2176,"1,562",Goshnar's Taint
269,Elder Reno,Elder Druid,Celesta,2490,"1,562",Goshnar's Taint
271,Galatrion,Elite Knight,Descubra,1110,"1,560",Goshnar's Taint
272,Sparkr,Elder Druid,Gentebra,1632,"1,554",Goshnar's Taint
273,Captain Gufi,Elder Druid,Refugia,2024,"1,550",Goshnar's Taint
274,Bezkarny Misiak,Elder Druid,Thyria,725,"1,546",Goshnar's Taint
275,Duzy Brzuszek,Master Sorcerer,Nevia,2050,"1,543",Goshnar's Taint
276,Flaashzinho,Elite Knight,Celebra,1911,"1,541",Goshnar's Taint
277,Shay Jomyne,Elder Druid,Celebra,1398,"1,538",Goshnar's Taint
278,Alchemistzin,Elite Knight,Quelibra,2288,"1,536",Goshnar's Taint
278,Gutierrezs,Elder Druid,Gentebra,2411,"1,536",Goshnar's Taint
280,Macaense,Elder Druid,Belobra,1478,"1,535",Goshnar's Taint
281,Jefe Federman,Elder Druid,Wintera,1520,"1,532",Goshnar's Taint
282,Attalahs The Invoker,Master Sorcerer,Secura,1797,"1,528",Goshnar's Taint
283,Shotterzito,Elder Druid,Yonabra,1762,"1,524",Goshnar's Taint
284,Pereirado,Elder Druid,Antica,1085,"1,516",Goshnar's Taint
285,Kenna Hades,Master Sorcerer,Belobra,1725,"1,514",Goshnar's Taint
286,Tintin Hulk,Elite Knight,Rasteibra,1826,"1,512",Goshnar's Taint
287,Pai Do Meufilhu,Royal Paladin,Honbra,1328,"1,510",Goshnar's Taint
288,Luhead Black Sabbath,Elite Knight,Gentebra,1598,"1,508",Goshnar's Taint
289,Judge,Royal Paladin,Celebra,1908,"1,503",Goshnar's Taint
290,Womolu,Elite Knight,Celebra,1798,"1,502",Goshnar's Taint
291,Vomolu,Elite Knight,Celebra,2093,"1,499",Goshnar's Taint
292,Gudrak,Royal Paladin,Rasteibra,1612,"1,496",Goshnar's Taint
293,Stabick,Master Sorcerer,Blumera,1823,"1,494",Goshnar's Taint
294,Voljin Doctor,Master Sorcerer,Gentebra,1798,"1,489",Goshnar's Taint
295,Magiczny,Master Sorcerer,Refugia,2229,"1,486",Goshnar's Taint
296,Sen tinela,Elite Knight,Gentebra,1766,"1,482",Goshnar's Taint
297,Lucaaszin,Royal Paladin,Serdebra,1883,"1,477",Goshnar's Taint
298,Nerigudo,Elite Knight,Ustebra,1616,"1,476",Goshnar's Taint
299,Rpet,Royal Paladin,Karmeya,1539,"1,475",Goshnar's Taint
300,Roshoot,Royal Paladin,Belobra,1778,"1,474",Goshnar's Taint
301,Nandoxdd,Master Sorcerer,Venebra,1528,"1,473",Goshnar's Taint
302,Melinxd,Master Sorcerer,Rasteibra,1589,"1,460",Goshnar's Taint
302,Nyghtz,Royal Paladin,Yonabra,2012,"1,460",Goshnar's Taint
304,Paapps,Elder Druid,Quintera,886,"1,458",Goshnar's Taint
305,Highmage Hidden,Master Sorcerer,Yonabra,1865,"1,451",Goshnar's Taint
306,Der Eda,Royal Paladin,Belobra,1864,"1,448",Goshnar's Taint
307,Posha Crushe,Elder Druid,Rasteibra,1473,"1,445",Goshnar's Taint
308,Mantessa,Master Sorcerer,Refugia,2014,"1,444",Goshnar's Taint
308,Sebastiao Cachorro Loko,Master Sorcerer,Yonabra,1227,"1,444",Goshnar's Taint
310,Caink Blob,Elder Druid,Inabra,1816,"1,430",Goshnar's Taint
311,Arraya Hardtimes,Master Sorcerer,Collabra,2116,"1,427",Goshnar's Taint
312,Jhoan Livre,Elite Knight,Astera,1319,"1,426",Goshnar's Taint
313,Tonim Mage,Master Sorcerer,Jadebra,1967,"1,425",Goshnar's Taint
314,Sariinhasz,Royal Paladin,Ferobra,1549,"1,422",Goshnar's Taint
315,Khriszztoph,Master Sorcerer,Ombra,1648,"1,421",Goshnar's Taint
316,Dextro Kogz,Master Sorcerer,Monza,2162,"1,420",Goshnar's Taint
317,Caxxxx,Elder Druid,Ombra,1299,"1,419",Goshnar's Taint
317,Slug Princess Tsunade,Elder Druid,Monza,1740,"1,419",Goshnar's Taint
319,Goa Santiago,Master Sorcerer,Ourobra,2105,"1,417",Goshnar's Taint
319,Itz Archer,Royal Paladin,Yonabra,1824,"1,417",Goshnar's Taint
321,Brossaud,Elder Druid,Venebra,1566,"1,414",Goshnar's Taint
321,Di dado,Royal Paladin,Descubra,1656,"1,414",Goshnar's Taint
323,Magnifik Danytank,Elite Knight,Quelibra,2033,"1,413",Goshnar's Taint
324,Ghost of Chimera,Royal Paladin,Solidera,1741,"1,406",Goshnar's Taint
325,Kabulosoz,Elder Druid,Ferobra,1519,"1,404",Goshnar's Taint
325,Valek Phor,Elder Druid,Celesta,1650,"1,404",Goshnar's Taint
327,Kayhn Kuroi Tenshi,Royal Paladin,Jadebra,1734,"1,399",Goshnar's Taint
328,Alpha Charly,Royal Paladin,Gentebra,2043,"1,396",Goshnar's Taint
329,Obonitao Lindao,Master Sorcerer,Ustebra,1178,"1,395",Goshnar's Taint
329,Pigux,Royal Paladin,Refugia,1376,"1,395",Goshnar's Taint
329,Rzeznik Wedliniarz,Elite Knight,Secura,1430,"1,395",Goshnar's Taint
332,Vine Corporation,Elder Druid,Issobra,2046,"1,393",Goshnar's Taint
333,Ze Cueei,Elder Druid,Honbra,2246,"1,388",Goshnar's Taint
334,Doctorr Aurelio,Elder Druid,Issobra,1650,"1,384",Goshnar's Taint
335,Miojo Doido,Master Sorcerer,Gentebra,1678,"1,382",Goshnar's Taint
335,Walder Martz,Royal Paladin,Nefera,1215,"1,382",Goshnar's Taint
337,Reo Light,Royal Paladin,Vunira,1380,"1,380",Goshnar's Taint
338,Wandinzz,Royal Paladin,Karmeya,1473,"1,378",Goshnar's Taint
339,Izeekao,Royal Paladin,Celebra,1830,"1,376",Goshnar's Taint
339,Mazoskt,Master Sorcerer,Descubra,1574,"1,376",Goshnar's Taint
341,Mafewz,Elite Knight,Collabra,1899,"1,375",Goshnar's Taint
342,Mokolokinho,Elder Druid,Belobra,1902,"1,373",Goshnar's Taint
343,Ja co,Elite Knight,Refugia,2108,"1,370",Goshnar's Taint
344,Lekisno,Royal Paladin,Gentebra,1797,"1,365",Goshnar's Taint
