Rank,Name,Vocation,World,Level,Skill Level,Category
121,Dudus Andy,Elite Knight,Celesta,1653,135,Sword Fighting
121,Edwarro,Elite Knight,Monza,1384,135,Sword Fighting
121,Escape,Elite Knight,Luminera,826,135,Sword Fighting
121,Jeffzera,Elite Knight,Celebra,1350,135,Sword Fighting
121,Jet Lill,Elite Knight,Calmera,1349,135,Sword Fighting
121,Kahrzek,Elite Knight,Gentebra,1265,135,Sword Fighting
121,Kaiser Leads,Elite Knight,Luminera,1742,135,Sword Fighting
121,Ketiones,Elite Knight,Yonabra,1305,135,Sword Fighting
121,King Apot,Elite Knight,Nefera,701,135,Sword Fighting
121,King Smogz,Elite Knight,Secura,1813,135,Sword Fighting
121,Kinobal,Elite Knight,Oceanis,1713,135,Sword Fighting
121,Lito Maldito,Elite Knight,Antica,1056,135,Sword Fighting
121,Luanzz,Elite Knight,Yonabra,1851,135,Sword Fighting
121,Lucky Paulistinha,Elite Knight,Lutabra,1148,135,Sword Fighting
121,Markyn,Elite Knight,Ferobra,912,135,Sword Fighting
121,Marotinho,Elite Knight,Yonabra,972,135,Sword Fighting
121,Meniia,Elite Knight,Harmonia,818,135,Sword Fighting
121,Mertz,Elite Knight,Epoca,1064,135,Sword Fighting
121,Mirotth,Elite Knight,Belobra,1993,135,Sword Fighting
121,Mister Piiiink,Elite Knight,Belobra,2246,135,Sword Fighting
121,Obnoxiouss,Elite Knight,Secura,456,135,Sword Fighting
121,Ominae Yu,Elite Knight,Yonabra,1738,135,Sword Fighting
121,Remek Ajan,Elite Knight,Peloria,1607,135,Sword Fighting
121,Roffa The King,Elite Knight,Vunira,1595,135,Sword Fighting
121,Samuel Andrew,Elite Knight,Nevia,922,135,Sword Fighting
121,Silver Guerra,Elite Knight,Belobra,1486,135,Sword Fighting
121,Sir Danizera,Elite Knight,Ferobra,1195,135,Sword Fighting
121,Theron Darax,Elite Knight,Yonabra,1495,135,Sword Fighting
121,Thesheik,Elite Knight,Astera,1880,135,Sword Fighting
121,Theuz da Pavuna,Elite Knight,Etebra,1308,135,Sword Fighting
121,Tope Nevus,Elite Knight,Calmera,1242,135,Sword Fighting
121,Zapo Daold,Elite Knight,Kalibra,1130,135,Sword Fighting
121,Zulus Schaka,Elite Knight,Calmera,895,135,Sword Fighting
166,Agressive Kim Toxica,Elite Knight,Luminera,1944,134,Sword Fighting
166,Alchemistzin,Elite Knight,Quelibra,2277,134,Sword Fighting
166,Alucinathion,Elite Knight,Inabra,976,134,Sword Fighting
166,Andinn,Elite Knight,Gentebra,1615,134,Sword Fighting
166,Andresich,Elite Knight,Talera,1417,134,Sword Fighting
166,Aria Ulth,Elite Knight,Menera,1102,134,Sword Fighting
166,Ayvarr,Elite Knight,Gentebra,1426,134,Sword Fighting
166,Bakus Lapiduch,Elite Knight,Vunira,863,134,Sword Fighting
166,Bazigar,Elite Knight,Secura,735,134,Sword Fighting
166,Bello John,Elite Knight,Kalibra,554,134,Sword Fighting
166,Biixuusu,Elite Knight,Havera,1256,134,Sword Fighting
166,Bilbo The Whale,Elite Knight,Karmeya,441,134,Sword Fighting
166,Black Karasu,Elite Knight,Oceanis,1565,134,Sword Fighting
166,Churras Kiing,Elite Knight,Kalibra,1849,134,Sword Fighting
166,Cliany,Elite Knight,Secura,580,134,Sword Fighting
166,Conde Danimax,Elite Knight,Inabra,2146,134,Sword Fighting
166,Core Wetterwachs,Elite Knight,Antica,1095,134,Sword Fighting
166,Damian-spardan,Elite Knight,Bona,1032,134,Sword Fighting
166,Dark Lord Morpheu,Elite Knight,Yonabra,1045,134,Sword Fighting
166,Dcoyy,Elite Knight,Calmera,1240,134,Sword Fighting
166,Dobid Elve,Elite Knight,Jadebra,1568,134,Sword Fighting
166,Falynian,Elite Knight,Kalibra,967,134,Sword Fighting
166,Fi na,Elite Knight,Gentebra,1662,134,Sword Fighting
166,Full Relajado,Elite Knight,Nefera,1142,134,Sword Fighting
166,Garbimxd,Elite Knight,Venebra,1677,134,Sword Fighting
166,General Zig,Elite Knight,Gentebra,1489,134,Sword Fighting
166,Goliraman,Elite Knight,Descubra,1027,134,Sword Fighting
166,Gruchan,Elite Knight,Bona,1055,134,Sword Fighting
166,Heal Akap,Elite Knight,Peloria,889,134,Sword Fighting
166,Highflxyerk,Elite Knight,Quidera,1772,134,Sword Fighting
166,Hori Mori,Elite Knight,Monza,1260,134,Sword Fighting
166,Hurakanfast,Elite Knight,Calmera,1061,134,Sword Fighting
166,Ibixy,Elite Knight,Secura,762,134,Sword Fighting
166,Itz Vaii,Elite Knight,Refugia,1011,134,Sword Fighting
166,Jackops,Elite Knight,Harmonia,736,134,Sword Fighting
166,Jokey Smurf,Elite Knight,Gladera,459,134,Sword Fighting
166,Juanito Rowley,Elite Knight,Havera,510,134,Sword Fighting
166,Kaitos Silverheart,Elite Knight,Collabra,1172,134,Sword Fighting
166,Kina Tenebrozo,Elite Knight,Ourobra,629,134,Sword Fighting
166,King Activist,Elite Knight,Quidera,916,134,Sword Fighting
166,King Galaiko,Elite Knight,Ferobra,1367,134,Sword Fighting
166,Koroaa,Elite Knight,Celebra,1818,134,Sword Fighting
166,Koshmar,Elite Knight,Thyria,840,134,Sword Fighting
166,Lu Kasyno,Elite Knight,Celesta,610,134,Sword Fighting
166,Lukka,Elite Knight,Refugia,1556,134,Sword Fighting
166,Lunatic Princess,Elite Knight,Celesta,2207,134,Sword Fighting
166,Maciel,Knight,Monza,659,134,Sword Fighting
166,Maestro Bamboocha,Elite Knight,Vunira,864,134,Sword Fighting
166,Naber Bera,Elite Knight,Venebra,1349,134,Sword Fighting
166,Nakkamas,Elite Knight,Talera,1038,134,Sword Fighting
166,Niku Nesi,Elite Knight,Pacera,1791,134,Sword Fighting
166,Nimue Lanuin,Elite Knight,Gentebra,1846,134,Sword Fighting
166,Pan Krulas,Elite Knight,Yovera,1864,134,Sword Fighting
166,Patprime,Elite Knight,Antica,1256,134,Sword Fighting
166,Plugged,Elite Knight,Peloria,1268,134,Sword Fighting
166,Poppel the knight,Elite Knight,Peloria,1419,134,Sword Fighting
166,Prometeu,Elite Knight,Bona,1062,134,Sword Fighting
166,Reiko Fearless,Elite Knight,Celebra,1715,134,Sword Fighting
166,Reset Dla Tluszczu,Elite Knight,Monza,1521,134,Sword Fighting
166,Sage Kuzu,Elite Knight,Secura,1201,134,Sword Fighting
166,Savaged,Elite Knight,Oceanis,1416,134,Sword Fighting
166,Shadow mirage,Elite Knight,Calmera,808,134,Sword Fighting
166,Shiax Alan,Elite Knight,Harmonia,1666,134,Sword Fighting
166,Shiine,Elite Knight,Refugia,1564,134,Sword Fighting
166,Sibon Faur,Elite Knight,Vunira,1190,134,Sword Fighting
166,Sir Bocca,Elite Knight,Belobra,1479,134,Sword Fighting
166,Sir Treme,Elite Knight,Astera,794,134,Sword Fighting
166,Slukks,Knight,Celebra,1036,134,Sword Fighting
166,Spiraal,Elite Knight,Issobra,1155,134,Sword Fighting
166,Stabmagik,Elite Knight,Lutabra,455,134,Sword Fighting
166,Szuu,Elite Knight,Pacera,1561,134,Sword Fighting
166,Tanker Insane,Elite Knight,Celesta,1143,134,Sword Fighting
166,Thomates,Elite Knight,Yonabra,1450,134,Sword Fighting
166,Weess,Elite Knight,Xyla,971,134,Sword Fighting
166,Yuri Jammy,Elite Knight,Havera,781,134,Sword Fighting
166,Zwkidek,Elite Knight,Gentebra,2045,134,Sword Fighting
242,Agadz,Elite Knight,Celesta,1082,133,Sword Fighting
242,Almom,Elite Knight,Inabra,1894,133,Sword Fighting
242,Anakurawk Dafalasu,Elite Knight,Gentebra,2202,133,Sword Fighting
242,Araujo Stone,Knight,Nefera,934,133,Sword Fighting
242,Boosterio,Elite Knight,Refugia,862,133,Sword Fighting
242,Bosy Smoku,Elite Knight,Thyria,972,133,Sword Fighting
242,Caerbannogh,Elite Knight,Secura,762,133,Sword Fighting
242,Calix Payne,Elite Knight,Secura,1076,133,Sword Fighting
242,Crach Craite,Elite Knight,Secura,583,133,Sword Fighting
242,Darker Morgot,Elite Knight,Secura,869,133,Sword Fighting
242,Diva Slide,Elite Knight,Celesta,547,133,Sword Fighting
242,Drax Kong,Elite Knight,Pacera,1262,133,Sword Fighting
242,Edgardo Warlord,Elite Knight,Nefera,1358,133,Sword Fighting
242,Eogui,Elite Knight,Kalibra,1431,133,Sword Fighting
242,Er Wings,Elite Knight,Solidera,1422,133,Sword Fighting
242,Eraqus,Elite Knight,Astera,1316,133,Sword Fighting
242,Eylithz,Elite Knight,Solidera,827,133,Sword Fighting
242,Fahrenhit,Elite Knight,Premia,1093,133,Sword Fighting
242,Falan Jumplas,Elite Knight,Firmera,756,133,Sword Fighting
242,Filusia,Knight,Monza,708,133,Sword Fighting
242,Friend To Destiny,Elite Knight,Antica,918,133,Sword Fighting
242,Gibizada,Elite Knight,Etebra,1250,133,Sword Fighting
242,Gilmax Knight,Elite Knight,Gladera,741,133,Sword Fighting
242,Green grinder,Elite Knight,Calmera,1332,133,Sword Fighting
242,Hakam,Elite Knight,Harmonia,652,133,Sword Fighting
242,Havok Skywind,Elite Knight,Celesta,1183,133,Sword Fighting
242,Itz Kladi,Elite Knight,Antica,1184,133,Sword Fighting
242,Izamac Camazi,Elite Knight,Pacera,177,133,Sword Fighting
242,Izvex,Elite Knight,Secura,351,133,Sword Fighting
242,Jughhead,Elite Knight,Gladera,1083,133,Sword Fighting
242,Kappa Ziom,Elite Knight,Monza,948,133,Sword Fighting
242,Kinomanka,Elite Knight,Monza,592,133,Sword Fighting
242,Knalha Aposentado,Elite Knight,Jadebra,1556,133,Sword Fighting
242,Knight Zudano,Elite Knight,Monza,561,133,Sword Fighting
242,Kratosek,Elite Knight,Celesta,1409,133,Sword Fighting
242,Leferty,Elite Knight,Calmera,776,133,Sword Fighting
242,Linnaya,Elite Knight,Refugia,398,133,Sword Fighting
242,Ma Ri Nhoo,Elite Knight,Yonabra,2008,133,Sword Fighting
242,Mafewz,Elite Knight,Collabra,1882,133,Sword Fighting
242,Martiinn Delnorte,Elite Knight,Quintera,1218,133,Sword Fighting
242,Maskadora de Fumo,Elite Knight,Ferobra,1267,133,Sword Fighting
242,Mausz,Elite Knight,Tornabra,1012,133,Sword Fighting
242,Metal Olokun,Elite Knight,Astera,1254,133,Sword Fighting
242,Miickzera,Elite Knight,Karmeya,1464,133,Sword Fighting
242,Miikun,Elite Knight,Karmeya,1018,133,Sword Fighting
242,Mroczny Rabarbar,Elite Knight,Karmeya,1778,133,Sword Fighting
242,Natios Chaos,Elite Knight,Serdebra,1177,133,Sword Fighting
242,Obelix,Elite Knight,Belobra,913,133,Sword Fighting
242,Pedrao Geladeira,Elite Knight,Yonabra,1612,133,Sword Fighting
242,Pedrin Orangepodi,Elite Knight,Rasteibra,2116,133,Sword Fighting
242,Pomer,Elite Knight,Secura,1001,133,Sword Fighting
242,Re nanzin,Elite Knight,Ferobra,1354,133,Sword Fighting
242,Roges Legend,Elite Knight,Gentebra,422,133,Sword Fighting
242,Rosso,Elite Knight,Havera,1232,133,Sword Fighting
242,Ruthless Mateo,Elite Knight,Karmeya,1661,133,Sword Fighting
242,Ryzn Warrior,Elite Knight,Antica,875,133,Sword Fighting
242,Semirek,Elite Knight,Nevia,1485,133,Sword Fighting
242,Shaddek,Elite Knight,Secura,1478,133,Sword Fighting
242,Sheikenshin,Elite Knight,Astera,867,133,Sword Fighting
242,Sir Iguela,Elite Knight,Bona,1102,133,Sword Fighting
242,Szymonicx,Elite Knight,Refugia,1399,133,Sword Fighting
242,Tankes,Elite Knight,Premia,1408,133,Sword Fighting
242,Theon Fea,Elite Knight,Nevia,1200,133,Sword Fighting
242,Thor Exorel,Elite Knight,Peloria,1236,133,Sword Fighting
242,Tobis,Elite Knight,Oceanis,565,133,Sword Fighting
242,Trazker,Elite Knight,Celebra,1062,133,Sword Fighting
242,Ux Fatther,Elite Knight,Kalibra,732,133,Sword Fighting
242,Veeds,Elite Knight,Refugia,651,133,Sword Fighting
242,Velix,Elite Knight,Calmera,1656,133,Sword Fighting
242,Voldrex King,Elite Knight,Belobra,1236,133,Sword Fighting
242,Wernakz,Elite Knight,Luminera,1231,133,Sword Fighting
242,Xande Tuning,Elite Knight,Astera,1120,133,Sword Fighting
242,Xum Bim,Elite Knight,Ombra,1171,133,Sword Fighting
242,Zymek Ek,Knight,Monza,694,133,Sword Fighting
316,Aidahoo,Elite Knight,Refugia,867,132,Sword Fighting
316,Akuma Nikaido,Elite Knight,Collabra,490,132,Sword Fighting
316,Aleardillitax,Elite Knight,Serdebra,806,132,Sword Fighting
316,Aler Tius,Elite Knight,Solidera,1695,132,Sword Fighting
316,Amora Enterprise,Elite Knight,Ourobra,2017,132,Sword Fighting
316,Anita Supreme Emex,Elite Knight,Havera,1888,132,Sword Fighting
316,Argxid,Elite Knight,Secura,1230,132,Sword Fighting
316,Asteras Dark Knight,Elite Knight,Astera,850,132,Sword Fighting
316,Blade of Twilight,Elite Knight,Kalanta,937,132,Sword Fighting
316,Blind Panter,Elite Knight,Bona,1354,132,Sword Fighting
316,Bloodmoon,Elite Knight,Lobera,422,132,Sword Fighting
316,Bombardi Soberano,Elite Knight,Gentebra,1004,132,Sword Fighting
316,Bunny Skullcrusher,Elite Knight,Refugia,97,132,Sword Fighting
316,Byron McAllister,Elite Knight,Antica,613,132,Sword Fighting
316,Carmeli Destroyer,Elite Knight,Gentebra,485,132,Sword Fighting
316,Cellus,Elite Knight,Menera,980,132,Sword Fighting
316,Cirokids,Elite Knight,Kalibra,1762,132,Sword Fighting
316,Cloud Thor,Elite Knight,Harmonia,1406,132,Sword Fighting
316,Commander David,Elite Knight,Yonabra,1931,132,Sword Fighting
316,Czterolistny Pajak,Elite Knight,Refugia,1165,132,Sword Fighting
316,Dagomir,Elite Knight,Refugia,83,132,Sword Fighting
316,Dalamaar,Knight,Bona,678,132,Sword Fighting
316,Damien Blood,Elite Knight,Havera,845,132,Sword Fighting
316,Dehidura Zen,Elite Knight,Quelibra,775,132,Sword Fighting
316,Delita on Aurera,Knight,Zunera,34,132,Sword Fighting
316,Difovert,Elite Knight,Monza,1194,132,Sword Fighting
316,Dii Wins,Elite Knight,Yonabra,1412,132,Sword Fighting
316,Direvil,Elite Knight,Refugia,1287,132,Sword Fighting
316,Doisbz,Elite Knight,Descubra,1100,132,Sword Fighting
316,Drash Unknown,Elite Knight,Yonabra,1570,132,Sword Fighting
316,Dudinho,Elite Knight,Bona,610,132,Sword Fighting
316,Emi Lciu,Elite Knight,Xyla,387,132,Sword Fighting
316,Erudon,Elite Knight,Calmera,1010,132,Sword Fighting
316,Exys,Elite Knight,Antica,1112,132,Sword Fighting
316,Fean Delusak,Elite Knight,Bona,720,132,Sword Fighting
316,Fort Oak,Elite Knight,Ustebra,1409,132,Sword Fighting
316,Garbaty Rowerzysta,Elite Knight,Antica,1077,132,Sword Fighting
316,Garroxi Knight,Elite Knight,Descubra,1299,132,Sword Fighting
316,Gesiian,Elite Knight,Kalibra,1752,132,Sword Fighting
316,Glurfindel,Elite Knight,Ustebra,501,132,Sword Fighting
316,Gran Pilin,Elite Knight,Nevia,984,132,Sword Fighting
316,Green Peep,Knight,Harmonia,856,132,Sword Fighting
316,Grind Seer,Elite Knight,Refugia,81,132,Sword Fighting
316,Gu Tu Poderoso,Elite Knight,Belobra,1537,132,Sword Fighting
316,Gueroba Goiano,Elite Knight,Inabra,1052,132,Sword Fighting
316,Guizao Firma Forte,Elite Knight,Etebra,1845,132,Sword Fighting
316,Gusanijn,Elite Knight,Harmonia,721,132,Sword Fighting
316,Haloo Kina,Elite Knight,Quintera,1026,132,Sword Fighting
316,Harry Kurk,Elite Knight,Calmera,325,132,Sword Fighting
316,Hassuna,Elite Knight,Inabra,556,132,Sword Fighting
316,Heavygod,Elite Knight,Astera,1504,132,Sword Fighting
316,Hendrik,Elite Knight,Pacera,909,132,Sword Fighting
316,Jack Bauer Melth,Elite Knight,Ferobra,807,132,Sword Fighting
316,Jeff Frontline,Elite Knight,Ustebra,1250,132,Sword Fighting
316,Jhonn Gym,Elite Knight,Celebra,1353,132,Sword Fighting
316,Johanz,Elite Knight,Solidera,1308,132,Sword Fighting
316,Jorkera,Elite Knight,Celebra,666,132,Sword Fighting
316,Juan Rood,Elite Knight,Refugia,737,132,Sword Fighting
316,Junaz,Elite Knight,Celesta,720,132,Sword Fighting
316,Juninhozz,Elite Knight,Gentebra,599,132,Sword Fighting
316,Junior Witcher,Elite Knight,Belobra,760,132,Sword Fighting
316,Kafy,Elite Knight,Secura,1422,132,Sword Fighting
316,Kairuz,Elite Knight,Lutabra,1630,132,Sword Fighting
316,Kamiry,Elite Knight,Ourobra,1701,132,Sword Fighting
316,Kiikesz,Elite Knight,Wintera,1089,132,Sword Fighting
316,Kilogramik Elite,Elite Knight,Nevia,1458,132,Sword Fighting
316,King Manius,Elite Knight,Celesta,1555,132,Sword Fighting
316,Kiperek,Elite Knight,Vunira,1896,132,Sword Fighting
316,Knight Charlover,Elite Knight,Honbra,918,132,Sword Fighting
316,Kratos Wrath,Elite Knight,Zunera,222,132,Sword Fighting
316,Les the Shadow,Elite Knight,Refugia,488,132,Sword Fighting
316,Libi,Elite Knight,Lobera,1308,132,Sword Fighting
316,Lime Layer,Elite Knight,Refugia,408,132,Sword Fighting
316,Lord Kalell,Elite Knight,Blumera,1600,132,Sword Fighting
316,Lord Mutsley,Elite Knight,Serdebra,1027,132,Sword Fighting
316,Luckycharmm,Elite Knight,Nefera,977,132,Sword Fighting
316,Maestro Rooshi,Elite Knight,Astera,753,132,Sword Fighting
316,Maikezera Relaxado,Elite Knight,Ustebra,1457,132,Sword Fighting
316,Manareth,Elite Knight,Secura,870,132,Sword Fighting
316,Mareckinho,Elite Knight,Karmeya,875,132,Sword Fighting
316,Mary Ark,Elite Knight,Venebra,608,132,Sword Fighting
316,Maxim Uz,Elite Knight,Gentebra,938,132,Sword Fighting
316,Michael Devil,Elite Knight,Harmonia,1028,132,Sword Fighting
316,Mihawk Swordsman,Elite Knight,Quintera,959,132,Sword Fighting
316,Monkee Madness,Elite Knight,Lobera,1458,132,Sword Fighting
316,Moonlight Razor,Elite Knight,Secura,243,132,Sword Fighting
316,Morfeo el knight,Elite Knight,Thyria,726,132,Sword Fighting
316,Nar Kor,Elite Knight,Monstera,1132,132,Sword Fighting
316,Necro Knight,Elite Knight,Menera,1349,132,Sword Fighting
316,Nemoris Leywin,Elite Knight,Antica,467,132,Sword Fighting
316,Nietoperko,Elite Knight,Harmonia,1120,132,Sword Fighting
316,Ojciec Old Maza,Elite Knight,Refugia,680,132,Sword Fighting
316,Ordoki,Elite Knight,Monza,858,132,Sword Fighting
316,Orle Gniazdo,Elite Knight,Antica,1739,132,Sword Fighting
