Rank,Name,Vocation,World,Level,Skill Level,Category
83,Fleth Tyron,Elite Knight,Peloria,629,132,Club Fighting
83,Gabrielito,Elite Knight,Nefera,1594,132,Club Fighting
83,Garfield Cat,Elite Knight,Dia,1243,132,Club Fighting
83,Gunwi Kormroyan,Elite Knight,Gladera,343,132,Club Fighting
83,Ingolf Gloria,Elite Knight,Secura,555,132,Club Fighting
83,Japp Okey Lugn,Elite Knight,Secura,1216,132,Club Fighting
83,Kairos Skylight,Elite Knight,Calmera,1981,132,Club Fighting
83,Katita Kaldas,Elite Knight,Celebra,1101,132,Club Fighting
83,King Hensur,Elite Knight,Celesta,1110,132,Club Fighting
83,Knight do Osso,Elite Knight,Serdebra,1068,132,Club Fighting
83,Little Albatraoz,Elite Knight,Astera,1191,132,Club Fighting
83,Love Is Everything,Elite Knight,Antica,850,132,Club Fighting
83,Max Sider,Elite Knight,Inabra,1010,132,Club Fighting
83,Mullo,Elite Knight,Pacera,422,132,Club Fighting
83,Negan Smith,Elite Knight,Eclipta,1148,132,Club Fighting
83,Nosoull,Elite Knight,Dia,1506,132,Club Fighting
83,Ohin,Elite Knight,Antica,819,132,Club Fighting
83,Ruge,Elite Knight,Thyria,1421,132,Club Fighting
83,Seloko Denone,Elite Knight,Jadebra,1464,132,Club Fighting
83,Sir Wilfred Ivanhoe,Elite Knight,Nefera,449,132,Club Fighting
83,Sloem,Elite Knight,Yonabra,1368,132,Club Fighting
83,Soh Deitopradormir,Elite Knight,Honbra,842,132,Club Fighting
83,Suarelli,Elite Knight,Premia,1223,132,Club Fighting
83,Tasca Hammerfury,Elite Knight,Pacera,110,132,Club Fighting
83,Tio tide,Elite Knight,Monza,609,132,Club Fighting
83,Tutto Passa,Elite Knight,Karmeya,1195,132,Club Fighting
83,Vixen Elite,Elite Knight,Celebra,1129,132,Club Fighting
119,Alizorah,Elite Knight,Peloria,904,131,Club Fighting
119,Aura,Elite Knight,Secura,128,131,Club Fighting
119,Drinnas,Elite Knight,Secura,897,131,Club Fighting
119,Dudu New Times,Elite Knight,Ourobra,812,131,Club Fighting
119,Ehxori,Elite Knight,Celebra,859,131,Club Fighting
119,Ezio Shion,Elite Knight,Lobera,885,131,Club Fighting
119,Femuz in Pacera,Elite Knight,Pacera,110,131,Club Fighting
119,Fulluf Laphoopia,Elite Knight,Gladera,141,131,Club Fighting
119,Genesiz,Elite Knight,Yonabra,1073,131,Club Fighting
119,Harlei Cascavel,Elite Knight,Calmera,847,131,Club Fighting
119,Hebert Richards,Elite Knight,Celesta,810,131,Club Fighting
119,Heper Nata,Elite Knight,Nefera,331,131,Club Fighting
119,Hoengyru Beon,Elite Knight,Bona,770,131,Club Fighting
119,Hundkatt,Elite Knight,Premia,1020,131,Club Fighting
119,Infernal Kubus,Elite Knight,Secura,754,131,Club Fighting
119,Itsgot Electrolytes,Elite Knight,Yovera,1130,131,Club Fighting
119,Jhoan Livre,Elite Knight,Astera,1312,131,Club Fighting
119,Jhonek,Elite Knight,Ferobra,1699,131,Club Fighting
119,Kate Walker,Elite Knight,Nevia,1300,131,Club Fighting
119,Lady of Saxnot,Knight,Lobera,31,131,Club Fighting
119,Layka Coragem,Elite Knight,Nefera,79,131,Club Fighting
119,Leechiano,Elite Knight,Lobera,1592,131,Club Fighting
119,Levy Tran,Elite Knight,Epoca,718,131,Club Fighting
119,Lil Potato Knight,Elite Knight,Gladera,566,131,Club Fighting
119,Lord Chongs,Elite Knight,Lobera,808,131,Club Fighting
119,Maurokitto,Elite Knight,Secura,639,131,Club Fighting
119,Mazi Mazi,Elite Knight,Quintera,847,131,Club Fighting
119,Nicole Kang,Elite Knight,Thyria,714,131,Club Fighting
119,Nitro Hells'Angels,Elite Knight,Gentebra,629,131,Club Fighting
119,Ossy Vern,Elite Knight,Refugia,1432,131,Club Fighting
119,Pancada Desbalanceada,Elite Knight,Serdebra,1261,131,Club Fighting
119,Profesorez,Elite Knight,Etebra,1205,131,Club Fighting
119,Pukee,Elite Knight,Gladera,274,131,Club Fighting
119,Rovaar,Elite Knight,Kalibra,808,131,Club Fighting
119,Sean Mytoman,Elite Knight,Secura,966,131,Club Fighting
119,Sneaky The Snake,Elite Knight,Thyria,88,131,Club Fighting
119,Sosnowe,Elite Knight,Nevia,1384,131,Club Fighting
119,Stormbreaker Ekzykes,Elite Knight,Yovera,1394,131,Club Fighting
119,Suhvek,Elite Knight,Quidera,745,131,Club Fighting
119,Takeszin,Elite Knight,Celesta,826,131,Club Fighting
119,Tibo Ek,Elite Knight,Quidera,1096,131,Club Fighting
119,Tor Wer Tar,Elite Knight,Bona,1139,131,Club Fighting
119,Torhun,Elite Knight,Celesta,1101,131,Club Fighting
119,Tradein,Elite Knight,Bona,1040,131,Club Fighting
119,Troubled Assassin,Elite Knight,Secura,503,131,Club Fighting
119,Vardagszor,Elite Knight,Astera,1442,131,Club Fighting
119,Verduz Guzzi,Elite Knight,Nefera,742,131,Club Fighting
119,Warrior Mustang,Elite Knight,Nefera,85,131,Club Fighting
119,Wladosek,Elite Knight,Secura,528,131,Club Fighting
119,Zecrocz Club,Elite Knight,Yonabra,1563,131,Club Fighting
119,Zion Clubstealer,Elite Knight,Ferobra,993,131,Club Fighting
170,Aerck,Elite Knight,Karmeya,1002,130,Club Fighting
170,Agiotales,Elite Knight,Rasteibra,1697,130,Club Fighting
170,Alandir,Elite Knight,Peloria,825,130,Club Fighting
170,Alonessia,Elite Knight,Monza,59,130,Club Fighting
170,Annadar,Elite Knight,Celesta,1104,130,Club Fighting
170,Aurea Athi,Elite Knight,Harmonia,291,130,Club Fighting
170,Avoni,Elite Knight,Havera,923,130,Club Fighting
170,Big Diddy,Elite Knight,Lobera,1327,130,Club Fighting
170,Borktex,Knight,Gladibra,413,130,Club Fighting
170,Cron Wiclek,Elite Knight,Peloria,354,130,Club Fighting
170,Daiin,Elite Knight,Belobra,1064,130,Club Fighting
170,Daisy Dayborn,Elite Knight,Epoca,88,130,Club Fighting
170,Danger'Star,Elite Knight,Nefera,857,130,Club Fighting
170,Deestroyer,Elite Knight,Quelibra,628,130,Club Fighting
170,Destructive Kronun,Elite Knight,Talera,2051,130,Club Fighting
170,Divine Stability,Elite Knight,Antica,285,130,Club Fighting
170,Doisbe,Elite Knight,Descubra,1328,130,Club Fighting
170,Dreadful,Elite Knight,Antica,638,130,Club Fighting
170,Duke Draco,Elite Knight,Collabra,1241,130,Club Fighting
170,Ek Edoorek,Elite Knight,Peloria,958,130,Club Fighting
170,Eknex,Elite Knight,Serdebra,574,130,Club Fighting
170,Eletron Knight,Elite Knight,Menera,893,130,Club Fighting
170,Espeto Knight,Elite Knight,Celebra,1136,130,Club Fighting
170,Esplandian,Elite Knight,Calmera,70,130,Club Fighting
170,Ethernal Fatality,Elite Knight,Nefera,717,130,Club Fighting
170,Ffon,Elite Knight,Thyria,831,130,Club Fighting
170,Flippendo,Elite Knight,Secura,449,130,Club Fighting
170,Frank Friiola,Elite Knight,Jadebra,1538,130,Club Fighting
170,Futux,Elite Knight,Ustebra,1003,130,Club Fighting
170,Fynno,Elite Knight,Bona,434,130,Club Fighting
170,Gata Vitoria,Elite Knight,Yonabra,1414,130,Club Fighting
170,Grosoxx,Elite Knight,Luminera,1077,130,Club Fighting
170,Gruff Goat,Elite Knight,Astera,171,130,Club Fighting
170,Gunnarz,Elite Knight,Jadebra,994,130,Club Fighting
170,Heavy Ragequit,Elite Knight,Inabra,1094,130,Club Fighting
170,Infernal Eternal,Elite Knight,Wintera,172,130,Club Fighting
170,Its Rockstar,Elite Knight,Collabra,815,130,Club Fighting
170,Itsmaka,Elite Knight,Solidera,850,130,Club Fighting
170,Janna Frostine,Elite Knight,Luminera,1406,130,Club Fighting
170,Kary The Legend,Elite Knight,Peloria,1065,130,Club Fighting
170,Kel,Elite Knight,Rasteibra,1575,130,Club Fighting
170,King Flax,Elite Knight,Honbra,1069,130,Club Fighting
170,Krugen,Elite Knight,Monza,1136,130,Club Fighting
170,Lady Jaana,Elite Knight,Peloria,333,130,Club Fighting
170,Lazy Tytanek,Elite Knight,Secura,648,130,Club Fighting
170,Lemest Elvar,Elite Knight,Zunera,83,130,Club Fighting
170,Lil Marucha,Elite Knight,Havera,1021,130,Club Fighting
170,Lord Argoustan,Elite Knight,Oceanis,658,130,Club Fighting
170,Lovedek,Elite Knight,Pacera,969,130,Club Fighting
170,Luna Diosa Preciosa,Elite Knight,Harmonia,68,130,Club Fighting
170,Maskwuv Dragonwalt,Elite Knight,Inabra,1153,130,Club Fighting
170,Maxi Kina,Elite Knight,Bona,1229,130,Club Fighting
170,Nando Dii Stormshield,Elite Knight,Secura,1165,130,Club Fighting
170,Nasty Kidifang,Elite Knight,Antica,720,130,Club Fighting
170,Nerigudo,Elite Knight,Ustebra,1608,130,Club Fighting
170,Onix von trollenberg,Elite Knight,Havera,117,130,Club Fighting
170,Pastor Guty,Elite Knight,Quelibra,788,130,Club Fighting
170,Rakso Manual,Elite Knight,Antica,803,130,Club Fighting
170,Ramsiys,Elite Knight,Wintera,479,130,Club Fighting
170,Ratio Summa,Elite Knight,Solidera,55,130,Club Fighting
170,Raul Locomia,Elite Knight,Quelibra,1585,130,Club Fighting
170,Rufs Ye,Elite Knight,Nefera,811,130,Club Fighting
170,Rushler,Elite Knight,Vunira,604,130,Club Fighting
170,Rylod Mavenus,Elite Knight,Quintera,1035,130,Club Fighting
170,Sanemiia,Elite Knight,Peloria,1075,130,Club Fighting
170,Se warence,Elite Knight,Descubra,1281,130,Club Fighting
170,Serapis Seledian,Elite Knight,Premia,969,130,Club Fighting
170,Sir Peter of Cun,Elite Knight,Havera,878,130,Club Fighting
170,Soverv Clubowicz,Elite Knight,Harmonia,636,130,Club Fighting
170,Stalker of the Shadows,Elite Knight,Secura,118,130,Club Fighting
170,Suwal,Elite Knight,Celesta,72,130,Club Fighting
170,Thiiy,Elite Knight,Descubra,1298,130,Club Fighting
170,Thon Rideon,Elite Knight,Honbra,683,130,Club Fighting
170,Tipo Avathhar,Elite Knight,Nefera,1178,130,Club Fighting
170,Ultra Instinct Knight,Elite Knight,Premia,1091,130,Club Fighting
170,Valther,Elite Knight,Bona,286,130,Club Fighting
170,Vanns,Elite Knight,Bona,976,130,Club Fighting
170,Villarromero,Elite Knight,Astera,417,130,Club Fighting
170,Viseze,Elite Knight,Karmeya,1487,130,Club Fighting
170,Wozigot,Elite Knight,Solidera,508,130,Club Fighting
170,Zugly Drax,Elite Knight,Astera,325,130,Club Fighting
251,Akademi,Elite Knight,Nefera,1301,129,Club Fighting
251,Andrew Fate,Elite Knight,Yonabra,763,129,Club Fighting
251,Arator Roken,Elite Knight,Nefera,1272,129,Club Fighting
251,Arcangel Miguelito,Elite Knight,Solidera,209,129,Club Fighting
251,Area The Knight,Elite Knight,Peloria,163,129,Club Fighting
251,Ashfar Thro,Elite Knight,Peloria,125,129,Club Fighting
251,Awexan,Elite Knight,Harmonia,237,129,Club Fighting
251,Azra Trek,Elite Knight,Menera,133,129,Club Fighting
251,Balista Slim,Elite Knight,Refugia,613,129,Club Fighting
251,Banuta Stenka,Elite Knight,Bona,50,129,Club Fighting
251,Best value,Elite Knight,Premia,40,129,Club Fighting
251,Bobbie Da Blankie,Elite Knight,Gladera,136,129,Club Fighting
251,Braavee heart,Elite Knight,Calmera,1239,129,Club Fighting
251,Brufer,Elite Knight,Premia,37,129,Club Fighting
251,Bticino,Elite Knight,Premia,36,129,Club Fighting
251,Chylek the Demonhunter,Elite Knight,Secura,1186,129,Club Fighting
251,Dekraken durinars,Elite Knight,Astera,122,129,Club Fighting
251,Diionesz,Elite Knight,Issobra,1114,129,Club Fighting
251,Don Santiago,Elite Knight,Premia,37,129,Club Fighting
251,Dookie Skillmax,Elite Knight,Menera,728,129,Club Fighting
251,Dragon Maniatico,Elite Knight,Vunira,945,129,Club Fighting
251,Eliasxd,Elite Knight,Solidera,1033,129,Club Fighting
251,Elite Leoz,Elite Knight,Belobra,1291,129,Club Fighting
251,Exmindero,Elite Knight,Epoca,714,129,Club Fighting
251,Faguax,Elite Knight,Premia,37,129,Club Fighting
251,Fellzorr,Elite Knight,Ustebra,1117,129,Club Fighting
251,Fermetal,Elite Knight,Premia,37,129,Club Fighting
251,Firemen Kyle,Elite Knight,Xyla,1508,129,Club Fighting
251,Garra Charrua Yorugua,Elite Knight,Havera,71,129,Club Fighting
251,Girl of Club,Elite Knight,Gentebra,772,129,Club Fighting
251,Gozhek,Elite Knight,Thyria,842,129,Club Fighting
251,Gumis,Elite Knight,Solidera,1003,129,Club Fighting
251,Halcon of harmonia,Knight,Harmonia,22,129,Club Fighting
251,Harv Heimdallsson,Elite Knight,Peloria,345,129,Club Fighting
251,Harvezd,Knight,Vunira,16,129,Club Fighting
251,Harvezd from Danubia,Knight,Antica,9,129,Club Fighting
251,Heiliger Tote,Elite Knight,Bona,71,129,Club Fighting
251,Hit Me,Elite Knight,Blumera,884,129,Club Fighting
251,Holked,Elite Knight,Epoca,1499,129,Club Fighting
251,Itz Chapas,Elite Knight,Luminera,1188,129,Club Fighting
251,Itz Naandi,Elite Knight,Dia,1279,129,Club Fighting
251,Jack Bax,Knight,Secura,34,129,Club Fighting
251,Kamilowsky,Elite Knight,Celesta,873,129,Club Fighting
251,Kiinhazera,Elite Knight,Tornabra,1368,129,Club Fighting
251,Klubowy,Elite Knight,Monza,772,129,Club Fighting
251,Kouga de Pegasos,Elite Knight,Pacera,204,129,Club Fighting
251,Legend Lover,Elite Knight,Antica,987,129,Club Fighting
251,Machiavel,Elite Knight,Vunira,1114,129,Club Fighting
251,Maly Fredie,Elite Knight,Celesta,953,129,Club Fighting
251,Mano Malloka,Elite Knight,Celebra,968,129,Club Fighting
251,Mano The Great,Elite Knight,Solidera,1029,129,Club Fighting
251,Manpica,Elite Knight,Premia,39,129,Club Fighting
251,Marechal Max,Knight,Havera,16,129,Club Fighting
251,Mighty Memo,Elite Knight,Wintera,976,129,Club Fighting
251,Mill Ion,Elite Knight,Firmera,1461,129,Club Fighting
251,Missdenise of tala,Elite Knight,Refugia,754,129,Club Fighting
251,Murmillo,Knight,Peloria,25,129,Club Fighting
251,Naruto Knight,Elite Knight,Quelibra,1154,129,Club Fighting
251,Necrodaemon Terrorsathan,Elite Knight,Quintera,529,129,Club Fighting
251,Nemrotz,Elite Knight,Karmeya,772,129,Club Fighting
251,Netzen,Elite Knight,Nefera,753,129,Club Fighting
251,Nitrane,Knight,Astera,1132,129,Club Fighting
251,Norseck,Knight,Solidera,40,129,Club Fighting
251,Nyanen,Elite Knight,Zuna,803,129,Club Fighting
251,Old Club Master,Elite Knight,Vunira,125,129,Club Fighting
251,Paciu Jaskiniowiec,Elite Knight,Secura,1293,129,Club Fighting
251,Pai Tank,Elite Knight,Yovera,1217,129,Club Fighting
251,Pu Din ek,Elite Knight,Havera,1052,129,Club Fighting
251,Quenza,Knight,Astera,568,129,Club Fighting
251,Rainerek,Elite Knight,Kalibra,1092,129,Club Fighting
251,Red Vesgo,Elite Knight,Kalibra,1285,129,Club Fighting
251,Revnost,Knight,Calmera,662,129,Club Fighting
251,Sayrum Halin,Elite Knight,Kalibra,1389,129,Club Fighting
251,Scopi Kabi,Elite Knight,Peloria,118,129,Club Fighting
251,Seba Godslayer,Elite Knight,Lutabra,1394,129,Club Fighting
251,Seniorhunter,Elite Knight,Bona,269,129,Club Fighting
251,Senor Max,Elite Knight,Premia,886,129,Club Fighting
251,Shauni Leviathann,Knight,Gladera,743,129,Club Fighting
251,Sir Falarius,Elite Knight,Solidera,113,129,Club Fighting
251,Sir Junyck,Elite Knight,Ferobra,659,129,Club Fighting
251,Siri Elite,Elite Knight,Zunera,333,129,Club Fighting
251,Spiteful Emily,Elite Knight,Monza,898,129,Club Fighting
251,Sprytny Andrzej,Elite Knight,Celesta,586,129,Club Fighting
251,Steven Athi,Elite Knight,Harmonia,101,129,Club Fighting
251,Tejow Corporation,Elite Knight,Issobra,2569,129,Club Fighting
251,Telial,Elite Knight,Secura,153,129,Club Fighting
251,Thimothus,Elite Knight,Gentebra,63,129,Club Fighting
251,Title Taker,Knight,Talera,669,129,Club Fighting
251,Ufeca,Elite Knight,Premia,33,129,Club Fighting
251,Valix Nikenia,Elite Knight,Gladera,639,129,Club Fighting
251,Vinz Homeless,Elite Knight,Vunira,80,129,Club Fighting
251,Visionoiur,Elite Knight,Harmonia,85,129,Club Fighting
251,War Crime,Elite Knight,Celesta,1256,129,Club Fighting
251,Xodxleather,Elite Knight,Gentebra,606,129,Club Fighting
251,Zaroim,Elite Knight,Astera,79,129,Club Fighting
251,Zora the Shadowhero,Knight,Refugia,13,129,Club Fighting
251,Zulica,Elite Knight,Bona,618,129,Club Fighting
348,Ako Shiro Dino,Elite Knight,Havera,68,128,Club Fighting
348,Alazkinho,Elite Knight,Wintera,1243,128,Club Fighting
348,Alcardamus,Elite Knight,Bona,723,128,Club Fighting
348,Alexx Bonecrusher,Elite Knight,Xyla,1258,128,Club Fighting
348,Alphonse,Elite Knight,Quidera,1011,128,Club Fighting
348,Anna Girl,Elite Knight,Celesta,900,128,Club Fighting
348,Ardyn Gullo,Elite Knight,Monza,305,128,Club Fighting
348,Arkhottep,Elite Knight,Yonabra,1270,128,Club Fighting
348,Arnol Schwarz,Elite Knight,Venebra,1264,128,Club Fighting
348,Baadam rynek,Elite Knight,Vunira,1371,128,Club Fighting
348,Badguy Pepe,Elite Knight,Pacera,298,128,Club Fighting
348,Ballantynezz,Elite Knight,Yonabra,913,128,Club Fighting
348,Banjo King,Elite Knight,Lobera,939,128,Club Fighting
348,Bankrutomat,Elite Knight,Thyria,309,128,Club Fighting
348,Barak The Crusher,Elite Knight,Calmera,149,128,Club Fighting
348,Barra Mil Contra,Elite Knight,Ustebra,551,128,Club Fighting
348,Bastiao Sallas,Elite Knight,Havera,1015,128,Club Fighting
348,Bleu Soulless,Elite Knight,Yovera,1028,128,Club Fighting
348,Block,Elite Knight,Collabra,348,128,Club Fighting
348,Bo cian,Elite Knight,Harmonia,1283,128,Club Fighting
348,Canadaman,Elite Knight,Quidera,711,128,Club Fighting
348,Charlover Teq,Elite Knight,Antica,512,128,Club Fighting
348,Cryx Aariellari,Elite Knight,Talera,1014,128,Club Fighting
348,Cuthbertt,Elite Knight,Pacera,623,128,Club Fighting
348,Czeko of Knight,Knight,Refugia,662,128,Club Fighting
348,Daemogoth,Elite Knight,Nefera,1068,128,Club Fighting
348,Destruvtor,Elite Knight,Quintera,1274,128,Club Fighting
348,Didulok,Elite Knight,Serdebra,376,128,Club Fighting
348,Doktor Elektroniki,Knight,Peloria,42,128,Club Fighting
348,Dragon On,Elite Knight,Serdebra,1031,128,Club Fighting
348,Draiimo,Elite Knight,Belobra,824,128,Club Fighting
348,Dran Felon,Elite Knight,Celesta,82,128,Club Fighting
348,Dumdum,Elite Knight,Vunira,355,128,Club Fighting
348,El Manguales,Elite Knight,Secura,515,128,Club Fighting
348,Elder Sigfodr,Elite Knight,Karmeya,600,128,Club Fighting
348,Feniikz,Elite Knight,Karmeya,1306,128,Club Fighting
348,Fluffiga Lars,Elite Knight,Secura,841,128,Club Fighting
348,Ghazbaranzs,Elite Knight,Serdebra,927,128,Club Fighting
348,Gibberling,Knight,Peloria,8,128,Club Fighting
348,Gugazen,Elite Knight,Epoca,925,128,Club Fighting
348,Gui Fallout,Elite Knight,Ourobra,1746,128,Club Fighting
348,Gui Zao,Elite Knight,Xyla,406,128,Club Fighting
348,Guma Mata Pato,Elite Knight,Lobera,402,128,Club Fighting
348,Guton,Elite Knight,Ustebra,1095,128,Club Fighting
348,Halcon of trimera,Knight,Lobera,20,128,Club Fighting
348,Heloisia,Elite Knight,Secura,104,128,Club Fighting
348,Huciu Kaci,Elite Knight,Vunira,863,128,Club Fighting
348,Hunter of Dragoes,Elite Knight,Pacera,253,128,Club Fighting
348,Hupman,Elite Knight,Vunira,174,128,Club Fighting
348,Hypenotize,Elite Knight,Peloria,1339,128,Club Fighting
348,Imra Shia,Elite Knight,Vunira,264,128,Club Fighting
348,Jefinn Balalove,Elite Knight,Jadebra,1146,128,Club Fighting
348,Jimmy Darksoul,Elite Knight,Antica,194,128,Club Fighting
348,Joaquim Penguim,Elite Knight,Refugia,684,128,Club Fighting
348,Joker Knight,Elite Knight,Lobera,26,128,Club Fighting
348,Jovenil,Elite Knight,Inabra,455,128,Club Fighting
348,Judy Ada,Elite Knight,Nefera,56,128,Club Fighting
348,Kakashi Silverfang,Elite Knight,Ourobra,1006,128,Club Fighting
348,Kate Juju,Elite Knight,Astera,54,128,Club Fighting
348,Kiimo,Elite Knight,Bona,1547,128,Club Fighting
348,Killinem,Elite Knight,Antica,891,128,Club Fighting
348,Kimiek,Elite Knight,Celebra,875,128,Club Fighting
348,Klubowy Karolek,Elite Knight,Monza,971,128,Club Fighting
348,Kum Kriks,Elite Knight,Secura,826,128,Club Fighting
348,Lady Auntt,Elite Knight,Calmera,133,128,Club Fighting
348,Lady Cardona,Elite Knight,Gladera,440,128,Club Fighting
348,Leoszito,Elite Knight,Monza,78,128,Club Fighting
348,Lord Scalibur,Elite Knight,Gladera,731,128,Club Fighting
348,Lord Vikin gold,Elite Knight,Thyria,897,128,Club Fighting
348,Luna Mounstro,Elite Knight,Serdebra,1253,128,Club Fighting
348,Macky spy,Elite Knight,Refugia,164,128,Club Fighting
348,Madroox,Elite Knight,Oceanis,816,128,Club Fighting
348,Mano du Rock,Elite Knight,Gentebra,156,128,Club Fighting
348,Miggelito,Knight,Secura,61,128,Club Fighting
348,Miigusta,Elite Knight,Ferobra,539,128,Club Fighting
348,Miki Ajno,Elite Knight,Refugia,873,128,Club Fighting
348,Mikkal,Elite Knight,Monza,454,128,Club Fighting
