Rank,Name,Vocation,World,Level,Skill Level,Category
35,Edmr,Exalted Monk,Bona,536,120,Fist Fighting
35,Mastermind Monk,Exalted Monk,Inabra,441,120,Fist Fighting
35,Monk Mingo,Exalted Monk,Quidera,793,120,Fist Fighting
35,Monkinhius Pospolitinhius,Exalted Monk,Nevia,42,120,Fist Fighting
35,Nachebriio,Exalted Monk,Solidera,470,120,Fist Fighting
35,Ramitu,Exalted Monk,Celebra,615,120,Fist Fighting
35,The Mazino,Exalted Monk,Antica,823,120,Fist Fighting
44,Hallvarsen,Exalted Monk,Retalia,456,119,Fist Fighting
44,Jovi Mo,Exalted Monk,Blumera,806,119,Fist Fighting
44,Ki Telka,Exalted Monk,Monza,548,119,Fist Fighting
44,Merudrian,Exalted Monk,Antica,612,119,Fist Fighting
44,Mnichau,Exalted Monk,Secura,934,119,Fist Fighting
44,Monk Dudu,Exalted Monk,Rasteibra,865,119,Fist Fighting
44,Mykai,Exalted Monk,Lobera,507,119,Fist Fighting
44,Qwa pi,Exalted Monk,Celesta,742,119,Fist Fighting
44,Roswaall,Exalted Monk,Lobera,733,119,Fist Fighting
44,Saga Poderoso,Exalted Monk,Ombra,931,119,Fist Fighting
44,Sion Sereno,Exalted Monk,Yonabra,780,119,Fist Fighting
44,Voldyz,Exalted Monk,Issobra,639,119,Fist Fighting
44,Will Fistya,Exalted Monk,Oceanis,454,119,Fist Fighting
44,Wywz,Exalted Monk,Ustebra,667,119,Fist Fighting
58,Bruise Li,Exalted Monk,Nevia,786,118,Fist Fighting
58,Don Josei,Exalted Monk,Quidera,899,118,Fist Fighting
58,Dzisiaj Bicek,Exalted Monk,Xyla,227,118,Fist Fighting
58,Dzixo,Exalted Monk,Antica,297,118,Fist Fighting
58,Hiroshi Takeda,Exalted Monk,Belobra,546,118,Fist Fighting
58,Kharn Sargara,Exalted Monk,Wintera,602,118,Fist Fighting
58,Le Macho,Exalted Monk,Quidera,154,118,Fist Fighting
58,Leriisa,Exalted Monk,Thyria,945,118,Fist Fighting
58,Minero Monge,Exalted Monk,Oceanis,567,118,Fist Fighting
58,Mon Qreli,Exalted Monk,Tornabra,627,118,Fist Fighting
58,Monk Hong Kong,Exalted Monk,Vunira,500,118,Fist Fighting
58,Omnislasher,Exalted Monk,Monza,602,118,Fist Fighting
58,Selifist,Exalted Monk,Nefera,569,118,Fist Fighting
58,Shengwu,Exalted Monk,Collabra,986,118,Fist Fighting
58,Siglid,Exalted Monk,Karmeya,712,118,Fist Fighting
58,Yrjar,Exalted Monk,Bona,801,118,Fist Fighting
74,Aureliius,Exalted Monk,Pacera,658,117,Fist Fighting
74,Bruuthus,Exalted Monk,Gentebra,401,117,Fist Fighting
74,Elemental Fist,Exalted Monk,Serdebra,655,117,Fist Fighting
74,Feril Elera,Exalted Monk,Refugia,773,117,Fist Fighting
74,Fra Ngo,Exalted Monk,Jadebra,347,117,Fist Fighting
74,Galba,Exalted Monk,Dia,940,117,Fist Fighting
74,Hiro Kai,Exalted Monk,Astera,614,117,Fist Fighting
74,Jab Mortal,Exalted Monk,Ombra,721,117,Fist Fighting
74,Jack Carthas,Exalted Monk,Ombra,617,117,Fist Fighting
74,Lumpy,Exalted Monk,Karmeya,774,117,Fist Fighting
74,Mike Toxico,Exalted Monk,Menera,653,117,Fist Fighting
74,Monka George,Exalted Monk,Havera,671,117,Fist Fighting
74,Obichill Kenobi,Exalted Monk,Blumera,617,117,Fist Fighting
74,Ox Ironfist,Exalted Monk,Rasteibra,213,117,Fist Fighting
74,Pacifista do Tibet,Exalted Monk,Descubra,666,117,Fist Fighting
74,Ragond the Monk,Exalted Monk,Premia,327,117,Fist Fighting
74,Saga iluminado,Exalted Monk,Xymera,819,117,Fist Fighting
74,Soulager,Exalted Monk,Pacera,635,117,Fist Fighting
74,Top Vikingo,Exalted Monk,Menera,492,117,Fist Fighting
74,Truskaweek,Exalted Monk,Secura,735,117,Fist Fighting
74,Vinsmoke Unlucky,Exalted Monk,Gentebra,491,117,Fist Fighting
95,Ackyus,Exalted Monk,Venebra,481,116,Fist Fighting
95,Dark Hast,Exalted Monk,Lobera,529,116,Fist Fighting
95,Doktur Weteryniarz,Exalted Monk,Kalanta,979,116,Fist Fighting
95,Floofy Monk,Exalted Monk,Blumera,276,116,Fist Fighting
95,Gamonk,Exalted Monk,Blumera,232,116,Fist Fighting
95,Gyllene Munken,Exalted Monk,Celesta,130,116,Fist Fighting
95,Ki Kyou,Exalted Monk,Serdebra,829,116,Fist Fighting
95,Lamas Chi,Exalted Monk,Quidera,514,116,Fist Fighting
95,Liladis,Exalted Monk,Antica,270,116,Fist Fighting
95,Monkowiec,Exalted Monk,Antica,223,116,Fist Fighting
95,Monkzzera,Exalted Monk,Terribra,545,116,Fist Fighting
95,Munkens,Exalted Monk,Collabra,575,116,Fist Fighting
95,Otapag,Exalted Monk,Venebra,313,116,Fist Fighting
95,Persi Zen,Exalted Monk,Talera,522,116,Fist Fighting
95,Pirotess,Exalted Monk,Blumera,406,116,Fist Fighting
95,Rhama Champion,Exalted Monk,Ourobra,631,116,Fist Fighting
95,Shoocker,Exalted Monk,Quelibra,902,116,Fist Fighting
95,Suzy Whis,Exalted Monk,Gentebra,734,116,Fist Fighting
95,Ve Mo,Exalted Monk,Secura,508,116,Fist Fighting
95,Velho Aluvaya,Exalted Monk,Issobra,264,116,Fist Fighting
95,Virtue Haz,Exalted Monk,Calmera,314,116,Fist Fighting
95,Vorthay,Exalted Monk,Jadebra,599,116,Fist Fighting
117,Abarao,Exalted Monk,Premia,547,115,Fist Fighting
117,Adr Lee,Exalted Monk,Blumera,557,115,Fist Fighting
117,Aged Pablo,Exalted Monk,Refugia,783,115,Fist Fighting
117,Ahsokah,Exalted Monk,Honbra,492,115,Fist Fighting
117,Angelito Bifestinha,Exalted Monk,Xymera,590,115,Fist Fighting
117,Biehls,Exalted Monk,Ombra,516,115,Fist Fighting
117,Bizung Monkas,Exalted Monk,Issobra,1144,115,Fist Fighting
117,Borrafisto,Exalted Monk,Bona,732,115,Fist Fighting
117,Davidinator,Elite Knight,Solidera,256,115,Fist Fighting
117,Drunken Ace,Exalted Monk,Astera,399,115,Fist Fighting
117,Evil Thorn,Exalted Monk,Peloria,276,115,Fist Fighting
117,Exevus Avassalador,Exalted Monk,Serdebra,737,115,Fist Fighting
117,Fisterious,Exalted Monk,Xyla,865,115,Fist Fighting
117,Gato de Shotas,Exalted Monk,Monstera,681,115,Fist Fighting
117,Gyngka,Exalted Monk,Xymera,702,115,Fist Fighting
117,Leon Kang,Exalted Monk,Ourobra,592,115,Fist Fighting
117,Malandroxo,Exalted Monk,Solidera,819,115,Fist Fighting
117,Monkblank,Exalted Monk,Ignitera,751,115,Fist Fighting
117,Monkuil,Exalted Monk,Luminera,680,115,Fist Fighting
117,Orulan,Exalted Monk,Celebra,636,115,Fist Fighting
117,Panivvan,Exalted Monk,Secura,446,115,Fist Fighting
117,Sharf Annaolth,Exalted Monk,Bona,739,115,Fist Fighting
117,Sir Arckeus,Exalted Monk,Yovera,882,115,Fist Fighting
117,Toxic Katix,Exalted Monk,Celesta,960,115,Fist Fighting
117,Urso,Exalted Monk,Descubra,609,115,Fist Fighting
117,Valiant Fist,Exalted Monk,Belobra,529,115,Fist Fighting
117,Wing Chun Man,Exalted Monk,Solidera,757,115,Fist Fighting
117,Xynergy,Exalted Monk,Lobera,350,115,Fist Fighting
117,Zster,Exalted Monk,Thyria,848,115,Fist Fighting
146,Abs Monkzada,Exalted Monk,Honbra,820,114,Fist Fighting
146,Aura Jo,Exalted Monk,Monza,615,114,Fist Fighting
146,Aztekh,Exalted Monk,Solidera,670,114,Fist Fighting
146,Bonkler,Exalted Monk,Solidera,536,114,Fist Fighting
146,Carbon Monk,Exalted Monk,Oceanis,474,114,Fist Fighting
146,Carlos the Shlek,Exalted Monk,Vunira,556,114,Fist Fighting
146,Chciwa Piemsc,Exalted Monk,Kalanta,503,114,Fist Fighting
146,Cloudstride,Exalted Monk,Epoca,611,114,Fist Fighting
146,Dark Baki,Exalted Monk,Calmera,707,114,Fist Fighting
146,Ellon Monks,Exalted Monk,Ignitera,740,114,Fist Fighting
146,Epnozzor,Exalted Monk,Retalia,126,114,Fist Fighting
146,Exalted Doomist,Exalted Monk,Premia,367,114,Fist Fighting
146,Fister Baggings,Exalted Monk,Blumera,187,114,Fist Fighting
146,Fo Ky,Exalted Monk,Venebra,611,114,Fist Fighting
146,Furious Beast,Exalted Monk,Belobra,633,114,Fist Fighting
146,Hazeborn,Exalted Monk,Issobra,65,114,Fist Fighting
146,Impvkt Monkstyle,Exalted Monk,Unebra,711,114,Fist Fighting
146,Invalid Monk,Exalted Monk,Pacera,524,114,Fist Fighting
146,Izekk,Exalted Monk,Tornabra,443,114,Fist Fighting
146,Jamonk Trapz,Exalted Monk,Xymera,683,114,Fist Fighting
146,Kaelen Veyra,Exalted Monk,Refugia,554,114,Fist Fighting
146,Kic Kicek,Exalted Monk,Dia,700,114,Fist Fighting
146,Klepczi Monk,Exalted Monk,Kalanta,719,114,Fist Fighting
146,Knight veloz,Knight,Gladera,206,114,Fist Fighting
146,Kusnier Monk,Exalted Monk,Nevia,738,114,Fist Fighting
146,Lethal Monk,Exalted Monk,Refugia,195,114,Fist Fighting
146,Monczoto,Exalted Monk,Peloria,222,114,Fist Fighting
146,Monk Dkoth,Exalted Monk,Honbra,770,114,Fist Fighting
146,Monke Plastyka,Exalted Monk,Bona,633,114,Fist Fighting
146,Monkorno,Exalted Monk,Terribra,592,114,Fist Fighting
146,Nep Nep Monq,Exalted Monk,Dia,696,114,Fist Fighting
146,Psico Paglis,Exalted Monk,Jadebra,793,114,Fist Fighting
146,Radpo,Exalted Monk,Secura,318,114,Fist Fighting
146,Ranon Monk,Exalted Monk,Collabra,742,114,Fist Fighting
146,Rhazaya Silentstorm,Exalted Monk,Pacera,440,114,Fist Fighting
146,Rompee,Exalted Monk,Peloria,735,114,Fist Fighting
146,Ryli,Exalted Monk,Refugia,673,114,Fist Fighting
146,Sebbe Nonpvp,Exalted Monk,Citra,704,114,Fist Fighting
146,Skelerino Vampirino,Exalted Monk,Bona,429,114,Fist Fighting
146,Symtomfri,Exalted Monk,Karmeya,225,114,Fist Fighting
146,The First Monk,Exalted Monk,Antica,407,114,Fist Fighting
146,Thunder Embrace,Exalted Monk,Yovera,618,114,Fist Fighting
146,Trocs,Exalted Monk,Yubra,566,114,Fist Fighting
146,Vapapunch,Exalted Monk,Vunira,513,114,Fist Fighting
146,Vectrazs,Exalted Monk,Belobra,799,114,Fist Fighting
146,Verzkov Flei,Exalted Monk,Zunera,994,114,Fist Fighting
146,Viklund Shadowfist,Exalted Monk,Antica,603,114,Fist Fighting
146,Wangshu,Exalted Monk,Descubra,670,114,Fist Fighting
146,Zapidesh,Exalted Monk,Yovera,334,114,Fist Fighting
146,Zubaji,Exalted Monk,Quelibra,225,114,Fist Fighting
196,Aangtonio Shaolin,Exalted Monk,Menera,635,113,Fist Fighting
196,Acanan,Exalted Monk,Secura,341,113,Fist Fighting
196,Adumor,Exalted Monk,Harmonia,437,113,Fist Fighting
196,Akanon,Exalted Monk,Nevia,455,113,Fist Fighting
196,Almighty Punch,Exalted Monk,Havera,901,113,Fist Fighting
196,Amithabaa,Exalted Monk,Astera,818,113,Fist Fighting
196,Antarya the Serene,Exalted Monk,Secura,643,113,Fist Fighting
196,Assadyon,Exalted Monk,Kalibra,542,113,Fist Fighting
196,Auromonk,Exalted Monk,Vunira,651,113,Fist Fighting
196,Bambooty,Exalted Monk,Antica,559,113,Fist Fighting
196,Bezwstydnyy,Exalted Monk,Dia,438,113,Fist Fighting
196,Blazed Monk,Exalted Monk,Quidera,240,113,Fist Fighting
196,Bombeiro Pugilista,Exalted Monk,Rasteibra,856,113,Fist Fighting
196,Brauerz,Exalted Monk,Premia,649,113,Fist Fighting
196,Brawox,Exalted Monk,Serdebra,736,113,Fist Fighting
196,Crocante Socolento,Exalted Monk,Jadebra,762,113,Fist Fighting
196,Dash Wave,Exalted Monk,Harmonia,622,113,Fist Fighting
196,Datchimonk,Exalted Monk,Thyria,457,113,Fist Fighting
196,Dcaari,Exalted Monk,Collabra,793,113,Fist Fighting
196,Death creepa,Exalted Monk,Firmera,625,113,Fist Fighting
196,Di Electi,Exalted Monk,Ustebra,495,113,Fist Fighting
196,Doom Monk,Exalted Monk,Honbra,511,113,Fist Fighting
196,Ejlejtyja,Exalted Monk,Thyria,283,113,Fist Fighting
196,Eldra Kaemii,Exalted Monk,Antica,340,113,Fist Fighting
196,Fiinchy,Exalted Monk,Vunira,605,113,Fist Fighting
196,Fist of Monk,Exalted Monk,Collabra,398,113,Fist Fighting
196,Fistofthefury,Exalted Monk,Antica,451,113,Fist Fighting
196,Flayed,Exalted Monk,Blumera,458,113,Fist Fighting
196,Gavul,Exalted Monk,Yovera,537,113,Fist Fighting
196,Gigachad Sigma Monk,Exalted Monk,Antica,536,113,Fist Fighting
196,Gkon,Exalted Monk,Peloria,313,113,Fist Fighting
196,Gontas,Exalted Monk,Secura,547,113,Fist Fighting
196,Grand Elite Orlando,Exalted Monk,Rasteibra,687,113,Fist Fighting
196,Grav Buddha,Exalted Monk,Solidera,240,113,Fist Fighting
196,Guedao Noe,Exalted Monk,Collabra,922,113,Fist Fighting
196,Gurizinho Kamikaze,Exalted Monk,Luzibra,544,113,Fist Fighting
196,Handicraft,Exalted Monk,Celesta,314,113,Fist Fighting
196,Hertos Monk,Exalted Monk,Karmeya,293,113,Fist Fighting
196,Holy Bull,Exalted Monk,Secura,783,113,Fist Fighting
196,Holyfingers,Exalted Monk,Collabra,456,113,Fist Fighting
196,Hyetta Frenzied Flame,Exalted Monk,Gladera,483,113,Fist Fighting
196,Inner Path,Exalted Monk,Refugia,317,113,Fist Fighting
196,Insanity,Exalted Monk,Vunira,452,113,Fist Fighting
196,Itz Toni,Exalted Monk,Bona,132,113,Fist Fighting
196,Jishu,Exalted Monk,Karmeya,484,113,Fist Fighting
196,Just Wood,Exalted Monk,Blumera,586,113,Fist Fighting
196,Kaban Jim,Exalted Monk,Nevia,843,113,Fist Fighting
196,Kapturnikk,Exalted Monk,Monza,660,113,Fist Fighting
196,Karmonk,Exalted Monk,Collabra,398,113,Fist Fighting
196,Keche,Exalted Monk,Collabra,522,113,Fist Fighting
196,King Magnos,Exalted Monk,Ourobra,686,113,Fist Fighting
196,Knoms,Exalted Monk,Calmera,224,113,Fist Fighting
196,Kriptoquesito,Exalted Monk,Celebra,703,113,Fist Fighting
196,Kruger Sama,Exalted Monk,Quidera,539,113,Fist Fighting
196,Larret,Exalted Monk,Harmonia,768,113,Fist Fighting
196,Legendary Ethereum,Exalted Monk,Descubra,849,113,Fist Fighting
196,Lion Monk,Exalted Monk,Yovera,439,113,Fist Fighting
196,Lord Knight Polo,Elite Knight,Yonabra,227,113,Fist Fighting
196,Mackdee,Exalted Monk,Lobera,630,113,Fist Fighting
196,Monk Chaocid,Exalted Monk,Nefera,279,113,Fist Fighting
196,Monk Leads,Exalted Monk,Celesta,710,113,Fist Fighting
196,Monkosevic,Exalted Monk,Eclipta,667,113,Fist Fighting
196,Monkuroku,Exalted Monk,Yonabra,66,113,Fist Fighting
196,Morgk,Exalted Monk,Luminera,524,113,Fist Fighting
196,Mu Lee,Exalted Monk,Xymera,727,113,Fist Fighting
196,Ninja Monk,Exalted Monk,Epoca,755,113,Fist Fighting
196,Nitroxx Zenshi,Exalted Monk,Pacera,791,113,Fist Fighting
196,Nobrezee,Exalted Monk,Honbra,526,113,Fist Fighting
196,Novafist,Exalted Monk,Nefera,679,113,Fist Fighting
196,Octamonk,Exalted Monk,Belobra,853,113,Fist Fighting
196,One lazy Monk,Exalted Monk,Blumera,331,113,Fist Fighting
196,Ozi Kolanko,Exalted Monk,Secura,578,113,Fist Fighting
196,Patrick Shaolin,Exalted Monk,Wintera,479,113,Fist Fighting
196,Quendi Galadriela,Monk,Dia,15,113,Fist Fighting
196,Rhox Faithmender,Exalted Monk,Secura,411,113,Fist Fighting
196,Ricardo Godlike,Exalted Monk,Ferobra,702,113,Fist Fighting
196,Ronin Wild Fist,Exalted Monk,Celesta,620,113,Fist Fighting
196,Sacred Larasz,Exalted Monk,Xymera,493,113,Fist Fighting
196,Sagekai,Exalted Monk,Yonabra,521,113,Fist Fighting
196,Sha Ke,Exalted Monk,Ourobra,678,113,Fist Fighting
196,Shaolinzinha,Exalted Monk,Serdebra,820,113,Fist Fighting
196,Spllaash,Exalted Monk,Venebra,275,113,Fist Fighting
196,Supremazy,Exalted Monk,Celesta,786,113,Fist Fighting
196,Tenacious Turtle,Exalted Monk,Nefera,221,113,Fist Fighting
196,Toramaru Apparition,Exalted Monk,Yonabra,568,113,Fist Fighting
196,Wolverine Berserker,Exalted Monk,Talera,447,113,Fist Fighting
196,Xnaba,Exalted Monk,Celesta,404,113,Fist Fighting
196,Yundyaser,Exalted Monk,Dia,519,113,Fist Fighting
196,Zerofist,Exalted Monk,Calmera,523,113,Fist Fighting
285,Betito Bebe Lyn,Exalted Monk,Menera,767,112,Fist Fighting
285,Bolibompa min rumpa,Exalted Monk,Sonira,768,112,Fist Fighting
285,Briskets The Monk,Exalted Monk,Peloria,503,112,Fist Fighting
285,Captain Furius,Exalted Monk,Nefera,577,112,Fist Fighting
285,Chained Virtue,Exalted Monk,Xyla,423,112,Fist Fighting
285,Daldel Tyreth,Monk,Gladera,133,112,Fist Fighting
285,Dameron Ther,Exalted Monk,Nevia,602,112,Fist Fighting
285,Dantalix,Exalted Monk,Vunira,780,112,Fist Fighting
285,Dedski,Exalted Monk,Refugia,588,112,Fist Fighting
285,Delimonk,Exalted Monk,Belobra,671,112,Fist Fighting
285,Demonke,Exalted Monk,Noctalia,524,112,Fist Fighting
285,Demszi,Exalted Monk,Peloria,722,112,Fist Fighting
285,Dethanatos,Exalted Monk,Nevia,643,112,Fist Fighting
285,Dogeak,Exalted Monk,Zunera,723,112,Fist Fighting
285,Don Zimmek,Exalted Monk,Secura,604,112,Fist Fighting
285,Dubom Matutto,Exalted Monk,Ferobra,636,112,Fist Fighting
285,Dutchmonk,Exalted Monk,Nevia,325,112,Fist Fighting
285,Feelgood,Exalted Monk,Xyla,560,112,Fist Fighting
285,Firprequel,Exalted Monk,Monstera,133,112,Fist Fighting
285,Ghazzytv Monk,Exalted Monk,Refugia,73,112,Fist Fighting
285,Goldel Biceps,Exalted Monk,Quidera,633,112,Fist Fighting
285,Gota Monk,Exalted Monk,Terribra,742,112,Fist Fighting
285,Grageru,Exalted Monk,Jadebra,314,112,Fist Fighting
285,Herr Monkx,Exalted Monk,Vunira,364,112,Fist Fighting
285,Inu'Yasha Dark Soul,Exalted Monk,Peloria,217,112,Fist Fighting
285,Itz Attorii,Exalted Monk,Celesta,587,112,Fist Fighting
285,Itz Ders,Exalted Monk,Nefera,781,112,Fist Fighting
285,Itzin,Exalted Monk,Astera,813,112,Fist Fighting
285,Kungfu Jedi,Exalted Monk,Astera,310,112,Fist Fighting
285,Lothala,Exalted Monk,Collabra,688,112,Fist Fighting
285,Luzior,Exalted Monk,Harmonia,656,112,Fist Fighting
285,Manabi Stormstout,Exalted Monk,Stralis,379,112,Fist Fighting
285,Mardicor Uzan,Exalted Monk,Venebra,410,112,Fist Fighting
285,Mclovin Inc,Exalted Monk,Yubra,347,112,Fist Fighting
285,Mcrib,Exalted Monk,Lobera,260,112,Fist Fighting
285,Megatronixlx,Exalted Monk,Noctalia,225,112,Fist Fighting
285,Mkbewe Kopac Tece,Exalted Monk,Sonira,736,112,Fist Fighting
285,Monkekz,Exalted Monk,Belobra,627,112,Fist Fighting
285,Monkomell,Exalted Monk,Gentebra,424,112,Fist Fighting
285,Monkzinm,Exalted Monk,Tornabra,736,112,Fist Fighting
285,Mythical Punch,Exalted Monk,Dia,340,112,Fist Fighting
285,Nattmara,Exalted Monk,Bona,199,112,Fist Fighting
285,Nick Nack Pattywhack,Exalted Monk,Wintera,642,112,Fist Fighting
285,Nograr,Exalted Monk,Harmonia,450,112,Fist Fighting
285,Nova Monk,Exalted Monk,Vunira,687,112,Fist Fighting
285,Pandora Calva,Exalted Monk,Etebra,429,112,Fist Fighting
285,Pestuncio,Exalted Monk,Antica,245,112,Fist Fighting
285,Piasteczka,Exalted Monk,Thyria,802,112,Fist Fighting
285,Pirituba Monk,Exalted Monk,Ustebra,177,112,Fist Fighting
285,Psywoslsa,Monk,Monstera,613,112,Fist Fighting
285,Punch Cake,Exalted Monk,Xyla,640,112,Fist Fighting
285,Puncher of Kings,Exalted Monk,Victoris,258,112,Fist Fighting
285,Quinny,Exalted Monk,Karmeya,484,112,Fist Fighting
285,Rowerem po salonie,Exalted Monk,Celesta,558,112,Fist Fighting
285,Rynce jak rury,Exalted Monk,Citra,900,112,Fist Fighting
285,Saint Halvz,Exalted Monk,Monza,389,112,Fist Fighting
285,Sepirus Larks,Exalted Monk,Havera,536,112,Fist Fighting
285,Shabir Monk,Exalted Monk,Quidera,839,112,Fist Fighting
285,Shady Palm,Exalted Monk,Nevia,680,112,Fist Fighting
285,Shaolin Mniszek,Exalted Monk,Karmeya,302,112,Fist Fighting
285,Shaolin Shadow,Exalted Monk,Monza,335,112,Fist Fighting
285,Sir Monkous,Exalted Monk,Gladera,175,112,Fist Fighting
285,Skyhunter,Exalted Monk,Yovera,241,112,Fist Fighting
285,Soijirou,Exalted Monk,Belobra,710,112,Fist Fighting
285,Temartus,Exalted Monk,Harmonia,753,112,Fist Fighting
285,Tibetan Buddhist Monk,Exalted Monk,Celebra,223,112,Fist Fighting
285,Tibursio ruler,Exalted Monk,Quidera,769,112,Fist Fighting
285,Tomek Monkuje,Exalted Monk,Xyla,903,112,Fist Fighting
285,Wmammmmmmmm Mommk Wmommmmmmmm,Exalted Monk,Venebra,669,112,Fist Fighting
285,Wojtek Taktyczny,Exalted Monk,Celesta,666,112,Fist Fighting
285,Yathus,Exalted Monk,Yonabra,688,112,Fist Fighting
285,Yatiris,Exalted Monk,Nefera,810,112,Fist Fighting
285,Yuukicia,Exalted Monk,Secura,742,112,Fist Fighting
285,Zadoky,Exalted Monk,Descubra,214,112,Fist Fighting
359,Agt Blackheart,Exalted Monk,Belobra,420,111,Fist Fighting
359,Akuji Heartles,Exalted Monk,Kalibra,506,111,Fist Fighting
359,Ascendant Striker,Exalted Monk,Oceanis,825,111,Fist Fighting
359,Bezok Shaolint,Exalted Monk,Refugia,617,111,Fist Fighting
359,Blackx Monk,Exalted Monk,Calmera,527,111,Fist Fighting
359,Bruce Lean,Exalted Monk,Xyla,528,111,Fist Fighting
359,Bruno'Legend,Exalted Monk,Havera,28,111,Fist Fighting
359,Bullet Puncher,Exalted Monk,Ombra,634,111,Fist Fighting
359,Bury Kosac,Exalted Monk,Dia,578,111,Fist Fighting
359,Covuuc,Exalted Monk,Unebra,713,111,Fist Fighting
359,Doomed Ascetic,Exalted Monk,Peloria,445,111,Fist Fighting
359,El vi cho,Exalted Monk,Astera,566,111,Fist Fighting
359,Fadi Boy,Exalted Monk,Ombra,530,111,Fist Fighting
359,Fistar Tobbe,Exalted Monk,Epoca,733,111,Fist Fighting
359,Gilded Bruno,Exalted Monk,Belobra,349,111,Fist Fighting
359,Hajime no Ebo,Exalted Monk,Calmera,348,111,Fist Fighting
359,Hiro Zero,Exalted Monk,Talera,589,111,Fist Fighting
359,Illuminy,Exalted Monk,Unebra,554,111,Fist Fighting
359,Its Easy,Exalted Monk,Ustebra,519,111,Fist Fighting
359,Its Perun,Exalted Monk,Xyla,428,111,Fist Fighting
359,Jurdziii,Exalted Monk,Antica,670,111,Fist Fighting
359,Kryoo Spider Monk,Exalted Monk,Jadebra,534,111,Fist Fighting
359,Lenara Zen,Exalted Monk,Karmeya,280,111,Fist Fighting
359,Lil Tempo,Exalted Monk,Pacera,592,111,Fist Fighting
359,Lonwolf Monk,Exalted Monk,Lobera,125,111,Fist Fighting
359,Lunar Ratt,Exalted Monk,Gladera,62,111,Fist Fighting
359,Magnifik Mnkdanny,Exalted Monk,Inabra,719,111,Fist Fighting
359,Maik Tyzon,Exalted Monk,Yovera,519,111,Fist Fighting
359,Mandatory Namechannggeed,Exalted Monk,Monstera,747,111,Fist Fighting
359,Mestre dos Punhos,Exalted Monk,Serdebra,490,111,Fist Fighting
359,Mikka Bouzu,Exalted Monk,Nefera,617,111,Fist Fighting
359,Mon Kee Biznes,Exalted Monk,Xyla,424,111,Fist Fighting
359,Monge dos arvoredo,Exalted Monk,Rasteibra,623,111,Fist Fighting
359,Monjich,Exalted Monk,Talera,355,111,Fist Fighting
359,Natural Monk,Exalted Monk,Celebra,749,111,Fist Fighting
359,Netonha,Exalted Monk,Ourobra,778,111,Fist Fighting
359,Neu Sky Monk,Exalted Monk,Nefera,522,111,Fist Fighting
359,Paeon,Exalted Monk,Secura,886,111,Fist Fighting
359,Papryka Jab,Exalted Monk,Dia,591,111,Fist Fighting
359,Pesadelow,Exalted Monk,Jadebra,604,111,Fist Fighting
359,Phingur,Exalted Monk,Calmera,433,111,Fist Fighting
359,Pulento Jowel,Exalted Monk,Collabra,296,111,Fist Fighting
359,Punching,Exalted Monk,Kalanta,343,111,Fist Fighting
