Rank,Name,Vocation,World,Level,Skill Level,Category
64,Knight Lordz,Elite Knight,Refugia,1097,136,Axe Fighting
64,Knight'Kamos,Elite Knight,Peloria,1016,136,Axe Fighting
64,Malenzera Insane,Elite Knight,Rasteibra,1474,136,Axe Fighting
64,Nenezim,Elite Knight,Kalanta,1131,136,Axe Fighting
64,Piratov,Elite Knight,Antica,1074,136,Axe Fighting
64,Rdezobruxo,Elite Knight,Ferobra,838,136,Axe Fighting
64,Skunerx,Elite Knight,Belobra,1959,136,Axe Fighting
64,Socrates son Platon,Elite Knight,Celebra,997,136,Axe Fighting
64,Tejow Corporation,Elite Knight,Issobra,2582,136,Axe Fighting
64,Tonim Berserker,Elite Knight,Jadebra,460,136,Axe Fighting
64,Tonim Tank,Elite Knight,Jadebra,1790,136,Axe Fighting
64,Torimex,Elite Knight,Harmonia,1357,136,Axe Fighting
64,Trolloc,Elite Knight,Astera,918,136,Axe Fighting
64,Vengelz,Elite Knight,Descubra,2349,136,Axe Fighting
64,Wrath Saga,Elite Knight,Gladera,2094,136,Axe Fighting
64,Zafis Cain,Elite Knight,Celesta,1676,136,Axe Fighting
64,Zynebre,Elite Knight,Celebra,1387,136,Axe Fighting
90,Bahzel,Elite Knight,Menera,889,135,Axe Fighting
90,Brollhy,Elite Knight,Kalibra,697,135,Axe Fighting
90,Char ly Rough,Elite Knight,Ferobra,975,135,Axe Fighting
90,General Lubektron,Elite Knight,Issobra,1647,135,Axe Fighting
90,Hensh,Elite Knight,Gentebra,1895,135,Axe Fighting
90,Jak Glorion,Elite Knight,Astera,729,135,Axe Fighting
90,Kdsshap,Elite Knight,Yonabra,1733,135,Axe Fighting
90,Khamar,Elite Knight,Harmonia,944,135,Axe Fighting
90,Knight of Rafael,Elite Knight,Quelibra,1687,135,Axe Fighting
90,Krueger,Elite Knight,Kalibra,1453,135,Axe Fighting
90,Lady Aska,Elite Knight,Monza,562,135,Axe Fighting
90,Lancellotz,Elite Knight,Descubra,1725,135,Axe Fighting
90,Lynk Eyes,Elite Knight,Gentebra,730,135,Axe Fighting
90,Montana Madman,Elite Knight,Astera,369,135,Axe Fighting
90,Munhoz Holdfast,Elite Knight,Ferobra,1956,135,Axe Fighting
90,Nutowy,Knight,Celesta,1114,135,Axe Fighting
90,Pablex,Knight,Quintera,982,135,Axe Fighting
90,Saihtnirock,Elite Knight,Gentebra,797,135,Axe Fighting
90,Shiny Drash,Elite Knight,Menera,1731,135,Axe Fighting
90,Trancos Silver,Elite Knight,Luminera,1258,135,Axe Fighting
90,Vomlet,Knight,Harmonia,11,135,Axe Fighting
90,Vomolu,Elite Knight,Celebra,2093,135,Axe Fighting
90,Waf'Stuart,Elite Knight,Inabra,1044,135,Axe Fighting
90,Wingtoto,Knight,Oceanis,710,135,Axe Fighting
90,Zalina Myth,Elite Knight,Vunira,1223,135,Axe Fighting
90,Zewe,Elite Knight,Celesta,1072,135,Axe Fighting
116,Acrosy,Elite Knight,Inabra,932,134,Axe Fighting
116,Axe Gamer,Elite Knight,Bona,724,134,Axe Fighting
116,Bar Budo,Elite Knight,Ustebra,1256,134,Axe Fighting
116,Chevetti,Elite Knight,Gentebra,354,134,Axe Fighting
116,Colombo,Elite Knight,Secura,1528,134,Axe Fighting
116,Digao Implacavel,Elite Knight,Kalibra,2366,134,Axe Fighting
116,Dzeej,Elite Knight,Monza,1192,134,Axe Fighting
116,Flokaa,Elite Knight,Calmera,1238,134,Axe Fighting
116,Fortt,Elite Knight,Secura,1693,134,Axe Fighting
116,Guigin Cansado,Elite Knight,Venebra,1736,134,Axe Fighting
116,Jack Sensacional,Elite Knight,Belobra,1635,134,Axe Fighting
116,King Infinytum,Elite Knight,Yonabra,2224,134,Axe Fighting
116,Little Sorontar,Elite Knight,Monza,1413,134,Axe Fighting
116,Lordhiei Datribo,Elite Knight,Gentebra,1614,134,Axe Fighting
116,Matheus Xutacoitado,Elite Knight,Lutabra,1461,134,Axe Fighting
116,Mell,Elite Knight,Astera,1337,134,Axe Fighting
116,Mikey olo,Elite Knight,Vunira,1627,134,Axe Fighting
116,Necro Dragonheart,Elite Knight,Lobera,1616,134,Axe Fighting
116,Neri Ek,Elite Knight,Serdebra,1272,134,Axe Fighting
116,Rei Tarik,Elite Knight,Terribra,2055,134,Axe Fighting
116,Rhyeken,Elite Knight,Belobra,1003,134,Axe Fighting
116,Sephan,Elite Knight,Celebra,2484,134,Axe Fighting
116,Sky Megazzord,Elite Knight,Kalibra,1657,134,Axe Fighting
116,Sofie Samanta,Elite Knight,Thyria,681,134,Axe Fighting
116,Sombat Banchamek,Elite Knight,Yonabra,1301,134,Axe Fighting
116,Stefan Smakolysz,Elite Knight,Bona,2084,134,Axe Fighting
116,Teepinho,Elite Knight,Refugia,577,134,Axe Fighting
116,Tejows Corporation,Elite Knight,Issobra,1889,134,Axe Fighting
116,Tergek,Elite Knight,Issobra,1285,134,Axe Fighting
116,The Macho,Elite Knight,Nefera,1690,134,Axe Fighting
116,Top Vicris,Elite Knight,Luminera,1004,134,Axe Fighting
116,Ultimo Mendigo,Elite Knight,Pacera,1345,134,Axe Fighting
116,Whainek,Elite Knight,Bona,670,134,Axe Fighting
149,Alphahorcrux,Elite Knight,Havera,1653,133,Axe Fighting
149,Baartox,Elite Knight,Bona,1389,133,Axe Fighting
149,Biscountis,Elite Knight,Luminera,1025,133,Axe Fighting
149,Bodzio spoko,Elite Knight,Monza,900,133,Axe Fighting
149,Bruno Wudriah,Elite Knight,Yonabra,1200,133,Axe Fighting
149,Cadete,Elite Knight,Quelibra,739,133,Axe Fighting
149,Cbuum,Elite Knight,Secura,1004,133,Axe Fighting
149,Chackuoo,Elite Knight,Vunira,961,133,Axe Fighting
149,Covita,Elite Knight,Astera,981,133,Axe Fighting
149,Doougz,Elite Knight,Yonabra,1673,133,Axe Fighting
149,El Psy,Elite Knight,Talera,423,133,Axe Fighting
149,El Robaq,Elite Knight,Bona,870,133,Axe Fighting
149,Everton Cavalheiro,Elite Knight,Serdebra,952,133,Axe Fighting
149,Faus to,Elite Knight,Quelibra,1515,133,Axe Fighting
149,Fiumaro Patrao,Elite Knight,Terribra,1820,133,Axe Fighting
149,Fresh Luka,Elite Knight,Antica,876,133,Axe Fighting
149,Gaxizzy,Elite Knight,Monza,1208,133,Axe Fighting
149,Ghastth,Elite Knight,Celebra,1217,133,Axe Fighting
149,Ghentor Berserker,Elite Knight,Celesta,1436,133,Axe Fighting
149,Igor,Elite Knight,Venebra,1189,133,Axe Fighting
149,Iqy,Elite Knight,Astera,365,133,Axe Fighting
149,Jak Ci Blokne,Elite Knight,Peloria,658,133,Axe Fighting
149,Joek,Elite Knight,Thyria,1592,133,Axe Fighting
149,Ke ka,Elite Knight,Rasteibra,325,133,Axe Fighting
149,Kie Is Back,Elite Knight,Nevia,1567,133,Axe Fighting
149,Knighttt Poderoso,Elite Knight,Rasteibra,2203,133,Axe Fighting
149,Koe Psciko,Elite Knight,Collabra,1641,133,Axe Fighting
149,Koolhaus,Elite Knight,Monza,891,133,Axe Fighting
149,Lacors,Elite Knight,Yonabra,1732,133,Axe Fighting
149,Lord Fearip,Elite Knight,Gladera,976,133,Axe Fighting
149,Lovexd,Elite Knight,Solidera,1398,133,Axe Fighting
149,Maulhik,Elite Knight,Belobra,1227,133,Axe Fighting
149,Mighty Rune,Elite Knight,Celesta,1977,133,Axe Fighting
149,Mikajo,Elite Knight,Monza,1732,133,Axe Fighting
149,Nemes,Elite Knight,Antica,387,133,Axe Fighting
149,Peasize Whipped,Elite Knight,Firmera,566,133,Axe Fighting
149,Ramzzess Inverse,Elite Knight,Gladera,1050,133,Axe Fighting
149,Riq,Elite Knight,Tornabra,705,133,Axe Fighting
149,Rusty Neutrin,Elite Knight,Descubra,1687,133,Axe Fighting
149,Sir Dan,Elite Knight,Calmera,1137,133,Axe Fighting
149,Soiji,Elite Knight,Inabra,2080,133,Axe Fighting
149,Subscuro,Elite Knight,Ferobra,962,133,Axe Fighting
149,Suel Araujo,Elite Knight,Luminera,629,133,Axe Fighting
149,Tenoriio Ell Patron,Elite Knight,Wintera,1094,133,Axe Fighting
149,Tilo Knauzer,Elite Knight,Lobera,1104,133,Axe Fighting
149,Tiyoko,Elite Knight,Pacera,1130,133,Axe Fighting
149,Ultimate Faraoh,Elite Knight,Ustebra,999,133,Axe Fighting
149,Whatchange,Elite Knight,Ourobra,831,133,Axe Fighting
149,Zmek,Elite Knight,Antica,1943,133,Axe Fighting
149,Zughy,Elite Knight,Issobra,1498,133,Axe Fighting
199,Adversity,Elite Knight,Lobera,1300,132,Axe Fighting
199,Alaullygro Zemith,Elite Knight,Gentebra,1312,132,Axe Fighting
199,Apolo Beoni,Elite Knight,Belobra,339,132,Axe Fighting
199,Atebox,Elite Knight,Blumera,754,132,Axe Fighting
199,Atomiic Oliver,Elite Knight,Refugia,882,132,Axe Fighting
199,Aurora Lily,Elite Knight,Wintera,1178,132,Axe Fighting
199,Axelorn,Elite Knight,Secura,1135,132,Axe Fighting
199,Bamandua,Elite Knight,Issobra,1807,132,Axe Fighting
199,Bizzeek,Elite Knight,Bona,1054,132,Axe Fighting
199,Brunz,Elite Knight,Kalibra,1562,132,Axe Fighting
199,Chris Donhodo Ombra,Elite Knight,Ombra,2066,132,Axe Fighting
199,Creaxie,Elite Knight,Refugia,1046,132,Axe Fighting
199,Defeender Ek,Elite Knight,Thyria,812,132,Axe Fighting
199,Don Kamizi,Elite Knight,Dia,1701,132,Axe Fighting
199,Du Bolander,Elite Knight,Quelibra,1222,132,Axe Fighting
199,Dzejsonn Born,Elite Knight,Monza,1312,132,Axe Fighting
199,Elite Ktengo,Elite Knight,Ferobra,1091,132,Axe Fighting
199,Eloh,Elite Knight,Secura,475,132,Axe Fighting
199,Ewald,Elite Knight,Gentebra,1617,132,Axe Fighting
199,Fabius Maximus,Elite Knight,Lobera,886,132,Axe Fighting
199,Femuz Darksoul,Elite Knight,Astera,479,132,Axe Fighting
199,Flyi on,Elite Knight,Gentebra,1465,132,Axe Fighting
199,Furious Pobre,Elite Knight,Oceanis,1135,132,Axe Fighting
199,Gaxiza,Elite Knight,Zunera,99,132,Axe Fighting
199,Goku Deboxado Laplata,Elite Knight,Inabra,1113,132,Axe Fighting
199,Halzor Megalomaniaco,Elite Knight,Belobra,2088,132,Axe Fighting
199,Hell'Draco,Elite Knight,Celesta,1213,132,Axe Fighting
199,Herr Diddan,Elite Knight,Celesta,1171,132,Axe Fighting
199,In Pijama,Elite Knight,Talera,1223,132,Axe Fighting
199,Infernity Des Gunman,Elite Knight,Peloria,877,132,Axe Fighting
199,Itexo,Elite Knight,Secura,1213,132,Axe Fighting
199,Kayzor,Elite Knight,Yonabra,874,132,Axe Fighting
199,Keirissa,Elite Knight,Secura,1213,132,Axe Fighting
199,Khaira,Elite Knight,Gladera,696,132,Axe Fighting
199,King Lost,Elite Knight,Harmonia,941,132,Axe Fighting
199,Knight Sunblade,Elite Knight,Pacera,512,132,Axe Fighting
199,Koofeinek,Elite Knight,Secura,1112,132,Axe Fighting
199,Lady Angeling,Elite Knight,Gentebra,534,132,Axe Fighting
199,Latin Prince,Elite Knight,Havera,100,132,Axe Fighting
199,Lord-Jex,Elite Knight,Quelibra,915,132,Axe Fighting
199,Luuthz,Elite Knight,Belobra,1333,132,Axe Fighting
199,Macyken,Elite Knight,Premia,1275,132,Axe Fighting
199,Magiczny Thor,Elite Knight,Luminera,838,132,Axe Fighting
199,Mazzlow,Elite Knight,Secura,921,132,Axe Fighting
199,Mikusqu,Elite Knight,Secura,655,132,Axe Fighting
199,Miss Petetoo,Elite Knight,Nevia,1179,132,Axe Fighting
199,Nero the Emperor,Elite Knight,Venebra,1520,132,Axe Fighting
199,Nervoon,Elite Knight,Secura,1635,132,Axe Fighting
199,Nowyleek,Elite Knight,Belobra,1087,132,Axe Fighting
199,Ohh Dioso,Elite Knight,Pacera,1486,132,Axe Fighting
199,Oliver the Pureblood,Elite Knight,Calmera,828,132,Axe Fighting
199,Pabicatore,Elite Knight,Solidera,1103,132,Axe Fighting
199,Pan Demonek,Elite Knight,Refugia,1482,132,Axe Fighting
199,Pathetique,Elite Knight,Vunira,1839,132,Axe Fighting
199,Pelny Brzuszek,Elite Knight,Nevia,1280,132,Axe Fighting
199,Rahzukita Bombita,Elite Knight,Menera,1430,132,Axe Fighting
199,Rapaho,Elite Knight,Nefera,979,132,Axe Fighting
199,Ricky Diamond,Elite Knight,Antica,796,132,Axe Fighting
199,Serjao Pitbull Purosangue,Elite Knight,Lutabra,1285,132,Axe Fighting
199,Shinai,Elite Knight,Refugia,845,132,Axe Fighting
199,Sir Articus,Elite Knight,Astera,838,132,Axe Fighting
199,Sueg,Elite Knight,Celebra,931,132,Axe Fighting
199,Surskallen,Elite Knight,Secura,1192,132,Axe Fighting
199,Thara Dore,Elite Knight,Refugia,1112,132,Axe Fighting
199,Thee Hugod,Elite Knight,Honbra,1187,132,Axe Fighting
199,Thuluu,Elite Knight,Refugia,863,132,Axe Fighting
199,Tialys,Elite Knight,Monza,182,132,Axe Fighting
199,Tomek Bloczy,Elite Knight,Xyla,1639,132,Axe Fighting
199,Toxic Noise,Elite Knight,Secura,1515,132,Axe Fighting
199,True Woo Dy,Elite Knight,Inabra,1315,132,Axe Fighting
199,Tuga bira bijuns,Elite Knight,Bona,842,132,Axe Fighting
199,Turon Aleblayme,Elite Knight,Yonabra,1423,132,Axe Fighting
199,Tyran,Elite Knight,Firmera,476,132,Axe Fighting
199,Unneferth,Elite Knight,Pacera,1008,132,Axe Fighting
199,Xaon Samurai,Elite Knight,Yovera,693,132,Axe Fighting
199,Yutaa,Elite Knight,Wintera,1141,132,Axe Fighting
199,Zaitori,Elite Knight,Vunira,1327,132,Axe Fighting
199,Zezinho Eurofeer,Elite Knight,Ourobra,2044,132,Axe Fighting
277,Aaraozor,Elite Knight,Ombra,1017,131,Axe Fighting
277,Acletus,Elite Knight,Secura,1146,131,Axe Fighting
277,Anhis Knight,Elite Knight,Secura,689,131,Axe Fighting
277,Askanix,Elite Knight,Harmonia,951,131,Axe Fighting
277,Asuka Ai,Elite Knight,Gladera,933,131,Axe Fighting
277,Augusto Nofear,Elite Knight,Issobra,1642,131,Axe Fighting
277,Axe,Elite Knight,Epoca,757,131,Axe Fighting
277,Axeking,Elite Knight,Secura,362,131,Axe Fighting
277,Axel Fooley,Elite Knight,Venebra,1356,131,Axe Fighting
277,Belakina,Elite Knight,Harmonia,103,131,Axe Fighting
277,Belatrix Rio,Elite Knight,Calmera,116,131,Axe Fighting
277,Biglar,Elite Knight,Inabra,1031,131,Axe Fighting
277,Blackei,Elite Knight,Gladera,428,131,Axe Fighting
277,Bocelli Segundo,Elite Knight,Jadebra,1147,131,Axe Fighting
277,Borysx,Elite Knight,Bona,864,131,Axe Fighting
277,Buzzlatinha,Elite Knight,Yovera,1375,131,Axe Fighting
277,Calegariek,Elite Knight,Collabra,1462,131,Axe Fighting
277,Coy,Elite Knight,Quelibra,1389,131,Axe Fighting
277,Crazy Of Roshamuul,Elite Knight,Terribra,1785,131,Axe Fighting
277,Cupiim Assado,Elite Knight,Ombra,1126,131,Axe Fighting
277,Czaja,Elite Knight,Celesta,1317,131,Axe Fighting
277,Dameczka,Elite Knight,Vunira,44,131,Axe Fighting
277,Damka,Elite Knight,Refugia,43,131,Axe Fighting
277,Darkbookmagic,Elite Knight,Ferobra,1324,131,Axe Fighting
277,Datus Yatara,Elite Knight,Havera,770,131,Axe Fighting
277,Don Forasteiro,Elite Knight,Celebra,1067,131,Axe Fighting
277,Drkzin,Elite Knight,Kalibra,1725,131,Axe Fighting
277,Dutch Skoru,Elite Knight,Bona,879,131,Axe Fighting
277,Dyex,Elite Knight,Venebra,1241,131,Axe Fighting
277,Ek Binho,Elite Knight,Havera,1139,131,Axe Fighting
277,Ekaiio,Elite Knight,Belobra,1687,131,Axe Fighting
277,Elduvari,Elite Knight,Astera,1119,131,Axe Fighting
277,Elrikto,Elite Knight,Premia,1494,131,Axe Fighting
277,Enay owski,Elite Knight,Monza,1097,131,Axe Fighting
277,Enfero,Elite Knight,Harmonia,848,131,Axe Fighting
277,Enforia,Elite Knight,Quidera,1376,131,Axe Fighting
277,Ex ia,Elite Knight,Yonabra,1384,131,Axe Fighting
277,Fihesute,Elite Knight,Antica,795,131,Axe Fighting
277,Forrty,Elite Knight,Kalibra,717,131,Axe Fighting
277,Fred Fred,Knight,Gladera,742,131,Axe Fighting
277,Funfarek,Elite Knight,Secura,1065,131,Axe Fighting
277,Fuxi De Lux,Elite Knight,Premia,116,131,Axe Fighting
277,Garfield Cat,Elite Knight,Kalanta,1257,131,Axe Fighting
277,Gorakthar,Elite Knight,Belobra,1008,131,Axe Fighting
277,Gozerian,Elite Knight,Secura,223,131,Axe Fighting
277,Gustye,Elite Knight,Menera,1344,131,Axe Fighting
277,Hakorek,Elite Knight,Monza,206,131,Axe Fighting
277,Hakuya Prodypt,Elite Knight,Belobra,666,131,Axe Fighting
277,Hwpato,Elite Knight,Talera,1704,131,Axe Fighting
277,Hyrox,Elite Knight,Calmera,890,131,Axe Fighting
277,Inhabitant of the Dark Tower,Elite Knight,Nefera,792,131,Axe Fighting
277,Invictus Meridian,Elite Knight,Refugia,1322,131,Axe Fighting
277,Itz Litwin,Elite Knight,Secura,540,131,Axe Fighting
277,Itz Yevob,Elite Knight,Pacera,941,131,Axe Fighting
277,Juankz,Elite Knight,Lobera,1310,131,Axe Fighting
277,Kalvii,Elite Knight,Bona,912,131,Axe Fighting
277,Khur Troian,Elite Knight,Calmera,474,131,Axe Fighting
277,Killer Baby,Elite Knight,Astera,1462,131,Axe Fighting
277,King Aries,Elite Knight,Gentebra,1070,131,Axe Fighting
277,King Berry,Elite Knight,Monza,375,131,Axe Fighting
277,King Squishh,Knight,Luminera,672,131,Axe Fighting
277,Knight Szczurus,Elite Knight,Secura,849,131,Axe Fighting
277,Koschei,Elite Knight,Gentebra,1114,131,Axe Fighting
277,Koz Mut,Elite Knight,Quelibra,924,131,Axe Fighting
277,Krayvus,Elite Knight,Menera,1328,131,Axe Fighting
277,Kzero,Elite Knight,Nefera,215,131,Axe Fighting
277,Lady Pulguinha,Elite Knight,Calmera,508,131,Axe Fighting
277,Laraaa,Elite Knight,Lobera,1218,131,Axe Fighting
277,Lechu,Elite Knight,Vunira,56,131,Axe Fighting
277,Leechiano,Elite Knight,Lobera,1595,131,Axe Fighting
277,Lego Gran,Elite Knight,Gentebra,1123,131,Axe Fighting
277,Lichtsz Rindodoboleto,Elite Knight,Inabra,1830,131,Axe Fighting
277,Lord Ayzh,Elite Knight,Honbra,942,131,Axe Fighting
277,Macklaw,Elite Knight,Refugia,1356,131,Axe Fighting
277,Mad Maddy,Elite Knight,Lobera,1323,131,Axe Fighting
277,Makayy,Elite Knight,Inabra,604,131,Axe Fighting
277,Malukiller,Elite Knight,Gentebra,2011,131,Axe Fighting
277,Mannova,Elite Knight,Refugia,648,131,Axe Fighting
277,Maxi El Da,Elite Knight,Premia,77,131,Axe Fighting
277,Mediotha,Elite Knight,Yonabra,1146,131,Axe Fighting
277,Mord the Divine Warrior,Elite Knight,Pacera,132,131,Axe Fighting
277,Mudaimes Zicao,Elite Knight,Inabra,1288,131,Axe Fighting
277,Natarius Scotfield,Elite Knight,Astera,614,131,Axe Fighting
277,Nicki Nightflower,Elite Knight,Epoca,1159,131,Axe Fighting
277,Niewidzialny Dla Kapusi,Elite Knight,Secura,468,131,Axe Fighting
277,Nyccu,Elite Knight,Monza,1118,131,Axe Fighting
277,Obajara,Elite Knight,Astera,40,131,Axe Fighting
277,Oberisuku Kyoshinhei,Elite Knight,Peloria,141,131,Axe Fighting
277,Ouwe,Elite Knight,Secura,20,131,Axe Fighting
277,Panzark,Elite Knight,Gladera,829,131,Axe Fighting
277,Peloponeso,Elite Knight,Secura,880,131,Axe Fighting
277,Pililico Tanker,Elite Knight,Ustebra,1445,131,Axe Fighting
277,Praethorian,Elite Knight,Harmonia,706,131,Axe Fighting
277,Prowl is Back,Elite Knight,Antica,884,131,Axe Fighting
277,Randomyko,Elite Knight,Gladera,603,131,Axe Fighting
277,Roy Belmonth,Elite Knight,Calmera,1048,131,Axe Fighting
277,Sam Darksoul,Elite Knight,Astera,155,131,Axe Fighting
277,Shady Exile,Elite Knight,Kalibra,468,131,Axe Fighting
277,Shaxa Shan,Elite Knight,Astera,654,131,Axe Fighting
277,Sivik Knight,Elite Knight,Refugia,936,131,Axe Fighting
277,Soderek,Knight,Yonabra,1324,131,Axe Fighting
277,Soul jail,Elite Knight,Vunira,615,131,Axe Fighting
277,Stora Lova,Elite Knight,Secura,612,131,Axe Fighting
277,Su per Axe,Elite Knight,Yovera,836,131,Axe Fighting
277,Synzento,Elite Knight,Descubra,1197,131,Axe Fighting
277,Thor Daer,Elite Knight,Gentebra,438,131,Axe Fighting
277,Tricomon,Elite Knight,Solidera,80,131,Axe Fighting
277,Tsunami Apopo,Elite Knight,Pacera,628,131,Axe Fighting
277,Tury,Elite Knight,Gentebra,145,131,Axe Fighting
277,Vinicin Invicto,Elite Knight,Celebra,1903,131,Axe Fighting
277,Vovo Ogun,Elite Knight,Astera,40,131,Axe Fighting
277,Warlord Saulerah,Elite Knight,Yonabra,938,131,Axe Fighting
277,Wujek Akwarelista,Elite Knight,Bona,882,131,Axe Fighting
277,Wyborny Siekiernik,Elite Knight,Harmonia,425,131,Axe Fighting
277,Xaponga,Elite Knight,Venebra,1741,131,Axe Fighting
277,Xerubini,Elite Knight,Astera,41,131,Axe Fighting
277,Zap Trucadu,Elite Knight,Zunera,200,131,Axe Fighting
277,Zazuryan,Elite Knight,Astera,820,131,Axe Fighting
277,Zilo Roux,Elite Knight,Gentebra,1283,131,Axe Fighting
277,Zion Isorboda,Elite Knight,Menera,1031,131,Axe Fighting
397,Aarchangel of Death,Elite Knight,Celesta,1192,130,Axe Fighting
397,Adamsz,Elite Knight,Citra,1416,130,Axe Fighting
397,Adrian Bernaciak,Elite Knight,Monza,976,130,Axe Fighting
397,Adwaic,Elite Knight,Secura,680,130,Axe Fighting
397,Agustin De Iturbide,Elite Knight,Gladera,87,130,Axe Fighting
397,Alekz,Elite Knight,Xymera,943,130,Axe Fighting
397,Andre Aurok,Elite Knight,Serdebra,767,130,Axe Fighting
397,Anna Sendamon,Elite Knight,Nefera,159,130,Axe Fighting
397,Annadar,Elite Knight,Celesta,1108,130,Axe Fighting
397,Aquiles Ek,Elite Knight,Belobra,1254,130,Axe Fighting
397,Architetto,Elite Knight,Bona,1181,130,Axe Fighting
397,Aviner Prevails,Elite Knight,Tornabra,1248,130,Axe Fighting
397,Axe of Gods,Elite Knight,Pacera,772,130,Axe Fighting
397,Axxer,Knight,Calmera,476,130,Axe Fighting
397,Azis,Knight,Bona,343,130,Axe Fighting
397,Bedaz Koranav,Elite Knight,Honbra,1476,130,Axe Fighting
