Rank,Name,Vocation,World,Level,Points,Category
29,Dakota,Elite Knight,Blumera,1635,"25,624",Charm Points
29,Dash Deluxe,Master Sorcerer,Secura,1660,"25,624",Charm Points
31,Zyro'flame,Master Sorcerer,Secura,1443,"25,614",Charm Points
32,Venganza,Royal Paladin,Calmera,1982,"25,524",Charm Points
33,Exorinho,Elite Knight,Thyria,2016,"25,514",Charm Points
34,Arterossy,Royal Paladin,Thyria,1514,"25,489",Charm Points
34,Rodoxxx,Royal Paladin,Nefera,1593,"25,489",Charm Points
34,Szmuggy,Royal Paladin,Thyria,2097,"25,489",Charm Points
37,Winy Roven,Elder Druid,Collabra,1731,"25,459",Charm Points
38,Fully,Royal Paladin,Secura,1132,"25,424",Charm Points
39,Special Frank,Elder Druid,Serdebra,1541,"25,399",Charm Points
40,Machado Purosangue,Elite Knight,Kalibra,1918,"25,389",Charm Points
41,Kilseno,Royal Paladin,Secura,1280,"25,374",Charm Points
42,Angel Pro Damage,Elder Druid,Yonabra,2022,"25,324",Charm Points
43,Arinth,Elite Knight,Monza,2158,"25,289",Charm Points
44,Tengil,Master Sorcerer,Secura,1317,"25,274",Charm Points
45,Raven Erus,Elite Knight,Yonabra,1580,"25,269",Charm Points
46,Celso,Elder Druid,Nevia,1667,"25,224",Charm Points
47,Zhurda,Master Sorcerer,Unebra,1581,"25,189",Charm Points
48,Lunatic Princess,Elite Knight,Celesta,2225,"25,139",Charm Points
48,Oswaldo Toxico,Royal Paladin,Kalibra,2079,"25,139",Charm Points
50,Lord Gerson Atlas,Elite Knight,Rasteibra,1183,"25,124",Charm Points
51,Dillon Duenodefirmera,Elder Druid,Firmera,1956,"25,089",Charm Points
52,Bladewolf,Elite Knight,Descubra,1467,"25,039",Charm Points
53,Valiiant krzychu,Royal Paladin,Secura,1262,"25,004",Charm Points
54,Roffa Godz,Elder Druid,Lobera,1421,"24,989",Charm Points
55,Blaina Siwynia,Master Sorcerer,Antica,983,"24,974",Charm Points
56,Fizoleczek,Elite Knight,Antica,877,"24,959",Charm Points
56,Mareecki,Master Sorcerer,Harmonia,1325,"24,959",Charm Points
58,Sarys Sire,Elder Druid,Secura,823,"24,924",Charm Points
59,Flanbers Penn,Royal Paladin,Yonabra,1866,"24,834",Charm Points
60,Lady Himiko,Royal Paladin,Karmeya,952,"24,824",Charm Points
61,Ominae Yu,Elite Knight,Yonabra,1745,"24,809",Charm Points
62,Leoxy Ousado,Elder Druid,Terribra,1563,"24,739",Charm Points
63,Fi na,Elite Knight,Gentebra,1679,"24,724",Charm Points
64,Forseti Ases,Elite Knight,Belobra,1468,"24,719",Charm Points
65,Energy Puff,Master Sorcerer,Premia,1169,"24,674",Charm Points
65,Lord Strikee,Elder Druid,Harmonia,1380,"24,674",Charm Points
67,Xan Farmer,Master Sorcerer,Refugia,1610,"24,659",Charm Points
68,Black foot,Elder Druid,Secura,1149,"24,624",Charm Points
69,Diones Machine,Elite Knight,Descubra,2155,"24,605",Charm Points
70,Luziadas,Elite Knight,Calmera,1288,"24,589",Charm Points
71,Sennin Kami,Royal Paladin,Thyria,1408,"24,574",Charm Points
72,Floky Monkey,Master Sorcerer,Thyria,1590,"24,564",Charm Points
73,Jay Assassin,Elite Knight,Nevia,1365,"24,559",Charm Points
74,Pu,Elder Druid,Lobera,1703,"24,514",Charm Points
74,Teev,Royal Paladin,Monza,1388,"24,514",Charm Points
76,Shay Jomyne,Elder Druid,Celebra,1398,"24,374",Charm Points
77,Miojo Doido,Master Sorcerer,Gentebra,1678,"24,359",Charm Points
78,Kamiil,Master Sorcerer,Refugia,1594,"24,324",Charm Points
78,Medyq,Elder Druid,Premia,1122,"24,324",Charm Points
80,Haarin,Elder Druid,Monza,1721,"24,305",Charm Points
81,Hexed,Royal Paladin,Kalibra,1316,"24,299",Charm Points
82,Fippez,Paladin,Secura,1002,"24,289",Charm Points
83,Oalarea,Master Sorcerer,Celesta,1109,"24,249",Charm Points
84,Rayn Shus,Elite Knight,Celebra,1025,"24,224",Charm Points
84,Re nanzin,Elite Knight,Ferobra,1352,"24,224",Charm Points
86,Ven Vi,Royal Paladin,Refugia,2271,"24,169",Charm Points
87,Alphahorcrux,Elite Knight,Havera,1653,"24,163",Charm Points
88,Darkbookmagic,Elite Knight,Ferobra,1324,"24,139",Charm Points
89,Savage Shadow,Elder Druid,Dia,1467,"24,049",Charm Points
90,Miki Greg,Royal Paladin,Descubra,1376,"24,039",Charm Points
91,Sibon Faur,Elite Knight,Vunira,1192,"24,019",Charm Points
92,Ballin Zero,Royal Paladin,Dia,1482,"23,974",Charm Points
93,Watroba sorcerer,Master Sorcerer,Refugia,1123,"23,884",Charm Points
94,Tomoho,Royal Paladin,Thyria,1724,"23,864",Charm Points
94,Valiant Coseran,Royal Paladin,Yovera,1407,"23,864",Charm Points
96,Xivana,Elder Druid,Peloria,1575,"23,859",Charm Points
97,Mezobegi,Elder Druid,Belobra,1127,"23,844",Charm Points
98,Lady Tafuri,Elite Knight,Nefera,1854,"23,839",Charm Points
99,Rockstacker Cleve,Elder Druid,Nevia,1215,"23,704",Charm Points
100,Jan Zlote Serce,Royal Paladin,Refugia,1874,"23,699",Charm Points
100,Que Jin,Elder Druid,Serdebra,1587,"23,699",Charm Points
102,Edwarro,Elite Knight,Monza,1397,"23,674",Charm Points
102,Vo Dee,Royal Paladin,Secura,1250,"23,674",Charm Points
104,Neggich,Master Sorcerer,Havera,1496,"23,664",Charm Points
105,Nidro,Royal Paladin,Nevia,1282,"23,639",Charm Points
106,Darken wolf,Royal Paladin,Luminera,1290,"23,589",Charm Points
107,Sapin Rhasta,Royal Paladin,Gentebra,1577,"23,539",Charm Points
108,Chicofatman,Elder Druid,Nevia,1416,"23,504",Charm Points
109,Spirall fall,Elite Knight,Quelibra,1210,"23,474",Charm Points
110,Bamandua,Elite Knight,Issobra,1807,"23,460",Charm Points
111,Downdolino,Royal Paladin,Nefera,1297,"23,449",Charm Points
112,Fannrond,Elite Knight,Secura,1495,"23,439",Charm Points
112,Posseidon the Celestic,Elder Druid,Celebra,1126,"23,439",Charm Points
114,Ares Coldhands,Royal Paladin,Inabra,1384,"23,424",Charm Points
115,Lucia Nidderiea,Elder Druid,Thyria,1187,"23,412",Charm Points
116,Quakkap,Master Sorcerer,Vunira,1293,"23,380",Charm Points
117,Elvenor,Royal Paladin,Celesta,1358,"23,374",Charm Points
118,Ayeevi,Master Sorcerer,Refugia,866,"23,309",Charm Points
119,Molinenko,Elder Druid,Secura,1428,"23,209",Charm Points
120,Toon Arma,Elder Druid,Secura,1183,"23,164",Charm Points
120,Zamazzu,Royal Paladin,Ferobra,1353,"23,164",Charm Points
122,Caio Sama,Elite Knight,Nefera,1197,"23,124",Charm Points
123,Wsciekly Grzegorz,Master Sorcerer,Secura,1208,"23,089",Charm Points
124,Magnifik Danyveiosair,Royal Paladin,Quelibra,1845,"23,060",Charm Points
125,Markinhos fernandes,Royal Paladin,Yonabra,1646,"22,999",Charm Points
126,Golden Face,Master Sorcerer,Quidera,1140,"22,989",Charm Points
127,Amazing Eric Legend,Elder Druid,Menera,1477,"22,984",Charm Points
128,Quiet,Royal Paladin,Epoca,1137,"22,959",Charm Points
128,Turyan,Royal Paladin,Descubra,1017,"22,959",Charm Points
130,Salsa Agridoce,Royal Paladin,Oceanis,1406,"22,939",Charm Points
131,Ioo,Elder Druid,Astera,1239,"22,924",Charm Points
132,Theron guard,Royal Paladin,Astera,1319,"22,889",Charm Points
133,Shidden,Royal Paladin,Rasteibra,1306,"22,884",Charm Points
134,Dorivall,Elder Druid,Ombra,1887,"22,835",Charm Points
135,Nohni Ryan,Elder Druid,Astera,906,"22,824",Charm Points
136,Meatbow,Royal Paladin,Epoca,1750,"22,789",Charm Points
137,Selibess,Elite Knight,Dia,1934,"22,779",Charm Points
138,Figolo,Elite Knight,Monza,2070,"22,754",Charm Points
139,Alex Froggy,Royal Paladin,Vunira,1520,"22,749",Charm Points
140,Royal Gotico,Royal Paladin,Monza,1742,"22,713",Charm Points
141,Machinbear,Elite Knight,Celebra,1143,"22,699",Charm Points
142,Abbadinos,Royal Paladin,Kalanta,1516,"22,669",Charm Points
143,Smka Corporation,Master Sorcerer,Issobra,2153,"22,635",Charm Points
144,Rekovni,Elder Druid,Secura,1282,"22,619",Charm Points
145,Kevash,Master Sorcerer,Collabra,1757,"22,530",Charm Points
146,Ayy Eff Kayy,Master Sorcerer,Astera,1229,"22,524",Charm Points
147,Modoreczek Waleczny,Elite Knight,Karmeya,1294,"22,494",Charm Points
148,Trimid,Elite Knight,Vunira,1300,"22,459",Charm Points
149,Szymonicx,Elite Knight,Refugia,1403,"22,444",Charm Points
150,Nimchy,Royal Paladin,Citra,1128,"22,434",Charm Points
150,Simchy,Elder Druid,Citra,1128,"22,434",Charm Points
152,Fael Godlike,Elder Druid,Ourobra,1207,"22,424",Charm Points
152,King Infinytum,Elite Knight,Yonabra,2224,"22,424",Charm Points
154,Drops Pall,Royal Paladin,Peloria,1230,"22,399",Charm Points
155,Olavoltz,Royal Paladin,Yonabra,1398,"22,389",Charm Points
156,Anti Druid,Elder Druid,Nevia,1148,"22,344",Charm Points
157,Distiano Roonaldo,Royal Paladin,Blumera,1295,"22,339",Charm Points
158,Cavaleiro Zyn,Royal Paladin,Gentebra,1230,"22,299",Charm Points
158,Juankz,Elite Knight,Lobera,1310,"22,299",Charm Points
160,Craig the knight,Elite Knight,Lobera,938,"22,274",Charm Points
161,Nozferato,Master Sorcerer,Quelibra,1550,"22,267",Charm Points
162,Kairuz,Elite Knight,Lutabra,1637,"22,229",Charm Points
163,Senior Amera,Elder Druid,Quidera,943,"22,224",Charm Points
164,Giant the Ripper,Elder Druid,Secura,1311,"22,209",Charm Points
165,Zafis Cain,Elite Knight,Celesta,1676,"22,203",Charm Points
166,Palaz,Royal Paladin,Ourobra,1369,"22,199",Charm Points
167,Lord Valeta,Master Sorcerer,Celebra,2139,"22,185",Charm Points
168,Bapster,Master Sorcerer,Premia,1186,"22,174",Charm Points
169,Mazter Chiief,Elder Druid,Astera,1146,"22,169",Charm Points
170,Darkside the ghost,Elite Knight,Bona,1524,"22,119",Charm Points
171,Guizz Nettdown,Elder Druid,Collabra,1151,"22,110",Charm Points
172,Champion Souls,Royal Paladin,Refugia,1092,"22,079",Charm Points
173,Celsiin,Elite Knight,Kalibra,1356,"22,064",Charm Points
174,Bholinha,Elder Druid,Yonabra,1216,"22,059",Charm Points
175,Terra Pitbulldo Manguin,Royal Paladin,Ombra,1649,"22,029",Charm Points
176,Bloodrunk Leech,Exalted Monk,Lobera,984,"21,989",Charm Points
177,Zipper Soul Shade,Master Sorcerer,Karmeya,757,"21,969",Charm Points
178,Bigg Melon,Elite Knight,Bona,1331,"21,959",Charm Points
179,Adamsz,Elite Knight,Citra,1416,"21,958",Charm Points
180,Elrikto,Elite Knight,Premia,1494,"21,956",Charm Points
181,Puffic,Royal Paladin,Secura,1056,"21,925",Charm Points
182,Rayo,Royal Paladin,Gentebra,2399,"21,918",Charm Points
183,Zyviik,Elder Druid,Thyria,1606,"21,913",Charm Points
184,Thee Hugod,Elite Knight,Honbra,1187,"21,894",Charm Points
185,Valakok Laz,Master Sorcerer,Wintera,1191,"21,889",Charm Points
186,Chronus Legacy,Elite Knight,Celebra,1642,"21,884",Charm Points
187,Smartguy,Royal Paladin,Secura,1194,"21,874",Charm Points
188,Maxigashi,Elite Knight,Secura,1136,"21,869",Charm Points
189,Chylek the Demonhunter,Elite Knight,Secura,1196,"21,854",Charm Points
190,Pan Wujek Dziadek,Elder Druid,Dia,1170,"21,824",Charm Points
191,Yunski,Royal Paladin,Secura,2144,"21,803",Charm Points
192,Vinigod Prox,Master Sorcerer,Ferobra,1415,"21,789",Charm Points
193,Jon Ragnarson,Elite Knight,Secura,1290,"21,764",Charm Points
194,Ghost of Chimera,Royal Paladin,Solidera,1741,"21,739",Charm Points
195,Thara Dore,Elite Knight,Refugia,1112,"21,724",Charm Points
196,Seymour Blood,Master Sorcerer,Nevia,1407,"21,723",Charm Points
197,Vannak Wrath,Elder Druid,Gentebra,1305,"21,715",Charm Points
198,Garfield Cat,Elite Knight,Kalanta,1257,"21,709",Charm Points
199,Warglaiven,Royal Paladin,Kalibra,1842,"21,665",Charm Points
200,Sujazip,Elder Druid,Rasteibra,1174,"21,664",Charm Points
201,Sioy,Master Sorcerer,Ustebra,1075,"21,649",Charm Points
202,Kamastinx,Elite Knight,Antica,948,"21,624",Charm Points
203,Berfor,Elder Druid,Celesta,1402,"21,623",Charm Points
204,Kharsek,Elite Knight,Gladera,1994,"21,589",Charm Points
205,Grisam,Elite Knight,Monstera,1404,"21,564",Charm Points
206,Elite Ktengo,Elite Knight,Ferobra,1091,"21,524",Charm Points
206,Siness,Elite Knight,Secura,1135,"21,524",Charm Points
208,Rogal Waleczny,Elder Druid,Karmeya,1332,"21,519",Charm Points
209,Clownfiesta Primetime,Elite Knight,Zuna,1417,"21,515",Charm Points
210,Skum Rayon,Royal Paladin,Luminera,1575,"21,484",Charm Points
211,Miss Petetoo,Elite Knight,Nevia,1179,"21,454",Charm Points
212,Ruthless Mateo,Elite Knight,Karmeya,1666,"21,448",Charm Points
213,Dellani,Elder Druid,Celebra,1814,"21,390",Charm Points
214,Gohanoski,Royal Paladin,Pacera,1997,"21,374",Charm Points
215,Big Time,Elite Knight,Quidera,1050,"21,359",Charm Points
216,Arphaxad,Elder Druid,Wintera,1022,"21,339",Charm Points
216,Xmake,Master Sorcerer,Peloria,1012,"21,339",Charm Points
218,Leonel Royalheart,Royal Paladin,Yonabra,987,"21,315",Charm Points
219,Endo Sid,Royal Paladin,Xyla,1155,"21,309",Charm Points
220,Emaneq,Elder Druid,Bona,1104,"21,294",Charm Points
221,Annaa Bella,Elder Druid,Premia,1197,"21,289",Charm Points
222,Strong Dimox,Elder Druid,Secura,864,"21,283",Charm Points
222,Zaku Palladyn,Royal Paladin,Monza,1209,"21,283",Charm Points
224,Marcus Eon,Elite Knight,Thyria,924,"21,269",Charm Points
225,Boba Addon,Elite Knight,Harmonia,1179,"21,259",Charm Points
225,Khamir,Elder Druid,Harmonia,1029,"21,259",Charm Points
227,Diego Royal,Royal Paladin,Celebra,1201,"21,214",Charm Points
227,Inappropriate Soul,Master Sorcerer,Secura,1288,"21,214",Charm Points
227,Nasty Kasper,Royal Paladin,Antica,1267,"21,214",Charm Points
230,Kilogramik Elite,Elite Knight,Nevia,1467,"21,188",Charm Points
231,Cavots,Elite Knight,Ustebra,1033,"21,174",Charm Points
231,Khilleron,Elite Knight,Refugia,1203,"21,174",Charm Points
233,Zarakson,Royal Paladin,Secura,1317,"21,164",Charm Points
234,Sweaty Kamish,Elite Knight,Secura,976,"21,149",Charm Points
235,Olooz Rhaio,Elite Knight,Collabra,1393,"21,144",Charm Points
236,Parih,Elite Knight,Lobera,1274,"21,134",Charm Points
237,Nyraz,Elite Knight,Collabra,1379,"21,124",Charm Points
237,Smaczniakus,Elder Druid,Secura,907,"21,124",Charm Points
237,Zdenerwowana Lokomotywa,Royal Paladin,Dia,1049,"21,124",Charm Points
240,Popolos Paladino,Paladin,Secura,899,"21,089",Charm Points
241,Itz Raider,Master Sorcerer,Celesta,1751,"21,070",Charm Points
241,Matt Paladiin,Royal Paladin,Gentebra,1401,"21,070",Charm Points
243,Jackson Knight,Elite Knight,Kalibra,1918,"21,054",Charm Points
243,Markelito,Elite Knight,Celesta,1657,"21,054",Charm Points
243,Rubenos,Elite Knight,Nevia,1022,"21,054",Charm Points
246,Nimue Lanuin,Elite Knight,Gentebra,1853,"21,045",Charm Points
247,Ki Yo,Elite Knight,Serdebra,1115,"21,039",Charm Points
247,Letter Black,Royal Paladin,Descubra,1265,"21,039",Charm Points
249,Theresa Fisher,Elder Druid,Kalibra,1453,"21,033",Charm Points
250,Dera Drevonus,Elder Druid,Calmera,981,"21,024",Charm Points
250,Uriel Simacek,Elite Knight,Kalibra,933,"21,024",Charm Points
252,Johny Olympia,Elite Knight,Nevia,1130,"21,014",Charm Points
253,Paul of Refugia,Master Sorcerer,Refugia,1190,"20,989",Charm Points
254,Dolaa,Elite Knight,Bona,841,"20,974",Charm Points
254,Ilutin Shar,Master Sorcerer,Yonabra,1026,"20,974",Charm Points
254,Magier kalinowa,Elder Druid,Bona,841,"20,974",Charm Points
257,Bogus Apocalypse,Elder Druid,Refugia,832,"20,959",Charm Points
257,Judge,Royal Paladin,Celebra,1908,"20,959",Charm Points
257,Thraphik,Elder Druid,Kalibra,1052,"20,959",Charm Points
260,Gudii,Elite Knight,Blumera,1356,"20,940",Charm Points
261,Setkia,Elite Knight,Premia,884,"20,924",Charm Points
262,Skunerx,Elite Knight,Belobra,1959,"20,914",Charm Points
263,Afryt,Elder Druid,Nevia,1045,"20,884",Charm Points
263,Krek Phin,Master Sorcerer,Secura,1103,"20,884",Charm Points
265,Shiddenzinho,Royal Paladin,Rasteibra,1233,"20,874",Charm Points
266,Holy Jack,Royal Paladin,Belobra,1281,"20,864",Charm Points
267,Siwy Brokul,Elder Druid,Secura,1466,"20,843",Charm Points
268,The Sauron,Elite Knight,Serdebra,1265,"20,839",Charm Points
269,Kubul,Royal Paladin,Peloria,796,"20,824",Charm Points
270,Sir Iguela,Elite Knight,Bona,1103,"20,814",Charm Points
271,Enduroman,Elite Knight,Harmonia,1245,"20,809",Charm Points
272,Serby,Royal Paladin,Nevia,1165,"20,789",Charm Points
273,Theron Darax,Elite Knight,Yonabra,1502,"20,784",Charm Points
274,Krysson,Royal Paladin,Vunira,1008,"20,774",Charm Points
275,Sihid Drakell,Elite Knight,Kalibra,1680,"20,767",Charm Points
276,Laylina,Master Sorcerer,Xyla,1019,"20,759",Charm Points
277,Guii,Elite Knight,Celebra,2431,"20,754",Charm Points
277,Ki Naitao Olim,Elite Knight,Belobra,2491,"20,754",Charm Points
279,Silent Kishi,Elite Knight,Yovera,1264,"20,739",Charm Points
280,Ori Xer,Royal Paladin,Secura,735,"20,724",Charm Points
281,Arqueira Bronzeada,Royal Paladin,Kalibra,1513,"20,704",Charm Points
282,Knajt Alfa,Elite Knight,Karmeya,825,"20,699",Charm Points
283,Closedfriends Tigresa,Elder Druid,Jadebra,1076,"20,689",Charm Points
284,Hersior,Elite Knight,Gladera,1106,"20,685",Charm Points
285,Sassa de Belobra,Elite Knight,Belobra,773,"20,684",Charm Points
286,Pomocnik Oxera,Royal Paladin,Celesta,1026,"20,659",Charm Points
286,Xavier Eon,Elder Druid,Thyria,741,"20,659",Charm Points
288,Vilela Vilao,Royal Paladin,Serdebra,1564,"20,655",Charm Points
289,Tio Cidinho,Royal Paladin,Venebra,876,"20,634",Charm Points
290,Devzin,Royal Paladin,Celesta,2084,"20,627",Charm Points
291,Gert Ar,Master Sorcerer,Harmonia,1513,"20,624",Charm Points
292,Capetinha Veiu,Elite Knight,Serdebra,933,"20,619",Charm Points
293,Igor,Elite Knight,Venebra,1189,"20,614",Charm Points
294,Brawox,Exalted Monk,Serdebra,736,"20,609",Charm Points
295,Fury Mauzier,Royal Paladin,Descubra,1740,"20,604",Charm Points
296,Olecraww,Elite Knight,Jadebra,1055,"20,599",Charm Points
296,Primo Levi,Royal Paladin,Refugia,1412,"20,599",Charm Points
296,Tophigh Charmpoints,Master Sorcerer,Jadebra,1222,"20,599",Charm Points
299,Kronek,Royal Paladin,Firmera,1797,"20,594",Charm Points
300,Neo Enterprise,Royal Paladin,Collabra,1838,"20,590",Charm Points
301,Fire Draggon,Elite Knight,Quintera,1329,"20,588",Charm Points
302,Nawtscout,Royal Paladin,Lobera,1654,"20,567",Charm Points
303,Slodka Ulcia,Royal Paladin,Secura,847,"20,554",Charm Points
304,Crixus Fearless,Royal Paladin,Gentebra,1583,"20,534",Charm Points
305,Viny Xintrex,Royal Paladin,Havera,1280,"20,505",Charm Points
306,Triiui Da Legend,Royal Paladin,Thyria,1527,"20,490",Charm Points
307,Kisiel Grillowany,Elite Knight,Premia,1278,"20,489",Charm Points
308,Apthia,Royal Paladin,Descubra,1087,"20,459",Charm Points
308,Arysa Amiz,Elder Druid,Harmonia,1097,"20,459",Charm Points
308,Felipe Montez,Royal Paladin,Secura,1175,"20,459",Charm Points
308,Phait,Royal Paladin,Secura,1023,"20,459",Charm Points
312,True Sio Man,Elder Druid,Citra,1298,"20,455",Charm Points
313,Kokiris,Elder Druid,Kalibra,1393,"20,439",Charm Points
314,Brobanana,Elite Knight,Peloria,811,"20,424",Charm Points
314,Konii Tuptii,Elder Druid,Secura,881,"20,424",Charm Points
316,Lord Marshals,Royal Paladin,Peloria,1639,"20,419",Charm Points
317,Nietoperko,Elite Knight,Harmonia,1129,"20,409",Charm Points
318,Atomoowy Dzik,Elite Knight,Antica,729,"20,399",Charm Points
318,Drekalla,Elder Druid,Xyla,779,"20,399",Charm Points
320,Partyboost,Royal Paladin,Vunira,2039,"20,385",Charm Points
321,Amiatha,Master Sorcerer,Peloria,1000,"20,374",Charm Points
322,Voolgam,Elite Knight,Serdebra,1081,"20,359",Charm Points
323,Rene,Elite Knight,Vunira,979,"20,349",Charm Points
324,Demon Joselita,Royal Paladin,Quelibra,1152,"20,339",Charm Points
325,Naom,Elder Druid,Secura,853,"20,334",Charm Points
326,Zdzi Siek,Master Sorcerer,Peloria,1662,"20,325",Charm Points
327,Mix Validomil'fire,Elite Knight,Secura,900,"20,324",Charm Points
328,Bruxa Acris,Elite Knight,Celebra,1160,"20,309",Charm Points
329,Tyroks,Elder Druid,Premia,1076,"20,284",Charm Points
330,Naapadzior,Elder Druid,Celesta,1803,"20,268",Charm Points
331,Vicyous,Elite Knight,Calmera,1624,"20,254",Charm Points
332,Don Bobo,Royal Paladin,Nevia,1049,"20,249",Charm Points
333,Brunin Supremo,Elder Druid,Tornabra,1155,"20,239",Charm Points
333,Divine Hallux,Elite Knight,Oceanis,1226,"20,239",Charm Points
333,Ek leo,Elite Knight,Serdebra,1153,"20,239",Charm Points
333,Zaran,Royal Paladin,Bona,1595,"20,239",Charm Points
337,Otti Ek,Elite Knight,Xymera,1392,"20,214",Charm Points
338,Wladek Slawek,Druid,Celesta,839,"20,205",Charm Points
339,Orphen,Royal Paladin,Secura,1049,"20,194",Charm Points
340,Sklejkovvy,Master Sorcerer,Peloria,1035,"20,185",Charm Points
341,Legenden Kurre,Master Sorcerer,Monza,1431,"20,166",Charm Points
342,Bentrox,Elite Knight,Astera,819,"20,149",Charm Points
343,Neziar,Royal Paladin,Nefera,1172,"20,148",Charm Points
344,Mariotek,Royal Paladin,Nevia,734,"20,144",Charm Points
345,Zirianow,Royal Paladin,Refugia,1198,"20,143",Charm Points
346,Alex Duenodefirmera,Royal Paladin,Firmera,1610,"20,130",Charm Points
347,Magic Charllie,Master Sorcerer,Luminera,893,"20,124",Charm Points
348,Picture,Elite Knight,Antica,977,"20,119",Charm Points
349,Dcko,Master Sorcerer,Secura,942,"20,114",Charm Points
350,Druid Kamyk,Elder Druid,Secura,933,"20,109",Charm Points
350,Sedukor,Elite Knight,Thyria,1014,"20,109",Charm Points
352,Grzes Zabujca Smokuw,Royal Paladin,Xyla,1327,"20,103",Charm Points
353,Itz Teuz,Royal Paladin,Issobra,846,"20,094",Charm Points
354,Guirpe,Royal Paladin,Issobra,1171,"20,089",Charm Points
355,Ruge,Elite Knight,Thyria,1427,"20,078",Charm Points
356,Durnita,Elder Druid,Secura,811,"20,049",Charm Points
356,Werewolf Shorti,Elite Knight,Secura,1328,"20,049",Charm Points
358,Snow Pall,Royal Paladin,Citra,1392,"20,044",Charm Points
359,Dark Acelon,Master Sorcerer,Astera,1179,"20,040",Charm Points
360,Kabin Pall,Royal Paladin,Monza,1294,"20,013",Charm Points
361,Strikiz,Elite Knight,Yonabra,1377,"19,999",Charm Points
362,Szujin,Master Sorcerer,Pacera,1355,"19,995",Charm Points
363,Errahnte,Elite Knight,Jadebra,1210,"19,979",Charm Points
364,Anndo,Royal Paladin,Harmonia,1075,"19,973",Charm Points
365,Exterminador,Sorcerer,Inabra,1124,"19,963",Charm Points
366,Itexo,Elite Knight,Secura,1213,"19,959",Charm Points
367,Prizs,Royal Paladin,Kalibra,1318,"19,929",Charm Points
368,Bombardino Krocodilo,Master Sorcerer,Refugia,1365,"19,928",Charm Points
369,Now,Royal Paladin,Epoca,2127,"19,923",Charm Points
370,Popicii,Elder Druid,Bona,1144,"19,910",Charm Points
371,Szakal of Hoyma,Royal Paladin,Refugia,1162,"19,909",Charm Points
372,Dani van Kessel,Royal Paladin,Antica,681,"19,899",Charm Points
372,Tigrokey,Elite Knight,Calmera,807,"19,899",Charm Points
372,Yungii,Elite Knight,Ourobra,900,"19,899",Charm Points
375,Brown Wood,Elite Knight,Nefera,1373,"19,894",Charm Points
376,Badwollfs,Elite Knight,Gentebra,1043,"19,889",Charm Points
377,Stugaan,Elite Knight,Monstera,1389,"19,888",Charm Points
378,Dffoz,Elite Knight,Blumera,1372,"19,879",Charm Points
378,Surskallen,Elite Knight,Secura,1192,"19,879",Charm Points
380,Korn,Royal Paladin,Antica,665,"19,874",Charm Points
381,Svperstar,Master Sorcerer,Blumera,1163,"19,849",Charm Points
382,Aluxi,Master Sorcerer,Kalibra,1782,"19,839",Charm Points
382,Hardcor,Sorcerer,Vunira,1193,"19,839",Charm Points
382,Nisom,Royal Paladin,Premia,924,"19,839",Charm Points
382,Zaporkovsky,Elite Knight,Karmeya,981,"19,839",Charm Points
386,Rogersz,Elder Druid,Kalibra,1093,"19,834",Charm Points
386,Wo Orales,Elder Druid,Luminera,1026,"19,834",Charm Points
388,Gebe Danadinho,Royal Paladin,Rasteibra,1717,"19,829",Charm Points
389,Vand Woodstock,Elder Druid,Inabra,1034,"19,819",Charm Points
