Rank,Name,Vocation,World,Level,Skill Level,Category
39,Monkina,Elite Knight,Celebra,542,127,Shielding
39,Passion Killer,Royal Paladin,Gladera,437,127,Shielding
39,Sanguineus,Elite Knight,Blumera,195,127,Shielding
39,Serpantess,Elite Knight,Refugia,989,127,Shielding
39,Sizz Lor,Knight,Ustebra,15,127,Shielding
39,Thargon Nerana,Royal Paladin,Bona,430,127,Shielding
39,Thiaguinho Cesar,Knight,Etebra,16,127,Shielding
39,Thor Dust,Knight,Yovera,15,127,Shielding
39,Zitob,Elite Knight,Monza,1153,127,Shielding
39,Zulus Schaka,Elite Knight,Calmera,895,127,Shielding
61,Animus Necandi,Elite Knight,Quelibra,747,126,Shielding
61,Apolo Beoni,Elite Knight,Belobra,339,126,Shielding
61,Awf,Elite Knight,Secura,1434,126,Shielding
61,Block,Elite Knight,Collabra,348,126,Shielding
61,Bodzio spoko,Elite Knight,Monza,900,126,Shielding
61,Brown Jantar,Elite Knight,Celesta,1031,126,Shielding
61,Byron McAllister,Elite Knight,Antica,613,126,Shielding
61,Coyote Mui Male,Elite Knight,Bona,524,126,Shielding
61,Deadmani,Elite Knight,Thyria,1979,126,Shielding
61,Delita Heirall,Elite Knight,Gladera,913,126,Shielding
61,Diigoo,Paladin,Peloria,410,126,Shielding
61,Eviksin of Sacrelight,Royal Paladin,Luminera,355,126,Shielding
61,Extraterrestre,Elite Knight,Kalibra,661,126,Shielding
61,Galll,Elite Knight,Gentebra,2663,126,Shielding
61,Iskizytu,Elite Knight,Pacera,1212,126,Shielding
61,Juan Rood,Elite Knight,Refugia,737,126,Shielding
61,King Infinytum,Elite Knight,Yonabra,2215,126,Shielding
61,Knight Do Sangue,Elite Knight,Wintera,257,126,Shielding
61,Knight Zudano,Elite Knight,Monza,561,126,Shielding
61,Lady Chylka,Elite Knight,Harmonia,928,126,Shielding
61,Legorn Sunrise,Elite Knight,Antica,632,126,Shielding
61,Loublie,Elite Knight,Pacera,427,126,Shielding
61,Lucifer Rotheart,Elite Knight,Menera,601,126,Shielding
61,Marwin Devile,Royal Paladin,Celebra,1255,126,Shielding
61,Maytzuk,Knight,Celebra,202,126,Shielding
61,Meniia,Elite Knight,Harmonia,818,126,Shielding
61,Mia Moonshine,Royal Paladin,Epoca,1360,126,Shielding
61,Mini Gladiator,Knight,Nevia,10,126,Shielding
61,Motiro,Elite Knight,Serdebra,1309,126,Shielding
61,Nathan Orion,Elite Knight,Havera,305,126,Shielding
61,Ojciec Old Maza,Elite Knight,Refugia,680,126,Shielding
61,Rowen,Elite Knight,Solidera,1736,126,Shielding
61,Sasori Hidden Sand,Elite Knight,Vunira,494,126,Shielding
61,Sir Maglor,Elite Knight,Talera,697,126,Shielding
61,Storm Dust,Knight,Ustebra,15,126,Shielding
61,Sven The Berserker,Elite Knight,Quintera,318,126,Shielding
61,Tintiu,Elite Knight,Gentebra,561,126,Shielding
61,Tiyoko,Elite Knight,Pacera,1127,126,Shielding
61,Venus,Royal Paladin,Vunira,1134,126,Shielding
61,Womolu,Elite Knight,Celebra,1788,126,Shielding
61,Xande Tuning,Elite Knight,Astera,1120,126,Shielding
61,Za Po,Elite Knight,Solidera,511,126,Shielding
103,Adeny Silaza,Elite Knight,Bona,726,125,Shielding
103,Ader Niel,Elite Knight,Thyria,301,125,Shielding
103,Aidahoo,Elite Knight,Refugia,867,125,Shielding
103,Alaullygro Zemith,Elite Knight,Gentebra,1304,125,Shielding
103,Alex'Hunter,Elite Knight,Gentebra,841,125,Shielding
103,Amilla,Elite Knight,Luminera,835,125,Shielding
103,Aphrodithe,Elite Knight,Astera,872,125,Shielding
103,Aurora Girl,Royal Paladin,Zuna,47,125,Shielding
103,Beargunzito,Royal Paladin,Zunera,544,125,Shielding
103,Bloodmoon,Elite Knight,Lobera,422,125,Shielding
103,Carnotaurus,Elite Knight,Secura,934,125,Shielding
103,Cellus,Elite Knight,Menera,980,125,Shielding
103,Dalamaar,Knight,Bona,678,125,Shielding
103,Dant Stark,Elite Knight,Havera,1212,125,Shielding
103,Delita on Aurera,Knight,Zunera,34,125,Shielding
103,Demoniac'Warrior,Elite Knight,Havera,794,125,Shielding
103,Dergrom,Elite Knight,Secura,778,125,Shielding
103,Digao Implacavel,Elite Knight,Kalibra,2354,125,Shielding
103,Dragon-Tail,Elite Knight,Secura,769,125,Shielding
103,Emerka,Knight,Harmonia,618,125,Shielding
103,Fean Delusak,Elite Knight,Bona,720,125,Shielding
103,Femuz Darksoul,Elite Knight,Astera,479,125,Shielding
103,Fester Adams,Elite Knight,Belobra,815,125,Shielding
103,Figolo,Elite Knight,Monza,2063,125,Shielding
103,General Lubektron,Elite Knight,Issobra,1638,125,Shielding
103,Guerrero De Las Sombras,Elite Knight,Antica,1219,125,Shielding
103,Gusanijn,Elite Knight,Harmonia,721,125,Shielding
103,Harry Kurk,Elite Knight,Calmera,325,125,Shielding
103,Ingolf Gloria,Elite Knight,Secura,555,125,Shielding
103,Inwander,Elite Knight,Bona,1124,125,Shielding
103,Khaira,Elite Knight,Gladera,695,125,Shielding
103,Ki Naitao Olim,Elite Knight,Belobra,2479,125,Shielding
103,Kitty Morgana,Elite Knight,Thyria,1127,125,Shielding
103,Koroaa,Elite Knight,Celebra,1818,125,Shielding
103,Kratos Wrath,Elite Knight,Zunera,222,125,Shielding
103,Lamoon Knight,Elite Knight,Pacera,785,125,Shielding
103,Leferty,Elite Knight,Calmera,776,125,Shielding
103,Les the Shadow,Elite Knight,Refugia,488,125,Shielding
103,Lime Layer,Elite Knight,Refugia,408,125,Shielding
103,Macklaw,Elite Knight,Refugia,1352,125,Shielding
103,Mal Legendary,Elite Knight,Gladera,857,125,Shielding
103,Marculino the Titan,Elite Knight,Kalibra,2382,125,Shielding
103,Max Fleury,Elite Knight,Celebra,2105,125,Shielding
103,Murfnerf,Elite Knight,Solidera,345,125,Shielding
103,Nemoris Leywin,Elite Knight,Antica,467,125,Shielding
103,Nicole Kang,Elite Knight,Thyria,714,125,Shielding
103,Noobnoob The Destroyer,Elite Knight,Secura,114,125,Shielding
103,Ok Yeah,Elite Knight,Nefera,1307,125,Shielding
103,Orangeona,Elite Knight,Wintera,1355,125,Shielding
103,Palo Swor,Elite Knight,Monza,723,125,Shielding
103,Penko Biznez Enthusiast,Elite Knight,Secura,1263,125,Shielding
103,Pi Ramses,Elite Knight,Nefera,1259,125,Shielding
103,Rhysypie,Elite Knight,Gladera,403,125,Shielding
103,Rob Skumur,Elite Knight,Quelibra,665,125,Shielding
103,Roges Legend,Elite Knight,Gentebra,422,125,Shielding
103,Sila Cadira,Elite Knight,Celesta,478,125,Shielding
103,Silver Guerra,Elite Knight,Belobra,1486,125,Shielding
103,Sir Wilfred Ivanhoe,Elite Knight,Nefera,449,125,Shielding
103,Tensh,Elite Knight,Gentebra,184,125,Shielding
103,Thunder Haron,Royal Paladin,Monza,577,125,Shielding
103,Tio tide,Elite Knight,Monza,609,125,Shielding
103,Trame Court,Royal Paladin,Zuna,50,125,Shielding
103,Varmendrion,Elite Knight,Peloria,473,125,Shielding
103,Zeus of Celesta,Elite Knight,Celesta,892,125,Shielding
103,Zith Lamia,Elite Knight,Secura,457,125,Shielding
103,Zos Io Pan,Elite Knight,Serdebra,1095,125,Shielding
169,Agenda Lirarn,Elite Knight,Thyria,175,124,Shielding
169,Agin Court,Royal Paladin,Secura,158,124,Shielding
169,Aik,Knight,Lobera,11,124,Shielding
169,Aldixa,Elite Knight,Premia,634,124,Shielding
169,Alebaba,Elite Knight,Lobera,460,124,Shielding
169,Alix Eduis,Knight,Peloria,11,124,Shielding
169,Allan of Worent,Elite Knight,Menera,1183,124,Shielding
169,Als Bundy,Paladin,Lobera,14,124,Shielding
169,Anakurawk Dafalasu,Elite Knight,Gentebra,2202,124,Shielding
169,Anardy,Knight,Lobera,334,124,Shielding
169,Anatomiczny Posilek,Elite Knight,Thyria,1442,124,Shielding
169,Arau,Paladin,Zuna,8,124,Shielding
169,Archer Untouchable,Royal Paladin,Zunera,334,124,Shielding
169,Arckiteck,Elite Knight,Havera,353,124,Shielding
169,Arinth,Elite Knight,Monza,2152,124,Shielding
169,Astrin ek,Elite Knight,Harmonia,1112,124,Shielding
169,Atencjuszka Navka,Elite Knight,Bona,1273,124,Shielding
169,Aura,Elite Knight,Secura,128,124,Shielding
169,Azis,Knight,Bona,343,124,Shielding
169,Beddy,Elite Knight,Calmera,443,124,Shielding
169,Beladina,Royal Paladin,Harmonia,56,124,Shielding
169,Belakina,Elite Knight,Harmonia,98,124,Shielding
169,Belamira,Royal Paladin,Calmera,139,124,Shielding
169,Belatrix,Royal Paladin,Calmera,76,124,Shielding
169,Belatrix Rio,Elite Knight,Calmera,112,124,Shielding
169,Belavia,Elite Knight,Gentebra,62,124,Shielding
169,Beltenebros,Elite Knight,Solidera,678,124,Shielding
169,Bhelklakolova,Elite Knight,Yonabra,1656,124,Shielding
169,Blackei,Elite Knight,Gladera,427,124,Shielding
169,Blind Panter,Elite Knight,Bona,1354,124,Shielding
169,Bombardi Soberano,Elite Knight,Gentebra,1004,124,Shielding
169,Boots'Trap Bill,Elite Knight,Refugia,515,124,Shielding
169,Borana,Royal Paladin,Premia,32,124,Shielding
169,Broglio,Elite Knight,Solidera,495,124,Shielding
169,Bruneli Wayne,Elite Knight,Serdebra,2345,124,Shielding
169,Budd Bundy,Paladin,Lobera,9,124,Shielding
169,Bunny Skullcrusher,Elite Knight,Refugia,97,124,Shielding
169,Buzzfreak,Knight,Solidera,245,124,Shielding
169,Caballero Bilbaino,Elite Knight,Secura,489,124,Shielding
169,Carathor Coles,Elite Knight,Gentebra,350,124,Shielding
169,Carlinator,Elite Knight,Secura,20,124,Shielding
169,Cerberius The Barbarrian,Knight,Monza,9,124,Shielding
169,Clownfiesta Primetime,Elite Knight,Zuna,1417,124,Shielding
169,Coleruz,Elite Knight,Tempestera,965,124,Shielding
169,Colombo,Elite Knight,Secura,1526,124,Shielding
169,Corinthians Slayer,Royal Paladin,Quelibra,1245,124,Shielding
169,Cron Wiclek,Elite Knight,Peloria,354,124,Shielding
169,Dagomir,Elite Knight,Refugia,83,124,Shielding
169,Dameczka,Elite Knight,Vunira,44,124,Shielding
169,Damian-spardan,Elite Knight,Bona,1032,124,Shielding
169,Damka,Elite Knight,Refugia,43,124,Shielding
169,Damka Czarna,Royal Paladin,Vunira,27,124,Shielding
169,Dandark,Elite Knight,Yonabra,496,124,Shielding
169,Danger'Star,Elite Knight,Nefera,857,124,Shielding
169,Daydreamer,Royal Paladin,Premia,25,124,Shielding
169,Delinguente,Paladin,Zunera,8,124,Shielding
169,Dew Boyo,Elite Knight,Secura,405,124,Shielding
169,Diva Slide,Elite Knight,Celesta,547,124,Shielding
169,Divekio,Elite Knight,Luminera,1879,124,Shielding
169,Doboshka,Royal Paladin,Refugia,41,124,Shielding
169,Don Gremlin,Elite Knight,Vunira,940,124,Shielding
169,Dra Alucination,Royal Paladin,Zuna,168,124,Shielding
169,Drago the Dragon,Elite Knight,Harmonia,90,124,Shielding
169,Dratini angel,Elite Knight,Harmonia,502,124,Shielding
169,Drax Exus,Elite Knight,Astera,507,124,Shielding
169,Dunus Wicas,Royal Paladin,Astera,947,124,Shielding
169,Eduardo Nugguet,Elite Knight,Wintera,735,124,Shielding
169,Elf Zwiadowca,Paladin,Peloria,18,124,Shielding
169,Elrik,Royal Paladin,Antica,164,124,Shielding
169,Enduroman,Elite Knight,Harmonia,1240,124,Shielding
169,Eternal Ichigo Kurosaki,Elite Knight,Astera,1691,124,Shielding
169,Ethos Kenor,Elite Knight,Secura,376,124,Shielding
169,Evil Jangar,Royal Paladin,Refugia,662,124,Shielding
169,Excanor,Elite Knight,Wintera,699,124,Shielding
169,Eylithz,Elite Knight,Solidera,827,124,Shielding
169,Ferangel,Royal Paladin,Bona,2541,124,Shielding
169,Fihesute,Elite Knight,Antica,789,124,Shielding
169,Fiierce,Elite Knight,Astera,414,124,Shielding
169,Filippa,Royal Paladin,Antica,278,124,Shielding
169,Fleth Tyron,Elite Knight,Peloria,629,124,Shielding
169,Flippendo,Elite Knight,Secura,449,124,Shielding
169,Flor do Mar,Elite Knight,Lobera,1020,124,Shielding
169,Forasteira,Elite Knight,Inabra,794,124,Shielding
169,Franvil,Knight,Nefera,839,124,Shielding
169,Fulluf Laphoopia,Elite Knight,Gladera,141,124,Shielding
169,Fuxi De Lux,Elite Knight,Premia,116,124,Shielding
169,Gaius,Elite Knight,Menera,27,124,Shielding
169,Gaxiza,Elite Knight,Zunera,99,124,Shielding
169,Genu Vengeance,Royal Paladin,Nefera,60,124,Shielding
169,Genuwi,Elite Knight,Nefera,203,124,Shielding
169,Ghostrider Hayabusa Sweden,Elite Knight,Havera,88,124,Shielding
169,Gladia tor,Elite Knight,Refugia,572,124,Shielding
169,Golem de hierro,Elite Knight,Calmera,102,124,Shielding
169,Goplana,Royal Paladin,Secura,307,124,Shielding
169,Grandpa Elliot,Royal Paladin,Astera,473,124,Shielding
169,Grind Seer,Elite Knight,Refugia,81,124,Shielding
169,Hakorek,Elite Knight,Monza,206,124,Shielding
169,Halcon,Elite Knight,Premia,245,124,Shielding
169,Hassuna,Elite Knight,Inabra,556,124,Shielding
169,Hoengyru Beon,Elite Knight,Bona,770,124,Shielding
169,Ichigo the Hollow,Royal Paladin,Nefera,211,124,Shielding
169,Insane Sleipnir,Elite Knight,Pacera,76,124,Shielding
169,Ironman the first,Elite Knight,Vunira,478,124,Shielding
169,Itsur Dragsalot,Paladin,Peloria,14,124,Shielding
169,Jack Sad,Knight,Issobra,19,124,Shielding
169,Jackson Knight,Elite Knight,Kalibra,1910,124,Shielding
169,Jifit,Elite Knight,Peloria,23,124,Shielding
169,John Lau,Paladin,Refugia,34,124,Shielding
169,Karnopp de Pacera,Elite Knight,Pacera,637,124,Shielding
169,Karr Chaos,Elite Knight,Luminera,180,124,Shielding
169,Kawakami Bansai,Royal Paladin,Zunera,56,124,Shielding
169,Khur Troian,Elite Knight,Calmera,470,124,Shielding
169,Kilot,Royal Paladin,Refugia,158,124,Shielding
169,King Berry,Elite Knight,Monza,374,124,Shielding
169,Kirot Ryin,Elite Knight,Refugia,388,124,Shielding
169,Kirot Xan,Royal Paladin,Refugia,332,124,Shielding
169,Klubowy,Elite Knight,Monza,772,124,Shielding
169,Knight Herbert,Elite Knight,Wintera,589,124,Shielding
169,Kronek,Royal Paladin,Firmera,1789,124,Shielding
169,Kurk Archer,Royal Paladin,Calmera,140,124,Shielding
169,Kzero,Elite Knight,Nefera,215,124,Shielding
169,Lady Meredith,Royal Paladin,Bona,755,124,Shielding
169,Lady Pulguinha,Elite Knight,Calmera,508,124,Shielding
169,Lady Tafuri,Elite Knight,Nefera,1844,124,Shielding
169,Lady of Saxnot,Knight,Lobera,31,124,Shielding
169,Latin Prince,Elite Knight,Havera,100,124,Shielding
169,Lechu,Elite Knight,Vunira,56,124,Shielding
169,Leg Olaz,Royal Paladin,Quintera,500,124,Shielding
169,Legolas carcor,Royal Paladin,Bona,587,124,Shielding
169,Leonasso The Lion,Royal Paladin,Thyria,61,124,Shielding
169,Leszku,Elite Knight,Vunira,664,124,Shielding
169,Lini Lih,Elite Knight,Gentebra,531,124,Shielding
169,Linnaya,Elite Knight,Refugia,398,124,Shielding
169,Loot Predator,Royal Paladin,Monza,328,124,Shielding
169,Lord Kurk Trix,Royal Paladin,Gentebra,48,124,Shielding
169,Lord Marshals,Royal Paladin,Peloria,1629,124,Shielding
169,Lord Maseda,Elite Knight,Antica,1444,124,Shielding
169,Lord Mutsley,Elite Knight,Serdebra,1027,124,Shielding
169,Lord-Jex,Elite Knight,Quelibra,915,124,Shielding
169,Ma Ri Nhoo,Elite Knight,Yonabra,2008,124,Shielding
169,Maan Temor,Royal Paladin,Vunira,1004,124,Shielding
169,Mago Negro Das Trevas,Elite Knight,Serdebra,497,124,Shielding
169,Mauzzer,Elite Knight,Bona,899,124,Shielding
169,Maxi El Da,Elite Knight,Premia,77,124,Shielding
169,Maximus Randall,Elite Knight,Gentebra,144,124,Shielding
169,Maziiajka,Elite Knight,Monza,837,124,Shielding
169,Miizinha,Elite Knight,Belobra,957,124,Shielding
169,Mirotth,Elite Knight,Belobra,1993,124,Shielding
169,Mister Piiiink,Elite Knight,Belobra,2246,124,Shielding
169,Misterpfloyd,Elite Knight,Astera,519,124,Shielding
169,Morak,Royal Paladin,Luminera,81,124,Shielding
169,Mord the Archer,Royal Paladin,Pacera,219,124,Shielding
169,Mord the Divine Warrior,Elite Knight,Pacera,132,124,Shielding
169,Munrok,Elite Knight,Secura,542,124,Shielding
169,Nameless Storm King,Royal Paladin,Pacera,310,124,Shielding
169,Natur Otur,Royal Paladin,Antica,267,124,Shielding
169,Necho,Elite Knight,Zunera,276,124,Shielding
169,Nestoples,Elite Knight,Calmera,409,124,Shielding
169,Nevaki Anlanix,Royal Paladin,Nefera,56,124,Shielding
169,Nick Skumur,Elite Knight,Kalibra,449,124,Shielding
169,Nicki Nightflower,Elite Knight,Epoca,1158,124,Shielding
169,Nidnoc,Elite Knight,Gentebra,942,124,Shielding
169,Niewidzialny Dla Kapusi,Elite Knight,Secura,467,124,Shielding
169,Nilfix Krox,Knight,Harmonia,19,124,Shielding
169,Nina Ragen,Elite Knight,Talera,511,124,Shielding
169,Nobre Warrior,Elite Knight,Yonabra,482,124,Shielding
169,Noze Buble,Paladin,Lobera,8,124,Shielding
169,Nuala,Royal Paladin,Celesta,496,124,Shielding
169,Obajara,Elite Knight,Astera,40,124,Shielding
169,Odd Henceforth,Elite Knight,Lobera,231,124,Shielding
169,Ouwe,Elite Knight,Secura,20,124,Shielding
169,Paladin Monika,Royal Paladin,Zuna,54,124,Shielding
169,Panzark,Elite Knight,Gladera,829,124,Shielding
169,Poppel the knight,Elite Knight,Peloria,1419,124,Shielding
169,Raalmo,Knight,Serdebra,539,124,Shielding
169,Radraz,Royal Paladin,Vunira,1389,124,Shielding
169,Raven Hayes,Elite Knight,Pacera,451,124,Shielding
169,Remek Ajan,Elite Knight,Peloria,1607,124,Shielding
169,Renato Winchester,Elite Knight,Kalibra,1193,124,Shielding
169,Rojao Sinistro,Royal Paladin,Zunera,138,124,Shielding
169,Rosi,Royal Paladin,Secura,280,124,Shielding
169,Sacerdote Vodoo,Elite Knight,Pacera,438,124,Shielding
169,Sam Darksoul,Elite Knight,Astera,155,124,Shielding
169,Samusziinho,Elite Knight,Calmera,1861,124,Shielding
169,Sekuryjczyk,Royal Paladin,Secura,333,124,Shielding
169,Sephan,Elite Knight,Celebra,2471,124,Shielding
169,Shaxa Shan,Elite Knight,Astera,652,124,Shielding
169,Shranz,Elite Knight,Refugia,534,124,Shielding
169,Silhas,Elite Knight,Lobera,53,124,Shielding
169,Simon Melol,Royal Paladin,Nefera,158,124,Shielding
169,Sir Dzidek,Royal Paladin,Calmera,639,124,Shielding
169,Sir Grom,Elite Knight,Secura,41,124,Shielding
169,Sir Lach Dogs,Elite Knight,Talera,329,124,Shielding
169,Six Pac,Royal Paladin,Havera,103,124,Shielding
169,Skratos,Elite Knight,Talera,593,124,Shielding
169,Sloneczko,Knight,Monza,901,124,Shielding
169,Sneaky The Snake,Elite Knight,Thyria,88,124,Shielding
169,Socrates son Platon,Elite Knight,Celebra,997,124,Shielding
169,Sombat Banchamek,Elite Knight,Yonabra,1294,124,Shielding
169,Soul Moz,Elite Knight,Yovera,867,124,Shielding
169,Soul Xav,Knight,Calmera,11,124,Shielding
169,Soul jail,Elite Knight,Vunira,612,124,Shielding
169,Spills,Royal Paladin,Pacera,702,124,Shielding
169,Spirit Albarn,Elite Knight,Zunera,55,124,Shielding
169,Stora Lova,Elite Knight,Secura,612,124,Shielding
169,Styxo,Elite Knight,Bona,346,124,Shielding
169,Sylus Slayer,Elite Knight,Solidera,1278,124,Shielding
169,Szysha,Elite Knight,Vunira,1270,124,Shielding
169,Tale Rion,Royal Paladin,Nefera,1729,124,Shielding
169,Teroks,Royal Paladin,Calmera,75,124,Shielding
169,Texuk,Elite Knight,Premia,180,124,Shielding
169,Thomasina,Elite Knight,Havera,33,124,Shielding
169,Thovix,Elite Knight,Bona,856,124,Shielding
169,Tigresito the Tiger,Elite Knight,Harmonia,69,124,Shielding
169,Tinbin,Royal Paladin,Bona,207,124,Shielding
169,Tinny mai,Elite Knight,Nefera,437,124,Shielding
169,Tiran Sama,Elite Knight,Zuna,241,124,Shielding
169,Toxino,Elite Knight,Talera,1065,124,Shielding
169,Trosunia,Elite Knight,Celesta,797,124,Shielding
169,Trovador,Elite Knight,Astera,146,124,Shielding
169,Tuphon,Elite Knight,Secura,35,124,Shielding
169,Tury,Elite Knight,Gentebra,145,124,Shielding
169,Txuguito,Elite Knight,Descubra,314,124,Shielding
169,Valdenilson The Second,Elite Knight,Ferobra,1083,124,Shielding
169,Vaul Zita,Elite Knight,Peloria,660,124,Shielding
169,Venusia,Elite Knight,Secura,496,124,Shielding
169,Veroc,Royal Paladin,Calmera,128,124,Shielding
169,Victorianov,Royal Paladin,Nefera,214,124,Shielding
169,Vicyous,Elite Knight,Calmera,1616,124,Shielding
169,Virtush Awesome,Elite Knight,Zunera,1422,124,Shielding
169,Vizukil Ryin,Elite Knight,Refugia,219,124,Shielding
169,Vovo Ogun,Elite Knight,Astera,40,124,Shielding
169,Vyox,Royal Paladin,Gentebra,120,124,Shielding
169,Whirly Nerd,Elite Knight,Bona,315,124,Shielding
169,Winetou,Royal Paladin,Secura,57,124,Shielding
169,Wison,Royal Paladin,Zuna,109,124,Shielding
169,Wiz The Mage,Elite Knight,Pacera,511,124,Shielding
169,Wladosek,Elite Knight,Secura,528,124,Shielding
169,Yluminix,Royal Paladin,Gentebra,75,124,Shielding
169,Youlin,Royal Paladin,Lobera,50,124,Shielding
169,Yrza,Elite Knight,Secura,368,124,Shielding
169,Yumi Skullcrusher,Royal Paladin,Refugia,88,124,Shielding
169,Zap Trucadu,Elite Knight,Zunera,200,124,Shielding
169,Zarbon rock,Elite Knight,Lobera,484,124,Shielding
169,Zeromus of Chaos,Elite Knight,Nefera,816,124,Shielding
169,Zewe,Elite Knight,Celesta,1068,124,Shielding
169,Ziomist dragons,Royal Paladin,Monza,934,124,Shielding
169,Zmek,Elite Knight,Antica,1941,124,Shielding
169,Zurb,Royal Paladin,Refugia,364,124,Shielding
169,Zwaard,Elite Knight,Monza,35,124,Shielding
419,Aangel de amor,Elite Knight,Nefera,674,123,Shielding
419,Abraxorix,Royal Paladin,Premia,332,123,Shielding
419,Adan Cedumie,Elite Knight,Celesta,547,123,Shielding
419,Aeb,Royal Paladin,Celesta,359,123,Shielding
419,Agent Hunt,Royal Paladin,Pacera,412,123,Shielding
419,Agressive Kim Toxica,Elite Knight,Luminera,1944,123,Shielding
419,Agusia Piotrusia,Elite Knight,Monza,177,123,Shielding
419,Agustin De Iturbide,Elite Knight,Gladera,87,123,Shielding
419,Al Hafiz,Knight,Descubra,15,123,Shielding
419,Alchemistzin,Elite Knight,Quelibra,2277,123,Shielding
419,Almara,Royal Paladin,Bona,82,123,Shielding
419,Almighty Max,Elite Knight,Secura,213,123,Shielding
419,Alonessia,Elite Knight,Monza,59,123,Shielding
419,Alwira Myst,Elite Knight,Harmonia,113,123,Shielding
419,Aly Lion,Elite Knight,Zuna,63,123,Shielding
419,Amabina,Royal Paladin,Thyria,789,123,Shielding
419,Andrewsek,Elite Knight,Nefera,1193,123,Shielding
419,Angel Azteca,Elite Knight,Nefera,1046,123,Shielding
419,Angel Goraki,Royal Paladin,Pacera,619,123,Shielding
419,Angie Emily,Knight,Refugia,23,123,Shielding
419,Anna Sendamon,Elite Knight,Nefera,159,123,Shielding
419,Annadar,Elite Knight,Celesta,1104,123,Shielding
419,Anne Lena,Royal Paladin,Astera,910,123,Shielding
419,Apocalypse Rose,Elite Knight,Pacera,1163,123,Shielding
419,Apolo Wrath,Elite Knight,Gentebra,1484,123,Shielding
419,Arbia,Royal Paladin,Refugia,379,123,Shielding
419,Area The Knight,Elite Knight,Peloria,163,123,Shielding
419,Aria Ulth,Elite Knight,Menera,1102,123,Shielding
419,Arnakara,Elite Knight,Havera,427,123,Shielding
419,Arrammis,Elite Knight,Refugia,418,123,Shielding
419,Arteon Lobie,Elite Knight,Secura,620,123,Shielding
419,Arth Windra,Elite Knight,Luminera,430,123,Shielding
419,Arwyro Taeriton,Paladin,Zunera,64,123,Shielding
419,Asterorion,Elite Knight,Astera,40,123,Shielding
419,Astreon,Elite Knight,Gentebra,336,123,Shielding
419,Aurea Athi,Elite Knight,Harmonia,291,123,Shielding
419,Aureann,Knight,Astera,354,123,Shielding
419,Aurerius Maximus,Elite Knight,Havera,28,123,Shielding
419,Avvatar Milo,Knight,Talera,28,123,Shielding
