Rank,Name,Vocation,World,Level,Skill Level,category,vocation_id
84,Ki Kyou,Exalted Monk,Quelibra,758,115,Fist Fighting,0
84,Lamas Chi,Exalted Monk,Honbra,473,115,Fist Fighting,0
84,Liladis,Exalted Monk,Antica,268,115,Fist Fighting,0
84,Lumpy,Exalted Monk,Karmeya,730,115,Fist Fighting,0
84,Miikee Leads,Exalted Monk,Luminera,576,115,Fist Fighting,0
84,Monka George,Exalted Monk,Havera,621,115,Fist Fighting,0
84,Monkowiec,Exalted Monk,Antica,190,115,Fist Fighting,0
84,Munkens,Exalted Monk,Collabra,475,115,Fist Fighting,0
84,Shoocker,Exalted Monk,Lutabra,870,115,Fist Fighting,0
84,Truskaweek,Exalted Monk,Secura,643,115,Fist Fighting,0
84,Will Fistya,Exalted Monk,Oceanis,415,115,Fist Fighting,0
84,Wing Chun Man,Exalted Monk,Solidera,716,115,Fist Fighting,0
104,Ackyus,Exalted Monk,Venebra,412,114,Fist Fighting,0
104,Adr Lee,Exalted Monk,Vitera,510,114,Fist Fighting,0
104,Bamboo Fighter,Exalted Monk,Luminera,648,114,Fist Fighting,0
104,Dark Baki,Exalted Monk,Calmera,692,114,Fist Fighting,0
104,Doktur Weteryniarz,Exalted Monk,Dia,912,114,Fist Fighting,0
104,Exalted Doomist,Exalted Monk,Premia,360,114,Fist Fighting,0
104,Exevus Avassalador,Exalted Monk,Serdebra,643,114,Fist Fighting,0
104,Fister Baggings,Exalted Monk,Esmera,187,114,Fist Fighting,0
104,Gyngka,Exalted Monk,Vandera,609,114,Fist Fighting,0
104,Hazeborn,Exalted Monk,Issobra,46,114,Fist Fighting,0
104,Ikares,Exalted Monk,Esmera,403,114,Fist Fighting,0
104,Knight veloz,Knight,Gladera,206,114,Fist Fighting,0
104,Minero Monge,Exalted Monk,Oceanis,495,114,Fist Fighting,0
104,Monk Dkoth,Exalted Monk,Honbra,744,114,Fist Fighting,0
104,Monkblank,Exalted Monk,Ignitera,681,114,Fist Fighting,0
104,Orulan,Exalted Monk,Celebra,596,114,Fist Fighting,0
104,Otapag,Exalted Monk,Venebra,288,114,Fist Fighting,0
104,Panivvan,Exalted Monk,Secura,376,114,Fist Fighting,0
104,Persi Zen,Exalted Monk,Talera,491,114,Fist Fighting,0
104,Radpo,Exalted Monk,Secura,279,114,Fist Fighting,0
104,Rhama Champion,Exalted Monk,Ourobra,600,114,Fist Fighting,0
104,Ryli,Exalted Monk,Refugia,670,114,Fist Fighting,0
104,Suzy Whis,Exalted Monk,Gentebra,656,114,Fist Fighting,0
104,Symtomfri,Exalted Monk,Karmeya,225,114,Fist Fighting,0
104,Urso,Exalted Monk,Descubra,564,114,Fist Fighting,0
104,Ve Mo,Exalted Monk,Secura,416,114,Fist Fighting,0
104,Viklund Shadowfist,Exalted Monk,Antica,603,114,Fist Fighting,0
104,Virtue Haz,Exalted Monk,Calmera,286,114,Fist Fighting,0
104,Vorthay,Exalted Monk,Jadebra,562,114,Fist Fighting,0
104,Xynergy,Exalted Monk,Lobera,324,114,Fist Fighting,0
104,Zster,Exalted Monk,Thyria,769,114,Fist Fighting,0
135,Abarao,Exalted Monk,Premia,504,113,Fist Fighting,0
135,Acanan,Exalted Monk,Secura,333,113,Fist Fighting,0
135,Aged Pablo,Exalted Monk,Refugia,718,113,Fist Fighting,0
135,Apexx Elexis,Exalted Monk,Dia,883,113,Fist Fighting,0
135,Bizung Monkas,Exalted Monk,Issobra,1053,113,Fist Fighting,0
135,Borrafisto,Exalted Monk,Bona,651,113,Fist Fighting,0
135,Carlos the Shlek,Exalted Monk,Vunira,504,113,Fist Fighting,0
135,Cloudstride,Exalted Monk,Epoca,611,113,Fist Fighting,0
135,Drunken Ace,Exalted Monk,Astera,376,113,Fist Fighting,0
135,Ellon Monks,Exalted Monk,Ignitera,673,113,Fist Fighting,0
135,Fisterious,Exalted Monk,Xyla,786,113,Fist Fighting,0
135,Flayed,Exalted Monk,Vitera,458,113,Fist Fighting,0
135,Gato de Shotas,Exalted Monk,Gravitera,633,113,Fist Fighting,0
135,Gkon,Exalted Monk,Peloria,313,113,Fist Fighting,0
135,Hertos Monk,Exalted Monk,Karmeya,273,113,Fist Fighting,0
135,Hillamonk,Exalted Monk,Solidera,705,113,Fist Fighting,0
135,Insanity,Exalted Monk,Vunira,434,113,Fist Fighting,0
135,Itz Toni,Exalted Monk,Bona,132,113,Fist Fighting,0
135,Lethal Monk,Exalted Monk,Refugia,181,113,Fist Fighting,0
135,Monk Chaocid,Exalted Monk,Nefera,268,113,Fist Fighting,0
135,Morgk,Exalted Monk,Luminera,456,113,Fist Fighting,0
135,Mukong,Exalted Monk,Yovera,826,113,Fist Fighting,0
135,Ranon Monk,Exalted Monk,Collabra,672,113,Fist Fighting,0
135,Rhox Faithmender,Exalted Monk,Secura,411,113,Fist Fighting,0
135,Rompee,Exalted Monk,Peloria,688,113,Fist Fighting,0
135,Sacred Larasz,Exalted Monk,Vandera,453,113,Fist Fighting,0
135,Saga iluminado,Exalted Monk,Vandera,744,113,Fist Fighting,0
135,Skelerino Vampirino,Exalted Monk,Bona,386,113,Fist Fighting,0
135,The First Monk,Exalted Monk,Antica,358,113,Fist Fighting,0
135,Thunder Embrace,Exalted Monk,Yovera,601,113,Fist Fighting,0
135,Zubaji,Exalted Monk,Premia,201,113,Fist Fighting,0
166,Aaaaaaaaah,Exalted Monk,Wildera,651,112,Fist Fighting,0
166,Aura Jo,Exalted Monk,Monza,583,112,Fist Fighting,0
166,Bambooty,Exalted Monk,Antica,514,112,Fist Fighting,0
166,Biehls,Exalted Monk,Ombra,515,112,Fist Fighting,0
166,Carbon Monk,Exalted Monk,Oceanis,438,112,Fist Fighting,0
166,Daldel Tyreth,Exalted Monk,Gladera,133,112,Fist Fighting,0
166,Dantalix,Exalted Monk,Vunira,778,112,Fist Fighting,0
166,Don Zimmek,Exalted Monk,Bona,601,112,Fist Fighting,0
166,Ejlejtyja,Exalted Monk,Thyria,236,112,Fist Fighting,0
166,Epnozzor,Exalted Monk,Retalia,117,112,Fist Fighting,0
166,Erei,Exalted Monk,Dia,593,112,Fist Fighting,0
166,Fo Ky,Exalted Monk,Venebra,540,112,Fist Fighting,0
166,Ghazzytv Monk,Exalted Monk,Refugia,73,112,Fist Fighting,0
166,Gigachad Sigma Monk,Exalted Monk,Antica,528,112,Fist Fighting,0
166,Grav Buddha,Exalted Monk,Solidera,236,112,Fist Fighting,0
166,Hiro Kai,Exalted Monk,Astera,540,112,Fist Fighting,0
166,Impvkt Monkstyle,Exalted Monk,Tornabra,646,112,Fist Fighting,0
166,Inner Path,Exalted Monk,Refugia,314,112,Fist Fighting,0
166,Invalid Monk,Exalted Monk,Pacera,476,112,Fist Fighting,0
166,Jim Corleone,Exalted Monk,Nevia,767,112,Fist Fighting,0
166,Kaelen Veyra,Exalted Monk,Refugia,530,112,Fist Fighting,0
166,Klepczi Monk,Exalted Monk,Dia,656,112,Fist Fighting,0
166,Knoms,Exalted Monk,Calmera,201,112,Fist Fighting,0
166,Kusnier Monk,Exalted Monk,Nevia,709,112,Fist Fighting,0
166,Leon Kang,Exalted Monk,Ourobra,530,112,Fist Fighting,0
166,Lion Monk,Exalted Monk,Yovera,420,112,Fist Fighting,0
166,Lord Knight Polo,Elite Knight,Yonabra,227,112,Fist Fighting,0
166,Lothala,Exalted Monk,Karmeya,664,112,Fist Fighting,0
166,Manabi Stormstout,Exalted Monk,Stralis,379,112,Fist Fighting,0
166,Mon Qreli,Exalted Monk,Tornabra,537,112,Fist Fighting,0
166,Monczoto,Exalted Monk,Peloria,221,112,Fist Fighting,0
166,Monk Leads,Exalted Monk,Celesta,672,112,Fist Fighting,0
166,Monkosevic,Exalted Monk,Malivora,666,112,Fist Fighting,0
166,Novafist,Exalted Monk,Nefera,668,112,Fist Fighting,0
166,Ozi Kolanko,Exalted Monk,Secura,523,112,Fist Fighting,0
166,Psico Paglis,Exalted Monk,Jadebra,701,112,Fist Fighting,0
166,Psywoslsa,Monk,Gravitera,613,112,Fist Fighting,0
166,Punchio,Exalted Monk,Esmera,705,112,Fist Fighting,0
166,Rogal Mnich,Exalted Monk,Dia,645,112,Fist Fighting,0
166,Sir Monkous,Exalted Monk,Gladera,175,112,Fist Fighting,0
166,Stumpie,Exalted Monk,Celesta,330,112,Fist Fighting,0
166,Tenacious Turtle,Exalted Monk,Nefera,212,112,Fist Fighting,0
166,Valiant Fist,Exalted Monk,Belobra,447,112,Fist Fighting,0
166,Vapapunch,Exalted Monk,Vunira,477,112,Fist Fighting,0
166,Vectrazs,Exalted Monk,Belobra,707,112,Fist Fighting,0
166,Zamhu,Exalted Monk,Solidera,639,112,Fist Fighting,0
212,Aangtonio Shaolin,Exalted Monk,Menera,584,111,Fist Fighting,0
212,Abs Monkzada,Exalted Monk,Honbra,720,111,Fist Fighting,0
212,Agt Blackheart,Exalted Monk,Belobra,418,111,Fist Fighting,0
212,Ahsokah,Exalted Monk,Honbra,451,111,Fist Fighting,0
212,Akanon,Exalted Monk,Nevia,387,111,Fist Fighting,0
212,Almighty Punch,Exalted Monk,Havera,825,111,Fist Fighting,0
212,Amithabaa,Exalted Monk,Astera,736,111,Fist Fighting,0
212,Antarya the Serene,Exalted Monk,Secura,597,111,Fist Fighting,0
212,Assadyon,Exalted Monk,Kalibra,520,111,Fist Fighting,0
212,Bezwstydnyy,Exalted Monk,Dia,433,111,Fist Fighting,0
212,Brauerz,Exalted Monk,Premia,602,111,Fist Fighting,0
212,Bruno'Legend,Exalted Monk,Havera,28,111,Fist Fighting,0
212,Bullet Puncher,Exalted Monk,Jadebra,620,111,Fist Fighting,0
212,Bury Kosac,Exalted Monk,Dia,534,111,Fist Fighting,0
212,Chciwa Piemsc,Exalted Monk,Karmeya,452,111,Fist Fighting,0
212,Death creepa,Exalted Monk,Firmera,588,111,Fist Fighting,0
212,Di Electi,Exalted Monk,Ustebra,443,111,Fist Fighting,0
212,Dutchmonk,Exalted Monk,Nevia,316,111,Fist Fighting,0
212,El vi cho,Exalted Monk,Astera,545,111,Fist Fighting,0
212,Eldra Kaemii,Exalted Monk,Antica,285,111,Fist Fighting,0
212,Fake Enryu,Exalted Monk,Antica,786,111,Fist Fighting,0
212,Fistofthefury,Exalted Monk,Antica,371,111,Fist Fighting,0
212,Gavul,Exalted Monk,Yovera,504,111,Fist Fighting,0
212,Gontas,Exalted Monk,Secura,486,111,Fist Fighting,0
212,Grageru,Exalted Monk,Jadebra,308,111,Fist Fighting,0
212,Grand Elite Orlando,Exalted Monk,Rasteibra,612,111,Fist Fighting,0
212,Guedao Noe,Exalted Monk,Collabra,818,111,Fist Fighting,0
212,Guillermonk,Exalted Monk,Descubra,544,111,Fist Fighting,0
212,Hajime no Ebo,Exalted Monk,Calmera,348,111,Fist Fighting,0
212,Handicraft,Exalted Monk,Celesta,291,111,Fist Fighting,0
212,Holyfingers,Exalted Monk,Collabra,441,111,Fist Fighting,0
212,Izekk,Exalted Monk,Tornabra,382,111,Fist Fighting,0
212,Jamonk Trapz,Exalted Monk,Runera,626,111,Fist Fighting,0
212,Just Wood,Exalted Monk,Vitera,570,111,Fist Fighting,0
212,Karmonk,Exalted Monk,Collabra,364,111,Fist Fighting,0
212,Kharn Sargara,Exalted Monk,Wintera,537,111,Fist Fighting,0
212,King Magnos,Exalted Monk,Ourobra,625,111,Fist Fighting,0
212,Krimiinal,Exalted Monk,Solidera,594,111,Fist Fighting,0
212,Larret,Exalted Monk,Harmonia,688,111,Fist Fighting,0
212,Legendary Ethereum,Exalted Monk,Descubra,773,111,Fist Fighting,0
212,Lonwolf Monk,Exalted Monk,Lobera,125,111,Fist Fighting,0
212,Mackdee,Exalted Monk,Lobera,589,111,Fist Fighting,0
212,Mandatory Namechannggeed,Exalted Monk,Gravitera,714,111,Fist Fighting,0
212,Mardicor Uzan,Exalted Monk,Venebra,398,111,Fist Fighting,0
212,Mcrib,Exalted Monk,Lobera,260,111,Fist Fighting,0
212,Monjich,Exalted Monk,Talera,354,111,Fist Fighting,0
212,Monk Rrasx,Exalted Monk,Pacera,395,111,Fist Fighting,0
212,Monke Plastyka,Exalted Monk,Bona,579,111,Fist Fighting,0
212,Monkorno,Exalted Monk,Obscubra,553,111,Fist Fighting,0
212,Mounky,Exalted Monk,Belobra,734,111,Fist Fighting,0
212,Nep Nep Monq,Exalted Monk,Dia,671,111,Fist Fighting,0
212,Nitroxx Zenshi,Exalted Monk,Pacera,728,111,Fist Fighting,0
212,Phingur,Exalted Monk,Calmera,431,111,Fist Fighting,0
212,Punch Cake,Exalted Monk,Xyla,630,111,Fist Fighting,0
212,Puncher of Kings,Exalted Monk,Victoris,252,111,Fist Fighting,0
212,Quendi Galadriela,Monk,Dia,15,111,Fist Fighting,0
212,Ricardo Godlike,Exalted Monk,Ferobra,603,111,Fist Fighting,0
212,Robbbes,Exalted Monk,Thyria,530,111,Fist Fighting,0
212,Ronin Wild Fist,Exalted Monk,Celesta,564,111,Fist Fighting,0
212,Sagekai,Exalted Monk,Yonabra,518,111,Fist Fighting,0
212,Sha Ke,Exalted Monk,Ourobra,594,111,Fist Fighting,0
212,Shaolin Mniszek,Exalted Monk,Karmeya,194,111,Fist Fighting,0
212,Shaolinzinha,Exalted Monk,Serdebra,736,111,Fist Fighting,0
212,Slaktaren Hans,Exalted Monk,Quintera,524,111,Fist Fighting,0
212,Spllaash,Exalted Monk,Venebra,230,111,Fist Fighting,0
212,Supremazy,Exalted Monk,Celesta,688,111,Fist Fighting,0
212,Tibetan Buddhist Monk,Exalted Monk,Celebra,223,111,Fist Fighting,0
212,Toramaru Apparition,Exalted Monk,Yonabra,514,111,Fist Fighting,0
212,Trocs,Exalted Monk,Yubra,514,111,Fist Fighting,0
212,Ultras Ewoja,Exalted Monk,Refugia,618,111,Fist Fighting,0
212,Vopz Monster,Exalted Monk,Inabra,830,111,Fist Fighting,0
212,Wangshu,Exalted Monk,Descubra,638,111,Fist Fighting,0
212,Wojtek Taktyczny,Exalted Monk,Celesta,632,111,Fist Fighting,0
212,Wolverine Berserker,Exalted Monk,Talera,399,111,Fist Fighting,0
212,Zadoky,Exalted Monk,Descubra,212,111,Fist Fighting,0
287,Adumor,Exalted Monk,Harmonia,402,110,Fist Fighting,0
287,Arg Ginger,Exalted Monk,Nevia,659,110,Fist Fighting,0
287,Auromonk,Exalted Monk,Vunira,608,110,Fist Fighting,0
287,Blazed Monk,Exalted Monk,Quidera,236,110,Fist Fighting,0
287,Bombeiro Pugilista,Exalted Monk,Rasteibra,769,110,Fist Fighting,0
287,Brawox,Exalted Monk,Serdebra,666,110,Fist Fighting,0
287,Bumbun,Exalted Monk,Yovera,528,110,Fist Fighting,0
287,Cabeca Games,Exalted Monk,Venebra,293,110,Fist Fighting,0
287,Captain Furius,Exalted Monk,Nefera,570,110,Fist Fighting,0
287,Chained Virtue,Exalted Monk,Xyla,347,110,Fist Fighting,0
287,Covuuc,Exalted Monk,Tornabra,658,110,Fist Fighting,0
287,Crocante Socolento,Exalted Monk,Jadebra,678,110,Fist Fighting,0
287,Daarexin,Exalted Monk,Monza,510,110,Fist Fighting,0
287,Dameron Ther,Exalted Monk,Nevia,541,110,Fist Fighting,0
287,Dash Wave,Exalted Monk,Refugia,583,110,Fist Fighting,0
287,Datchimonk,Exalted Monk,Thyria,363,110,Fist Fighting,0
287,Dcaari,Exalted Monk,Collabra,781,110,Fist Fighting,0
287,Dedski,Exalted Monk,Refugia,533,110,Fist Fighting,0
287,Demszi,Exalted Monk,Peloria,667,110,Fist Fighting,0
287,Dethanatos,Exalted Monk,Nevia,585,110,Fist Fighting,0
287,Doom Monk,Exalted Monk,Honbra,484,110,Fist Fighting,0
287,Fiinchy,Exalted Monk,Vunira,558,110,Fist Fighting,0
287,Fist of Monk,Exalted Monk,Collabra,362,110,Fist Fighting,0
287,Gahedore,Exalted Monk,Monza,464,110,Fist Fighting,0
287,Goldel Biceps,Exalted Monk,Quidera,588,110,Fist Fighting,0
287,Gurizinho Kamikaze,Exalted Monk,Luzibra,495,110,Fist Fighting,0
287,Herr Monkx,Exalted Monk,Vunira,335,110,Fist Fighting,0
287,Hiro Zero,Exalted Monk,Talera,563,110,Fist Fighting,0
287,Holy Bull,Exalted Monk,Secura,714,110,Fist Fighting,0
287,Hyetta Frenzied Flame,Exalted Monk,Gladera,430,110,Fist Fighting,0
287,Inigo,Exalted Monk,Menera,395,110,Fist Fighting,0
287,Itz Ders,Exalted Monk,Nefera,720,110,Fist Fighting,0
287,Jamrri,Exalted Monk,Xyla,497,110,Fist Fighting,0
287,Jishu,Exalted Monk,Karmeya,425,110,Fist Fighting,0
287,Kapturnikk,Exalted Monk,Monza,591,110,Fist Fighting,0
287,Keche,Exalted Monk,Collabra,458,110,Fist Fighting,0
287,Kriegsherr Epnozz,Exalted Monk,Luminera,323,110,Fist Fighting,0
287,Kruger Sama,Exalted Monk,Quidera,499,110,Fist Fighting,0
287,Kungfu Jedi,Exalted Monk,Astera,308,110,Fist Fighting,0
287,Lipera Legend,Elite Knight,Refugia,512,110,Fist Fighting,0
287,Lunar Ratt,Exalted Monk,Gladera,54,110,Fist Fighting,0
287,Maik Tyzon,Exalted Monk,Yovera,450,110,Fist Fighting,0
287,Mclovin Inc,Exalted Monk,Yubra,313,110,Fist Fighting,0
287,Mestre dos Punhos,Exalted Monk,Serdebra,482,110,Fist Fighting,0
287,Mon Kee Biznes,Exalted Monk,Xyla,393,110,Fist Fighting,0
287,Monk Demolisher,Monk,Celebra,50,110,Fist Fighting,0
287,Monk El Crime,Exalted Monk,Quelibra,355,110,Fist Fighting,0
287,Monkiemon,Exalted Monk,Yara,580,110,Fist Fighting,0
287,Monkomell,Exalted Monk,Gentebra,385,110,Fist Fighting,0
287,Monkzinm,Exalted Monk,Tornabra,678,110,Fist Fighting,0
287,Mu Lee,Exalted Monk,Runera,691,110,Fist Fighting,0
287,Nattmara,Exalted Monk,Bona,169,110,Fist Fighting,0
287,Neu Sky Monk,Exalted Monk,Nefera,495,110,Fist Fighting,0
287,Ninja Monk,Exalted Monk,Epoca,680,110,Fist Fighting,0
287,Nobrezee,Exalted Monk,Honbra,451,110,Fist Fighting,0
287,Nograr,Exalted Monk,Harmonia,396,110,Fist Fighting,0
287,Obichill Kenobi,Exalted Monk,Vitera,609,110,Fist Fighting,0
287,Onefingerpunch,Exalted Monk,Xyla,225,110,Fist Fighting,0
287,Pestuncio,Exalted Monk,Antica,225,110,Fist Fighting,0
287,Piasteczka,Exalted Monk,Thyria,727,110,Fist Fighting,0
287,Pirituba Monk,Exalted Monk,Ustebra,177,110,Fist Fighting,0
287,Quinny,Exalted Monk,Karmeya,473,110,Fist Fighting,0
287,Raknar Monk,Exalted Monk,Gladibra,604,110,Fist Fighting,0
287,Rynce jak rury,Exalted Monk,Yara,816,110,Fist Fighting,0
287,Saint Halvz,Exalted Monk,Monza,380,110,Fist Fighting,0
287,Sawdawn,Exalted Monk,Havera,144,110,Fist Fighting,0
287,Shabir Monk,Exalted Monk,Quidera,765,110,Fist Fighting,0
287,Shen Yao,Exalted Monk,Gravitera,559,110,Fist Fighting,0
287,Shizuyu,Exalted Monk,Refugia,612,110,Fist Fighting,0
287,Shyx Sho,Elite Knight,Talera,720,110,Fist Fighting,0
287,Sillouette,Knight,Astera,109,110,Fist Fighting,0
287,Sion Calmo,Exalted Monk,Yonabra,557,110,Fist Fighting,0
287,Skyhunter,Exalted Monk,Yovera,240,110,Fist Fighting,0
287,Soijirou,Exalted Monk,Belobra,647,110,Fist Fighting,0
287,The Ottoman Slap,Exalted Monk,Thyria,279,110,Fist Fighting,0
287,Tibursio ruler,Exalted Monk,Quidera,712,110,Fist Fighting,0
287,Tomek Monkuje,Exalted Monk,Xyla,834,110,Fist Fighting,0
287,Tworzymir,Exalted Monk,Dia,445,110,Fist Fighting,0
287,Viskk,Exalted Monk,Ustebra,382,110,Fist Fighting,0
287,Weezan,Exalted Monk,Quidera,227,110,Fist Fighting,0
287,Wielmozny Cyceron,Exalted Monk,Secura,636,110,Fist Fighting,0
287,Xeniah Tiniel,Exalted Monk,Wintera,309,110,Fist Fighting,0
287,Yatiris,Exalted Monk,Nefera,760,110,Fist Fighting,0
287,Yundyaser,Exalted Monk,Dia,501,110,Fist Fighting,0
287,Yuukicia,Exalted Monk,Secura,685,110,Fist Fighting,0
287,Zapidesh,Exalted Monk,Yovera,235,110,Fist Fighting,0
287,Zerofist,Exalted Monk,Calmera,461,110,Fist Fighting,0
287,Zielony Kleszcz,Exalted Monk,Bona,333,110,Fist Fighting,0
375,Akkarinson,Exalted Monk,Celesta,630,109,Fist Fighting,0
375,Akuji Heartles,Exalted Monk,Kalibra,467,109,Fist Fighting,0
375,Altaiyr,Exalted Monk,Ulera,91,109,Fist Fighting,0
375,Astro Punch,Exalted Monk,Astera,207,109,Fist Fighting,0
375,Asuura,Exalted Monk,Etebra,51,109,Fist Fighting,0
375,Bambik Monk,Exalted Monk,Wadira,297,109,Fist Fighting,0
375,Big Grotoz,Exalted Monk,Antica,728,109,Fist Fighting,0
