Rank,Name,Vocation,World,Level,Skill Level,category,vocation_id
48,Sky Jet,Elite Knight,Lobera,1537,137,Axe Fighting,2
48,Tavarao Berserker,Elite Knight,Belobra,1027,137,Axe Fighting,2
48,Titmoris,Elite Knight,Secura,1111,137,Axe Fighting,2
62,Beargunzio,Elite Knight,Zunera,1319,136,Axe Fighting,2
62,Benji maxs,Elite Knight,Solidera,892,136,Axe Fighting,2
62,Bhelklakolova,Elite Knight,Yonabra,1653,136,Axe Fighting,2
62,Bo Ironside,Elite Knight,Pacera,1294,136,Axe Fighting,2
62,Bomba Chapeleiro,Elite Knight,Honbra,2299,136,Axe Fighting,2
62,Elipe Street,Elite Knight,Celebra,1264,136,Axe Fighting,2
62,Frozen Axe,Elite Knight,Serdebra,1265,136,Axe Fighting,2
62,Hatie,Elite Knight,Monza,1776,136,Axe Fighting,2
62,Ivanzerah Namaxima,Elite Knight,Ustebra,1740,136,Axe Fighting,2
62,Kapitan Kusy,Elite Knight,Celesta,1366,136,Axe Fighting,2
62,Killtec,Elite Knight,Antica,450,136,Axe Fighting,2
62,Kiss my Axee,Elite Knight,Havera,892,136,Axe Fighting,2
62,Knight Lordz,Elite Knight,Refugia,1088,136,Axe Fighting,2
62,Knight'Kamos,Elite Knight,Peloria,1011,136,Axe Fighting,2
62,Malenzera Insane,Elite Knight,Rasteibra,1448,136,Axe Fighting,2
62,Nenezim,Elite Knight,Wadira,1097,136,Axe Fighting,2
62,Rdezobruxo,Elite Knight,Ferobra,825,136,Axe Fighting,2
62,Skunerx,Elite Knight,Belobra,1933,136,Axe Fighting,2
62,Socrates son Platon,Elite Knight,Celebra,990,136,Axe Fighting,2
62,Tonim Tank,Elite Knight,Jadebra,1742,136,Axe Fighting,2
62,Trolloc,Elite Knight,Astera,913,136,Axe Fighting,2
62,Wrath Saga,Elite Knight,Gladera,2072,136,Axe Fighting,2
62,Zafis Cain,Elite Knight,Celesta,1654,136,Axe Fighting,2
85,Bahzel,Elite Knight,Menera,880,135,Axe Fighting,2
85,Brollhy,Elite Knight,Kalibra,667,135,Axe Fighting,2
85,Char ly Rough,Elite Knight,Ferobra,959,135,Axe Fighting,2
85,General Lubektron,Elite Knight,Issobra,1620,135,Axe Fighting,2
85,Hensh,Elite Knight,Gentebra,1884,135,Axe Fighting,2
85,Jak Glorion,Elite Knight,Astera,726,135,Axe Fighting,2
85,Kdsshap,Elite Knight,Yonabra,1699,135,Axe Fighting,2
85,Khamar,Elite Knight,Harmonia,938,135,Axe Fighting,2
85,Knight of Rafael,Elite Knight,Quelibra,1658,135,Axe Fighting,2
85,Krueger,Elite Knight,Kalibra,1446,135,Axe Fighting,2
85,Lady Aska,Elite Knight,Monza,558,135,Axe Fighting,2
85,Lancellotz,Elite Knight,Descubra,1705,135,Axe Fighting,2
85,Lynk Eyes,Elite Knight,Gentebra,729,135,Axe Fighting,2
85,Montana Madman,Elite Knight,Astera,369,135,Axe Fighting,2
85,Munhoz Holdfast,Elite Knight,Ferobra,1920,135,Axe Fighting,2
85,Neri Ek,Elite Knight,Quelibra,1270,135,Axe Fighting,2
85,Ninja Knoub,Elite Knight,Descubra,1891,135,Axe Fighting,2
85,Nutowy,Knight,Celesta,1114,135,Axe Fighting,2
85,Pablex,Knight,Quintera,982,135,Axe Fighting,2
85,Saihtnirock,Elite Knight,Gentebra,797,135,Axe Fighting,2
85,Shiny Drash,Elite Knight,Menera,1720,135,Axe Fighting,2
85,Tejow Corporation,Elite Knight,Issobra,2553,135,Axe Fighting,2
85,Tonim Berserker,Elite Knight,Jadebra,388,135,Axe Fighting,2
85,Torimex,Elite Knight,Harmonia,1332,135,Axe Fighting,2
85,Trancos Silver,Elite Knight,Luminera,1236,135,Axe Fighting,2
85,Vengelz,Elite Knight,Descubra,2310,135,Axe Fighting,2
85,Vomlet,Knight,Harmonia,11,135,Axe Fighting,2
85,Vomolu,Elite Knight,Celebra,2077,135,Axe Fighting,2
85,Waf'Stuart,Elite Knight,Inabra,1020,135,Axe Fighting,2
85,Wingtoto,Knight,Oceanis,710,135,Axe Fighting,2
85,Zewe,Elite Knight,Celesta,1061,135,Axe Fighting,2
85,Zynebre,Elite Knight,Celebra,1377,135,Axe Fighting,2
117,Acrosy,Elite Knight,Inabra,919,134,Axe Fighting,2
117,Bar Budo,Elite Knight,Ustebra,1251,134,Axe Fighting,2
117,Cbuum,Elite Knight,Secura,1004,134,Axe Fighting,2
117,Colombo,Elite Knight,Secura,1513,134,Axe Fighting,2
117,Digao Implacavel,Elite Knight,Kalibra,2344,134,Axe Fighting,2
117,Dzeej,Elite Knight,Monza,1186,134,Axe Fighting,2
117,Flokaa,Elite Knight,Calmera,1231,134,Axe Fighting,2
117,Fortt,Knight,Secura,1690,134,Axe Fighting,2
117,Guigin Cansado,Elite Knight,Venebra,1724,134,Axe Fighting,2
117,Jack Sensacional,Elite Knight,Belobra,1597,134,Axe Fighting,2
117,Lordhiei Datribo,Elite Knight,Gentebra,1591,134,Axe Fighting,2
117,Matheus Xutacoitado,Elite Knight,Lutabra,1440,134,Axe Fighting,2
117,Mell,Elite Knight,Astera,1333,134,Axe Fighting,2
117,Mikey olo,Elite Knight,Lobera,1611,134,Axe Fighting,2
117,Necro Dragonheart,Elite Knight,Quintera,1590,134,Axe Fighting,2
117,Rei Tarik,Elite Knight,Obscubra,2025,134,Axe Fighting,2
117,Reich Pucontar,Elite Knight,Monza,1387,134,Axe Fighting,2
117,Rhyeken,Elite Knight,Belobra,981,134,Axe Fighting,2
117,Sephan,Elite Knight,Celebra,2451,134,Axe Fighting,2
117,Sky Megazzord,Elite Knight,Kalibra,1644,134,Axe Fighting,2
117,Sofie Samanta,Elite Knight,Thyria,671,134,Axe Fighting,2
117,Sombat Banchamek,Elite Knight,Yonabra,1288,134,Axe Fighting,2
117,Stefan Smakolysz,Elite Knight,Bona,2050,134,Axe Fighting,2
117,Tejowzs,Elite Knight,Issobra,1227,134,Axe Fighting,2
117,The Macho,Elite Knight,Nefera,1676,134,Axe Fighting,2
117,Top Vicris,Elite Knight,Luminera,973,134,Axe Fighting,2
117,Ultimo Mendigo,Elite Knight,Pacera,1345,134,Axe Fighting,2
117,Zalina Myth,Elite Knight,Vunira,1193,134,Axe Fighting,2
145,Alphahorcrux,Elite Knight,Havera,1640,133,Axe Fighting,2
145,Axe Gamer,Elite Knight,Bona,696,133,Axe Fighting,2
145,Baartox,Elite Knight,Bona,1388,133,Axe Fighting,2
145,Biscountis,Elite Knight,Luminera,1018,133,Axe Fighting,2
145,Bodzio spoko,Elite Knight,Monza,899,133,Axe Fighting,2
145,Bruno Wudriah,Elite Knight,Yonabra,1198,133,Axe Fighting,2
145,Cadete,Elite Knight,Quelibra,734,133,Axe Fighting,2
145,Chackuoo,Elite Knight,Vunira,957,133,Axe Fighting,2
145,Chevetti,Elite Knight,Gentebra,348,133,Axe Fighting,2
145,Covita,Elite Knight,Astera,966,133,Axe Fighting,2
145,Doougz,Elite Knight,Yonabra,1670,133,Axe Fighting,2
145,Dzejsonn Born,Elite Knight,Monza,1284,133,Axe Fighting,2
145,El Psy,Elite Knight,Talera,423,133,Axe Fighting,2
145,El Robaq,Elite Knight,Bona,863,133,Axe Fighting,2
145,Everton Cavalheiro,Elite Knight,Serdebra,934,133,Axe Fighting,2
145,Faus to,Elite Knight,Quelibra,1499,133,Axe Fighting,2
145,Fiumaro Patrao,Elite Knight,Obscubra,1794,133,Axe Fighting,2
145,Fresh Luka,Elite Knight,Antica,871,133,Axe Fighting,2
145,Gaxizzy,Elite Knight,Monza,1198,133,Axe Fighting,2
145,Ghastth,Elite Knight,Celebra,1207,133,Axe Fighting,2
145,Ghentor Berserker,Elite Knight,Celesta,1402,133,Axe Fighting,2
145,Jak Ci Blokne,Elite Knight,Peloria,658,133,Axe Fighting,2
145,Joek,Elite Knight,Thyria,1591,133,Axe Fighting,2
145,Ke ka,Elite Knight,Rasteibra,325,133,Axe Fighting,2
145,Kie Is Back,Elite Knight,Nevia,1542,133,Axe Fighting,2
145,King Infinytum,Elite Knight,Yonabra,2202,133,Axe Fighting,2
145,Knighttt Poderoso,Elite Knight,Rasteibra,2172,133,Axe Fighting,2
145,Koe Psciko,Elite Knight,Collabra,1627,133,Axe Fighting,2
145,Koolhaus,Elite Knight,Monza,891,133,Axe Fighting,2
145,Lacors,Elite Knight,Yonabra,1691,133,Axe Fighting,2
145,Lord Fearip,Elite Knight,Gladera,972,133,Axe Fighting,2
145,Lovexd,Elite Knight,Solidera,1387,133,Axe Fighting,2
145,Maulhik,Elite Knight,Belobra,1199,133,Axe Fighting,2
145,Mighty Rune,Elite Knight,Celesta,1952,133,Axe Fighting,2
145,Mikajo,Elite Knight,Monza,1705,133,Axe Fighting,2
145,Nemes,Elite Knight,Antica,384,133,Axe Fighting,2
145,Peasize Whipped,Elite Knight,Firmera,564,133,Axe Fighting,2
145,Ramzzess Inverse,Elite Knight,Gladera,1050,133,Axe Fighting,2
145,Riq,Elite Knight,Tornabra,701,133,Axe Fighting,2
145,Rusty Neutrin,Elite Knight,Descubra,1650,133,Axe Fighting,2
145,Sir Dan,Elite Knight,Calmera,1135,133,Axe Fighting,2
145,Subscuro,Elite Knight,Ferobra,940,133,Axe Fighting,2
145,Suel Araujo,Elite Knight,Luminera,583,133,Axe Fighting,2
145,Teepinho,Elite Knight,Refugia,574,133,Axe Fighting,2
145,Tenoriio Ell Patron,Elite Knight,Wintera,1081,133,Axe Fighting,2
145,Tilo Knauzer,Elite Knight,Lobera,1095,133,Axe Fighting,2
145,Ultimate Faraoh,Elite Knight,Issobra,999,133,Axe Fighting,2
145,Whainek,Elite Knight,Bona,655,133,Axe Fighting,2
145,Zmek,Elite Knight,Antica,1939,133,Axe Fighting,2
145,Zughy,Elite Knight,Issobra,1461,133,Axe Fighting,2
195,Adversity,Elite Knight,Lobera,1300,132,Axe Fighting,2
195,Alaullygro Zemith,Elite Knight,Gentebra,1295,132,Axe Fighting,2
195,Apolo Beoni,Elite Knight,Belobra,338,132,Axe Fighting,2
195,Atebox,Elite Knight,Esmera,745,132,Axe Fighting,2
195,Atomiic Oliver,Elite Knight,Harmonia,873,132,Axe Fighting,2
195,Aurora Lily,Elite Knight,Wintera,1177,132,Axe Fighting,2
195,Axelorn,Elite Knight,Secura,1127,132,Axe Fighting,2
195,Bamandua,Elite Knight,Issobra,1790,132,Axe Fighting,2
195,Bizzeek,Elite Knight,Bona,1050,132,Axe Fighting,2
195,Brunz,Elite Knight,Kalibra,1554,132,Axe Fighting,2
195,Creaxie,Elite Knight,Refugia,1041,132,Axe Fighting,2
195,Defeender Ek,Elite Knight,Thyria,810,132,Axe Fighting,2
195,Demon of Shadon,Elite Knight,Secura,1504,132,Axe Fighting,2
195,Don Pietro Bona,Elite Knight,Bona,1086,132,Axe Fighting,2
195,Du Bolander,Elite Knight,Quelibra,1182,132,Axe Fighting,2
195,Elite Ktengo,Elite Knight,Ferobra,1079,132,Axe Fighting,2
195,Eloh,Elite Knight,Secura,470,132,Axe Fighting,2
195,Fabius Maximus,Elite Knight,Lobera,886,132,Axe Fighting,2
195,Femuz Darksoul,Elite Knight,Astera,478,132,Axe Fighting,2
195,Flyi on,Elite Knight,Gentebra,1445,132,Axe Fighting,2
195,Furious Pobre,Elite Knight,Oceanis,1130,132,Axe Fighting,2
195,Goku Deboxado Laplata,Elite Knight,Inabra,1087,132,Axe Fighting,2
195,Guardian Rick,Elite Knight,Antica,795,132,Axe Fighting,2
195,Halzor Megalomaniaco,Elite Knight,Belobra,2084,132,Axe Fighting,2
195,Hell'Draco,Elite Knight,Celesta,1194,132,Axe Fighting,2
195,Herr Diddan,Elite Knight,Celesta,1126,132,Axe Fighting,2
195,Igor,Elite Knight,Venebra,1170,132,Axe Fighting,2
195,Infernity Des Gunman,Elite Knight,Peloria,867,132,Axe Fighting,2
195,Iqy,Elite Knight,Astera,363,132,Axe Fighting,2
195,Keirissa,Elite Knight,Secura,1210,132,Axe Fighting,2
195,Khaira,Elite Knight,Gladera,692,132,Axe Fighting,2
195,King Lost,Elite Knight,Harmonia,930,132,Axe Fighting,2
195,Knight Sunblade,Elite Knight,Pacera,504,132,Axe Fighting,2
195,Lord-Jex,Elite Knight,Quelibra,915,132,Axe Fighting,2
195,Lubelovsky,Elite Knight,Dia,1688,132,Axe Fighting,2
195,Luuthz,Elite Knight,Belobra,1314,132,Axe Fighting,2
195,Macyken,Elite Knight,Premia,1275,132,Axe Fighting,2
195,Magiczny Thor,Elite Knight,Luminera,833,132,Axe Fighting,2
195,Mazzlow,Elite Knight,Secura,908,132,Axe Fighting,2
195,Mikusqu,Elite Knight,Secura,652,132,Axe Fighting,2
195,Miss Petetoo,Elite Knight,Nevia,1156,132,Axe Fighting,2
195,Nero the Emperor,Elite Knight,Venebra,1518,132,Axe Fighting,2
195,Nervoon,Elite Knight,Secura,1632,132,Axe Fighting,2
195,Ninja Rocky,Elite Knight,Antica,1218,132,Axe Fighting,2
195,Ohh Dioso,Elite Knight,Pacera,1462,132,Axe Fighting,2
195,Oliver the Pureblood,Elite Knight,Calmera,803,132,Axe Fighting,2
195,Pabicatore,Elite Knight,Solidera,1092,132,Axe Fighting,2
195,Pan Demonek,Elite Knight,Refugia,1446,132,Axe Fighting,2
195,Pan Zakwas,Elite Knight,Secura,872,132,Axe Fighting,2
195,Pelny Brzuszek,Elite Knight,Nevia,1265,132,Axe Fighting,2
195,Ragnar Ekbomba,Elite Knight,Quelibra,1822,132,Axe Fighting,2
195,Rahzukita Bombita,Elite Knight,Menera,1413,132,Axe Fighting,2
195,Rapaho,Elite Knight,Nefera,957,132,Axe Fighting,2
195,Serjao Pitbull Purosangue,Elite Knight,Lutabra,1269,132,Axe Fighting,2
195,Shinai,Elite Knight,Refugia,840,132,Axe Fighting,2
195,Sir Articus,Elite Knight,Astera,826,132,Axe Fighting,2
195,Soiji,Elite Knight,Inabra,2029,132,Axe Fighting,2
195,Spirit of Skullll,Elite Knight,Secura,1108,132,Axe Fighting,2
195,Sueg,Elite Knight,Celebra,924,132,Axe Fighting,2
195,Super Brabo,Elite Knight,Ombra,2024,132,Axe Fighting,2
195,Thara Dore,Elite Knight,Refugia,1089,132,Axe Fighting,2
195,Thuluu,Elite Knight,Refugia,863,132,Axe Fighting,2
195,Tialys,Elite Knight,Monza,182,132,Axe Fighting,2
195,Tiyoko,Elite Knight,Pacera,1115,132,Axe Fighting,2
195,Tomek Bloczy,Elite Knight,Xyla,1636,132,Axe Fighting,2
195,True Woo Dy,Elite Knight,Inabra,1314,132,Axe Fighting,2
195,Tuga bira bijuns,Elite Knight,Bona,842,132,Axe Fighting,2
195,Turon Aleblayme,Elite Knight,Yonabra,1418,132,Axe Fighting,2
195,Tyran,Elite Knight,Firmera,467,132,Axe Fighting,2
195,Unneferth,Elite Knight,Luminera,1005,132,Axe Fighting,2
195,Whatchange,Elite Knight,Ourobra,813,132,Axe Fighting,2
195,Yutaa,Elite Knight,Wintera,1133,132,Axe Fighting,2
195,Zaitori,Elite Knight,Vunira,1326,132,Axe Fighting,2
195,Zezinho Eurofeer,Elite Knight,Ourobra,2004,132,Axe Fighting,2
269,Aaraozor,Elite Knight,Ombra,1013,131,Axe Fighting,2
269,Acletus,Elite Knight,Secura,1145,131,Axe Fighting,2
269,Anhis Knight,Elite Knight,Secura,674,131,Axe Fighting,2
269,Askanix,Elite Knight,Harmonia,944,131,Axe Fighting,2
269,Axe,Elite Knight,Epoca,756,131,Axe Fighting,2
269,Axeking,Elite Knight,Secura,359,131,Axe Fighting,2
269,Axel Fooley,Elite Knight,Venebra,1313,131,Axe Fighting,2
269,Belakina,Elite Knight,Harmonia,98,131,Axe Fighting,2
269,Belatrix Rio,Elite Knight,Calmera,112,131,Axe Fighting,2
269,Biglar,Elite Knight,Inabra,1021,131,Axe Fighting,2
269,Blackei,Elite Knight,Gladera,426,131,Axe Fighting,2
269,Borysx,Elite Knight,Bona,858,131,Axe Fighting,2
269,Buzzlatinha,Elite Knight,Yovera,1361,131,Axe Fighting,2
269,Calegariek,Elite Knight,Venebra,1458,131,Axe Fighting,2
269,Chaponga Modotankk,Elite Knight,Venebra,1713,131,Axe Fighting,2
269,Crazy Of Roshamuul,Elite Knight,Obscubra,1757,131,Axe Fighting,2
269,Czaja,Elite Knight,Celesta,1316,131,Axe Fighting,2
269,Dameczka,Elite Knight,Vunira,44,131,Axe Fighting,2
269,Damka,Elite Knight,Refugia,43,131,Axe Fighting,2
269,Darkbookmagic,Knight,Wintera,1315,131,Axe Fighting,2
269,Darkmoon Skullcrusher,Elite Knight,Belobra,1283,131,Axe Fighting,2
269,Datus Yatara,Elite Knight,Havera,770,131,Axe Fighting,2
269,Don Forasteiro,Elite Knight,Celebra,1052,131,Axe Fighting,2
269,Dudu Supremo,Elite Knight,Tornabra,921,131,Axe Fighting,2
269,Dutch Skoru,Elite Knight,Bona,879,131,Axe Fighting,2
269,Dyex,Elite Knight,Venebra,1229,131,Axe Fighting,2
269,Ek Binho,Elite Knight,Havera,1136,131,Axe Fighting,2
269,Ekaiio,Elite Knight,Belobra,1662,131,Axe Fighting,2
269,Elduvari,Elite Knight,Astera,1079,131,Axe Fighting,2
269,Elrikto,Elite Knight,Premia,1481,131,Axe Fighting,2
269,Enay owski,Elite Knight,Monza,1090,131,Axe Fighting,2
269,Enforia,Elite Knight,Quidera,1333,131,Axe Fighting,2
269,Ewald,Elite Knight,Gentebra,1591,131,Axe Fighting,2
269,Ex ia,Elite Knight,Yonabra,1365,131,Axe Fighting,2
269,Fihesute,Elite Knight,Antica,783,131,Axe Fighting,2
269,Forrty,Knight,Kalibra,715,131,Axe Fighting,2
269,Fred Fred,Elite Knight,Gladera,742,131,Axe Fighting,2
269,Fuxi De Lux,Elite Knight,Premia,116,131,Axe Fighting,2
269,Garfield Cat,Elite Knight,Dia,1220,131,Axe Fighting,2
269,Gaxiza,Elite Knight,Zunera,99,131,Axe Fighting,2
269,Gorakthar,Elite Knight,Belobra,998,131,Axe Fighting,2
269,Gustye,Elite Knight,Menera,1308,131,Axe Fighting,2
269,Hakorek,Elite Knight,Monza,206,131,Axe Fighting,2
269,Hakuya Prodypt,Elite Knight,Belobra,662,131,Axe Fighting,2
269,Hwpato,Elite Knight,Talera,1689,131,Axe Fighting,2
269,Hyrox,Elite Knight,Calmera,884,131,Axe Fighting,2
269,Inhabitant of the Dark Tower,Elite Knight,Nefera,770,131,Axe Fighting,2
269,Itexo,Elite Knight,Secura,1205,131,Axe Fighting,2
269,Itz Litwin,Elite Knight,Secura,540,131,Axe Fighting,2
269,Itz Yevob,Elite Knight,Pacera,938,131,Axe Fighting,2
269,Juankz,Elite Knight,Lobera,1270,131,Axe Fighting,2
269,Khur Troian,Elite Knight,Calmera,468,131,Axe Fighting,2
269,Killer Baby,Elite Knight,Astera,1445,131,Axe Fighting,2
269,King Aries,Elite Knight,Gentebra,1053,131,Axe Fighting,2
269,King Berry,Elite Knight,Monza,373,131,Axe Fighting,2
269,King Squishh,Elite Knight,Luminera,672,131,Axe Fighting,2
269,Knight Szczurus,Elite Knight,Secura,826,131,Axe Fighting,2
269,Koschei,Elite Knight,Gentebra,1099,131,Axe Fighting,2
269,Koz Mut,Elite Knight,Quelibra,924,131,Axe Fighting,2
269,Kzero,Elite Knight,Nefera,215,131,Axe Fighting,2
269,Lady Angeling,Elite Knight,Gentebra,534,131,Axe Fighting,2
269,Lady Pulguinha,Elite Knight,Calmera,506,131,Axe Fighting,2
269,Laraaa,Elite Knight,Lobera,1216,131,Axe Fighting,2
269,Latin Prince,Elite Knight,Havera,100,131,Axe Fighting,2
269,Lechu,Elite Knight,Vunira,56,131,Axe Fighting,2
269,Leechiano,Elite Knight,Lobera,1591,131,Axe Fighting,2
269,Lego Gran,Elite Knight,Gentebra,1100,131,Axe Fighting,2
269,Lichtsz Rindodoboleto,Elite Knight,Inabra,1808,131,Axe Fighting,2
269,Macklaw,Elite Knight,Refugia,1347,131,Axe Fighting,2
269,Makayy,Elite Knight,Inabra,597,131,Axe Fighting,2
269,Malukiller,Elite Knight,Gentebra,2006,131,Axe Fighting,2
269,Mannova,Elite Knight,Refugia,646,131,Axe Fighting,2
269,Maxi El Da,Elite Knight,Premia,77,131,Axe Fighting,2
269,Mediotha,Elite Knight,Yonabra,1145,131,Axe Fighting,2
269,Mord the Divine Warrior,Elite Knight,Pacera,132,131,Axe Fighting,2
269,Natarius Scotfield,Elite Knight,Astera,613,131,Axe Fighting,2
269,Nicki Nightflower,Elite Knight,Epoca,1157,131,Axe Fighting,2
269,Niewidzialny Dla Kapusi,Elite Knight,Secura,466,131,Axe Fighting,2
269,Nyccu,Elite Knight,Monza,1108,131,Axe Fighting,2
269,Obajara,Elite Knight,Astera,40,131,Axe Fighting,2
269,Ommek,Elite Knight,Secura,1320,131,Axe Fighting,2
269,Ouwe,Elite Knight,Secura,20,131,Axe Fighting,2
269,Panzark,Elite Knight,Gladera,828,131,Axe Fighting,2
269,Pililico Tanker,Elite Knight,Ustebra,1428,131,Axe Fighting,2
269,Praethorian,Elite Knight,Harmonia,702,131,Axe Fighting,2
269,Prowl is Back,Elite Knight,Serdebra,878,131,Axe Fighting,2
269,Randomyko,Elite Knight,Gladera,603,131,Axe Fighting,2
269,Roy Belmonth,Elite Knight,Calmera,1037,131,Axe Fighting,2
269,Sam Darksoul,Elite Knight,Astera,152,131,Axe Fighting,2
269,Shady Exile,Elite Knight,Kalibra,463,131,Axe Fighting,2
269,Shaxa Shan,Elite Knight,Astera,648,131,Axe Fighting,2
269,Sivik Knight,Elite Knight,Refugia,936,131,Axe Fighting,2
269,Soderek,Elite Knight,Yonabra,1324,131,Axe Fighting,2
269,Soul jail,Elite Knight,Vunira,609,131,Axe Fighting,2
269,Su per Axe,Elite Knight,Yovera,831,131,Axe Fighting,2
269,Surskallen,Elite Knight,Secura,1169,131,Axe Fighting,2
269,Thee Hugod,Elite Knight,Honbra,1168,131,Axe Fighting,2
269,Thor Daer,Elite Knight,Gentebra,437,131,Axe Fighting,2
269,Tsek,Elite Knight,Luminera,1706,131,Axe Fighting,2
269,Tsunami Apopo,Elite Knight,Pacera,623,131,Axe Fighting,2
269,Tury,Elite Knight,Gentebra,145,131,Axe Fighting,2
269,Vinicin Invicto,Elite Knight,Celebra,1885,131,Axe Fighting,2
269,Vovo Ogun,Elite Knight,Astera,40,131,Axe Fighting,2
269,Warlord Saulerah,Elite Knight,Yonabra,925,131,Axe Fighting,2
269,Wujek Akwarelista,Elite Knight,Bona,876,131,Axe Fighting,2
269,Wyborny Siekiernik,Elite Knight,Harmonia,424,131,Axe Fighting,2
269,Xaon Samurai,Elite Knight,Yovera,681,131,Axe Fighting,2
269,Xerubini,Elite Knight,Astera,41,131,Axe Fighting,2
269,Zap Trucadu,Elite Knight,Zunera,200,131,Axe Fighting,2
269,Zazuryan,Elite Knight,Astera,819,131,Axe Fighting,2
269,Zion Isorboda,Elite Knight,Menera,1020,131,Axe Fighting,2
380,Agustin De Iturbide,Elite Knight,Gladera,86,130,Axe Fighting,2
380,Alekz,Elite Knight,Vandera,943,130,Axe Fighting,2
380,Andre Aurok,Elite Knight,Serdebra,764,130,Axe Fighting,2
380,Anna Sendamon,Elite Knight,Nefera,158,130,Axe Fighting,2
380,Annadar,Elite Knight,Celesta,1098,130,Axe Fighting,2
380,Architetto,Elite Knight,Bona,1154,130,Axe Fighting,2
380,Asuka Ai,Elite Knight,Gladera,930,130,Axe Fighting,2
380,Augusto Nofear,Elite Knight,Issobra,1637,130,Axe Fighting,2
