Rank,Name,Vocation,World,Level,Skill Level,category,vocation_id
29,Braboeka,Elite Knight,Jadebra,1527,140,Sword Fighting,2
29,Dystopian,Elite Knight,Vunira,1284,140,Sword Fighting,2
29,Lord Maseda,Elite Knight,Antica,1432,140,Sword Fighting,2
29,Noether,Elite Knight,Venebra,1791,140,Sword Fighting,2
29,Smurfaren,Elite Knight,Vunira,515,140,Sword Fighting,2
29,Zos Io Pan,Elite Knight,Serdebra,1094,140,Sword Fighting,2
37,Abisaga,Elite Knight,Belobra,1550,139,Sword Fighting,2
37,Barao Relampejante,Elite Knight,Yonabra,2037,139,Sword Fighting,2
37,Bartanky,Elite Knight,Tornabra,1182,139,Sword Fighting,2
37,Bigg Melon,Elite Knight,Bona,1325,139,Sword Fighting,2
37,Guerrero De Las Sombras,Elite Knight,Antica,1210,139,Sword Fighting,2
37,Latulla Keldon Overseer,Elite Knight,Secura,1910,139,Sword Fighting,2
37,Mit Iron,Elite Knight,Gentebra,2198,139,Sword Fighting,2
37,Monkina,Elite Knight,Celebra,541,139,Sword Fighting,2
37,Nathan Orion,Elite Knight,Havera,303,139,Sword Fighting,2
37,Roadster Kitad,Elite Knight,Talera,1491,139,Sword Fighting,2
37,Vicyous,Elite Knight,Calmera,1603,139,Sword Fighting,2
48,Argamiim,Elite Knight,Yonabra,1310,138,Sword Fighting,2
48,Celsiin,Elite Knight,Kalibra,1341,138,Sword Fighting,2
48,Deadmani,Elite Knight,Thyria,1952,138,Sword Fighting,2
48,Figolo,Elite Knight,Monza,2052,138,Sword Fighting,2
48,Galvarg,Elite Knight,Inabra,1254,138,Sword Fighting,2
48,Guii,Elite Knight,Celebra,2403,138,Sword Fighting,2
48,Guillaume,Elite Knight,Havera,281,138,Sword Fighting,2
48,Hupez,Elite Knight,Yonabra,1655,138,Sword Fighting,2
48,Kaxen,Elite Knight,Harmonia,413,138,Sword Fighting,2
48,Knight Emmanuel,Elite Knight,Gentebra,1507,138,Sword Fighting,2
48,Marculino the Titan,Elite Knight,Kalibra,2375,138,Sword Fighting,2
48,Max Fleury,Elite Knight,Celebra,2087,138,Sword Fighting,2
48,Pa Ty,Elite Knight,Lutabra,1290,138,Sword Fighting,2
48,Retro Foso,Elite Knight,Quelibra,1491,138,Sword Fighting,2
48,Titanicc,Elite Knight,Astera,809,138,Sword Fighting,2
48,Toxic Kleine Esecee,Elite Knight,Havera,1948,138,Sword Fighting,2
48,Trugg,Elite Knight,Quelibra,663,138,Sword Fighting,2
48,Ultra Instintooo,Elite Knight,Kalibra,1261,138,Sword Fighting,2
48,Varmendrion,Elite Knight,Peloria,472,138,Sword Fighting,2
48,Zaadra,Elite Knight,Calmera,1232,138,Sword Fighting,2
68,Altron Lijawyn,Elite Knight,Astera,1478,137,Sword Fighting,2
68,Arinth,Elite Knight,Monza,2143,137,Sword Fighting,2
68,Brown Jantar,Elite Knight,Celesta,1022,137,Sword Fighting,2
68,Eternal Ganon,Elite Knight,Astera,1147,137,Sword Fighting,2
68,Holy Sebek,Elite Knight,Monza,1249,137,Sword Fighting,2
68,Horus dragon,Elite Knight,Serdebra,507,137,Sword Fighting,2
68,Izzystyle,Elite Knight,Belobra,1392,137,Sword Fighting,2
68,Ja co,Elite Knight,Refugia,2085,137,Sword Fighting,2
68,Jand Supremoo,Elite Knight,Jadebra,1964,137,Sword Fighting,2
68,Jeaan Kee,Elite Knight,Luminera,1793,137,Sword Fighting,2
68,Kafkacoli,Elite Knight,Nevia,1069,137,Sword Fighting,2
68,Ki Yo,Elite Knight,Quelibra,1094,137,Sword Fighting,2
68,Lethal Griphus,Elite Knight,Refugia,748,137,Sword Fighting,2
68,Lord Muhover,Elite Knight,Gentebra,1378,137,Sword Fighting,2
68,Lord Musashii,Elite Knight,Pacera,1401,137,Sword Fighting,2
68,Majorowa,Elite Knight,Karmeya,2238,137,Sword Fighting,2
68,Motiro,Elite Knight,Serdebra,1288,137,Sword Fighting,2
68,Ok Yeah,Elite Knight,Nefera,1300,137,Sword Fighting,2
68,Osmano,Elite Knight,Lobera,571,137,Sword Fighting,2
68,Pi Ramses,Elite Knight,Nefera,1249,137,Sword Fighting,2
68,Sylus Slayer,Elite Knight,Solidera,1274,137,Sword Fighting,2
68,Xakzs,Elite Knight,Wintera,1099,137,Sword Fighting,2
68,Zalinoz,Elite Knight,Gladera,659,137,Sword Fighting,2
91,Azazel Swordshaper,Elite Knight,Epoca,781,136,Sword Fighting,2
91,Baasinova,Elite Knight,Astera,1069,136,Sword Fighting,2
91,Dakota,Elite Knight,Esmera,1621,136,Sword Fighting,2
91,Dant Stark,Elite Knight,Havera,1211,136,Sword Fighting,2
91,Elegancki Miko,Elite Knight,Thyria,1646,136,Sword Fighting,2
91,Elgyn Phoenix,Elite Knight,Solidera,567,136,Sword Fighting,2
91,Etrom of Fortera,Elite Knight,Ferobra,1031,136,Sword Fighting,2
91,Exorinho,Elite Knight,Thyria,1992,136,Sword Fighting,2
91,Fakir Albert,Elite Knight,Menera,1276,136,Sword Fighting,2
91,Galll,Elite Knight,Gentebra,2653,136,Sword Fighting,2
91,Glowica Moletujaca,Elite Knight,Harmonia,1362,136,Sword Fighting,2
91,Hushed,Elite Knight,Nefera,942,136,Sword Fighting,2
91,Iskizytu,Elite Knight,Pacera,1203,136,Sword Fighting,2
91,Kallashy,Elite Knight,Honbra,2038,136,Sword Fighting,2
91,Kar El,Elite Knight,Talera,681,136,Sword Fighting,2
91,Keruk,Elite Knight,Yonabra,1441,136,Sword Fighting,2
91,Lipssky,Elite Knight,Refugia,1758,136,Sword Fighting,2
91,Propaganda Wuurzel,Elite Knight,Harmonia,1486,136,Sword Fighting,2
91,Satoriobanas,Elite Knight,Wintera,846,136,Sword Fighting,2
91,Skymarz,Elite Knight,Gentebra,1137,136,Sword Fighting,2
91,Sokkz The Bruto,Elite Knight,Descubra,1068,136,Sword Fighting,2
91,Tamus Lightt,Elite Knight,Ombra,1512,136,Sword Fighting,2
91,Thos Oz,Elite Knight,Honbra,735,136,Sword Fighting,2
91,Tulio Barao,Elite Knight,Collabra,1950,136,Sword Fighting,2
91,Typha,Elite Knight,Astera,652,136,Sword Fighting,2
91,Virtush Awesome,Elite Knight,Zunera,1392,136,Sword Fighting,2
91,Xenge Teensina,Elite Knight,Gentebra,2072,136,Sword Fighting,2
118,Americolos,Elite Knight,Monza,1319,135,Sword Fighting,2
118,Anatomiczny Posilek,Elite Knight,Thyria,1433,135,Sword Fighting,2
118,Anlightus,Elite Knight,Xyla,1451,135,Sword Fighting,2
118,Asthart,Elite Knight,Menera,1028,135,Sword Fighting,2
118,Beddy,Elite Knight,Calmera,443,135,Sword Fighting,2
118,Carolich,Elite Knight,Havera,1601,135,Sword Fighting,2
118,Chris Zerodos,Elite Knight,Ombra,1354,135,Sword Fighting,2
118,Chronus Legacy,Elite Knight,Celebra,1618,135,Sword Fighting,2
118,Darkziiin,Elite Knight,Rasteibra,1466,135,Sword Fighting,2
118,Demorrton,Elite Knight,Harmonia,1414,135,Sword Fighting,2
118,Edwarro,Elite Knight,Monza,1361,135,Sword Fighting,2
118,Itz Overknightao,Elite Knight,Etebra,1291,135,Sword Fighting,2
118,Jeffzera,Elite Knight,Celebra,1344,135,Sword Fighting,2
118,Jet Lill,Elite Knight,Calmera,1347,135,Sword Fighting,2
118,Kahrzek,Elite Knight,Gentebra,1250,135,Sword Fighting,2
118,Kaiser Leads,Elite Knight,Luminera,1730,135,Sword Fighting,2
118,Ketiones,Elite Knight,Yonabra,1291,135,Sword Fighting,2
118,King Apot,Elite Knight,Nefera,701,135,Sword Fighting,2
118,King Smogz,Elite Knight,Secura,1812,135,Sword Fighting,2
118,Kinobal,Elite Knight,Oceanis,1703,135,Sword Fighting,2
118,Lito Maldito,Elite Knight,Antica,1053,135,Sword Fighting,2
118,Luanzz,Elite Knight,Yonabra,1851,135,Sword Fighting,2
118,Lucky Paulistinha,Elite Knight,Lutabra,1148,135,Sword Fighting,2
118,Maqiczny,Elite Knight,Refugia,2415,135,Sword Fighting,2
118,Markyn,Elite Knight,Ferobra,908,135,Sword Fighting,2
118,Marotinho,Elite Knight,Yonabra,965,135,Sword Fighting,2
118,Meniia,Elite Knight,Harmonia,817,135,Sword Fighting,2
118,Mertz,Elite Knight,Epoca,1058,135,Sword Fighting,2
118,Mirotth,Elite Knight,Belobra,1969,135,Sword Fighting,2
118,Momeu,Elite Knight,Serdebra,769,135,Sword Fighting,2
118,Ominae Yu,Elite Knight,Yonabra,1725,135,Sword Fighting,2
118,Remek Ajan,Elite Knight,Peloria,1588,135,Sword Fighting,2
118,Roffa The King,Elite Knight,Vunira,1588,135,Sword Fighting,2
118,Saam elsafah,Elite Knight,Epoca,628,135,Sword Fighting,2
118,Samuel Andrew,Elite Knight,Nevia,913,135,Sword Fighting,2
118,Silver Guerra,Elite Knight,Belobra,1478,135,Sword Fighting,2
118,Sir Danizera,Elite Knight,Ferobra,1181,135,Sword Fighting,2
118,Theron Darax,Elite Knight,Yonabra,1487,135,Sword Fighting,2
118,Thesheik,Elite Knight,Astera,1858,135,Sword Fighting,2
118,Tope Nevus,Elite Knight,Calmera,1235,135,Sword Fighting,2
118,Zulus Schaka,Elite Knight,Calmera,891,135,Sword Fighting,2
159,Adk vive,Elite Knight,Ombra,537,134,Sword Fighting,2
159,Agressive Kim Toxica,Elite Knight,Luminera,1940,134,Sword Fighting,2
159,Alchemistzin,Elite Knight,Quelibra,2259,134,Sword Fighting,2
159,Ale the Kinaa,Elite Knight,Yonabra,2240,134,Sword Fighting,2
159,Alucinathion,Elite Knight,Inabra,971,134,Sword Fighting,2
159,Andresich,Elite Knight,Talera,1409,134,Sword Fighting,2
159,Aria Ulth,Elite Knight,Menera,1091,134,Sword Fighting,2
159,Ayvarr,Elite Knight,Gentebra,1416,134,Sword Fighting,2
159,Bakus Lapiduch,Elite Knight,Vunira,859,134,Sword Fighting,2
159,Bello John,Elite Knight,Kalibra,553,134,Sword Fighting,2
159,Ben Luc,Elite Knight,Secura,729,134,Sword Fighting,2
159,Biixuusu,Elite Knight,Havera,1248,134,Sword Fighting,2
159,Bilbo The Whale,Elite Knight,Karmeya,441,134,Sword Fighting,2
159,Bittar,Elite Knight,Lobera,864,134,Sword Fighting,2
159,Churras Kiing,Elite Knight,Kalibra,1843,134,Sword Fighting,2
159,Cliany,Elite Knight,Secura,576,134,Sword Fighting,2
159,Conde Danimax,Elite Knight,Inabra,2122,134,Sword Fighting,2
159,Core Wetterwachs,Elite Knight,Antica,1088,134,Sword Fighting,2
159,Damian-spardan,Elite Knight,Bona,1018,134,Sword Fighting,2
159,Dark Lord Morpheu,Elite Knight,Yonabra,1044,134,Sword Fighting,2
159,Dudus Andy,Elite Knight,Monza,1646,134,Sword Fighting,2
159,Escape,Elite Knight,Luminera,826,134,Sword Fighting,2
159,Falynian,Elite Knight,Kalibra,965,134,Sword Fighting,2
159,Full Relajado,Elite Knight,Nefera,1139,134,Sword Fighting,2
159,Garbimxd,Elite Knight,Venebra,1662,134,Sword Fighting,2
159,General Zig,Elite Knight,Gentebra,1489,134,Sword Fighting,2
159,Goliraman,Elite Knight,Descubra,1015,134,Sword Fighting,2
159,Gruchan,Elite Knight,Bona,1050,134,Sword Fighting,2
159,Heal Akap,Elite Knight,Peloria,885,134,Sword Fighting,2
159,Highflxyerk,Elite Knight,Quidera,1759,134,Sword Fighting,2
159,Hori Mori,Elite Knight,Monza,1260,134,Sword Fighting,2
159,Hurakanfast,Elite Knight,Calmera,1058,134,Sword Fighting,2
159,Ibixy,Elite Knight,Secura,762,134,Sword Fighting,2
159,Itz Vaii,Elite Knight,Refugia,997,134,Sword Fighting,2
159,Jackops,Elite Knight,Harmonia,726,134,Sword Fighting,2
159,Jokey Smurf,Elite Knight,Gladera,459,134,Sword Fighting,2
159,Juanito Rowley,Elite Knight,Havera,507,134,Sword Fighting,2
159,Kaitos Silverheart,Elite Knight,Collabra,1159,134,Sword Fighting,2
159,Kina Tenebrozo,Elite Knight,Ourobra,629,134,Sword Fighting,2
159,King Galaiko,Elite Knight,Ferobra,1356,134,Sword Fighting,2
159,Koroaa,Elite Knight,Celebra,1805,134,Sword Fighting,2
159,Koshmar,Elite Knight,Thyria,837,134,Sword Fighting,2
159,Lu Kasyno,Elite Knight,Celesta,609,134,Sword Fighting,2
159,Lukka,Elite Knight,Refugia,1548,134,Sword Fighting,2
159,Lunatic Princess,Elite Knight,Celesta,2181,134,Sword Fighting,2
159,Maciel,Knight,Monza,659,134,Sword Fighting,2
159,Maestro Bamboocha,Elite Knight,Vunira,851,134,Sword Fighting,2
159,Naber Bera,Elite Knight,Venebra,1345,134,Sword Fighting,2
159,Nakkamas,Elite Knight,Talera,1031,134,Sword Fighting,2
159,Niku Nesi,Elite Knight,Pacera,1780,134,Sword Fighting,2
159,Nimue Lanuin,Elite Knight,Gentebra,1827,134,Sword Fighting,2
159,Obnoxiouss,Elite Knight,Secura,456,134,Sword Fighting,2
159,Pan Krulas,Elite Knight,Yovera,1840,134,Sword Fighting,2
159,Patprime,Elite Knight,Antica,1256,134,Sword Fighting,2
159,Plugged,Elite Knight,Peloria,1268,134,Sword Fighting,2
159,Poppel the knight,Elite Knight,Peloria,1407,134,Sword Fighting,2
159,Prometeu,Elite Knight,Bona,1055,134,Sword Fighting,2
159,Reiko Fearless,Elite Knight,Celebra,1709,134,Sword Fighting,2
159,Shadow mirage,Elite Knight,Calmera,803,134,Sword Fighting,2
159,Shiax Alan,Elite Knight,Harmonia,1655,134,Sword Fighting,2
159,Sibon Faur,Elite Knight,Vunira,1189,134,Sword Fighting,2
159,Sir Treme,Elite Knight,Astera,793,134,Sword Fighting,2
159,Slukks,Elite Knight,Celebra,1036,134,Sword Fighting,2
159,Stabmagik,Elite Knight,Lutabra,455,134,Sword Fighting,2
159,Szuu,Elite Knight,Pacera,1556,134,Sword Fighting,2
159,Thomates,Elite Knight,Yonabra,1437,134,Sword Fighting,2
159,Weess,Elite Knight,Xyla,965,134,Sword Fighting,2
159,Zapo Daold,Elite Knight,Kalibra,1129,134,Sword Fighting,2
159,Zwkidek,Elite Knight,Gentebra,2033,134,Sword Fighting,2
228,Almom,Elite Knight,Inabra,1874,133,Sword Fighting,2
228,Anakurawk Dafalasu,Elite Knight,Gentebra,2183,133,Sword Fighting,2
228,Andinn,Elite Knight,Gentebra,1598,133,Sword Fighting,2
228,Araujo Stone,Knight,Nefera,934,133,Sword Fighting,2
228,Baby Strikker,Elite Knight,Nefera,1252,133,Sword Fighting,2
228,Black Karasu,Elite Knight,Oceanis,1553,133,Sword Fighting,2
228,Boosterio,Elite Knight,Refugia,861,133,Sword Fighting,2
228,Bosy Smoku,Elite Knight,Thyria,958,133,Sword Fighting,2
228,Caerbannogh,Elite Knight,Secura,762,133,Sword Fighting,2
228,Calix Payne,Elite Knight,Secura,1071,133,Sword Fighting,2
228,Crach Craite,Elite Knight,Secura,566,133,Sword Fighting,2
228,Dcoyy,Elite Knight,Calmera,1223,133,Sword Fighting,2
228,Diva Slide,Elite Knight,Celesta,546,133,Sword Fighting,2
228,Dobid Elve,Elite Knight,Jadebra,1560,133,Sword Fighting,2
228,Drax Kong,Elite Knight,Pacera,1257,133,Sword Fighting,2
228,Edgardo Warlord,Elite Knight,Nefera,1348,133,Sword Fighting,2
228,Eogui,Elite Knight,Kalibra,1425,133,Sword Fighting,2
228,Er Wings,Elite Knight,Solidera,1419,133,Sword Fighting,2
228,Eraqus,Elite Knight,Astera,1310,133,Sword Fighting,2
228,Eylithz,Elite Knight,Solidera,827,133,Sword Fighting,2
228,Fahrenhit,Elite Knight,Premia,1084,133,Sword Fighting,2
228,Falan Jumplas,Elite Knight,Firmera,756,133,Sword Fighting,2
228,Filusia,Knight,Monza,708,133,Sword Fighting,2
228,Fina Sirius,Elite Knight,Gentebra,1632,133,Sword Fighting,2
228,Friend To Destiny,Elite Knight,Antica,912,133,Sword Fighting,2
228,Gibizada,Elite Knight,Etebra,1235,133,Sword Fighting,2
228,Gilmax Knight,Elite Knight,Gladera,738,133,Sword Fighting,2
228,Green grinder,Elite Knight,Calmera,1317,133,Sword Fighting,2
228,Havok Skywind,Elite Knight,Celesta,1181,133,Sword Fighting,2
228,Igoos,Elite Knight,Karmeya,1776,133,Sword Fighting,2
228,Itz Kladi,Elite Knight,Antica,1174,133,Sword Fighting,2
228,Izamac Camazi,Elite Knight,Pacera,177,133,Sword Fighting,2
228,Izvex,Elite Knight,Secura,351,133,Sword Fighting,2
228,Jughhead,Elite Knight,Gladera,1073,133,Sword Fighting,2
228,King Activist,Elite Knight,Quidera,905,133,Sword Fighting,2
228,Kinomanka,Elite Knight,Monza,592,133,Sword Fighting,2
228,Knight Zudano,Elite Knight,Monza,560,133,Sword Fighting,2
228,Kratosek,Elite Knight,Celesta,1388,133,Sword Fighting,2
228,Leferty,Elite Knight,Calmera,775,133,Sword Fighting,2
228,Linnaya,Elite Knight,Refugia,397,133,Sword Fighting,2
228,Lord Xalegaz,Elite Knight,Belobra,1467,133,Sword Fighting,2
228,Ma Ri Nhoo,Elite Knight,Yonabra,2001,133,Sword Fighting,2
228,Mafewz,Elite Knight,Collabra,1853,133,Sword Fighting,2
228,Martiinn Delnorte,Elite Knight,Quintera,1206,133,Sword Fighting,2
228,Maskadora de Fumo,Elite Knight,Ferobra,1255,133,Sword Fighting,2
228,Mausz,Elite Knight,Tornabra,1010,133,Sword Fighting,2
228,Miickzera,Elite Knight,Karmeya,1450,133,Sword Fighting,2
228,Miikun,Elite Knight,Karmeya,1018,133,Sword Fighting,2
228,Natios Chaos,Elite Knight,Serdebra,1173,133,Sword Fighting,2
228,Obelix,Elite Knight,Belobra,913,133,Sword Fighting,2
228,Pedrao Geladeira,Elite Knight,Yonabra,1597,133,Sword Fighting,2
228,Pedrin Orangepodi,Elite Knight,Rasteibra,2097,133,Sword Fighting,2
228,Pomer,Elite Knight,Secura,990,133,Sword Fighting,2
228,Re nanzin,Elite Knight,Ferobra,1349,133,Sword Fighting,2
228,Reset Dla Tluszczu,Elite Knight,Monza,1513,133,Sword Fighting,2
228,Roges Legend,Elite Knight,Gentebra,418,133,Sword Fighting,2
228,Ruthless Mateo,Elite Knight,Karmeya,1650,133,Sword Fighting,2
228,Ryzn Warrior,Elite Knight,Antica,875,133,Sword Fighting,2
228,Sage Kuzu,Elite Knight,Secura,1182,133,Sword Fighting,2
228,Savaged,Elite Knight,Oceanis,1406,133,Sword Fighting,2
228,Shaddek,Elite Knight,Secura,1474,133,Sword Fighting,2
228,Sheikenshin,Elite Knight,Astera,865,133,Sword Fighting,2
228,Shiine,Elite Knight,Refugia,1544,133,Sword Fighting,2
228,Sir Iguela,Elite Knight,Bona,1103,133,Sword Fighting,2
228,Spiraal,Elite Knight,Issobra,1155,133,Sword Fighting,2
228,Szymonicx,Elite Knight,Refugia,1395,133,Sword Fighting,2
228,Tanker Insane,Elite Knight,Celesta,1132,133,Sword Fighting,2
228,Tankes,Elite Knight,Premia,1407,133,Sword Fighting,2
228,Theon Fea,Elite Knight,Nevia,1179,133,Sword Fighting,2
228,Thor Exorel,Elite Knight,Peloria,1224,133,Sword Fighting,2
228,Tobis,Elite Knight,Oceanis,565,133,Sword Fighting,2
228,Trazker,Elite Knight,Celebra,1057,133,Sword Fighting,2
228,Ux Fatther,Elite Knight,Kalibra,730,133,Sword Fighting,2
228,Veeds,Elite Knight,Refugia,644,133,Sword Fighting,2
228,Velix,Elite Knight,Calmera,1648,133,Sword Fighting,2
228,Voldrex King,Elite Knight,Belobra,1231,133,Sword Fighting,2
228,Wernakz,Elite Knight,Luminera,1231,133,Sword Fighting,2
228,Xande Tuning,Elite Knight,Astera,1111,133,Sword Fighting,2
228,Yuri Jammy,Elite Knight,Havera,776,133,Sword Fighting,2
228,Zymek Ek,Knight,Monza,694,133,Sword Fighting,2
308,Agadz,Elite Knight,Celesta,1074,132,Sword Fighting,2
308,Aleardillitax,Elite Knight,Serdebra,806,132,Sword Fighting,2
308,Aler Tius,Elite Knight,Solidera,1684,132,Sword Fighting,2
308,Anita Supreme Emex,Elite Knight,Havera,1875,132,Sword Fighting,2
308,Argxid,Elite Knight,Secura,1230,132,Sword Fighting,2
308,Asteras Dark Knight,Elite Knight,Astera,850,132,Sword Fighting,2
308,Blade of Twilight,Elite Knight,Dia,887,132,Sword Fighting,2
308,Blind Panter,Elite Knight,Bona,1330,132,Sword Fighting,2
308,Bloodmoon,Elite Knight,Lobera,422,132,Sword Fighting,2
308,Bunny Skullcrusher,Elite Knight,Refugia,96,132,Sword Fighting,2
308,Byron McAllister,Elite Knight,Antica,610,132,Sword Fighting,2
308,Carmeli Destroyer,Elite Knight,Gentebra,485,132,Sword Fighting,2
308,Cellus,Elite Knight,Menera,977,132,Sword Fighting,2
308,Cirokids,Elite Knight,Kalibra,1732,132,Sword Fighting,2
308,Commander David,Elite Knight,Yonabra,1927,132,Sword Fighting,2
308,Dagomir,Elite Knight,Refugia,82,132,Sword Fighting,2
308,Dalamaar,Knight,Bona,678,132,Sword Fighting,2
308,Damien Blood,Elite Knight,Havera,839,132,Sword Fighting,2
308,Darker Morgot,Elite Knight,Secura,856,132,Sword Fighting,2
308,Dehidura Zen,Elite Knight,Quelibra,775,132,Sword Fighting,2
308,Delita on Aurera,Knight,Zunera,34,132,Sword Fighting,2
308,Difovert,Elite Knight,Monza,1187,132,Sword Fighting,2
308,Dii Wins,Elite Knight,Yonabra,1407,132,Sword Fighting,2
308,Direvil,Elite Knight,Refugia,1275,132,Sword Fighting,2
308,Doisbz,Elite Knight,Descubra,1098,132,Sword Fighting,2
308,Drash Unknown,Elite Knight,Belobra,1561,132,Sword Fighting,2
308,Dudinho,Elite Knight,Bona,601,132,Sword Fighting,2
308,Erudon,Elite Knight,Calmera,999,132,Sword Fighting,2
308,Exys,Elite Knight,Antica,1093,132,Sword Fighting,2
308,Fean Delusak,Elite Knight,Bona,717,132,Sword Fighting,2
308,Garbaty Rowerzysta,Elite Knight,Antica,1066,132,Sword Fighting,2
308,Gesiian,Elite Knight,Kalibra,1742,132,Sword Fighting,2
308,Gran Pilin,Elite Knight,Nevia,984,132,Sword Fighting,2
308,Green Peep,Knight,Harmonia,856,132,Sword Fighting,2
308,Grind Seer,Elite Knight,Refugia,80,132,Sword Fighting,2
308,Gu Tu Poderoso,Elite Knight,Belobra,1515,132,Sword Fighting,2
308,Gueroba Goiano,Elite Knight,Inabra,1046,132,Sword Fighting,2
308,Gusanijn,Elite Knight,Harmonia,719,132,Sword Fighting,2
308,Hakam,Elite Knight,Harmonia,648,132,Sword Fighting,2
308,Haloo Kina,Elite Knight,Quintera,1026,132,Sword Fighting,2
308,Harry Kurk,Elite Knight,Calmera,325,132,Sword Fighting,2
308,Hassuna,Elite Knight,Inabra,556,132,Sword Fighting,2
308,Jack Bauer Melth,Elite Knight,Ferobra,800,132,Sword Fighting,2
308,Jannd,Elite Knight,Jadebra,1282,132,Sword Fighting,2
308,Jeff Frontline,Elite Knight,Ustebra,1222,132,Sword Fighting,2
308,Jhonn Gym,Elite Knight,Celebra,1339,132,Sword Fighting,2
308,Johanz,Elite Knight,Solidera,1306,132,Sword Fighting,2
308,Jorkera,Elite Knight,Celebra,642,132,Sword Fighting,2
308,Juan Rood,Elite Knight,Refugia,736,132,Sword Fighting,2
308,Junaz,Elite Knight,Celesta,720,132,Sword Fighting,2
308,Kamiry,Elite Knight,Ourobra,1683,132,Sword Fighting,2
308,Kappa Ziom,Elite Knight,Monza,944,132,Sword Fighting,2
308,Kiikesz,Elite Knight,Wintera,1083,132,Sword Fighting,2
308,Kilogramik Elite,Elite Knight,Nevia,1452,132,Sword Fighting,2
308,King Manius,Elite Knight,Celesta,1552,132,Sword Fighting,2
308,Kiperek,Elite Knight,Vunira,1888,132,Sword Fighting,2
308,Knalha Aposentado,Elite Knight,Jadebra,1548,132,Sword Fighting,2
308,Knight Charlover,Elite Knight,Honbra,918,132,Sword Fighting,2
308,Kratos Wrath,Elite Knight,Zunera,222,132,Sword Fighting,2
308,Les the Shadow,Elite Knight,Refugia,487,132,Sword Fighting,2
308,Lime Layer,Elite Knight,Refugia,406,132,Sword Fighting,2
308,Lord Kalell,Elite Knight,Esmera,1586,132,Sword Fighting,2
308,Lord Mutsley,Elite Knight,Serdebra,1011,132,Sword Fighting,2
308,Luckycharmm,Elite Knight,Nefera,975,132,Sword Fighting,2
308,Maestro Rooshi,Elite Knight,Astera,753,132,Sword Fighting,2
308,Maikezera Relaxado,Elite Knight,Ustebra,1429,132,Sword Fighting,2
308,Malthael Imperius,Elite Knight,Harmonia,1400,132,Sword Fighting,2
308,Manareth,Elite Knight,Secura,870,132,Sword Fighting,2
308,Mareckinho,Elite Knight,Karmeya,865,132,Sword Fighting,2
308,Mary Ark,Elite Knight,Venebra,608,132,Sword Fighting,2
308,Michael Devil,Elite Knight,Harmonia,1022,132,Sword Fighting,2
308,Mister Piiink,Elite Knight,Belobra,1419,132,Sword Fighting,2
308,Moonlight Razor,Elite Knight,Secura,241,132,Sword Fighting,2
308,Morfeo el knight,Elite Knight,Thyria,722,132,Sword Fighting,2
308,Nar Kor,Elite Knight,Gravitera,1132,132,Sword Fighting,2
308,Necro Knight,Elite Knight,Menera,1347,132,Sword Fighting,2
308,Nemoris Leywin,Elite Knight,Antica,466,132,Sword Fighting,2
308,Nietoperko,Elite Knight,Harmonia,1111,132,Sword Fighting,2
308,Ojciec Old Maza,Elite Knight,Refugia,677,132,Sword Fighting,2
