Rank,Name,Vocation,World,Level,Points,WorldType
34,Omel Randevous,Royal Paladin,Xymera,1923,"118,154,733,989",Open PvP
35,Parabellum,Royal Paladin,Rasteibra,1895,"113,194,184,478",Open PvP
36,Sorin Ltda,Royal Paladin,Rasteibra,1892,"112,604,448,318",Open PvP
37,Jeremy Toretto,Royal Paladin,Lobera,1880,"110,467,354,730",Open PvP
38,Masterpali,Royal Paladin,Ferobra,1878,"110,104,037,386",Open PvP
39,Relaxado Do Corre,Royal Paladin,Rasteibra,1874,"109,430,215,062",Open PvP
40,Lucaaszin,Royal Paladin,Serdebra,1869,"108,621,138,627",Open PvP
41,Groku Fallout,Royal Paladin,Ourobra,1864,"107,664,254,345",Open PvP
42,Alfiler Berserker,Royal Paladin,Ferobra,1837,"103,067,628,965",Open PvP
43,Demigod of Reveng,Royal Paladin,Ferobra,1833,"102,319,357,992",Open PvP
44,Magnifik Danyveiosair,Royal Paladin,Quelibra,1830,"101,853,506,003",Open PvP
45,Hefty Hans,Royal Paladin,Xyla,1802,"97,323,769,699",Open PvP
46,Franco Predator,Royal Paladin,Jadebra,1796,"96,329,271,389",Open PvP
47,Pupin Superstar,Royal Paladin,Ourobra,1784,"94,465,871,463",Open PvP
48,Bishop Daa Fuga,Royal Paladin,Honbra,1771,"92,388,000,320",Open PvP
49,Ness Kraveen,Royal Paladin,Inabra,1769,"92,090,708,599",Open PvP
50,Netozero,Royal Paladin,Inabra,1759,"90,474,064,236",Open PvP
51,Playfor Food,Royal Paladin,Inabra,1746,"88,472,713,008",Open PvP
52,Shainy the Best,Royal Paladin,Ourobra,1739,"87,480,289,226",Open PvP
53,Azka Lunits,Royal Paladin,Ombra,1738,"87,309,682,694",Open PvP
54,Kbessza,Royal Paladin,Inabra,1734,"86,672,024,448",Open PvP
55,Ghost of Chimera,Royal Paladin,Solidera,1730,"86,051,578,288",Open PvP
56,Gustavo Endividado,Royal Paladin,Ourobra,1726,"85,526,344,466",Open PvP
57,Kayhn Kuroi Tenshi,Royal Paladin,Jadebra,1723,"85,008,994,879",Open PvP
58,Smoker,Royal Paladin,Serdebra,1717,"84,146,499,414",Open PvP
59,Tomoho,Royal Paladin,Thyria,1713,"83,620,296,550",Open PvP
60,Aset,Royal Paladin,Premia,1713,"83,571,295,840",Open PvP
61,Educhi,Royal Paladin,Lobera,1712,"83,396,154,054",Open PvP
62,Diiih Foradesi,Royal Paladin,Quelibra,1703,"82,172,031,930",Open PvP
63,Alexh con Hat,Royal Paladin,Talera,1698,"81,323,488,116",Open PvP
64,Gebe Danadinho,Royal Paladin,Rasteibra,1696,"81,131,343,823",Open PvP
65,Curyrad Shocknelas,Royal Paladin,Tornabra,1695,"80,910,468,801",Open PvP
66,Mazza Nohands,Royal Paladin,Thyria,1692,"80,466,014,089",Open PvP
67,Ari Pittbull,Royal Paladin,Quelibra,1690,"80,178,001,159",Open PvP
68,Krisu,Royal Paladin,Xyla,1689,"80,145,402,626",Open PvP
69,Piipexz,Royal Paladin,Thyria,1689,"80,079,752,981",Open PvP
70,Don Leste,Royal Paladin,Quelibra,1687,"79,849,660,341",Open PvP
71,Archer Reydohavera,Royal Paladin,Havera,1685,"79,495,376,249",Open PvP
72,Dediinho Alzado,Royal Paladin,Ombra,1680,"78,822,874,421",Open PvP
73,Rampage Insane,Royal Paladin,Rasteibra,1676,"78,306,295,015",Open PvP
74,Tigcrits,Royal Paladin,Lobera,1660,"76,082,974,595",Open PvP
75,Sorin Beach Tennis,Royal Paladin,Ourobra,1660,"75,997,673,194",Open PvP
76,Bia Fallout,Royal Paladin,Ourobra,1659,"75,860,376,316",Open PvP
77,Al Meow,Royal Paladin,Thyria,1658,"75,707,655,436",Open PvP
78,Dao Diferenciado,Royal Paladin,Rasteibra,1655,"75,409,652,869",Open PvP
79,Nawtscout,Royal Paladin,Lobera,1652,"74,977,450,976",Open PvP
80,Tuwie,Royal Paladin,Premia,1651,"74,786,461,835",Open PvP
81,Antony Everdash,Royal Paladin,Quintera,1648,"74,451,670,243",Open PvP
82,Boltada Paeveio,Royal Paladin,Unebra,1643,"73,656,571,673",Open PvP
83,Furyprime,Royal Paladin,Antica,1634,"72,456,316,036",Open PvP
84,Lord Marshals,Royal Paladin,Peloria,1629,"71,826,625,650",Open PvP
85,Su kuma,Royal Paladin,Ourobra,1628,"71,661,727,072",Open PvP
86,Rudi Paladean,Royal Paladin,Peloria,1627,"71,648,063,965",Open PvP
87,Terra Pitbulldo Manguin,Royal Paladin,Ombra,1619,"70,594,911,541",Open PvP
88,Daso II,Royal Paladin,Antica,1618,"70,361,162,128",Open PvP
89,Monkee Toretto,Royal Paladin,Lobera,1617,"70,240,193,885",Open PvP
90,Lightdeath,Royal Paladin,Peloria,1613,"69,797,190,867",Open PvP
91,True Abdosz,Royal Paladin,Vunira,1610,"69,405,852,210",Open PvP
92,Aiken Rush,Royal Paladin,Lobera,1608,"69,148,605,383",Open PvP
93,Nya Fullbomb,Royal Paladin,Talera,1605,"68,762,570,582",Open PvP
94,Sabziro,Royal Paladin,Vunira,1604,"68,605,019,150",Open PvP
95,Magnifik Danyshiny,Royal Paladin,Inabra,1601,"68,232,547,898",Open PvP
96,Sinsor,Royal Paladin,Vunira,1601,"68,198,140,789",Open PvP
97,Buniek Szybki Powrot,Royal Paladin,Xyla,1600,"68,066,332,277",Open PvP
98,Glexael,Royal Paladin,Lobera,1600,"68,019,342,499",Open PvP
99,Gudrak,Royal Paladin,Rasteibra,1599,"68,004,341,042",Open PvP
100,Zezinho Despachante,Royal Paladin,Rasteibra,1594,"67,317,312,493",Open PvP
101,Chucky Love,Royal Paladin,Ferobra,1590,"66,848,213,900",Open PvP
102,Jackzzerah,Royal Paladin,Inabra,1588,"66,519,715,169",Open PvP
103,Doughsz,Royal Paladin,Ferobra,1584,"66,043,903,374",Open PvP
104,Closedfriends Cebola,Royal Paladin,Jadebra,1582,"65,771,745,628",Open PvP
105,Kakarotowz,Royal Paladin,Serdebra,1579,"65,364,994,110",Open PvP
106,Pzadilla the shihan,Royal Paladin,Quintera,1578,"65,353,352,629",Open PvP
107,Ykz Gab,Royal Paladin,Ferobra,1576,"65,031,489,109",Open PvP
108,Zancanella Psicopata,Royal Paladin,Ourobra,1564,"63,579,637,314",Open PvP
109,Brabo Royal,Royal Paladin,Serdebra,1563,"63,448,474,295",Open PvP
110,Kapiroto Theboss,Royal Paladin,Ourobra,1558,"62,806,919,467",Open PvP
111,Sniper Navy Seal,Royal Paladin,Talera,1556,"62,616,918,655",Open PvP
112,Jee Bunny Shop,Royal Paladin,Thyria,1556,"62,548,719,073",Open PvP
113,Murder Leyend,Royal Paladin,Solidera,1553,"62,265,381,338",Open PvP
114,Vilela Vilao,Royal Paladin,Serdebra,1550,"61,931,512,676",Open PvP
115,Jellyndao,Royal Paladin,Quelibra,1549,"61,791,304,867",Open PvP
116,Champion Afegod,Royal Paladin,Honbra,1547,"61,535,009,310",Open PvP
117,Guittonz,Royal Paladin,Tornabra,1544,"61,139,426,917",Open PvP
118,Chris Zeroseis,Royal Paladin,Ombra,1542,"60,928,131,215",Open PvP
119,John Ackerman,Royal Paladin,Antica,1542,"60,920,945,051",Open PvP
120,Nozyk,Royal Paladin,Vunira,1542,"60,898,086,658",Open PvP
121,Sariinhasz,Royal Paladin,Ferobra,1541,"60,765,687,137",Open PvP
122,Lord Bodin,Royal Paladin,Quelibra,1538,"60,488,356,983",Open PvP
123,Junitor,Royal Paladin,Havera,1537,"60,367,082,670",Open PvP
124,Adomiro,Royal Paladin,Ferobra,1537,"60,341,132,017",Open PvP
125,Asmitank Friolla,Royal Paladin,Jadebra,1535,"60,059,611,810",Open PvP
126,Safard,Royal Paladin,Xyla,1534,"59,928,521,792",Open PvP
127,Tenorio Ell Patron,Royal Paladin,Wintera,1531,"59,678,847,533",Open PvP
128,Onion koksu,Royal Paladin,Antica,1531,"59,598,390,673",Open PvP
129,Myrkz,Royal Paladin,Lobera,1527,"59,198,907,132",Open PvP
130,Spektrun Camp,Royal Paladin,Quidera,1527,"59,156,667,628",Open PvP
131,Xolas Darayto,Royal Paladin,Ferobra,1524,"58,832,127,097",Open PvP
132,Just keep going,Royal Paladin,Rasteibra,1522,"58,564,916,952",Open PvP
133,Saint Tristen,Royal Paladin,Vunira,1520,"58,347,017,327",Open PvP
134,Superstar Wiiddo,Royal Paladin,Xyla,1519,"58,227,567,145",Open PvP
135,Triiui Da Legend,Royal Paladin,Thyria,1517,"58,051,056,478",Open PvP
136,Syr Stix,Royal Paladin,Ferobra,1515,"57,725,523,727",Open PvP
137,Mortalius,Royal Paladin,Ombra,1511,"57,311,198,048",Open PvP
138,Zikovzalez,Royal Paladin,Rasteibra,1509,"57,124,549,857",Open PvP
139,Gwyn,Royal Paladin,Lobera,1508,"56,990,516,890",Open PvP
140,Arterossy,Royal Paladin,Thyria,1507,"56,920,116,641",Open PvP
141,Bagienny Chrabaszcz,Royal Paladin,Premia,1507,"56,897,394,346",Open PvP
142,Alex Froggy,Royal Paladin,Vunira,1505,"56,655,721,548",Open PvP
143,Charly Henceforth,Royal Paladin,Lobera,1505,"56,630,914,669",Open PvP
144,Xchange,Royal Paladin,Quidera,1501,"56,240,341,361",Open PvP
145,Leco Shooter,Royal Paladin,Quelibra,1501,"56,177,606,525",Open PvP
146,Mited,Royal Paladin,Xyla,1501,"56,158,862,431",Open PvP
147,Lampiao Maotank,Royal Paladin,Tornabra,1499,"56,012,639,786",Open PvP
148,Torismen,Royal Paladin,Xymera,1498,"55,879,787,036",Open PvP
149,Dem'Rel,Royal Paladin,Havera,1497,"55,779,969,536",Open PvP
150,Rezzyk,Royal Paladin,Rasteibra,1497,"55,747,996,901",Open PvP
151,Herox,Royal Paladin,Thyria,1495,"55,470,446,948",Open PvP
152,Roronooa Neurotiko,Royal Paladin,Inabra,1490,"54,923,908,710",Open PvP
153,Darknesz Ogygia,Royal Paladin,Ourobra,1487,"54,628,158,175",Open PvP
154,Ikki,Royal Paladin,Inabra,1486,"54,477,890,282",Open PvP
155,Luis Dictador,Royal Paladin,Xymera,1484,"54,268,383,045",Open PvP
156,Kisame Gaiden,Royal Paladin,Inabra,1481,"54,004,666,024",Open PvP
157,Lukee,Royal Paladin,Premia,1480,"53,872,901,673",Open PvP
158,Lealziin,Royal Paladin,Ourobra,1480,"53,861,950,686",Open PvP
159,Zous Oreal,Royal Paladin,Ferobra,1479,"53,767,882,014",Open PvP
160,Skoul,Royal Paladin,Inabra,1479,"53,740,312,262",Open PvP
161,Fael Sensei,Royal Paladin,Quelibra,1477,"53,542,729,017",Open PvP
162,Pally Taum,Royal Paladin,Honbra,1476,"53,482,089,718",Open PvP
163,Evertonz of Hell,Royal Paladin,Rasteibra,1475,"53,272,222,662",Open PvP
164,Flacotronks Swag,Royal Paladin,Quidera,1474,"53,245,495,718",Open PvP
165,Iaguinn,Royal Paladin,Inabra,1473,"53,068,247,867",Open PvP
166,Avarr,Royal Paladin,Premia,1472,"53,039,889,856",Open PvP
167,Aaain Paeveio,Royal Paladin,Unebra,1467,"52,485,788,012",Open PvP
168,Ranyzor,Royal Paladin,Jadebra,1467,"52,476,674,289",Open PvP
169,Kosmooos,Royal Paladin,Citra,1463,"52,068,691,540",Open PvP
170,Zi mek,Royal Paladin,Xyla,1461,"51,851,858,853",Open PvP
171,Germano Sagaz,Royal Paladin,Rasteibra,1458,"51,533,298,588",Open PvP
172,Gaucholoko,Royal Paladin,Quelibra,1457,"51,411,697,272",Open PvP
173,Sheik Guii Rpbombao,Royal Paladin,Quelibra,1453,"50,971,144,768",Open PvP
174,Sir Rufs,Royal Paladin,Quelibra,1453,"50,936,941,175",Open PvP
175,Licotur,Royal Paladin,Ombra,1452,"50,833,351,380",Open PvP
176,Zeiko Rush,Royal Paladin,Inabra,1452,"50,821,172,968",Open PvP
177,Otto Malvadao,Royal Paladin,Jadebra,1452,"50,813,353,444",Open PvP
178,Cabelo Bawall,Royal Paladin,Ferobra,1448,"50,418,536,523",Open PvP
179,Kamyon,Royal Paladin,Thyria,1446,"50,223,496,616",Open PvP
180,Jimnn,Royal Paladin,Jadebra,1444,"50,059,811,396",Open PvP
181,Matahaari,Royal Paladin,Rasteibra,1440,"49,658,880,947",Open PvP
182,Kysameeh,Royal Paladin,Thyria,1438,"49,414,822,876",Open PvP
183,Zhock Wave,Royal Paladin,Solidera,1436,"49,166,358,943",Open PvP
184,Fellot Blindado,Royal Paladin,Quintera,1433,"48,916,288,234",Open PvP
185,Roxiixui Love,Royal Paladin,Ferobra,1431,"48,660,347,584",Open PvP
186,Brnoh,Royal Paladin,Ombra,1430,"48,585,097,434",Open PvP
187,Mathias Bynens,Royal Paladin,Vunira,1429,"48,522,257,460",Open PvP
188,Laady of Avallon,Royal Paladin,Premia,1429,"48,488,641,373",Open PvP
189,Edbu,Royal Paladin,Quintera,1425,"48,094,618,201",Open PvP
190,Clarss Inhigh,Royal Paladin,Quintera,1422,"47,782,363,501",Open PvP
191,Leozim Indestrutivel,Royal Paladin,Quelibra,1422,"47,768,870,250",Open PvP
192,Tactical Sekt,Royal Paladin,Talera,1421,"47,700,063,457",Open PvP
193,Drunrox,Royal Paladin,Serdebra,1420,"47,566,317,355",Open PvP
194,Ce Ju,Royal Paladin,Ferobra,1419,"47,514,646,789",Open PvP
195,Sponsored by Potatos,Royal Paladin,Antica,1417,"47,293,688,908",Open PvP
196,Bielzerahh,Royal Paladin,Ferobra,1415,"47,040,667,362",Open PvP
197,Artista Economico,Royal Paladin,Inabra,1414,"46,924,880,482",Open PvP
198,Viny Opressor,Royal Paladin,Serdebra,1413,"46,919,294,452",Open PvP
199,Typowy Matty,Royal Paladin,Xyla,1413,"46,879,942,215",Open PvP
200,Manxa Nuncaperdi,Royal Paladin,Tornabra,1412,"46,784,901,453",Open PvP
201,Walnuss,Royal Paladin,Ferobra,1412,"46,759,863,183",Open PvP
202,Meatbow Junior,Royal Paladin,Quelibra,1410,"46,600,562,888",Open PvP
203,Guttanas,Royal Paladin,Quidera,1410,"46,569,428,444",Open PvP
204,Ra ziel San,Royal Paladin,Inabra,1410,"46,523,208,338",Open PvP
205,Brunouzera,Royal Paladin,Inabra,1406,"46,209,763,827",Open PvP
206,Opille Fury,Royal Paladin,Xymera,1406,"46,159,709,199",Open PvP
207,Brunnows,Royal Paladin,Serdebra,1406,"46,130,733,171",Open PvP
208,Sver Palanox,Royal Paladin,Honbra,1404,"45,991,698,096",Open PvP
209,Bullistic,Royal Paladin,Lobera,1403,"45,837,221,276",Open PvP
210,Jupa Iii Warman,Royal Paladin,Talera,1402,"45,825,977,358",Open PvP
211,Alvinhoosz,Royal Paladin,Honbra,1398,"45,374,953,728",Open PvP
212,Thalento,Royal Paladin,Ombra,1398,"45,364,533,381",Open PvP
213,Not Kami,Royal Paladin,Thyria,1398,"45,363,435,295",Open PvP
214,Rinter,Royal Paladin,Thyria,1397,"45,263,679,516",Open PvP
215,Tutty Imperator,Royal Paladin,Quidera,1396,"45,162,305,033",Open PvP
216,Urbao Debolt,Royal Paladin,Ferobra,1393,"44,882,914,348",Open PvP
217,Kysameh,Royal Paladin,Quintera,1392,"44,834,291,128",Open PvP
218,Daniellxdd,Royal Paladin,Wintera,1391,"44,676,336,106",Open PvP
219,Guaira Navy Seal,Royal Paladin,Talera,1390,"44,628,455,040",Open PvP
220,Xubaka Paeveio,Royal Paladin,Jadebra,1389,"44,549,265,749",Open PvP
221,Lanchadanan,Royal Paladin,Vunira,1389,"44,526,845,576",Open PvP
222,Tenoriio Click Claack,Royal Paladin,Xymera,1389,"44,526,371,876",Open PvP
223,Snow Pall,Royal Paladin,Citra,1388,"44,413,693,036",Open PvP
224,Danibolt,Royal Paladin,Antica,1388,"44,413,399,246",Open PvP
225,Deathstrokezs,Royal Paladin,Jadebra,1388,"44,393,745,760",Open PvP
226,Radraz,Royal Paladin,Vunira,1388,"44,384,397,158",Open PvP
227,Anilde,Royal Paladin,Antica,1386,"44,209,821,973",Open PvP
228,Discipulo Do Kellvoso,Royal Paladin,Quelibra,1385,"44,157,674,166",Open PvP
229,Nemphi,Royal Paladin,Xyla,1384,"44,080,723,474",Open PvP
230,Archer Rominho,Royal Paladin,Ombra,1383,"43,952,637,753",Open PvP
231,Jand Sniper,Royal Paladin,Jadebra,1382,"43,803,117,683",Open PvP
232,Stuhtterzzin,Royal Paladin,Havera,1381,"43,782,420,739",Open PvP
233,Echo of Voxarr,Royal Paladin,Thyria,1381,"43,772,658,063",Open PvP
234,Bobzerah Ballack,Royal Paladin,Inabra,1381,"43,735,645,090",Open PvP
235,Tiozao Vegano,Royal Paladin,Inabra,1380,"43,629,548,064",Open PvP
236,Ares Coldhands,Royal Paladin,Inabra,1379,"43,548,222,938",Open PvP
237,Gudnight,Royal Paladin,Quidera,1379,"43,521,047,960",Open PvP
238,Reo Light,Royal Paladin,Vunira,1377,"43,373,654,229",Open PvP
239,Eagle Rebel,Royal Paladin,Antica,1373,"42,995,286,736",Open PvP
240,Shadow Arrows,Royal Paladin,Quelibra,1373,"42,986,019,857",Open PvP
241,Terra Apelao,Royal Paladin,Ombra,1372,"42,888,450,741",Open PvP
242,Szechuan Sauce,Royal Paladin,Xyla,1371,"42,837,265,129",Open PvP
243,Jefe Implash,Royal Paladin,Wintera,1369,"42,627,366,408",Open PvP
244,Mnihux,Royal Paladin,Premia,1369,"42,592,409,888",Open PvP
245,Barnabaa,Royal Paladin,Xyla,1365,"42,294,620,543",Open PvP
246,King Rokotszu,Royal Paladin,Peloria,1365,"42,284,847,960",Open PvP
247,Palaz,Royal Paladin,Ourobra,1365,"42,281,812,331",Open PvP
248,Arqueiro Baldin,Royal Paladin,Quelibra,1364,"42,166,774,499",Open PvP
249,Rondelli,Royal Paladin,Ombra,1363,"42,074,607,319",Open PvP
250,Carta Zedrin,Royal Paladin,Ourobra,1363,"42,067,503,722",Open PvP
251,Geckoe,Royal Paladin,Quidera,1363,"42,052,560,855",Open PvP
252,Apalloza,Royal Paladin,Ferobra,1357,"41,540,944,934",Open PvP
253,Specter'Lost,Royal Paladin,Inabra,1357,"41,535,855,568",Open PvP
254,Id Unknown,Royal Paladin,Jadebra,1357,"41,473,773,816",Open PvP
255,Be Lovexp,Royal Paladin,Ombra,1356,"41,434,126,616",Open PvP
256,Edu Oneblood,Royal Paladin,Lobera,1356,"41,374,518,476",Open PvP
257,Dias Ignorante,Royal Paladin,Thyria,1355,"41,369,306,011",Open PvP
258,Raviel Suras,Royal Paladin,Quelibra,1353,"41,166,296,596",Open PvP
259,Abuhuuu,Royal Paladin,Jadebra,1350,"40,905,131,403",Open PvP
260,Opressor Felipe,Royal Paladin,Tornabra,1350,"40,897,575,355",Open PvP
261,Unstoppable Lampiao,Royal Paladin,Jadebra,1350,"40,889,948,255",Open PvP
262,Camico,Royal Paladin,Thyria,1350,"40,827,204,110",Open PvP
263,Aluxion,Royal Paladin,Quelibra,1346,"40,467,228,345",Open PvP
264,Fragile Geckoe,Royal Paladin,Quidera,1345,"40,385,447,258",Open PvP
265,Nofarme Zedrin,Royal Paladin,Ourobra,1344,"40,360,588,972",Open PvP
266,Tonim Durim,Royal Paladin,Jadebra,1344,"40,356,985,889",Open PvP
267,Zygh,Paladin,Antica,1344,"40,336,461,394",Open PvP
268,Clax Shane,Royal Paladin,Honbra,1344,"40,304,224,984",Open PvP
269,Zamazzu,Royal Paladin,Ferobra,1342,"40,179,555,171",Open PvP
270,Porteliinha Fallout,Royal Paladin,Ourobra,1341,"40,085,887,293",Open PvP
271,Inkkz,Royal Paladin,Quintera,1340,"39,949,341,540",Open PvP
272,Grigao Alppcinio,Royal Paladin,Ombra,1339,"39,861,658,262",Open PvP
273,Hector Bonilea,Royal Paladin,Serdebra,1338,"39,756,300,898",Open PvP
274,Cesinha Rancoroso,Royal Paladin,Ferobra,1337,"39,723,955,497",Open PvP
275,Rilai,Royal Paladin,Ferobra,1336,"39,603,388,928",Open PvP
276,Jotape The Goat,Royal Paladin,Rasteibra,1336,"39,602,358,190",Open PvP
277,Youcant Affordit,Royal Paladin,Serdebra,1335,"39,537,404,182",Open PvP
278,James Mercenario,Royal Paladin,Jadebra,1334,"39,461,525,965",Open PvP
279,Pupuliukas,Royal Paladin,Antica,1334,"39,456,296,554",Open PvP
280,Datrel,Royal Paladin,Quintera,1334,"39,444,710,937",Open PvP
281,Petu Bombao,Royal Paladin,Ombra,1332,"39,274,548,946",Open PvP
282,Pan Counter,Royal Paladin,Xyla,1331,"39,174,585,183",Open PvP
283,Sepherx United,Royal Paladin,Quintera,1331,"39,129,632,681",Open PvP
284,Val'Pandemonium,Royal Paladin,Quintera,1330,"39,075,509,613",Open PvP
285,Anatim,Royal Paladin,Thyria,1329,"38,979,791,711",Open PvP
286,Praguinha Rica,Royal Paladin,Quelibra,1328,"38,937,524,687",Open PvP
287,Nelore Opalla,Royal Paladin,Honbra,1328,"38,912,129,487",Open PvP
288,Sick Paladin,Royal Paladin,Thyria,1328,"38,879,101,510",Open PvP
289,Borellitto,Royal Paladin,Serdebra,1328,"38,868,063,164",Open PvP
290,Bea Charlover Aca,Royal Paladin,Vunira,1327,"38,847,775,865",Open PvP
291,Fri San,Royal Paladin,Xyla,1327,"38,825,056,784",Open PvP
292,Bigy,Royal Paladin,Peloria,1327,"38,815,401,515",Open PvP
293,Fran cuz,Royal Paladin,Peloria,1327,"38,777,191,149",Open PvP
294,Panq,Royal Paladin,Xymera,1326,"38,690,429,074",Open PvP
295,Glexorion,Royal Paladin,Antica,1325,"38,642,490,899",Open PvP
296,Truesight,Royal Paladin,Honbra,1324,"38,587,163,272",Open PvP
297,Romi Navy Seal,Royal Paladin,Talera,1324,"38,557,217,288",Open PvP
298,Sensei Gojo,Royal Paladin,Inabra,1324,"38,551,449,381",Open PvP
299,Ackeem,Royal Paladin,Lobera,1324,"38,512,939,567",Open PvP
300,Synthazz,Royal Paladin,Quintera,1321,"38,306,488,840",Open PvP
301,Zaaxu,Royal Paladin,Havera,1321,"38,305,885,726",Open PvP
302,Albus Dumboltada,Royal Paladin,Premia,1321,"38,281,938,549",Open PvP
303,Hugo Deustanke,Royal Paladin,Serdebra,1321,"38,258,850,805",Open PvP
304,Willzovisc Danadinho,Royal Paladin,Ourobra,1321,"38,253,689,954",Open PvP
305,Chris Fora Dalei,Royal Paladin,Ombra,1321,"38,250,514,310",Open PvP
306,Jagerrr,Royal Paladin,Lobera,1319,"38,087,188,957",Open PvP
307,Poko Srzala,Royal Paladin,Solidera,1318,"38,009,182,272",Open PvP
308,Petuzao Emex,Royal Paladin,Solidera,1317,"37,978,456,884",Open PvP
309,Yes Yes,Royal Paladin,Vunira,1317,"37,973,388,319",Open PvP
310,Tanisbror,Royal Paladin,Peloria,1317,"37,972,046,702",Open PvP
311,Lukao Daglock,Royal Paladin,Ourobra,1317,"37,956,671,670",Open PvP
312,Kazx,Royal Paladin,Ombra,1317,"37,920,816,790",Open PvP
313,Silentshell,Royal Paladin,Antica,1316,"37,812,623,243",Open PvP
314,Grzes Zabujca Smokuw,Royal Paladin,Xyla,1315,"37,795,660,716",Open PvP
315,Uranyo,Royal Paladin,Unebra,1314,"37,713,440,962",Open PvP
316,Txokolate,Royal Paladin,Rasteibra,1314,"37,671,207,345",Open PvP
317,Rag Doll,Royal Paladin,Inabra,1313,"37,569,556,119",Open PvP
318,Sekus Reapers,Royal Paladin,Peloria,1312,"37,513,500,835",Open PvP
319,Cheiro da Manteiga,Royal Paladin,Inabra,1311,"37,395,447,769",Open PvP
320,Ygma,Royal Paladin,Serdebra,1310,"37,297,534,400",Open PvP
321,Murilichtsz,Royal Paladin,Ferobra,1309,"37,285,133,394",Open PvP
322,Pai Do Meufilhu,Royal Paladin,Honbra,1309,"37,259,971,970",Open PvP
323,Lakrich,Royal Paladin,Antica,1308,"37,151,248,624",Open PvP
324,Pecas Everdash,Royal Paladin,Solidera,1307,"37,102,778,620",Open PvP
325,Diego Dragon Furious,Royal Paladin,Serdebra,1306,"37,017,658,432",Open PvP
326,Feyos,Royal Paladin,Premia,1305,"36,896,078,957",Open PvP
327,Szeklerr,Royal Paladin,Premia,1304,"36,790,752,672",Open PvP
328,Treinfer,Royal Paladin,Antica,1303,"36,785,439,836",Open PvP
329,Krilleh Bror,Royal Paladin,Thyria,1303,"36,752,673,336",Open PvP
330,Venrax Emex,Royal Paladin,Solidera,1303,"36,707,602,825",Open PvP
331,Pally Yi,Royal Paladin,Tornabra,1302,"36,671,202,522",Open PvP
332,Juva Belickon,Royal Paladin,Talera,1301,"36,601,824,389",Open PvP
333,Oblivionrp,Royal Paladin,Inabra,1301,"36,542,379,256",Open PvP
334,Jed Bartlet,Royal Paladin,Antica,1300,"36,482,486,635",Open PvP
335,Insomniack Hatake,Royal Paladin,Quidera,1300,"36,449,292,383",Open PvP
336,Shainy Marilover,Royal Paladin,Solidera,1298,"36,362,135,082",Open PvP
