Rank,Name,Vocation,World,Level,Points,WorldType
95,Baked Jerryy,Elite Knight,Premia,1576,"65,107,137,113",Open PvP
96,Kel,Elite Knight,Rasteibra,1575,"64,972,623,418",Open PvP
97,Spykon,Elite Knight,Serdebra,1575,"64,934,596,528",Open PvP
98,Dobid Elve,Elite Knight,Jadebra,1568,"64,057,278,410",Open PvP
99,Axewinng,Elite Knight,Quelibra,1559,"62,923,183,394",Open PvP
100,Paweel Ek,Elite Knight,Xyla,1558,"62,881,791,875",Open PvP
101,Knalha Aposentado,Elite Knight,Jadebra,1556,"62,648,553,848",Open PvP
102,Janeer,Elite Knight,Quintera,1551,"61,979,812,021",Open PvP
103,Sky Jet,Elite Knight,Lobera,1545,"61,312,866,595",Open PvP
104,Tekkoo Boladaoo,Elite Knight,Quelibra,1544,"61,203,386,362",Open PvP
105,Frank Friiola,Elite Knight,Jadebra,1538,"60,453,486,604",Open PvP
106,Nyothan,Elite Knight,Ourobra,1537,"60,363,543,699",Open PvP
107,Jahadsito,Elite Knight,Quintera,1535,"60,099,885,818",Open PvP
108,Braboeka,Elite Knight,Jadebra,1532,"59,728,978,815",Open PvP
109,Siberion,Elite Knight,Premia,1529,"59,363,951,092",Open PvP
110,Jhonnyxz,Elite Knight,Quintera,1526,"59,097,455,350",Open PvP
111,Tamus Lightt,Elite Knight,Ombra,1526,"59,003,192,311",Open PvP
112,Heltz Slayer,Elite Knight,Ombra,1520,"58,374,554,574",Open PvP
113,Lagurus,Elite Knight,Quidera,1514,"57,641,822,742",Open PvP
114,Faus to,Elite Knight,Quelibra,1514,"57,624,411,300",Open PvP
115,Retro Foso,Elite Knight,Quelibra,1512,"57,462,902,300",Open PvP
116,Alesba,Elite Knight,Premia,1510,"57,192,673,545",Open PvP
117,King Emiliaoo,Elite Knight,Lobera,1510,"57,171,683,954",Open PvP
118,Dede Magnata,Elite Knight,Ourobra,1509,"57,147,509,699",Open PvP
119,Firemen Kyle,Elite Knight,Xyla,1508,"56,984,785,015",Open PvP
120,Xeta Almighty Thunder,Elite Knight,Wintera,1506,"56,704,928,353",Open PvP
121,Taldo Gordo,Elite Knight,Ombra,1500,"56,136,497,515",Open PvP
122,Isaac Psiicopata,Elite Knight,Ourobra,1500,"56,031,347,193",Open PvP
123,Closedfriends Leozin,Elite Knight,Jadebra,1498,"55,828,951,085",Open PvP
124,Weey Fulltiiltado,Elite Knight,Rasteibra,1498,"55,817,207,567",Open PvP
125,Roadster Kitad,Elite Knight,Talera,1498,"55,815,378,702",Open PvP
126,Henrique Darkfall,Knight,Serdebra,1492,"55,165,060,780",Open PvP
127,Elrikto,Elite Knight,Premia,1490,"54,950,824,340",Open PvP
128,Darkziiin,Elite Knight,Rasteibra,1487,"54,673,916,820",Open PvP
129,Messi Siuuu,Elite Knight,Vunira,1486,"54,550,275,450",Open PvP
130,Tzuthx,Elite Knight,Quintera,1484,"54,330,311,942",Open PvP
131,Gil Sinpt Warman,Elite Knight,Talera,1482,"54,102,125,873",Open PvP
132,Apok Kryz,Elite Knight,Talera,1482,"54,078,637,792",Open PvP
133,Marcos Swordbreaker,Elite Knight,Jadebra,1478,"53,670,514,753",Open PvP
134,The Ultimate Slayer,Elite Knight,Honbra,1471,"52,882,349,282",Open PvP
135,Anlightus,Elite Knight,Xyla,1469,"52,709,740,691",Open PvP
136,Bedaz Koranav,Elite Knight,Honbra,1469,"52,672,937,177",Open PvP
137,Jirren,Elite Knight,Peloria,1466,"52,382,658,959",Open PvP
138,Seloko Denone,Elite Knight,Jadebra,1464,"52,102,170,577",Open PvP
139,Titooh Zero Compromisso,Elite Knight,Serdebra,1463,"51,985,821,330",Open PvP
140,Lukayan,Elite Knight,Serdebra,1462,"51,929,056,780",Open PvP
141,Knight Forsale,Elite Knight,Ourobra,1462,"51,881,252,480",Open PvP
142,Malenzera Insane,Elite Knight,Rasteibra,1459,"51,630,322,832",Open PvP
143,Monkee Madness,Elite Knight,Lobera,1458,"51,459,536,291",Open PvP
144,Lucky Butcherr,Elite Knight,Wintera,1457,"51,440,620,535",Open PvP
145,Gomesx,Elite Knight,Serdebra,1456,"51,326,145,706",Open PvP
146,Big Da Discordia,Elite Knight,Tornabra,1453,"51,004,839,836",Open PvP
147,Bag You Desiire,Elite Knight,Ourobra,1452,"50,877,444,587",Open PvP
148,Mayor Catra,Elite Knight,Honbra,1449,"50,564,327,538",Open PvP
149,Yessi Kalitry,Elite Knight,Quintera,1448,"50,458,932,501",Open PvP
150,Lord Maseda,Elite Knight,Antica,1444,"50,066,599,642",Open PvP
151,Skayfox,Elite Knight,Inabra,1444,"50,003,529,975",Open PvP
152,Uchiha Dracule Mihawk,Elite Knight,Tornabra,1443,"49,906,847,623",Open PvP
153,Ancora Predador,Elite Knight,Rasteibra,1443,"49,895,996,104",Open PvP
154,Anatomiczny Posilek,Elite Knight,Thyria,1442,"49,841,490,693",Open PvP
155,Shura Mvcross,Elite Knight,Ferobra,1441,"49,670,815,562",Open PvP
156,Vudu Ziinho,Elite Knight,Inabra,1439,"49,520,658,561",Open PvP
157,Theus Prime,Elite Knight,Jadebra,1438,"49,436,405,880",Open PvP
158,Bruzanas,Elite Knight,Quidera,1437,"49,351,696,823",Open PvP
159,Don Victtor Millonetta,Elite Knight,Xymera,1437,"49,257,669,478",Open PvP
160,Peumarinho,Elite Knight,Jadebra,1436,"49,175,481,608",Open PvP
161,Knight Davin,Elite Knight,Quelibra,1431,"48,657,799,907",Open PvP
162,Sir Lokus,Elite Knight,Quelibra,1431,"48,643,116,093",Open PvP
163,Wabriel,Elite Knight,Premia,1422,"47,800,194,772",Open PvP
164,Er Wings,Elite Knight,Solidera,1422,"47,724,962,323",Open PvP
165,Florento,Elite Knight,Premia,1421,"47,717,220,978",Open PvP
166,Ruge,Elite Knight,Thyria,1421,"47,684,612,998",Open PvP
167,Poppel the knight,Elite Knight,Peloria,1419,"47,503,079,620",Open PvP
168,Ronalxs Predathorzxs,Elite Knight,Talera,1419,"47,438,826,513",Open PvP
169,Roxeszx,Elite Knight,Quintera,1419,"47,427,266,927",Open PvP
170,Andresich,Elite Knight,Talera,1417,"47,266,633,586",Open PvP
171,Mathewziin,Elite Knight,Quelibra,1414,"46,955,177,568",Open PvP
172,Angel Di Nanorka,Elite Knight,Honbra,1413,"46,860,538,527",Open PvP
173,Daante Alighieri,Elite Knight,Talera,1412,"46,795,060,889",Open PvP
174,Adamsz,Elite Knight,Citra,1410,"46,590,303,717",Open PvP
175,Khorror,Elite Knight,Havera,1410,"46,568,747,119",Open PvP
176,Tankes,Elite Knight,Premia,1408,"46,414,214,383",Open PvP
177,Dynamoxsz,Elite Knight,Ferobra,1408,"46,362,373,011",Open PvP
178,Eckouzz,Elite Knight,Honbra,1408,"46,339,955,607",Open PvP
179,Tenorio Click Clack,Elite Knight,Xymera,1407,"46,284,516,740",Open PvP
180,Milo Sly,Elite Knight,Havera,1406,"46,209,569,991",Open PvP
181,Chris Fehnn,Elite Knight,Rasteibra,1406,"46,165,464,947",Open PvP
182,Inma Imparavel,Elite Knight,Rasteibra,1404,"46,025,811,783",Open PvP
183,Claudi Love,Elite Knight,Ferobra,1403,"45,885,085,096",Open PvP
184,Alaiz,Elite Knight,Serdebra,1401,"45,646,916,117",Open PvP
185,Frank Warborn,Elite Knight,Havera,1400,"45,610,531,478",Open PvP
186,Maiithare,Elite Knight,Honbra,1400,"45,609,084,201",Open PvP
187,Uchiha Barba Branca,Elite Knight,Tornabra,1400,"45,578,113,283",Open PvP
188,Jefy Bombalove,Elite Knight,Serdebra,1400,"45,565,390,907",Open PvP
189,Da Bray,Elite Knight,Lobera,1395,"45,117,674,194",Open PvP
190,Midasfuga,Elite Knight,Rasteibra,1394,"45,012,536,512",Open PvP
191,Lovexd,Elite Knight,Solidera,1393,"44,916,008,052",Open PvP
192,Kenia Berserk,Elite Knight,Ombra,1393,"44,894,274,608",Open PvP
193,Alisson Knight,Elite Knight,Inabra,1389,"44,507,197,140",Open PvP
194,Iruz,Elite Knight,Antica,1388,"44,446,149,867",Open PvP
195,Netomcz Imports,Elite Knight,Serdebra,1388,"44,384,016,093",Open PvP
196,Aserys,Elite Knight,Rasteibra,1385,"44,090,079,253",Open PvP
197,Otti Ek,Elite Knight,Xymera,1383,"43,909,352,141",Open PvP
198,Filipec,Elite Knight,Antica,1382,"43,855,016,740",Open PvP
199,Pinkx,Elite Knight,Quelibra,1382,"43,837,859,106",Open PvP
200,Coy,Elite Knight,Quelibra,1379,"43,586,139,252",Open PvP
201,Agiot,Elite Knight,Honbra,1375,"43,142,122,424",Open PvP
202,Mi tous,Elite Knight,Quelibra,1373,"43,038,550,899",Open PvP
203,Not Pedro,Elite Knight,Quintera,1373,"42,953,093,492",Open PvP
204,Baadam rynek,Elite Knight,Vunira,1371,"42,791,422,704",Open PvP
205,Bruwkz Mercenary,Elite Knight,Quelibra,1371,"42,774,110,268",Open PvP
206,Durak Bloodblade,Elite Knight,Ourobra,1369,"42,591,668,984",Open PvP
207,Bruno is Back,Elite Knight,Ferobra,1368,"42,569,603,124",Open PvP
208,Zonatto Ibelin Poderoso,Elite Knight,Tornabra,1368,"42,545,815,951",Open PvP
209,Kiinhazera,Elite Knight,Tornabra,1368,"42,535,727,198",Open PvP
210,King Galaiko,Elite Knight,Ferobra,1367,"42,443,833,813",Open PvP
211,Thorid Iryak,Elite Knight,Inabra,1367,"42,399,723,819",Open PvP
212,Chris Ekbombinha,Elite Knight,Ombra,1365,"42,249,470,053",Open PvP
213,Giilson Juniior,Elite Knight,Ferobra,1364,"42,171,440,500",Open PvP
214,Fhaelzs,Elite Knight,Ombra,1362,"41,949,901,600",Open PvP
215,Wlodarzka,Elite Knight,Xyla,1361,"41,871,345,317",Open PvP
216,Juno Relaxsz,Elite Knight,Havera,1360,"41,790,234,782",Open PvP
217,Silny Pan,Elite Knight,Xyla,1360,"41,765,124,558",Open PvP
218,Enforia,Elite Knight,Quidera,1359,"41,678,635,395",Open PvP
219,Amiiral,Elite Knight,Thyria,1358,"41,561,875,044",Open PvP
220,Osio Yuya,Elite Knight,Inabra,1357,"41,517,108,577",Open PvP
221,Matzes,Elite Knight,Antica,1356,"41,416,732,865",Open PvP
222,Thunderfist,Elite Knight,Peloria,1356,"41,416,656,770",Open PvP
223,Malicie,Elite Knight,Havera,1355,"41,341,916,471",Open PvP
224,Orangeona,Elite Knight,Wintera,1355,"41,314,048,377",Open PvP
225,Shendd,Elite Knight,Rasteibra,1355,"41,280,384,107",Open PvP
226,Re nanzin,Elite Knight,Ferobra,1354,"41,257,974,998",Open PvP
227,Tiu Piki,Elite Knight,Inabra,1354,"41,233,167,283",Open PvP
228,Rizeko,Elite Knight,Vunira,1351,"40,981,678,097",Open PvP
229,Lacerator,Elite Knight,Inabra,1348,"40,709,167,217",Open PvP
230,Poderxd,Elite Knight,Lobera,1347,"40,622,753,261",Open PvP
231,Anya Kharara,Elite Knight,Inabra,1347,"40,619,566,868",Open PvP
232,Luizin Iz Back,Elite Knight,Quelibra,1347,"40,594,007,980",Open PvP
233,Maka Cheira,Elite Knight,Ferobra,1346,"40,506,300,244",Open PvP
234,Ashtonn Kutcher,Elite Knight,Tornabra,1346,"40,470,826,111",Open PvP
235,Another Other,Elite Knight,Thyria,1345,"40,400,817,276",Open PvP
236,Ya su,Elite Knight,Ferobra,1344,"40,355,560,007",Open PvP
237,Mouhh,Elite Knight,Vunira,1343,"40,260,358,097",Open PvP
238,Zek ek Bombinha,Elite Knight,Solidera,1341,"40,086,533,302",Open PvP
239,Sidd Arrogante,Elite Knight,Jadebra,1340,"39,929,035,045",Open PvP
240,Hypenotize,Elite Knight,Peloria,1339,"39,910,399,063",Open PvP
241,Hublinck,Elite Knight,Quelibra,1339,"39,882,574,202",Open PvP
242,Dan Love,Elite Knight,Ferobra,1338,"39,818,392,890",Open PvP
243,Creitoo,Elite Knight,Quelibra,1337,"39,675,633,633",Open PvP
244,Mutilinha Underdog,Elite Knight,Rasteibra,1336,"39,595,297,175",Open PvP
245,Lemaozerah Amou Demais,Elite Knight,Ferobra,1335,"39,551,089,395",Open PvP
246,Piolho De Gabine,Elite Knight,Jadebra,1334,"39,460,988,117",Open PvP
247,King Vonmort,Elite Knight,Peloria,1334,"39,413,333,655",Open PvP
248,Blaze Prime,Elite Knight,Quidera,1332,"39,295,388,720",Open PvP
249,Silver Siriius,Elite Knight,Quidera,1332,"39,252,096,939",Open PvP
250,Bocho Arrogante,Elite Knight,Solidera,1331,"39,166,007,723",Open PvP
251,Laura Hellstorm,Elite Knight,Vunira,1330,"39,094,185,813",Open PvP
252,Mano Tibeco,Elite Knight,Inabra,1329,"38,973,191,817",Open PvP
253,Big Diddy,Elite Knight,Lobera,1327,"38,816,321,504",Open PvP
254,Zaitori,Elite Knight,Vunira,1326,"38,728,293,277",Open PvP
255,Cavaleiro Sagaz,Elite Knight,Rasteibra,1325,"38,651,584,915",Open PvP
256,Darkslayer Ronin,Elite Knight,Premia,1325,"38,608,491,384",Open PvP
257,Fire Draggon,Elite Knight,Quintera,1323,"38,497,151,192",Open PvP
258,Felix Factory,Elite Knight,Quelibra,1323,"38,430,657,143",Open PvP
259,Hulk Jackson,Elite Knight,Thyria,1322,"38,358,671,915",Open PvP
260,Darkbookmagic,Elite Knight,Ferobra,1321,"38,306,270,096",Open PvP
261,Rodriguin Santoryu,Elite Knight,Jadebra,1321,"38,290,386,137",Open PvP
262,Kueloquex,Elite Knight,Solidera,1321,"38,289,927,608",Open PvP
263,Ciganin,Elite Knight,Serdebra,1317,"37,911,227,645",Open PvP
264,Tanketa Navy Seal,Elite Knight,Talera,1316,"37,820,416,736",Open PvP
265,Rodriguinsz,Elite Knight,Tornabra,1315,"37,794,930,901",Open PvP
266,Imohivel,Elite Knight,Ombra,1315,"37,780,847,185",Open PvP
267,True Woo Dy,Elite Knight,Inabra,1314,"37,714,508,715",Open PvP
268,Jota Cabrero,Elite Knight,Quelibra,1313,"37,627,445,617",Open PvP
269,The Conan,Elite Knight,Antica,1313,"37,616,680,353",Open PvP
270,Darkjah,Elite Knight,Quelibra,1311,"37,418,508,503",Open PvP
271,Rolkins,Elite Knight,Lobera,1311,"37,394,354,267",Open PvP
272,Motiro,Elite Knight,Serdebra,1309,"37,237,654,685",Open PvP
273,Libi,Elite Knight,Lobera,1308,"37,145,336,531",Open PvP
274,Johanz,Elite Knight,Solidera,1308,"37,135,589,313",Open PvP
275,Monsterise,Elite Knight,Ombra,1306,"37,037,672,911",Open PvP
276,Azkar Drek,Elite Knight,Havera,1306,"37,000,056,458",Open PvP
277,Nottingesther,Elite Knight,Rasteibra,1306,"36,979,075,227",Open PvP
278,Mad Maddy,Elite Knight,Lobera,1304,"36,787,471,291",Open PvP
279,Zathroths,Elite Knight,Ombra,1303,"36,704,358,706",Open PvP
280,Delta Algumacoisa,Elite Knight,Honbra,1303,"36,701,397,561",Open PvP
281,Fujiyaro,Elite Knight,Lobera,1302,"36,694,399,977",Open PvP
282,Warrior Wade,Elite Knight,Solidera,1302,"36,636,664,773",Open PvP
283,Adversity,Elite Knight,Lobera,1300,"36,462,771,869",Open PvP
284,Juankz,Elite Knight,Lobera,1299,"36,368,906,967",Open PvP
285,Noelazo,Elite Knight,Tornabra,1298,"36,287,871,340",Open PvP
286,Trimid,Elite Knight,Vunira,1298,"36,280,039,649",Open PvP
287,Kabahad,Elite Knight,Peloria,1293,"35,861,555,995",Open PvP
288,Bel mont,Elite Knight,Ferobra,1292,"35,779,960,840",Open PvP
289,Dystopian,Elite Knight,Vunira,1288,"35,528,490,521",Open PvP
290,Karioka Lokko,Elite Knight,Quelibra,1286,"35,304,541,097",Open PvP
291,Didi Soouro,Elite Knight,Serdebra,1286,"35,287,519,404",Open PvP
292,Leozerah Magnata,Elite Knight,Quelibra,1285,"35,199,013,471",Open PvP
293,Duke The Knight,Elite Knight,Ferobra,1283,"35,115,165,823",Open PvP
294,Mudaimes Zicao,Elite Knight,Inabra,1283,"35,063,456,870",Open PvP
295,Tubular,Elite Knight,Vunira,1282,"35,026,573,673",Open PvP
296,Don Cheron,Elite Knight,Ombra,1282,"34,976,601,646",Open PvP
297,Jodelio,Elite Knight,Talera,1282,"34,968,985,420",Open PvP
298,Fabrica de Ek,Elite Knight,Honbra,1280,"34,816,705,400",Open PvP
299,Kalashovv,Elite Knight,Xyla,1280,"34,806,337,031",Open PvP
300,Noah More,Elite Knight,Antica,1280,"34,790,970,682",Open PvP
301,Sylus Slayer,Elite Knight,Solidera,1278,"34,693,241,742",Open PvP
302,Hany Duu,Knight,Havera,1278,"34,663,353,462",Open PvP
303,Danii Montana,Elite Knight,Quidera,1278,"34,655,699,914",Open PvP
304,Jats Opressor,Elite Knight,Ourobra,1276,"34,509,230,244",Open PvP
305,Ed Snake,Elite Knight,Peloria,1275,"34,438,305,168",Open PvP
306,Silny Blokaczi Zabijaczi,Elite Knight,Xyla,1275,"34,412,773,919",Open PvP
307,Guiiguera,Elite Knight,Ombra,1275,"34,410,763,664",Open PvP
308,Macyken,Elite Knight,Premia,1275,"34,390,063,369",Open PvP
309,Zinzin Goma,Elite Knight,Tornabra,1275,"34,382,521,511",Open PvP
310,Frozen Axe,Elite Knight,Serdebra,1274,"34,364,294,746",Open PvP
311,Kisiel Grillowany,Elite Knight,Premia,1274,"34,347,983,600",Open PvP
312,Pepinoprime,Elite Knight,Antica,1274,"34,332,272,766",Open PvP
313,Destruvtor,Elite Knight,Quintera,1274,"34,315,070,908",Open PvP
314,Galvarg,Elite Knight,Inabra,1273,"34,271,572,549",Open PvP
315,Neri Ek,Elite Knight,Serdebra,1272,"34,199,032,702",Open PvP
316,Xuumus,Elite Knight,Thyria,1271,"34,070,916,663",Open PvP
317,Szysha,Elite Knight,Vunira,1270,"34,030,087,514",Open PvP
318,Jefe Galan,Elite Knight,Wintera,1270,"34,021,766,524",Open PvP
319,Lady Ga Kill,Elite Knight,Quintera,1269,"33,976,806,781",Open PvP
320,Fabio Selokoo,Elite Knight,Quelibra,1269,"33,908,222,305",Open PvP
321,Plugged,Elite Knight,Peloria,1268,"33,874,035,700",Open PvP
322,Kanjuro Slowmotion,Elite Knight,Ourobra,1268,"33,828,891,082",Open PvP
323,Sshack,Elite Knight,Quintera,1268,"33,823,992,652",Open PvP
324,Pai Away,Elite Knight,Citra,1268,"33,823,724,981",Open PvP
325,Maskadora de Fumo,Elite Knight,Ferobra,1267,"33,811,663,553",Open PvP
326,Theuss Vidarasaa,Elite Knight,Inabra,1267,"33,801,917,427",Open PvP
327,Auz,Elite Knight,Jadebra,1267,"33,755,047,739",Open PvP
328,Parih,Elite Knight,Lobera,1266,"33,694,762,342",Open PvP
329,Gannel,Elite Knight,Vunira,1266,"33,676,076,410",Open PvP
330,Mithea Tropadosafe,Elite Knight,Ourobra,1264,"33,548,529,086",Open PvP
331,Filthy Bacon,Elite Knight,Quidera,1264,"33,542,815,443",Open PvP
332,Salamaxx Icy,Elite Knight,Quelibra,1264,"33,540,486,782",Open PvP
333,Teuxd,Elite Knight,Tornabra,1264,"33,532,758,715",Open PvP
334,Mar Kolah,Elite Knight,Inabra,1263,"33,420,095,306",Open PvP
335,Richy Meraki,Elite Knight,Quidera,1262,"33,415,376,199",Open PvP
336,Rommeo Wonderfull,Elite Knight,Quintera,1262,"33,361,778,729",Open PvP
337,Lek Full Bombado,Elite Knight,Ourobra,1262,"33,359,129,973",Open PvP
338,An ge lo,Elite Knight,Thyria,1261,"33,338,535,758",Open PvP
339,Billy Spetsnaz,Elite Knight,Ombra,1261,"33,268,438,073",Open PvP
340,Pancada Desbalanceada,Elite Knight,Serdebra,1261,"33,264,701,972",Open PvP
341,Raizen Slowmotion,Elite Knight,Rasteibra,1260,"33,258,778,178",Open PvP
342,Horrizz,Elite Knight,Peloria,1260,"33,245,836,165",Open PvP
343,Desolate Ways,Elite Knight,Rasteibra,1260,"33,221,319,034",Open PvP
344,Primo Fibrado,Elite Knight,Serdebra,1260,"33,206,048,231",Open PvP
345,Jettie,Elite Knight,Lobera,1259,"33,167,287,572",Open PvP
