Rank,Name,Vocation,World,Level,Points,WorldType
31,Zhenkai,Exalted Monk,Honbra,779,"7,843,033,113",Open PvP
32,Netonha,Exalted Monk,Ourobra,778,"7,806,657,433",Open PvP
33,Monk Dkoth,Exalted Monk,Honbra,770,"7,560,355,699",Open PvP
34,Tibursio ruler,Exalted Monk,Quidera,769,"7,542,943,887",Open PvP
35,Fanatic bate fofo,Exalted Monk,Honbra,766,"7,437,821,243",Open PvP
36,Crocante Socolento,Exalted Monk,Jadebra,762,"7,330,325,161",Open PvP
37,Wing Chun Man,Exalted Monk,Solidera,757,"7,176,817,199",Open PvP
38,Duduxp,Exalted Monk,Ombra,753,"7,086,127,378",Open PvP
39,Monkblank,Exalted Monk,Ignitera,751,"7,025,339,071",Open PvP
40,Edorix Shaolin,Exalted Monk,Xymera,744,"6,825,163,497",Open PvP
41,Ellon Monks,Exalted Monk,Ignitera,740,"6,716,414,980",Open PvP
42,Kompisar Hip Hop,Exalted Monk,Antica,738,"6,644,968,154",Open PvP
43,Exevus Avassalador,Exalted Monk,Serdebra,737,"6,640,249,724",Open PvP
44,Brawox,Exalted Monk,Serdebra,736,"6,613,346,903",Open PvP
45,Monkzinm,Exalted Monk,Tornabra,736,"6,599,952,418",Open PvP
46,Rompee,Exalted Monk,Peloria,735,"6,579,559,097",Open PvP
47,Roswaall,Exalted Monk,Lobera,733,"6,521,865,919",Open PvP
48,Taort Lucild,Exalted Monk,Serdebra,730,"6,456,588,771",Open PvP
49,Mu Lee,Exalted Monk,Xymera,727,"6,352,701,663",Open PvP
50,Wlodarzek,Exalted Monk,Premia,722,"6,230,969,402",Open PvP
51,Demszi,Exalted Monk,Peloria,722,"6,229,319,272",Open PvP
52,Jab Mortal,Exalted Monk,Ombra,721,"6,204,449,959",Open PvP
53,Magnifik Mnkdanny,Exalted Monk,Inabra,719,"6,157,115,340",Open PvP
54,Onepunch monk,Exalted Monk,Lobera,719,"6,156,977,983",Open PvP
55,Covuuc,Exalted Monk,Unebra,713,"6,011,153,331",Open PvP
56,Impvkt Monkstyle,Exalted Monk,Unebra,711,"5,956,942,444",Open PvP
57,Liu Kangh,Exalted Monk,Wintera,710,"5,928,804,955",Open PvP
58,Juanito Gallagher,Exalted Monk,Quidera,710,"5,918,380,210",Open PvP
59,Sebbe Nonpvp,Exalted Monk,Citra,704,"5,775,687,967",Open PvP
60,Ricardo Godlike,Exalted Monk,Ferobra,702,"5,737,610,885",Open PvP
61,Builderbob,Exalted Monk,Vunira,702,"5,729,342,227",Open PvP
62,Gyngka,Exalted Monk,Xymera,702,"5,726,777,244",Open PvP
63,Aka Sir Eth,Exalted Monk,Vunira,700,"5,668,678,902",Open PvP
64,Puxx Puxx,Exalted Monk,Antica,700,"5,668,496,544",Open PvP
65,Giant Lolrusher,Exalted Monk,Citra,694,"5,534,253,386",Open PvP
66,Grand Elite Orlando,Exalted Monk,Rasteibra,687,"5,357,573,744",Open PvP
67,Nova Monk,Exalted Monk,Vunira,687,"5,357,169,018",Open PvP
68,King Magnos,Exalted Monk,Ourobra,686,"5,353,930,516",Open PvP
69,Jamonk Trapz,Exalted Monk,Xymera,683,"5,281,679,213",Open PvP
70,Sha Ke,Exalted Monk,Ourobra,678,"5,153,768,544",Open PvP
71,Monnk Cotoco,Exalted Monk,Unebra,677,"5,133,756,083",Open PvP
72,Inversor Del Mal,Exalted Monk,Quidera,677,"5,130,297,337",Open PvP
73,Monje Dictador,Exalted Monk,Talera,676,"5,110,093,137",Open PvP
74,Sou za,Exalted Monk,Honbra,674,"5,062,227,293",Open PvP
75,Loko do Fogo,Exalted Monk,Ferobra,673,"5,054,702,067",Open PvP
76,Monge Teles,Exalted Monk,Tornabra,671,"5,008,642,301",Open PvP
77,Monka George,Exalted Monk,Havera,671,"5,004,371,177",Open PvP
78,Aztekh,Exalted Monk,Solidera,670,"4,987,259,370",Open PvP
79,Jurdziii,Exalted Monk,Antica,670,"4,978,165,337",Open PvP
80,Almighty Wa Za,Exalted Monk,Quintera,668,"4,942,105,895",Open PvP
81,Haelimonk,Exalted Monk,Vunira,668,"4,924,431,790",Open PvP
82,Fuvaka,Exalted Monk,Wintera,666,"4,887,346,028",Open PvP
83,Zero Hand,Exalted Monk,Lobera,665,"4,874,712,544",Open PvP
84,Tankahua Testoalta,Exalted Monk,Xybra,661,"4,777,438,152",Open PvP
85,Monk Igorek,Exalted Monk,Xyla,660,"4,759,315,531",Open PvP
86,Lordbadawi,Exalted Monk,Citra,660,"4,758,150,472",Open PvP
87,Brappe,Exalted Monk,Xyla,659,"4,740,597,306",Open PvP
88,Elemental Fist,Exalted Monk,Serdebra,655,"4,643,586,040",Open PvP
89,Auromonk,Exalted Monk,Vunira,651,"4,556,046,949",Open PvP
90,Netomcz Monkinado,Exalted Monk,Serdebra,650,"4,553,287,115",Open PvP
91,Monk de Ataque,Exalted Monk,Thyria,650,"4,537,334,058",Open PvP
92,Brauerz,Exalted Monk,Premia,649,"4,525,017,858",Open PvP
93,Exalted Zixena,Exalted Monk,Xymera,648,"4,503,276,364",Open PvP
94,Raknar Monk,Exalted Monk,Rasteibra,647,"4,475,238,750",Open PvP
95,Xura Shinsei,Exalted Monk,Ferobra,644,"4,419,868,211",Open PvP
96,Nick Nack Pattywhack,Exalted Monk,Wintera,642,"4,387,174,860",Open PvP
97,Punch Cake,Exalted Monk,Xyla,640,"4,343,900,557",Open PvP
98,Johny Monking,Exalted Monk,Quidera,639,"4,317,576,282",Open PvP
99,Daruhna,Exalted Monk,Vunira,637,"4,269,937,465",Open PvP
100,Rexvyn,Exalted Monk,Havera,636,"4,265,533,629",Open PvP
101,Dubom Matutto,Exalted Monk,Ferobra,636,"4,252,831,157",Open PvP
102,Monk Traalhaa,Exalted Monk,Honbra,635,"4,239,985,907",Open PvP
103,Bullet Puncher,Exalted Monk,Ombra,634,"4,218,487,387",Open PvP
104,Goldel Biceps,Exalted Monk,Quidera,633,"4,198,595,139",Open PvP
105,Lavaii Lama,Exalted Monk,Ombra,633,"4,190,982,141",Open PvP
106,Fisterine,Exalted Monk,Tornabra,632,"4,167,558,982",Open PvP
107,Rhama Champion,Exalted Monk,Ourobra,631,"4,157,464,548",Open PvP
108,Mackdee,Exalted Monk,Lobera,630,"4,133,376,570",Open PvP
109,Primero Monge,Exalted Monk,Cantabra,627,"4,078,628,550",Open PvP
110,Mon Qreli,Exalted Monk,Tornabra,627,"4,078,164,681",Open PvP
111,Winterhearth,Exalted Monk,Inabra,625,"4,030,393,529",Open PvP
112,Artanidas,Exalted Monk,Honbra,624,"4,014,898,362",Open PvP
113,Monge dos arvoredo,Exalted Monk,Rasteibra,623,"4,010,256,091",Open PvP
114,Vugatty,Exalted Monk,Quidera,622,"3,989,469,970",Open PvP
115,Wiggin,Exalted Monk,Victoris,622,"3,985,369,040",Open PvP
116,Einya Lightheart,Exalted Monk,Peloria,622,"3,977,670,881",Open PvP
117,Rodrigx,Exalted Monk,Lobera,622,"3,974,281,441",Open PvP
118,Trapness Return,Exalted Monk,Inabra,621,"3,966,536,119",Open PvP
119,Gookuuu,Exalted Monk,Jadebra,621,"3,962,874,442",Open PvP
120,Kloni,Exalted Monk,Peloria,620,"3,950,993,501",Open PvP
121,Pax Divinity,Exalted Monk,Quidera,617,"3,892,844,502",Open PvP
122,Irken Cool,Exalted Monk,Antica,617,"3,888,944,251",Open PvP
123,Jack Carthas,Exalted Monk,Ombra,617,"3,881,437,746",Open PvP
124,Lugaz Sider,Exalted Monk,Inabra,615,"3,853,957,088",Open PvP
125,Monka Babuni,Exalted Monk,Citra,614,"3,834,862,687",Open PvP
126,Maxithemonk,Exalted Monk,Noctalia,614,"3,833,949,408",Open PvP
127,Merudrian,Exalted Monk,Antica,612,"3,788,829,447",Open PvP
128,Elixe Lilpliiwxlsz,Exalted Monk,Ignitera,612,"3,787,957,247",Open PvP
129,Hels Tang,Exalted Monk,Ferobra,607,"3,699,056,420",Open PvP
130,Broom Capone,Exalted Monk,Citra,607,"3,693,668,369",Open PvP
131,Dragon Aaragon,Exalted Monk,Solidera,606,"3,683,603,070",Open PvP
132,Shan Elite,Exalted Monk,Xybra,606,"3,676,752,778",Open PvP
133,So Nosoco,Exalted Monk,Unebra,605,"3,671,426,442",Open PvP
134,Fiinchy,Exalted Monk,Vunira,605,"3,667,699,654",Open PvP
135,Simon Andres kmikze,Exalted Monk,Ferobra,605,"3,656,505,449",Open PvP
136,Dasher Quendosiiim,Exalted Monk,Xyla,604,"3,651,348,074",Open PvP
137,Pesadelow,Exalted Monk,Jadebra,604,"3,647,213,856",Open PvP
138,Godama,Exalted Monk,Ombra,604,"3,637,539,880",Open PvP
139,Viklund Shadowfist,Exalted Monk,Antica,603,"3,628,690,690",Open PvP
140,Nage Monkz,Exalted Monk,Rasteibra,603,"3,627,784,704",Open PvP
141,Kharn Sargara,Exalted Monk,Wintera,602,"3,605,686,792",Open PvP
142,Rydei Khan,Exalted Monk,Xymera,601,"3,587,784,611",Open PvP
143,Maximus Rusher,Exalted Monk,Ourobra,599,"3,548,402,266",Open PvP
144,Vorthay,Exalted Monk,Jadebra,599,"3,548,200,426",Open PvP
145,Ronei Aluminio,Exalted Monk,Rasteibra,595,"3,479,625,918",Open PvP
146,Bru Talmonka,Exalted Monk,Ourobra,592,"3,437,322,216",Open PvP
147,Leon Kang,Exalted Monk,Ourobra,592,"3,436,272,067",Open PvP
148,Ejdzrian Monk,Exalted Monk,Antica,591,"3,412,303,637",Open PvP
149,Inter Vention,Exalted Monk,Quintera,591,"3,411,708,314",Open PvP
150,Angelito Bifestinha,Exalted Monk,Xymera,590,"3,395,457,304",Open PvP
151,Mkalmost,Exalted Monk,Inabra,590,"3,388,573,493",Open PvP
152,Hiro Zero,Exalted Monk,Talera,589,"3,373,703,389",Open PvP
153,Brutal Bits,Exalted Monk,Antica,583,"3,275,114,166",Open PvP
154,Princess Jai,Exalted Monk,Ignitera,583,"3,273,975,921",Open PvP
155,Monge Kungfu,Exalted Monk,Serdebra,582,"3,253,145,374",Open PvP
156,Wolalla,Exalted Monk,Premia,582,"3,252,093,086",Open PvP
157,Sankywz,Exalted Monk,Solidera,581,"3,249,556,531",Open PvP
158,Paitah On,Exalted Monk,Antica,581,"3,235,469,949",Open PvP
159,Monkiemon,Exalted Monk,Citra,580,"3,228,191,804",Open PvP
160,Meloxk,Exalted Monk,Ignitera,579,"3,202,132,121",Open PvP
161,Sir Foxalot,Exalted Monk,Premia,578,"3,190,524,246",Open PvP
162,Creko,Exalted Monk,Wintera,577,"3,183,145,390",Open PvP
163,Nannie,Exalted Monk,Tornabra,577,"3,169,256,842",Open PvP
164,Cit Zitlini,Exalted Monk,Solidera,576,"3,154,059,731",Open PvP
165,Toniim,Exalted Monk,Jadebra,573,"3,116,687,637",Open PvP
166,Sandomierz Priest,Exalted Monk,Thyria,573,"3,112,167,959",Open PvP
167,Rnewl,Exalted Monk,Tornabra,573,"3,111,342,362",Open PvP
168,Thony Presiidioo,Exalted Monk,Solidera,569,"3,053,852,444",Open PvP
169,Cecy Tomasa,Exalted Monk,Quidera,569,"3,048,652,989",Open PvP
170,First nasdq,Exalted Monk,Peloria,568,"3,036,180,142",Open PvP
171,Will Fatal Punch,Exalted Monk,Xybra,568,"3,034,857,084",Open PvP
172,Gibbox Reborn,Exalted Monk,Victoris,568,"3,030,922,150",Open PvP
173,Bro Fist,Exalted Monk,Wintera,566,"3,001,583,654",Open PvP
174,Darveck Meditando,Exalted Monk,Xybra,566,"2,997,713,034",Open PvP
175,Kungs Law,Exalted Monk,Jadebra,566,"2,997,486,578",Open PvP
176,Joe The Monk,Exalted Monk,Jadebra,565,"2,986,229,834",Open PvP
177,Kaozhi,Exalted Monk,Lobera,563,"2,951,710,642",Open PvP
178,Ram Monk,Exalted Monk,Vunira,561,"2,922,834,375",Open PvP
179,Legandry Druidia,Exalted Monk,Peloria,560,"2,908,049,090",Open PvP
180,Unly,Exalted Monk,Tornabra,560,"2,903,303,589",Open PvP
181,Feelgood,Exalted Monk,Xyla,560,"2,899,598,412",Open PvP
182,Deusebra Fight,Exalted Monk,Honbra,559,"2,892,506,088",Open PvP
183,Bambooty,Exalted Monk,Antica,559,"2,888,161,801",Open PvP
184,Irtansris,Exalted Monk,Jadebra,558,"2,874,534,735",Open PvP
185,Dwell Wezzs,Exalted Monk,Jadebra,558,"2,873,233,915",Open PvP
186,Carlos the Shlek,Exalted Monk,Vunira,556,"2,834,048,046",Open PvP
187,General Ancor,Exalted Monk,Xymera,555,"2,832,529,648",Open PvP
188,Bo Musialem Zmienic,Exalted Monk,Peloria,555,"2,820,406,626",Open PvP
189,Illuminy,Exalted Monk,Unebra,554,"2,809,705,117",Open PvP
190,Gnik Zork,Exalted Monk,Inabra,553,"2,803,322,595",Open PvP
191,Luxferatu,Exalted Monk,Inabra,553,"2,788,510,260",Open PvP
192,Fist of avalon,Exalted Monk,Ignitera,552,"2,783,281,200",Open PvP
193,Gomes Monk,Exalted Monk,Unebra,552,"2,774,743,975",Open PvP
194,Rest Monk,Exalted Monk,Xyla,552,"2,773,462,272",Open PvP
195,Ladrox Havoc,Exalted Monk,Rasteibra,551,"2,766,626,969",Open PvP
196,Monkinez,Exalted Monk,Noctalia,551,"2,763,438,186",Open PvP
197,Zbyszek Hydrauliik,Exalted Monk,Peloria,551,"2,762,289,136",Open PvP
198,Fist Expert,Exalted Monk,Quintera,550,"2,745,595,160",Open PvP
199,Zaritskaya,Exalted Monk,Jadebra,549,"2,737,289,192",Open PvP
200,Exalted Luis,Exalted Monk,Tornabra,548,"2,726,476,096",Open PvP
201,Hulligun,Exalted Monk,Quintera,548,"2,719,327,872",Open PvP
202,Thy Manka,Exalted Monk,Ombra,547,"2,706,604,025",Open PvP
203,Abarao,Exalted Monk,Premia,547,"2,698,369,050",Open PvP
204,Sir Monkthadoz,Exalted Monk,Inabra,546,"2,690,789,865",Open PvP
205,Tauttau,Exalted Monk,Jadebra,545,"2,673,108,879",Open PvP
206,Spices,Exalted Monk,Antica,545,"2,670,339,500",Open PvP
207,Werax Kung Lao,Exalted Monk,Peloria,545,"2,670,034,647",Open PvP
208,Night Boxe,Exalted Monk,Jadebra,544,"2,662,184,470",Open PvP
209,Screen Off,Exalted Monk,Lobera,544,"2,656,258,246",Open PvP
210,Monkqey,Exalted Monk,Solidera,543,"2,644,566,492",Open PvP
211,Bushmonk,Exalted Monk,Premia,542,"2,636,854,110",Open PvP
212,Old Tobi,Exalted Monk,Unebra,542,"2,635,283,835",Open PvP
213,Monlex,Exalted Monk,Quelibra,542,"2,627,241,282",Open PvP
214,The King Fighter,Exalted Monk,Jadebra,542,"2,626,672,544",Open PvP
215,Vinzel,Exalted Monk,Ombra,542,"2,625,148,958",Open PvP
216,Miiguelito Monk,Exalted Monk,Solidera,541,"2,615,335,915",Open PvP
217,Drunken Sensei,Exalted Monk,Ignitera,541,"2,610,545,803",Open PvP
218,Deus Rodrigo,Exalted Monk,Ignitera,539,"2,588,576,365",Open PvP
219,Kruger Sama,Exalted Monk,Quidera,539,"2,587,403,469",Open PvP
220,Quesillito On Runera,Exalted Monk,Xymera,539,"2,583,964,193",Open PvP
221,Slaktaren Hans,Exalted Monk,Talera,538,"2,570,036,976",Open PvP
222,Gigachad Sigma Monk,Exalted Monk,Antica,536,"2,549,401,041",Open PvP
223,Fistuje,Exalted Monk,Thyria,536,"2,547,884,843",Open PvP
224,Bonkler,Exalted Monk,Solidera,536,"2,541,337,966",Open PvP
225,Sepirus Larks,Exalted Monk,Havera,536,"2,539,857,349",Open PvP
226,Nublemas,Exalted Monk,Quidera,535,"2,534,105,289",Open PvP
227,Dustizinho,Exalted Monk,Tornabra,535,"2,534,022,071",Open PvP
228,Er Monkiwi,Exalted Monk,Havera,535,"2,533,799,669",Open PvP
229,Zuriell,Exalted Monk,Talera,534,"2,517,105,534",Open PvP
230,Kryoo Spider Monk,Exalted Monk,Jadebra,534,"2,514,165,295",Open PvP
231,So No Jab,Exalted Monk,Honbra,534,"2,512,795,999",Open PvP
232,Takaki Jacomotu,Exalted Monk,Havera,533,"2,500,957,987",Open PvP
233,Eo Perigo,Exalted Monk,Ferobra,532,"2,494,403,751",Open PvP
234,Salviano Monk,Exalted Monk,Ferobra,532,"2,488,013,637",Open PvP
235,Volsung San,Exalted Monk,Inabra,531,"2,479,536,495",Open PvP
236,Dalai Karma,Exalted Monk,Lobera,531,"2,473,003,811",Open PvP
237,Raged fist,Exalted Monk,Antica,531,"2,471,008,654",Open PvP
238,Arachnomix,Exalted Monk,Havera,530,"2,463,465,097",Open PvP
239,Fadi Boy,Exalted Monk,Ombra,530,"2,461,533,096",Open PvP
240,Dark Hast,Exalted Monk,Lobera,529,"2,451,488,368",Open PvP
241,Karynaa,Exalted Monk,Xyla,529,"2,445,423,457",Open PvP
242,Bruce Lean,Exalted Monk,Xyla,528,"2,436,287,053",Open PvP
243,Lil Paul,Exalted Monk,Quidera,528,"2,431,486,540",Open PvP
244,Kiwawe Ofc,Exalted Monk,Cantabra,526,"2,405,790,290",Open PvP
245,Rey Fernando,Exalted Monk,Ourobra,526,"2,404,339,105",Open PvP
246,Nobrezee,Exalted Monk,Honbra,526,"2,402,236,722",Open PvP
247,Acertus,Exalted Monk,Lobera,525,"2,386,674,950",Open PvP
248,Honeytrap,Exalted Monk,Rasteibra,524,"2,378,947,052",Open PvP
249,Monkanasz,Exalted Monk,Unebra,524,"2,378,428,515",Open PvP
250,Demonke,Exalted Monk,Noctalia,524,"2,376,610,906",Open PvP
251,Ruhtra Hero,Exalted Monk,Quintera,524,"2,375,756,684",Open PvP
252,Floorex,Exalted Monk,Vunira,524,"2,375,191,248",Open PvP
253,Chama no Boxe,Exalted Monk,Inabra,524,"2,372,685,616",Open PvP
254,Anac Exaltado,Exalted Monk,Xyla,523,"2,366,247,483",Open PvP
255,General Pedro,Exalted Monk,Tornabra,523,"2,361,164,239",Open PvP
256,Monk Cabra,Exalted Monk,Ignitera,523,"2,361,093,754",Open PvP
257,Monktorsito,Exalted Monk,Xymera,523,"2,361,032,159",Open PvP
258,Kael Fist,Exalted Monk,Vunira,523,"2,359,813,685",Open PvP
259,Persi Zen,Exalted Monk,Talera,522,"2,344,610,711",Open PvP
260,Dracary Chun,Exalted Monk,Talera,520,"2,322,608,976",Open PvP
261,Huguito Bhozs,Exalted Monk,Solidera,519,"2,305,564,465",Open PvP
262,Kakumist,Exalted Monk,Premia,519,"2,305,022,295",Open PvP
263,Atusian Palunwis,Exalted Monk,Quidera,518,"2,296,450,694",Open PvP
264,Biehls,Exalted Monk,Ombra,516,"2,272,755,421",Open PvP
265,Jogun,Exalted Monk,Antica,516,"2,267,182,450",Open PvP
266,Eff Ting,Exalted Monk,Ombra,515,"2,259,961,794",Open PvP
267,Oldguy Shiz,Exalted Monk,Noctalia,515,"2,257,612,949",Open PvP
268,Lamas Chi,Exalted Monk,Quidera,514,"2,247,830,902",Open PvP
269,Deathfire Strini,Exalted Monk,Antica,514,"2,245,590,219",Open PvP
270,Vapapunch,Exalted Monk,Vunira,513,"2,231,933,545",Open PvP
271,Rene Monk,Exalted Monk,Talera,513,"2,229,472,191",Open PvP
272,Monk Bonffa,Exalted Monk,Jadebra,513,"2,225,293,461",Open PvP
273,Gzuiz Monk,Exalted Monk,Quelibra,512,"2,211,263,185",Open PvP
274,Diaper Faur,Exalted Monk,Vunira,511,"2,210,540,171",Open PvP
275,Doom Monk,Exalted Monk,Honbra,511,"2,209,752,055",Open PvP
276,Tagaroth,Exalted Monk,Inabra,511,"2,203,251,691",Open PvP
277,Monks King,Exalted Monk,Quelibra,510,"2,197,845,846",Open PvP
278,Lethal Strikez,Exalted Monk,Xymera,510,"2,186,872,217",Open PvP
279,Vigour,Exalted Monk,Victoris,508,"2,167,867,635",Open PvP
280,Lucci Kera,Exalted Monk,Lobera,508,"2,167,251,457",Open PvP
281,Zazapack,Exalted Monk,Antica,508,"2,164,981,799",Open PvP
282,Mykai,Exalted Monk,Lobera,507,"2,149,803,347",Open PvP
283,Monkzar,Exalted Monk,Xyla,507,"2,147,405,734",Open PvP
284,Glowa Rodziiny,Exalted Monk,Xyla,506,"2,145,620,877",Open PvP
285,Elixe Liilpilxiizls,Exalted Monk,Ignitera,506,"2,138,154,618",Open PvP
286,Mongil,Exalted Monk,Unebra,505,"2,130,807,547",Open PvP
287,Sane Ryonos,Exalted Monk,Antica,504,"2,118,394,339",Open PvP
288,Nyrkki kyllikki,Exalted Monk,Vunira,504,"2,117,891,895",Open PvP
289,Go Vrzick,Exalted Monk,Ombra,504,"2,117,723,885",Open PvP
290,Monknoxy,Exalted Monk,Ignitera,503,"2,106,529,970",Open PvP
291,Briskets The Monk,Exalted Monk,Peloria,503,"2,105,800,572",Open PvP
292,Rokusai,Exalted Monk,Victoris,503,"2,098,177,481",Open PvP
293,Monk Dryzz,Exalted Monk,Quidera,502,"2,095,181,237",Open PvP
294,Ar Ies,Exalted Monk,Ferobra,502,"2,093,733,131",Open PvP
295,Fist of Serenity,Exalted Monk,Serdebra,501,"2,081,738,153",Open PvP
296,Og Blue dream,Exalted Monk,Citra,501,"2,071,124,516",Open PvP
297,Monk Hong Kong,Exalted Monk,Vunira,500,"2,069,967,394",Open PvP
298,Broken Monk,Exalted Monk,Cantabra,500,"2,065,430,634",Open PvP
299,Khotun Khan,Exalted Monk,Xymera,500,"2,060,825,351",Open PvP
300,Crazy Fists,Exalted Monk,Antica,500,"2,058,474,816",Open PvP
301,Monkingo,Exalted Monk,Xymera,499,"2,052,129,301",Open PvP
302,Avatar Pepe,Exalted Monk,Citra,498,"2,042,172,942",Open PvP
303,Pato Proboszcz,Exalted Monk,Xyla,497,"2,029,758,201",Open PvP
304,Rhoogway,Exalted Monk,Lobera,497,"2,022,597,922",Open PvP
305,Jackiiie Chan,Exalted Monk,Premia,496,"2,012,946,848",Open PvP
306,Emhell,Exalted Monk,Tornabra,495,"2,007,364,855",Open PvP
307,Monk Full Charlover,Exalted Monk,Solidera,495,"2,000,172,890",Open PvP
308,Gariba,Exalted Monk,Xyla,495,"1,999,590,777",Open PvP
309,Monkzda,Exalted Monk,Inabra,494,"1,991,977,273",Open PvP
310,Kure Karura,Exalted Monk,Talera,494,"1,989,373,116",Open PvP
311,Sacred Larasz,Exalted Monk,Xymera,493,"1,973,233,121",Open PvP
312,Ahsokah,Exalted Monk,Honbra,492,"1,969,720,002",Open PvP
313,Liz Freny,Exalted Monk,Premia,491,"1,948,985,847",Open PvP
314,Monkaristah,Exalted Monk,Inabra,490,"1,948,285,577",Open PvP
315,Kraynnuz Rusher,Exalted Monk,Ourobra,490,"1,944,411,154",Open PvP
316,Nardone,Exalted Monk,Lobera,490,"1,941,542,140",Open PvP
317,Mestre dos Punhos,Exalted Monk,Serdebra,490,"1,938,562,862",Open PvP
318,Elchico Temido Emex,Exalted Monk,Solidera,489,"1,926,746,510",Open PvP
319,Sunsick Six,Exalted Monk,Ourobra,488,"1,918,274,458",Open PvP
320,Sir Pandamonium,Exalted Monk,Solidera,488,"1,913,544,101",Open PvP
321,Attila Oligarch,Exalted Monk,Antica,487,"1,911,099,479",Open PvP
322,Paijj,Exalted Monk,Jadebra,487,"1,906,893,847",Open PvP
323,Punhos de Poeteiro,Exalted Monk,Ferobra,487,"1,906,362,605",Open PvP
324,Legozen,Monk,Jadebra,486,"1,895,097,519",Open PvP
325,Akomus Rush,Exalted Monk,Ourobra,486,"1,894,968,318",Open PvP
326,Mighty Luke,Exalted Monk,Premia,485,"1,884,484,761",Open PvP
327,Almighty Cuqta,Exalted Monk,Quintera,485,"1,883,019,861",Open PvP
328,Lavei,Exalted Monk,Xymera,485,"1,881,394,832",Open PvP
329,Bombao Noreste,Exalted Monk,Quidera,485,"1,881,213,883",Open PvP
330,Moench,Exalted Monk,Premia,484,"1,872,226,375",Open PvP
331,Kongier,Exalted Monk,Citra,484,"1,869,292,110",Open PvP
332,Daxier,Exalted Monk,Premia,484,"1,867,926,802",Open PvP
333,Kaymonk,Exalted Monk,Xybra,483,"1,863,555,032",Open PvP
334,Sonja Monja,Exalted Monk,Rasteibra,483,"1,859,705,814",Open PvP
335,Ojiitos Dark,Exalted Monk,Ignitera,482,"1,851,772,986",Open PvP
336,Bob The Fisted,Exalted Monk,Vunira,482,"1,849,680,423",Open PvP
337,Vyskys,Exalted Monk,Peloria,482,"1,847,012,304",Open PvP
338,Monkz Demolidor,Monk,Cantabra,481,"1,837,397,380",Open PvP
339,Pitbull Trocasoco,Exalted Monk,Tornabra,481,"1,837,302,464",Open PvP
340,Jinroy,Exalted Monk,Quintera,481,"1,835,616,270",Open PvP
341,Ewaldo monk lee,Exalted Monk,Ferobra,480,"1,830,959,583",Open PvP
342,Pa Pao Boxeador,Exalted Monk,Inabra,480,"1,826,726,248",Open PvP
343,Fists of pera,Exalted Monk,Xymera,480,"1,826,469,452",Open PvP
344,Brutala Munken,Exalted Monk,Premia,480,"1,822,923,347",Open PvP
345,Patrick Shaolin,Exalted Monk,Wintera,479,"1,808,983,149",Open PvP
346,Monklaw,Exalted Monk,Wintera,478,"1,802,249,382",Open PvP
347,Monk And Snus,Exalted Monk,Vunira,478,"1,800,158,631",Open PvP
348,Ofthe King Thepower,Exalted Monk,Honbra,477,"1,787,987,553",Open PvP
