Rank,Name,Vocation,World,Level,Points,WorldType
46,Magnifik Emperatordany,Master Sorcerer,Inabra,1762,"90,942,517,175",Open PvP
47,Sheik Guii Jurista,Master Sorcerer,Quelibra,1756,"90,050,599,922",Open PvP
48,Unstoppable Mozar,Master Sorcerer,Jadebra,1745,"88,257,358,530",Open PvP
49,Niquit,Master Sorcerer,Antica,1739,"87,399,801,055",Open PvP
50,Dudodix,Master Sorcerer,Ferobra,1738,"87,317,071,180",Open PvP
51,Sorincullino,Master Sorcerer,Quelibra,1723,"85,049,936,424",Open PvP
52,Adorned Pouncer,Master Sorcerer,Honbra,1723,"85,040,373,332",Open PvP
53,Duzoco Inofensivo,Master Sorcerer,Jadebra,1723,"85,001,769,792",Open PvP
54,Ahoky,Master Sorcerer,Solidera,1721,"84,664,172,518",Open PvP
55,Uchiha Dono Tornabra,Master Sorcerer,Tornabra,1712,"83,357,485,638",Open PvP
56,Volkiz Emex,Master Sorcerer,Solidera,1707,"82,609,501,012",Open PvP
57,Jacm Bombiinha,Master Sorcerer,Ferobra,1704,"82,272,259,046",Open PvP
58,Sha Dowh,Master Sorcerer,Premia,1700,"81,661,657,422",Open PvP
59,Vepe Ohz,Master Sorcerer,Quelibra,1700,"81,612,088,838",Open PvP
60,Ze Zinho,Master Sorcerer,Ourobra,1697,"81,200,994,149",Open PvP
61,Young Talent,Master Sorcerer,Thyria,1695,"80,890,775,479",Open PvP
62,Sorin Vilao,Master Sorcerer,Ourobra,1694,"80,765,151,579",Open PvP
63,Skabp Intolerante,Master Sorcerer,Ferobra,1680,"78,835,621,731",Open PvP
64,Hera Kivaa Fallout,Master Sorcerer,Ourobra,1678,"78,515,291,783",Open PvP
65,Onslaught Sorcerer,Master Sorcerer,Solidera,1677,"78,417,285,157",Open PvP
66,Biellzinha,Master Sorcerer,Inabra,1673,"77,850,644,984",Open PvP
67,Zdzi Siek,Master Sorcerer,Peloria,1662,"76,290,649,291",Open PvP
68,Shoockerzim,Master Sorcerer,Quelibra,1660,"75,975,768,797",Open PvP
69,Cellio,Master Sorcerer,Rasteibra,1649,"74,536,951,410",Open PvP
70,Khriszztoph,Master Sorcerer,Ombra,1648,"74,419,434,157",Open PvP
71,Fael Gumpshrimp,Master Sorcerer,Quelibra,1635,"72,674,321,135",Open PvP
72,Bjo,Master Sorcerer,Quelibra,1635,"72,610,886,308",Open PvP
73,Teteu Endividado,Master Sorcerer,Honbra,1630,"72,003,635,526",Open PvP
74,Vitnho,Master Sorcerer,Tornabra,1623,"71,002,176,914",Open PvP
75,Smoking Killer,Master Sorcerer,Solidera,1622,"70,877,964,676",Open PvP
76,Mejo Vikee,Master Sorcerer,Thyria,1620,"70,685,834,813",Open PvP
77,Malu Manzan,Master Sorcerer,Serdebra,1618,"70,430,357,222",Open PvP
78,Teenorio El Patron,Master Sorcerer,Wintera,1618,"70,367,211,118",Open PvP
79,Knacked,Master Sorcerer,Peloria,1610,"69,422,903,460",Open PvP
80,Brutus Insane,Master Sorcerer,Rasteibra,1604,"68,620,710,877",Open PvP
81,Inferno koox,Master Sorcerer,Thyria,1599,"67,988,735,255",Open PvP
82,Riivv,Master Sorcerer,Antica,1596,"67,529,724,922",Open PvP
83,Radamanthys Navy Seal,Master Sorcerer,Talera,1595,"67,409,964,280",Open PvP
84,Bigboy Damage,Master Sorcerer,Thyria,1591,"66,895,790,321",Open PvP
85,Floky Monkey,Master Sorcerer,Thyria,1590,"66,761,661,872",Open PvP
86,Melinxd,Master Sorcerer,Rasteibra,1589,"66,727,181,783",Open PvP
87,Closedfriends Fernandoo,Master Sorcerer,Jadebra,1588,"66,570,559,325",Open PvP
88,Pekky Khamzai,Master Sorcerer,Antica,1587,"66,376,934,590",Open PvP
89,Zhurda,Master Sorcerer,Unebra,1581,"65,695,070,196",Open PvP
90,Yankoz Maestro,Master Sorcerer,Antica,1576,"65,078,380,014",Open PvP
91,Gostek ja skipuje,Master Sorcerer,Vunira,1575,"64,931,021,083",Open PvP
92,Neutral Life,Master Sorcerer,Premia,1574,"64,865,471,447",Open PvP
93,Hat Kill Stealer,Master Sorcerer,Havera,1574,"64,811,075,060",Open PvP
94,Jan Duni,Master Sorcerer,Inabra,1569,"64,135,590,202",Open PvP
95,Thy Gas,Master Sorcerer,Ourobra,1566,"63,819,146,282",Open PvP
96,Critical Opressor,Master Sorcerer,Honbra,1563,"63,435,341,056",Open PvP
97,Tazari Windu,Master Sorcerer,Rasteibra,1560,"63,080,581,053",Open PvP
98,Oriibsz,Master Sorcerer,Inabra,1560,"63,077,669,741",Open PvP
99,Sir Tom Bombadil,Master Sorcerer,Havera,1558,"62,840,050,203",Open PvP
100,Hakaii Sheik,Master Sorcerer,Ourobra,1552,"62,173,665,023",Open PvP
101,Nozferato,Master Sorcerer,Quelibra,1550,"61,888,465,128",Open PvP
102,Imperiious,Master Sorcerer,Lobera,1550,"61,869,799,712",Open PvP
103,Kardya Shelby,Master Sorcerer,Havera,1549,"61,762,545,768",Open PvP
104,Akuma etterno,Master Sorcerer,Ferobra,1547,"61,469,555,654",Open PvP
105,Flying Joahn,Master Sorcerer,Xyla,1546,"61,374,126,976",Open PvP
106,Smooth Hardstyle,Master Sorcerer,Ferobra,1542,"60,957,651,070",Open PvP
107,Lawdz,Master Sorcerer,Antica,1542,"60,930,275,406",Open PvP
108,Sorin bife wellington,Master Sorcerer,Ourobra,1537,"60,303,080,303",Open PvP
109,Escoboar,Master Sorcerer,Peloria,1534,"59,961,540,450",Open PvP
110,Youmi Buu,Master Sorcerer,Ourobra,1534,"59,928,176,359",Open PvP
111,Guimba Bruto,Master Sorcerer,Serdebra,1527,"59,216,750,475",Open PvP
112,Lucaasz In,Master Sorcerer,Serdebra,1527,"59,157,087,422",Open PvP
113,Beelzee El Patron,Master Sorcerer,Wintera,1526,"59,101,332,088",Open PvP
114,Szydercaa,Master Sorcerer,Citra,1524,"58,844,664,977",Open PvP
115,Patraozinho Agro,Master Sorcerer,Ombra,1522,"58,608,747,201",Open PvP
116,Charllon,Master Sorcerer,Quelibra,1521,"58,457,551,510",Open PvP
117,Vitin Daronco,Master Sorcerer,Rasteibra,1517,"58,037,800,402",Open PvP
118,Joems,Master Sorcerer,Thyria,1513,"57,498,824,944",Open PvP
119,Bahbahk Cueistorebomb,Master Sorcerer,Ourobra,1503,"56,422,657,265",Open PvP
120,Masters Fred,Master Sorcerer,Quelibra,1499,"55,977,530,240",Open PvP
121,Pune Bombams,Master Sorcerer,Inabra,1499,"55,938,323,469",Open PvP
122,Victtor Millonetta,Master Sorcerer,Xymera,1496,"55,617,289,055",Open PvP
123,Neggich,Master Sorcerer,Havera,1496,"55,584,616,294",Open PvP
124,Mattheuws,Master Sorcerer,Quintera,1495,"55,467,784,017",Open PvP
125,Alemao Alenda,Master Sorcerer,Inabra,1493,"55,288,653,701",Open PvP
126,Overaw,Master Sorcerer,Ferobra,1488,"54,693,388,140",Open PvP
127,Vulckanz,Master Sorcerer,Quidera,1485,"54,361,493,678",Open PvP
128,Manolost,Master Sorcerer,Talera,1483,"54,217,298,499",Open PvP
129,Bolk,Master Sorcerer,Antica,1480,"53,891,037,522",Open PvP
130,Godslayers,Master Sorcerer,Talera,1480,"53,883,065,535",Open PvP
131,Valariak,Master Sorcerer,Quintera,1475,"53,302,437,604",Open PvP
132,Kiiwinita,Master Sorcerer,Quidera,1473,"53,113,878,334",Open PvP
133,Filhao Oldgangsta,Master Sorcerer,Rasteibra,1472,"52,957,918,877",Open PvP
134,Luzao Comeback,Master Sorcerer,Unebra,1468,"52,590,475,190",Open PvP
135,Remik Sorc,Master Sorcerer,Xyla,1462,"51,950,544,699",Open PvP
136,Lipe Fallout,Master Sorcerer,Ourobra,1461,"51,795,543,762",Open PvP
137,Her Ze,Master Sorcerer,Talera,1458,"51,466,589,946",Open PvP
138,Drazan Chanersiete,Master Sorcerer,Quidera,1457,"51,346,865,184",Open PvP
139,Usuario Rato,Master Sorcerer,Jadebra,1452,"50,893,653,106",Open PvP
140,Dedeh Love,Master Sorcerer,Ferobra,1446,"50,223,702,090",Open PvP
141,Tyo Rogi,Master Sorcerer,Quelibra,1445,"50,159,279,429",Open PvP
142,Zezinho Quebrado,Master Sorcerer,Ourobra,1443,"49,925,003,537",Open PvP
143,Nicol,Master Sorcerer,Vunira,1443,"49,890,853,405",Open PvP
144,Leozinlovepeq,Master Sorcerer,Tornabra,1442,"49,862,958,550",Open PvP
145,Zarothprime,Master Sorcerer,Antica,1439,"49,523,451,547",Open PvP
146,Azar Math,Master Sorcerer,Xyla,1439,"49,477,364,831",Open PvP
147,Og Kiedos,Master Sorcerer,Vunira,1435,"49,140,947,188",Open PvP
148,Dwooid,Master Sorcerer,Lobera,1434,"48,952,376,822",Open PvP
149,Key Es,Master Sorcerer,Serdebra,1428,"48,364,050,275",Open PvP
150,Incredible Akus,Master Sorcerer,Lobera,1426,"48,199,573,748",Open PvP
151,Synyster Gaates,Master Sorcerer,Talera,1423,"47,831,826,437",Open PvP
152,Siarrrrra,Master Sorcerer,Quelibra,1421,"47,657,852,307",Open PvP
153,Pragmatics,Master Sorcerer,Quintera,1420,"47,593,058,497",Open PvP
154,Tonka Baby,Master Sorcerer,Lobera,1420,"47,520,263,495",Open PvP
155,Lone Leech,Master Sorcerer,Lobera,1419,"47,486,334,569",Open PvP
156,Goa Primeape,Master Sorcerer,Quidera,1416,"47,199,821,806",Open PvP
157,Vinigod Prox,Master Sorcerer,Ferobra,1415,"47,035,530,612",Open PvP
158,Inseto insolente,Master Sorcerer,Inabra,1414,"47,000,196,423",Open PvP
159,Szwagier Gregor,Master Sorcerer,Xyla,1412,"46,735,282,520",Open PvP
160,Voltagezs Chanersiete,Master Sorcerer,Quidera,1412,"46,728,814,926",Open PvP
161,Damzek Arrogante,Master Sorcerer,Solidera,1409,"46,515,482,125",Open PvP
162,Queen Gina,Master Sorcerer,Wintera,1409,"46,469,356,260",Open PvP
163,Javi the shihan,Master Sorcerer,Serdebra,1408,"46,338,023,929",Open PvP
164,Floki Darksoul,Master Sorcerer,Rasteibra,1405,"46,059,452,861",Open PvP
165,King Uhtredzera,Master Sorcerer,Ombra,1405,"46,038,940,969",Open PvP
166,Deemolisher,Master Sorcerer,Premia,1405,"46,031,169,095",Open PvP
167,Zigg Nal,Master Sorcerer,Ourobra,1404,"45,937,656,569",Open PvP
168,Byoniic,Master Sorcerer,Vunira,1403,"45,921,249,369",Open PvP
169,Rikky Opressor,Master Sorcerer,Ombra,1402,"45,788,332,554",Open PvP
170,Firemane Avenger,Master Sorcerer,Ferobra,1401,"45,660,119,038",Open PvP
171,Romanholi Bombao,Master Sorcerer,Ferobra,1394,"44,970,635,029",Open PvP
172,Poderoso Hiigh Wizard,Master Sorcerer,Inabra,1393,"44,918,972,642",Open PvP
173,Dron Hardy,Master Sorcerer,Ourobra,1393,"44,872,825,275",Open PvP
174,Aegoth Darko,Master Sorcerer,Havera,1388,"44,456,764,992",Open PvP
175,Migmai Friolla,Master Sorcerer,Jadebra,1388,"44,418,468,601",Open PvP
176,Reyken Camp,Master Sorcerer,Quidera,1388,"44,408,195,249",Open PvP
177,Papilao Amassa Cranio,Master Sorcerer,Quelibra,1388,"44,401,466,610",Open PvP
178,Eren Ravenclaw,Master Sorcerer,Solidera,1385,"44,117,403,953",Open PvP
179,Brenim Bombao,Master Sorcerer,Inabra,1384,"44,066,599,037",Open PvP
180,Ricardo Antigolpee,Master Sorcerer,Honbra,1384,"44,048,972,740",Open PvP
181,Mage Deceiver,Master Sorcerer,Quelibra,1384,"44,000,688,810",Open PvP
182,Thur zika,Master Sorcerer,Quelibra,1383,"43,969,127,742",Open PvP
183,Thay Finishwar,Master Sorcerer,Solidera,1382,"43,811,852,054",Open PvP
184,Lewiis Bronx,Master Sorcerer,Lobera,1382,"43,802,318,783",Open PvP
185,Gorzin,Master Sorcerer,Honbra,1380,"43,663,317,675",Open PvP
186,Araujo Novo Homem,Master Sorcerer,Quelibra,1376,"43,239,758,409",Open PvP
187,Siir Boladex,Master Sorcerer,Ombra,1373,"43,031,109,196",Open PvP
188,Josh Fullbomb,Master Sorcerer,Talera,1373,"42,998,794,758",Open PvP
189,Pepehzin,Master Sorcerer,Ombra,1373,"42,956,099,214",Open PvP
190,Death Wave,Master Sorcerer,Solidera,1372,"42,913,791,597",Open PvP
191,Garncuch Kapi,Master Sorcerer,Thyria,1371,"42,828,100,551",Open PvP
192,Wingboy,Master Sorcerer,Rasteibra,1371,"42,813,773,040",Open PvP
193,Sorinzord,Master Sorcerer,Rasteibra,1370,"42,722,389,344",Open PvP
194,Cygi los panczos,Master Sorcerer,Antica,1369,"42,640,406,295",Open PvP
195,Carlin Tadafilado,Master Sorcerer,Inabra,1363,"42,022,810,245",Open PvP
196,Orfeo Navy Seal,Master Sorcerer,Talera,1361,"41,890,555,019",Open PvP
197,Haullyz Implacavel,Master Sorcerer,Quelibra,1358,"41,593,505,291",Open PvP
198,Lehoz,Master Sorcerer,Wintera,1357,"41,530,805,100",Open PvP
199,Na Bu,Master Sorcerer,Jadebra,1356,"41,414,807,624",Open PvP
200,Neri Isback,Master Sorcerer,Quelibra,1355,"41,361,458,285",Open PvP
201,Rekuperatore,Master Sorcerer,Peloria,1355,"41,347,230,360",Open PvP
202,Toxic Kakai,Master Sorcerer,Premia,1351,"40,933,738,806",Open PvP
203,Xogoode,Master Sorcerer,Antica,1350,"40,851,624,518",Open PvP
204,Soni Retafinal,Master Sorcerer,Serdebra,1344,"40,285,756,161",Open PvP
205,Evol One,Master Sorcerer,Vunira,1342,"40,173,588,807",Open PvP
206,Kotz Lidera,Master Sorcerer,Honbra,1341,"40,093,480,434",Open PvP
207,Flipias,Master Sorcerer,Quintera,1339,"39,908,666,376",Open PvP
208,Brilha Brilha Sdzinha,Master Sorcerer,Rasteibra,1339,"39,863,892,539",Open PvP
209,Kiriuz Kser,Master Sorcerer,Lobera,1338,"39,790,047,466",Open PvP
210,Omel Triplelavada,Master Sorcerer,Xymera,1338,"39,781,468,384",Open PvP
211,Soldado Invader,Master Sorcerer,Serdebra,1338,"39,755,174,599",Open PvP
212,Middel,Master Sorcerer,Antica,1337,"39,730,167,129",Open PvP
213,Coronel Shock,Master Sorcerer,Quelibra,1335,"39,496,278,200",Open PvP
214,Frozen Thugx,Master Sorcerer,Inabra,1332,"39,286,004,483",Open PvP
215,Igao Aventureiro Sinistro,Master Sorcerer,Rasteibra,1332,"39,232,614,100",Open PvP
216,Charly Chanersiete,Master Sorcerer,Quidera,1331,"39,178,352,024",Open PvP
217,Dalvao da xjota,Master Sorcerer,Ferobra,1331,"39,144,090,560",Open PvP
218,Urso Xaaapado,Master Sorcerer,Serdebra,1327,"38,811,871,737",Open PvP
219,Sheala de Vries,Master Sorcerer,Premia,1327,"38,787,837,464",Open PvP
220,Corex On Fiire,Master Sorcerer,Quidera,1325,"38,660,631,265",Open PvP
221,Jonas Bandidoo,Master Sorcerer,Inabra,1324,"38,586,640,843",Open PvP
222,Ocuei Gebe Bombams,Master Sorcerer,Rasteibra,1324,"38,583,385,814",Open PvP
223,Ivanzx Sauvage,Master Sorcerer,Solidera,1324,"38,570,203,954",Open PvP
224,Zatis Mage,Master Sorcerer,Quelibra,1322,"38,375,085,929",Open PvP
225,Killz,Master Sorcerer,Lobera,1319,"38,140,936,191",Open PvP
226,Magicallse,Master Sorcerer,Antica,1319,"38,124,801,409",Open PvP
227,Evookeer,Master Sorcerer,Serdebra,1317,"37,973,609,603",Open PvP
228,Violent Beams,Master Sorcerer,Quidera,1316,"37,889,492,136",Open PvP
229,Tiolla,Master Sorcerer,Ombra,1315,"37,757,071,572",Open PvP
230,Umeex,Master Sorcerer,Vunira,1313,"37,606,123,923",Open PvP
231,Gulkair Prime,Master Sorcerer,Rasteibra,1313,"37,556,368,210",Open PvP
232,Franknitro,Master Sorcerer,Lobera,1312,"37,485,266,196",Open PvP
233,Bushumusu,Master Sorcerer,Premia,1311,"37,456,930,313",Open PvP
234,Vaparir,Master Sorcerer,Havera,1311,"37,434,328,973",Open PvP
235,Jaggerboom,Master Sorcerer,Premia,1311,"37,383,436,649",Open PvP
236,Vincent'Dra,Master Sorcerer,Antica,1310,"37,359,840,539",Open PvP
237,Mago Hans,Master Sorcerer,Quelibra,1310,"37,323,454,551",Open PvP
238,Jiddra Reapers,Master Sorcerer,Peloria,1309,"37,274,686,587",Open PvP
239,Rathez,Master Sorcerer,Xyla,1309,"37,243,651,831",Open PvP
240,Closedfriends Maghx,Master Sorcerer,Jadebra,1306,"36,969,004,349",Open PvP
241,Kinhux,Master Sorcerer,Ombra,1304,"36,839,702,019",Open PvP
242,Aliarise,Master Sorcerer,Vunira,1303,"36,728,862,137",Open PvP
243,Benediktuss,Master Sorcerer,Peloria,1302,"36,624,487,394",Open PvP
244,Zionn Haze,Master Sorcerer,Tornabra,1302,"36,623,320,753",Open PvP
245,Bruxao Imparavel,Master Sorcerer,Rasteibra,1301,"36,542,025,387",Open PvP
246,Brall,Master Sorcerer,Lobera,1297,"36,211,760,519",Open PvP
247,Big Mike,Master Sorcerer,Lobera,1294,"35,955,974,809",Open PvP
248,Quakkap,Master Sorcerer,Vunira,1293,"35,919,382,117",Open PvP
249,Adreuz,Master Sorcerer,Premia,1292,"35,819,061,408",Open PvP
250,Ted Pido Perdon,Master Sorcerer,Talera,1291,"35,749,128,578",Open PvP
251,Bautzik Slowmotion,Master Sorcerer,Unebra,1290,"35,628,450,713",Open PvP
252,Sofyzikat,Master Sorcerer,Premia,1290,"35,620,014,158",Open PvP
253,Degustador Slayer,Master Sorcerer,Ombra,1290,"35,616,969,120",Open PvP
254,Not Billyonaire,Master Sorcerer,Thyria,1288,"35,526,306,800",Open PvP
255,Showtime Nerds,Master Sorcerer,Peloria,1288,"35,460,727,804",Open PvP
256,Douglas Puro Malte,Master Sorcerer,Serdebra,1285,"35,245,047,167",Open PvP
257,Ykk,Master Sorcerer,Vunira,1285,"35,227,407,398",Open PvP
258,Korvmoj Fighter,Master Sorcerer,Peloria,1284,"35,186,782,594",Open PvP
259,Josesitto,Master Sorcerer,Inabra,1284,"35,133,062,710",Open PvP
260,Mighty Carlos,Master Sorcerer,Talera,1283,"35,059,968,629",Open PvP
261,Bloody Vitim,Master Sorcerer,Honbra,1281,"34,902,190,915",Open PvP
262,Daisuki Ito,Master Sorcerer,Vunira,1280,"34,790,877,117",Open PvP
263,Vitin Love,Master Sorcerer,Ferobra,1279,"34,739,191,693",Open PvP
264,Semsd,Master Sorcerer,Inabra,1279,"34,728,256,984",Open PvP
265,Baraii Fawkes,Master Sorcerer,Unebra,1278,"34,683,455,765",Open PvP
266,Stormzero,Master Sorcerer,Wintera,1278,"34,676,005,972",Open PvP
267,Back Seat Gaming,Master Sorcerer,Quintera,1277,"34,611,274,433",Open PvP
268,Lu Khas,Master Sorcerer,Honbra,1277,"34,571,117,005",Open PvP
269,Piko Bomba Taint,Master Sorcerer,Tornabra,1274,"34,359,329,594",Open PvP
270,Guimba Explosivo,Master Sorcerer,Serdebra,1274,"34,350,212,822",Open PvP
271,Chezzao,Master Sorcerer,Serdebra,1273,"34,263,882,930",Open PvP
272,Gonza Zedrin,Master Sorcerer,Ourobra,1273,"34,254,413,718",Open PvP
273,Brandon Toretto,Master Sorcerer,Lobera,1272,"34,162,124,692",Open PvP
274,Bielzao Relaxado,Master Sorcerer,Rasteibra,1268,"33,856,496,179",Open PvP
275,Dubom Matuto,Master Sorcerer,Ferobra,1268,"33,852,469,181",Open PvP
276,Brayanz,Master Sorcerer,Lobera,1266,"33,715,823,821",Open PvP
277,King Rikky,Master Sorcerer,Ourobra,1265,"33,632,168,994",Open PvP
278,Aranveil,Master Sorcerer,Citra,1265,"33,609,917,348",Open PvP
279,Natilla Burnout,Master Sorcerer,Wintera,1264,"33,538,784,974",Open PvP
280,Mortainter,Master Sorcerer,Lobera,1264,"33,503,076,696",Open PvP
281,Andre Relaxado,Master Sorcerer,Rasteibra,1263,"33,489,184,476",Open PvP
282,Ribamar Eterno,Master Sorcerer,Ombra,1261,"33,319,124,897",Open PvP
283,Invictoor,Master Sorcerer,Inabra,1261,"33,305,288,751",Open PvP
284,Aghe,Master Sorcerer,Premia,1261,"33,285,949,588",Open PvP
285,Habibit,Master Sorcerer,Lobera,1260,"33,192,954,250",Open PvP
286,Zatch Veon,Master Sorcerer,Ferobra,1258,"33,080,318,772",Open PvP
287,Cherie,Master Sorcerer,Honbra,1254,"32,771,798,365",Open PvP
288,Papelaum Meliexp,Master Sorcerer,Rasteibra,1253,"32,673,215,826",Open PvP
289,Jalapenow,Master Sorcerer,Premia,1252,"32,594,241,786",Open PvP
290,Reque Ztek,Master Sorcerer,Xyla,1251,"32,523,703,522",Open PvP
291,Lino Maquinado,Master Sorcerer,Honbra,1250,"32,436,485,651",Open PvP
292,Makbraa,Master Sorcerer,Inabra,1250,"32,409,463,058",Open PvP
293,Kasparovz,Master Sorcerer,Jadebra,1248,"32,306,131,749",Open PvP
294,Lipao Antidoping,Master Sorcerer,Honbra,1248,"32,244,341,120",Open PvP
295,Bryan Mort,Master Sorcerer,Solidera,1246,"32,144,434,893",Open PvP
296,Aka Nogueira,Master Sorcerer,Vunira,1246,"32,096,149,115",Open PvP
297,Menozin Rush,Master Sorcerer,Quelibra,1244,"31,935,127,268",Open PvP
298,Shep Grizz,Master Sorcerer,Lobera,1242,"31,822,812,799",Open PvP
299,Closedfriends Bidu Baiano,Master Sorcerer,Jadebra,1238,"31,544,427,636",Open PvP
300,Toto Lover,Master Sorcerer,Xyla,1238,"31,513,205,632",Open PvP
301,Merlin Last Dance,Master Sorcerer,Solidera,1238,"31,500,499,976",Open PvP
302,Shilfner Ksdems,Master Sorcerer,Inabra,1238,"31,484,600,058",Open PvP
303,Perro Killshot,Master Sorcerer,Solidera,1237,"31,465,365,701",Open PvP
304,Fabbe Warface,Master Sorcerer,Quelibra,1237,"31,443,038,386",Open PvP
305,Heellz Mzyellow,Master Sorcerer,Wintera,1237,"31,404,781,888",Open PvP
306,Khaoz Mercenario,Master Sorcerer,Jadebra,1236,"31,318,521,722",Open PvP
307,Tyruno Rush,Master Sorcerer,Ourobra,1234,"31,227,239,670",Open PvP
308,Killa Mish,Master Sorcerer,Quidera,1232,"31,016,851,856",Open PvP
309,Habibik,Master Sorcerer,Solidera,1231,"30,948,366,664",Open PvP
310,True Hema,Master Sorcerer,Vunira,1228,"30,726,921,907",Open PvP
311,Jhonyxp,Master Sorcerer,Ombra,1227,"30,679,067,417",Open PvP
312,Jonaszero Zedrin,Master Sorcerer,Ourobra,1227,"30,639,428,974",Open PvP
313,Mythlar,Master Sorcerer,Peloria,1226,"30,611,099,185",Open PvP
314,Carlosbh,Master Sorcerer,Lobera,1226,"30,583,640,681",Open PvP
315,Kheos Belickon,Master Sorcerer,Talera,1226,"30,582,087,980",Open PvP
316,Zalber,Master Sorcerer,Unebra,1224,"30,462,814,074",Open PvP
317,Berglin,Master Sorcerer,Vunira,1224,"30,428,054,632",Open PvP
318,Red Hexer,Master Sorcerer,Wintera,1223,"30,388,794,082",Open PvP
319,Grapleer,Master Sorcerer,Vunira,1223,"30,372,736,731",Open PvP
320,Mental Stability,Master Sorcerer,Premia,1222,"30,319,592,376",Open PvP
321,Rick Exilador,Master Sorcerer,Unebra,1222,"30,295,617,832",Open PvP
322,Tophigh Charmpoints,Master Sorcerer,Jadebra,1222,"30,281,917,804",Open PvP
323,King Kakaa,Master Sorcerer,Honbra,1222,"30,264,472,700",Open PvP
324,Zae Istari,Master Sorcerer,Quidera,1220,"30,169,245,594",Open PvP
325,Peka Del Clubs,Master Sorcerer,Rasteibra,1220,"30,123,223,379",Open PvP
326,Sorc Demoliidor,Master Sorcerer,Unebra,1218,"30,022,125,901",Open PvP
