Rank,Name,Vocation,World,Level,Skill Level,category,vocation_id
122,Vetten,Master Sorcerer,Lobera,123,93,Fishing,0
122,Xejama,Master Sorcerer,Secura,279,93,Fishing,0
144,Akiles The Immortal,Elite Knight,Havera,77,92,Fishing,0
144,Akiyama Ayumi,Knight,Collabra,16,92,Fishing,0
144,Arkius,None,Thyria,62,92,Fishing,0
144,Carly,Elder Druid,Wintera,42,92,Fishing,0
144,Chicken summoner,Elder Druid,Solidera,218,92,Fishing,0
144,Demonz Thunder,Elder Druid,Secura,70,92,Fishing,0
144,Fadasol,Master Sorcerer,Gladera,116,92,Fishing,0
144,Ferumbras Insano,Master Sorcerer,Yonabra,281,92,Fishing,0
144,Flanbers Penn,Royal Paladin,Yonabra,1849,92,Fishing,0
144,Gray Elderer,Master Sorcerer,Nefera,125,92,Fishing,0
144,Haichai,Druid,Calmera,62,92,Fishing,0
144,Javtow,Elder Druid,Monza,197,92,Fishing,0
144,Kenji Sky,Elite Knight,Luminera,56,92,Fishing,0
144,Macbeck,Master Sorcerer,Bona,257,92,Fishing,0
144,Olorin Grey,Master Sorcerer,Celesta,451,92,Fishing,0
144,Paladin Gocho,Paladin,Celesta,518,92,Fishing,0
144,Palaor Taur,Elder Druid,Peloria,34,92,Fishing,0
144,Sukini,Druid,Astera,211,92,Fishing,0
144,Trethian Derz,Knight,Nefera,204,92,Fishing,0
144,Zuzix,Elite Knight,Yonabra,25,92,Fishing,0
164,Adivali,Royal Paladin,Refugia,226,91,Fishing,0
164,Alfaley Arcon,Sorcerer,Celesta,55,91,Fishing,0
164,Antos Schelle,Master Sorcerer,Nefera,130,91,Fishing,0
164,Astardack,Master Sorcerer,Wintera,141,91,Fishing,0
164,Bila'mort,Elite Knight,Thyria,111,91,Fishing,0
164,Cunning Fisherman,Knight,Yonabra,62,91,Fishing,0
164,Dubh,Elite Knight,Vunira,136,91,Fishing,0
164,Grendell,Master Sorcerer,Calmera,68,91,Fishing,0
164,Ironed Sorcerer,Sorcerer,Quelibra,479,91,Fishing,0
164,Kaoro Higurashi,Master Sorcerer,Lobera,174,91,Fishing,0
164,Lago Knight,Elite Knight,Havera,143,91,Fishing,0
164,Liis Ongam,Master Sorcerer,Refugia,51,91,Fishing,0
164,Mario Bross,Master Sorcerer,Peloria,48,91,Fishing,0
164,Mastro Daro,Master Sorcerer,Peloria,228,91,Fishing,0
164,Michal Elk of Celesta,Master Sorcerer,Celesta,57,91,Fishing,0
164,Miwyna,Master Sorcerer,Talera,54,91,Fishing,0
164,Pandorinhah,Master Sorcerer,Gladera,127,91,Fishing,0
164,Pawynn,Master Sorcerer,Bona,55,91,Fishing,0
164,Serbic,Elite Knight,Gentebra,138,91,Fishing,0
164,Sir Patience,Elite Knight,Vunira,61,91,Fishing,0
164,Tom Valis,None,Pacera,93,91,Fishing,0
164,Trarbach,Elder Druid,Premia,88,91,Fishing,0
164,Vigilante Rodoviario,Master Sorcerer,Pacera,187,91,Fishing,0
164,Wir'nicosci,None,Thyria,56,91,Fishing,0
164,Zalla Druid,Elder Druid,Lobera,52,91,Fishing,0
189,Ader Melius,Elite Knight,Secura,353,90,Fishing,0
189,Agnus Silverheart,Elder Druid,Nefera,202,90,Fishing,0
189,Ancient Blessed,Elder Druid,Wintera,90,90,Fishing,0
189,Aniakasia,Druid,Monza,139,90,Fishing,0
189,Athemisa,Master Sorcerer,Kalibra,230,90,Fishing,0
189,Athene,Elite Knight,Gladera,192,90,Fishing,0
189,Bone Grip,Royal Paladin,Yovera,421,90,Fishing,0
189,Camhtiek,Elder Druid,Calmera,87,90,Fishing,0
189,Clown Hunter,Elite Knight,Vunira,121,90,Fishing,0
189,Dayen,Elite Knight,Vunira,75,90,Fishing,0
189,Dutiw,Master Sorcerer,Vunira,232,90,Fishing,0
189,Ekomu,Master Sorcerer,Lobera,70,90,Fishing,0
189,Generaldo,Knight,Nefera,15,90,Fishing,0
189,Hälge,Elite Knight,Antica,270,90,Fishing,0
189,Izaur,Royal Paladin,Bona,870,90,Fishing,0
189,Meirinha Titania,Elder Druid,Premia,93,90,Fishing,0
189,Mowld,Knight,Yovera,130,90,Fishing,0
189,Rockstars,Elite Knight,Yonabra,618,90,Fishing,0
189,Trathos,None,Thyria,253,90,Fishing,0
208,Apocalipsis,Elite Knight,Refugia,271,89,Fishing,0
208,Bibuta,Elder Druid,Menera,579,89,Fishing,0
208,Cavaleiro Daniel,Elite Knight,Vunira,104,89,Fishing,0
208,Di Kebradinha,Elite Knight,Ourobra,56,89,Fishing,0
208,Duke Nacho,Elite Knight,Havera,460,89,Fishing,0
208,Fapin,Elder Druid,Monza,182,89,Fishing,0
208,Fenris Graywolf,Master Sorcerer,Wintera,84,89,Fishing,0
208,Gallito Copeton,Master Sorcerer,Calmera,203,89,Fishing,0
208,Guilhermao Aloprado,Sorcerer,Peloria,132,89,Fishing,0
208,Hakke Eternal,Elder Druid,Vunira,36,89,Fishing,0
208,Hunze,Master Sorcerer,Thyria,55,89,Fishing,0
208,Jealous masterdwebe,Master Sorcerer,Harmonia,171,89,Fishing,0
208,Junior'Ruh,Druid,Harmonia,165,89,Fishing,0
208,Kitiara,Master Sorcerer,Antica,347,89,Fishing,0
208,Krocer,Elder Druid,Talera,102,89,Fishing,0
208,Kryptton,Master Sorcerer,Menera,106,89,Fishing,0
208,Master nio,Master Sorcerer,Zunera,73,89,Fishing,0
208,Max Crio,Druid,Collabra,52,89,Fishing,0
208,Mistress Tristania,Elder Druid,Secura,102,89,Fishing,0
208,Mumbo-Jumbo,Master Sorcerer,Secura,128,89,Fishing,0
208,Odynieck,Elite Knight,Thyria,400,89,Fishing,0
208,Ozmerino,Elite Knight,Zunera,230,89,Fishing,0
208,Phado Valure,Master Sorcerer,Talera,47,89,Fishing,0
208,Pulchny,Sorcerer,Harmonia,326,89,Fishing,0
208,Shawe,Elite Knight,Solidera,157,89,Fishing,0
208,Sunny Kofax,Elder Druid,Solidera,152,89,Fishing,0
208,Waraiirarepano,Paladin,Quelibra,64,89,Fishing,0
208,Wladosek,Elite Knight,Secura,527,89,Fishing,0
208,Yung Shady,Master Sorcerer,Pacera,100,89,Fishing,0
237,Adon'Xallas,Elite Knight,Talera,201,88,Fishing,0
237,Adonis'Kyuu,Elite Knight,Vunira,182,88,Fishing,0
237,Alena Aran,Knight,Harmonia,60,88,Fishing,0
237,Allohe,Knight,Belobra,516,88,Fishing,0
237,Aphrodithe,Elite Knight,Astera,867,88,Fishing,0
237,Artur-mago,Master Sorcerer,Menera,354,88,Fishing,0
237,Azizbhai,Elite Knight,Lobera,67,88,Fishing,0
237,Berzeker of Griate,Elder Druid,Calmera,60,88,Fishing,0
237,Chiallo,Elder Druid,Celesta,172,88,Fishing,0
237,Eskardo,Master Sorcerer,Antica,172,88,Fishing,0
237,Jakersorc,Master Sorcerer,Thyria,58,88,Fishing,0
237,Johnnie Leam,Elite Knight,Havera,113,88,Fishing,0
237,Ledar Tamgril,Elder Druid,Menera,412,88,Fishing,0
237,Marciano Fishing,Knight,Ustebra,39,88,Fishing,0
237,Nahema Druid,Elder Druid,Secura,77,88,Fishing,0
237,Nearcha,Elder Druid,Thyria,45,88,Fishing,0
237,Night Folks,None,Lobera,72,88,Fishing,0
237,Odd Man Out,None,Zuna,102,88,Fishing,0
237,Oktavia Druid,Elder Druid,Monza,172,88,Fishing,0
237,Paula Raskal,Elder Druid,Secura,153,88,Fishing,0
237,Phezt,Elder Druid,Antica,34,88,Fishing,0
237,Phobiia,None,Gentebra,46,88,Fishing,0
237,Rafabella,Elder Druid,Solidera,37,88,Fishing,0
237,Red Lyon,Royal Paladin,Solidera,113,88,Fishing,0
237,Saarau,Elite Knight,Calmera,434,88,Fishing,0
237,Schatzl,Royal Paladin,Antica,158,88,Fishing,0
237,Shyx Sho,Elite Knight,Talera,720,88,Fishing,0
237,Tirith Firebrother,Elder Druid,Quintera,41,88,Fishing,0
237,Ukigor,Elder Druid,Jadebra,271,88,Fishing,0
237,Wizardis,Sorcerer,Solidera,142,88,Fishing,0
237,Xego,Elite Knight,Antica,331,88,Fishing,0
237,Zyga Druidka,Druid,Harmonia,125,88,Fishing,0
269,Adimoth,Master Sorcerer,Vunira,54,87,Fishing,0
269,Afiuei,Elder Druid,Lobera,35,87,Fishing,0
269,Aghe,Master Sorcerer,Premia,1247,87,Fishing,0
269,Amatore Dark,Master Sorcerer,Wintera,106,87,Fishing,0
269,Aurius Orion,Elder Druid,Havera,65,87,Fishing,0
269,Bandido'Mort,Elite Knight,Talera,50,87,Fishing,0
269,Chamullo,Master Sorcerer,Nefera,662,87,Fishing,0
269,Colin Fletcher,None,Thyria,221,87,Fishing,0
269,David Ben,Master Sorcerer,Pacera,204,87,Fishing,0
269,Dedek toma,Royal Paladin,Calmera,330,87,Fishing,0
269,Eri Moura,Elite Knight,Bona,132,87,Fishing,0
269,Eternal Oblivion,Elite Knight,Solidera,297,87,Fishing,0
269,Fabiocot,Royal Paladin,Nefera,77,87,Fishing,0
269,Falu Minus,Elder Druid,Lobera,58,87,Fishing,0
269,Furion Zathor,Elite Knight,Ustebra,307,87,Fishing,0
269,Galon Trian,Knight,Pacera,176,87,Fishing,0
269,Heremite,Elite Knight,Lobera,59,87,Fishing,0
269,Hid Mener,Knight,Yovera,90,87,Fishing,0
269,Krazz Tyraell,Elite Knight,Lutabra,119,87,Fishing,0
269,Lechoss,Master Sorcerer,Refugia,577,87,Fishing,0
269,Legendary dark hero,Master Sorcerer,Secura,157,87,Fishing,0
269,Linchael,Elite Knight,Pacera,431,87,Fishing,0
269,Luminero Mio,Master Sorcerer,Pacera,77,87,Fishing,0
269,Maldara Locka,Druid,Celebra,458,87,Fishing,0
269,Master Player,Master Sorcerer,Secura,265,87,Fishing,0
269,Minuano,Master Sorcerer,Refugia,105,87,Fishing,0
269,Morfeu Devil,Master Sorcerer,Pacera,115,87,Fishing,0
269,New Egg,Elder Druid,Solidera,98,87,Fishing,0
269,Pee Wii,Elite Knight,Thyria,127,87,Fishing,0
269,Renna of Dragon,Druid,Nefera,92,87,Fishing,0
269,Tekaketa,Master Sorcerer,Refugia,368,87,Fishing,0
269,Telimekar,Master Sorcerer,Solidera,220,87,Fishing,0
269,Tomek Pogromca Demona,Elder Druid,Secura,193,87,Fishing,0
269,Vick'Evil,Royal Paladin,Bona,60,87,Fishing,0
269,Xarathiel,Elite Knight,Vunira,75,87,Fishing,0
269,Zarat,Master Sorcerer,Premia,84,87,Fishing,0
269,Zarper,Elite Knight,Antica,143,87,Fishing,0
306,Angel Moon,Elder Druid,Menera,332,86,Fishing,0
306,Angel Pro Damage,Elder Druid,Yonabra,2000,86,Fishing,0
306,Archangel Wings,Elite Knight,Havera,61,86,Fishing,0
306,Baby Cry,Elite Knight,Astera,116,86,Fishing,0
306,Biyinn,None,Lobera,89,86,Fishing,0
306,Brus Feldon,Royal Paladin,Bona,605,86,Fishing,0
306,Christianaa,Master Sorcerer,Secura,219,86,Fishing,0
306,Chroopka,Elder Druid,Bona,189,86,Fishing,0
306,Deathbringer Slayer,Sorcerer,Menera,60,86,Fishing,0
306,Elion Prime,Elder Druid,Wintera,42,86,Fishing,0
306,Ethoruk,Royal Paladin,Premia,55,86,Fishing,0
306,Fallcon'Spiryt,Elite Knight,Talera,167,86,Fishing,0
306,Hellgorak,Elder Druid,Harmonia,336,86,Fishing,0
306,Ixitex,Sorcerer,Vunira,9,86,Fishing,0
306,Japa Honeis,Elite Knight,Wintera,76,86,Fishing,0
306,Jekyl,Knight,Havera,177,86,Fishing,0
306,Lancelot Gallam,Master Sorcerer,Havera,123,86,Fishing,0
306,Lord Davidson,Master Sorcerer,Lobera,313,86,Fishing,0
306,Nomad Barbarzynca,Elite Knight,Secura,323,86,Fishing,0
306,Nosehawk,Elite Knight,Yonabra,805,86,Fishing,0
306,Pinato,Elite Knight,Peloria,103,86,Fishing,0
306,Pycckuu,Elite Knight,Peloria,217,86,Fishing,0
306,Salmann,Sorcerer,Thyria,13,86,Fishing,0
306,Samara Menera,Sorcerer,Menera,105,86,Fishing,0
306,Sami Lee,Elite Knight,Lobera,79,86,Fishing,0
306,Segosezo Second,Sorcerer,Menera,71,86,Fishing,0
306,Sekato,Master Sorcerer,Secura,90,86,Fishing,0
306,Shekeyl Amigo do Lealuk,None,Peloria,46,86,Fishing,0
306,Suikuny,Master Sorcerer,Havera,50,86,Fishing,0
306,Suzywoddnimph,Elder Druid,Gladera,103,86,Fishing,0
306,Syan Loh,Master Sorcerer,Havera,110,86,Fishing,0
306,Tempteris,Elder Druid,Refugia,123,86,Fishing,0
306,Tinkuwink,Elite Knight,Havera,105,86,Fishing,0
306,Tupfen,Elite Knight,Peloria,53,86,Fishing,0
306,Victoria Knight,Elite Knight,Wintera,55,86,Fishing,0
306,Wolsonik,Elite Knight,Antica,146,86,Fishing,0
306,Xiriablake,Elder Druid,Astera,155,86,Fishing,0
306,Xixap of the ice,Elder Druid,Secura,116,86,Fishing,0
306,Zae Monster,None,Quidera,57,86,Fishing,0
306,Zoxxo,None,Zuna,56,86,Fishing,0
306,Zyprus,Elder Druid,Vunira,80,86,Fishing,0
347,Alandi,Master Sorcerer,Havera,29,85,Fishing,0
347,Angel the Sly,Elder Druid,Refugia,389,85,Fishing,0
347,Athiel Lithael,Elite Knight,Peloria,125,85,Fishing,0
347,Bah Tutah,Royal Paladin,Vunira,130,85,Fishing,0
347,Bastiaun Valeta,Elder Druid,Talera,52,85,Fishing,0
347,Caligulus,Elder Druid,Calmera,64,85,Fishing,0
347,Choko-Ale,Master Sorcerer,Wintera,60,85,Fishing,0
347,Clube Atletico Paranaense,Knight,Etebra,19,85,Fishing,0
347,Dark Druid of Arstera,Druid,Astera,154,85,Fishing,0
347,Deiamo Rookgaard Legend,None,Pacera,145,85,Fishing,0
347,Eutrehix,Elder Druid,Secura,110,85,Fishing,0
347,Felipe Eduardo Rooker,None,Nefera,126,85,Fishing,0
347,Fioletowy Teletubis,Elder Druid,Antica,98,85,Fishing,0
347,Gca,Master Sorcerer,Secura,300,85,Fishing,0
347,Hudibu,Elite Knight,Lobera,137,85,Fishing,0
347,Inhert,Royal Paladin,Wintera,72,85,Fishing,0
347,Jin Velox,None,Talera,8,85,Fishing,0
347,Laast Knight,Elite Knight,Wintera,104,85,Fishing,0
347,Lari Blade of Honera,Elder Druid,Nefera,94,85,Fishing,0
347,Levy ijb,Master Sorcerer,Talera,118,85,Fishing,0
347,Lord Abutre,Master Sorcerer,Menera,53,85,Fishing,0
347,Maniootek,Elder Druid,Peloria,143,85,Fishing,0
347,Master of Desaster,Elite Knight,Antica,373,85,Fishing,0
347,Max Sudden Death,Sorcerer,Havera,24,85,Fishing,0
347,Mendanha,Master Sorcerer,Belobra,1365,85,Fishing,0
347,Mestor Wielkich,Master Sorcerer,Vunira,130,85,Fishing,0
347,Nike of Shot,Druid,Bona,27,85,Fishing,0
347,Nobsile,Elder Druid,Quidera,759,85,Fishing,0
347,Old Fisher,Paladin,Venebra,67,85,Fishing,0
347,Pejti Foursixnine,Elite Knight,Harmonia,262,85,Fishing,0
347,Pescador de Etebra,Elder Druid,Etebra,43,85,Fishing,0
347,Pescadorkiller,Knight,Gentebra,18,85,Fishing,0
347,Pibip,Elite Knight,Epoca,245,85,Fishing,0
347,Pocahontas Delicinha,Elder Druid,Quintera,202,85,Fishing,0
347,Queny,Master Sorcerer,Monza,221,85,Fishing,0
347,Rosa Well Fireangels,Elite Knight,Gladera,329,85,Fishing,0
347,Shadom'Devil,Master Sorcerer,Talera,45,85,Fishing,0
347,Sir Ackbarr,Master Sorcerer,Pacera,133,85,Fishing,0
347,Sir Hades Asto,Master Sorcerer,Quintera,44,85,Fishing,0
347,Sir Tomaszu,Elite Knight,Thyria,539,85,Fishing,0
347,Thornik,Elder Druid,Peloria,93,85,Fishing,0
347,Tiull Tado,Druid,Descubra,165,85,Fishing,0
347,Vepseli,Elite Knight,Monza,138,85,Fishing,0
347,Wampa,Elder Druid,Solidera,32,85,Fishing,0
347,Warbear,Elder Druid,Gladera,540,85,Fishing,0
347,Yuyu'yu,Master Sorcerer,Refugia,104,85,Fishing,0
347,Zewe,Elite Knight,Celesta,1061,85,Fishing,0
347,Ziwirox,Elder Druid,Astera,71,85,Fishing,0
395,Acrolis,Master Sorcerer,Harmonia,111,84,Fishing,0
395,Acza-mage,Master Sorcerer,Gladera,88,84,Fishing,0
395,Anardy,Knight,Lobera,334,84,Fishing,0
395,Andelain,Master Sorcerer,Peloria,62,84,Fishing,0
395,Andis Sami,Sorcerer,Calmera,68,84,Fishing,0
395,Armando Bomba,Master Sorcerer,Refugia,218,84,Fishing,0
395,Asparyees,Druid,Monza,102,84,Fishing,0
395,Azokk pinnen,Elite Knight,Lobera,81,84,Fishing,0
395,Bagall,Royal Paladin,Secura,456,84,Fishing,0
395,Berckya Tarulcohan,Master Sorcerer,Quelibra,180,84,Fishing,0
395,Bill Tyran,Elder Druid,Vunira,26,84,Fishing,0
395,Brillenschlange,Royal Paladin,Antica,34,84,Fishing,0
395,Bryan Chang,Master Sorcerer,Astera,72,84,Fishing,0
395,Canolow,Knight,Kalibra,10,84,Fishing,0
395,Carminha gatinha,Elder Druid,Havera,36,84,Fishing,0
395,Coyle,Knight,Peloria,114,84,Fishing,0
395,Darksorcererr,Master Sorcerer,Thyria,61,84,Fishing,0
395,Darusio,Elder Druid,Celesta,289,84,Fishing,0
395,Dmonik,Elite Knight,Belobra,304,84,Fishing,0
395,Elder Anelka,Knight,Serdebra,15,84,Fishing,0
395,Elder Valler,Elder Druid,Thyria,58,84,Fishing,0
395,Elleder Tamis,Paladin,Bona,197,84,Fishing,0
395,Erziraphael,Elder Druid,Antica,40,84,Fishing,0
395,Forsaken Soul Of Darkness,Knight,Quintera,218,84,Fishing,0
395,Glerigh Darot,Sorcerer,Astera,101,84,Fishing,0
395,Hosmy,Knight,Havera,35,84,Fishing,0
395,Hurffy,Elder Druid,Bona,33,84,Fishing,0
395,Isami Kondou Miburo,Elite Knight,Vunira,82,84,Fishing,0
395,Istigadinho,Elite Knight,Havera,73,84,Fishing,0
395,Izayzel,Royal Paladin,Peloria,59,84,Fishing,0
395,Joringel,Elite Knight,Antica,201,84,Fishing,0
395,Juzio Pogromca Szczuruw,Elite Knight,Antica,404,84,Fishing,0
395,Kelon,Elder Druid,Antica,47,84,Fishing,0
395,Kocon,Knight,Collabra,15,84,Fishing,0
395,Last Unicorn,Sorcerer,Antica,90,84,Fishing,0
395,Lee Arbing,Elder Druid,Nefera,159,84,Fishing,0
395,Lord Crawford,Master Sorcerer,Harmonia,168,84,Fishing,0
395,Lord Maracutaia,Elder Druid,Refugia,156,84,Fishing,0
