,name,world,category,vocation,skill_level,ingestion_time,start_date,end_date,is_current,hash_diff
59,Seleheo,zuna,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
60,Sir Knur,zuna,Club Fighting,knight,126,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,bb0e9e35473755d686769b4d992ac6e20f687df6f9a1f165baae0bf40bb20bcc
61,Tiran Sama,zuna,Sword Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
62,Trame Court,zuna,Distance Fighting,royal paladin,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3b3dc88642db82cf4107c570b91d634960571dfc855c3e9e0cbc5de89dba0b91
63,Unholy Stone Thrower,zuna,Shielding,royal paladin,123,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,0db734cdfe25128ba759550b75a2230d079244ab21a70cc864b3510d87779c9c
64,Unia Loth,zuna,Shielding,royal paladin,123,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,0db734cdfe25128ba759550b75a2230d079244ab21a70cc864b3510d87779c9c
65,Vollupia,zuna,Magic Level,master sorcerer,142,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,5343c692107cc1bcc6d1dc53882a125b80465103d5f17ce9087104adbc4674e2
66,Wison,zuna,Distance Fighting,royal paladin,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
67,Yamalz,zuna,Axe Fighting,elite knight,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
68,Zibiarra,zuna,Club Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
69,Aly Lion,zuna,Sword Fighting,elite knight,131,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
70,Arau,zuna,Shielding,paladin,124,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,ae5485c55fcf71297d93bc99f6f18b3abdf8acc2b0f2c4ea7eae752bd32fd3dd
71,Aurora Girl,zuna,Shielding,royal paladin,125,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,85635d83ba6a2c577db48ae578721b59dd2c32b6c18d07bfca5a0a398c13acae
72,Daipaz Il,zuna,Shielding,royal paladin,123,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,0db734cdfe25128ba759550b75a2230d079244ab21a70cc864b3510d87779c9c
73,Dra Alucination,zuna,Shielding,royal paladin,124,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,5405f180b11924b2736b2d84d718ad9096a09ca2424362e6b423688ff492a25e
74,Feitizos,zuna,Shielding,royal paladin,123,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,0db734cdfe25128ba759550b75a2230d079244ab21a70cc864b3510d87779c9c
75,Gothrul,zuna,Shielding,royal paladin,123,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,0db734cdfe25128ba759550b75a2230d079244ab21a70cc864b3510d87779c9c
76,Jin Kanzaki,zuna,Shielding,paladin,124,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,ae5485c55fcf71297d93bc99f6f18b3abdf8acc2b0f2c4ea7eae752bd32fd3dd
77,Paladin Monika,zuna,Shielding,royal paladin,124,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,5405f180b11924b2736b2d84d718ad9096a09ca2424362e6b423688ff492a25e
78,Salexon Mita,zuna,Shielding,paladin,124,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,ae5485c55fcf71297d93bc99f6f18b3abdf8acc2b0f2c4ea7eae752bd32fd3dd
79,Trame Court,zuna,Shielding,royal paladin,125,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,85635d83ba6a2c577db48ae578721b59dd2c32b6c18d07bfca5a0a398c13acae
80,Wison,zuna,Shielding,royal paladin,124,2026-01-18 12:47:53.233983,2026-01-18 13:33:36.337172,,True,5405f180b11924b2736b2d84d718ad9096a09ca2424362e6b423688ff492a25e
81,Ahoky,solidera,Magic Level,master sorcerer,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2c843a5b31c79717e243ea9c29779de7b47122cee05c1916e0ce81d39683c750
82,Aler Tius,solidera,Sword Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
83,Arcangel Miguelito,solidera,Club Fighting,elite knight,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
84,Asb'el,solidera,Magic Level,master sorcerer,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2c843a5b31c79717e243ea9c29779de7b47122cee05c1916e0ce81d39683c750
85,Aspharoth,solidera,Axe Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
86,Astromeliaa,solidera,Fist Fighting,exalted monk,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,2026-01-18 13:32:59.456830,False,524eaff32af784dae6ff349167468c6d69f20ca8afc005a97119b6206fe1ef3f
87,Beltenebros,solidera,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
88,Benji maxs,solidera,Axe Fighting,elite knight,136,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,035a0c010c4d51148cc3b6c4cf496472f07e24b07980bfe7dd0f73248bd3a4f2
89,Bonkler,solidera,Fist Fighting,exalted monk,117,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2e67b5879a1410a73506bdbfd96c2474c33511051ece84a921ae3d5442a40257
90,Broglio,solidera,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
91,Bryan Mort,solidera,Magic Level,master sorcerer,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,860a9105f4b41b0e1a3d297a48fb2d51dd2392bc68cc2cc85891a0c4d0bd320c
92,Buzzfreak,solidera,Shielding,knight,124,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,0582a84982ea1ea2983629684dc735f024948ac2e0bf2b08e161d1abe333fcf7
93,Chaparro Cuatroveinte,solidera,Distance Fighting,royal paladin,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9961d6d5a14e95a2e6987643e44526c87ebaf20d4779e8c3dbb9147a895a987a
94,Coatl,solidera,Axe Fighting,elite knight,139,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,a6812f55f6da541b99d77b69f2a884c5455a30af5e2eb9dd83b55a7f3023cf13
95,Cocusama,solidera,Magic Level,master sorcerer,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9813a949da1b4da66d6695769af01526509758baba27b8bb31f38d9f8c322610
96,Corrupted Aly,solidera,Club Fighting,elite knight,126,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,c1d6f420c66be5b693eec9cd6053a2a9a52212fe170594a78872f0767344c1eb
97,Corrupted Legolaf,solidera,Distance Fighting,royal paladin,135,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3b3dc88642db82cf4107c570b91d634960571dfc855c3e9e0cbc5de89dba0b91
98,Cyrion The Paladin,solidera,Distance Fighting,paladin,134,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,f2ad4609ed3f9d0da3ed8c49ac7baf455033591c2510a849307e89cccbe71fba
99,Damzek Arrogante,solidera,Magic Level,master sorcerer,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,90325bb84cc68c2444748592915420fe110f4d0e77ec8bb5642dc261b38e7982
100,Daryn Rider,solidera,Magic Level,master sorcerer,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,d4691607c6a557566ada7c70a6cabc97ef90d47e77df6c197f81bd90a2e18fdf
101,Davidinator,solidera,Fist Fighting,elite knight,115,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,9bdb4e7cbe414ac4e1941d8ced133b798f97b2552ac322119b75b1f8e0bc9deb
102,Don Saulinm,solidera,Magic Level,master sorcerer,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,d4691607c6a557566ada7c70a6cabc97ef90d47e77df6c197f81bd90a2e18fdf
103,Drackken Shakalozo,solidera,Magic Level,master sorcerer,127,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,d0271dca3a871c2a07b917b5bf3aca12bb2bf63a9d09dcf23dac9cbe7e6cd623
104,El Diez,solidera,Club Fighting,elite knight,125,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,e059d86f58e9f3bbcd0aeec42f76f88bbc528e68434f2f426aa5a5f85e6228c4
105,Elgyn Phoenix,solidera,Sword Fighting,elite knight,137,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,23dc1d2f617b3c891097b1371a30afecd7f077e0e5f1b090d189359683fafeda
106,Eliasxd,solidera,Club Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
107,Er Wings,solidera,Sword Fighting,elite knight,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,ac1cf1667285ad2ea9f925d7d4cbb2f04d3de00f83d2c72710533b33bd9ec1bc
108,Eylithz,solidera,Sword Fighting,elite knight,133,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,ac1cf1667285ad2ea9f925d7d4cbb2f04d3de00f83d2c72710533b33bd9ec1bc
109,Fe No,solidera,Sword Fighting,elite knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,34ecad5ff2d4ac75bfa218f5ae6c7b91de0e4dfea1b9e55777bb8ee91bbf48a4
110,Firewalk,solidera,Magic Level,master sorcerer,127,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,d0271dca3a871c2a07b917b5bf3aca12bb2bf63a9d09dcf23dac9cbe7e6cd623
111,Flo Ri Da,solidera,Fist Fighting,exalted monk,110,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,2b75cf464c0fd3cc6f88b555b26050f1f141cdef8de95191d2fc777d42e770be
112,Gahmer,solidera,Axe Fighting,elite knight,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
113,Ghost of Chimera,solidera,Distance Fighting,royal paladin,136,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,408e1cb98faf04dbf5c5ac009462d96697ebf3bc74747f52113c368a462ceebb
114,Goyosensei,solidera,Club Fighting,elite knight,125,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,e059d86f58e9f3bbcd0aeec42f76f88bbc528e68434f2f426aa5a5f85e6228c4
115,Grav Basher,solidera,Club Fighting,elite knight,125,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,e059d86f58e9f3bbcd0aeec42f76f88bbc528e68434f2f426aa5a5f85e6228c4
116,Grav Buddha,solidera,Fist Fighting,exalted monk,113,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,a0c738d40ddee04997559d718c46cdfa9bb7d60874e947cccc24f4cbf6bc6054
117,Gugazen,solidera,Club Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
118,Gumis,solidera,Club Fighting,elite knight,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,3c67daf9ad1957895ee4ffca6720077d9fc8ebdd6a116027d6cf41a70c1048c7
119,Huguito Bhozs,solidera,Fist Fighting,exalted monk,111,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,279d23d9b75ddf65e9a04e76c823e87b9b235f6158b2d5effe42af197dcfddef
120,Igualito,solidera,Axe Fighting,knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,918165658998a84a9a5e305c5bc9a5edb687f6f4760a78756e336f1d549ae1d0
121,Invalidin,solidera,Axe Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
122,Itsmaka,solidera,Club Fighting,elite knight,131,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,cd27ac75faf4639577a72e0f9308154f8528b9db1408f5b50127bca8b33596ad
123,Jamonsz,solidera,Club Fighting,elite knight,125,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,e059d86f58e9f3bbcd0aeec42f76f88bbc528e68434f2f426aa5a5f85e6228c4
124,Jerusman,solidera,Axe Fighting,knight,130,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,60641761100234f6b677a08217248d3ca5038f83b028ea7d4598fda94f8c3a6c
125,Johanz,solidera,Sword Fighting,elite knight,132,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,146c88f77ce1226f57eb8b52b84d99fc06e83eea1cb67d21b5b7c407416e959a
126,Jordan Style,solidera,Club Fighting,elite knight,125,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,e059d86f58e9f3bbcd0aeec42f76f88bbc528e68434f2f426aa5a5f85e6228c4
127,Kakuzaiy,solidera,Club Fighting,elite knight,128,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,6818bae97240f317a6123c94e4784867ae29d6232926dbea8f1d0350a32f35e1
128,Kasey Rose,solidera,Magic Level,master sorcerer,129,2026-01-12 23:40:38.539845,2026-01-13 00:05:51.445711,,True,0d2f095a0a520e7831a8059b83e13a1d25763aacf8672d475c3364b34776f410
